time,speed,travel,x,y,z,grounded,lift,torque,contact
0.017,35.662,0.713,-630.216,8.342,-149.347,4,7.780,0.042,"Ground_80_320:(0.00, 1.00, 0.00)"
0.037,35.661,1.426,-630.227,8.341,-148.634,4,8.377,0.006,""
0.057,35.660,2.139,-630.239,8.339,-147.921,4,8.936,0.017,""
0.077,35.659,2.852,-630.251,8.337,-147.208,4,9.444,0.032,""
0.097,35.658,3.565,-630.263,8.335,-146.495,4,9.884,0.040,""
0.117,35.657,4.279,-630.275,8.333,-145.782,4,10.251,0.043,""
0.137,35.655,4.992,-630.286,8.332,-145.069,4,10.542,0.043,""
0.157,35.654,5.705,-630.298,8.331,-144.356,4,10.759,0.041,""
0.177,35.653,6.418,-630.310,8.330,-143.644,4,10.908,0.037,""
0.197,35.652,7.130,-630.322,8.330,-142.931,4,10.995,0.034,""
0.217,35.651,7.843,-630.334,8.331,-142.218,4,11.027,0.030,""
0.237,35.650,8.556,-630.345,8.332,-141.505,4,11.015,0.025,""
0.257,35.649,9.269,-630.357,8.333,-140.792,4,10.966,0.022,""
0.277,35.648,9.982,-630.369,8.335,-140.079,4,10.886,0.018,""
0.297,35.647,10.695,-630.381,8.337,-139.366,4,10.787,0.015,""
0.317,35.646,11.408,-630.393,8.339,-138.654,4,10.672,0.013,""
0.337,35.645,12.121,-630.404,8.342,-137.941,4,10.549,0.010,""
0.357,35.644,12.834,-630.416,8.345,-137.228,4,10.424,0.008,""
0.377,35.643,13.547,-630.428,8.348,-136.515,4,10.299,0.006,""
0.397,35.643,14.260,-630.440,8.352,-135.803,4,10.179,0.004,""
0.417,35.642,14.972,-630.451,8.355,-135.090,4,10.068,0.003,""
0.437,35.641,15.685,-630.463,8.359,-134.377,4,9.966,0.003,""
0.457,35.640,16.398,-630.475,8.362,-133.664,4,9.875,0.002,""
0.477,35.639,17.111,-630.487,8.366,-132.952,4,9.796,0.002,""
0.497,35.639,17.823,-630.498,8.369,-132.239,4,9.729,0.001,""
0.517,35.638,18.536,-630.510,8.373,-131.526,4,9.675,0.001,""
0.537,35.637,19.249,-630.522,8.376,-130.814,4,9.633,0.002,""
0.557,35.637,19.962,-630.534,8.380,-130.101,4,9.601,0.002,""
0.577,35.636,20.674,-630.546,8.383,-129.389,4,9.581,0.002,""
0.597,35.636,21.387,-630.557,8.386,-128.676,4,9.569,0.002,""
0.617,35.635,22.100,-630.569,8.389,-127.963,4,9.565,0.002,""
0.637,35.635,22.813,-630.581,8.392,-127.251,4,9.569,0.002,""
0.657,35.634,23.525,-630.593,8.395,-126.538,4,9.577,0.002,""
0.677,35.634,24.238,-630.604,8.398,-125.826,4,9.591,0.002,""
0.697,35.633,24.951,-630.616,8.400,-125.113,4,9.608,0.002,""
0.717,35.633,25.663,-630.628,8.403,-124.401,4,9.628,0.002,""
0.737,35.632,26.376,-630.640,8.405,-123.688,4,9.649,0.002,""
0.757,35.632,27.088,-630.651,8.408,-122.975,4,9.671,0.002,""
0.777,35.632,27.801,-630.663,8.410,-122.263,4,9.693,0.002,""
0.797,35.631,28.514,-630.675,8.413,-121.550,4,9.715,0.002,""
0.817,35.631,29.226,-630.687,8.415,-120.838,4,9.735,0.002,""
0.837,35.631,29.939,-630.698,8.418,-120.125,4,10.340,0.001,""
0.857,35.630,30.651,-630.710,8.421,-119.413,4,10.335,0.064,""
0.877,35.630,31.364,-630.722,8.424,-118.701,4,10.369,0.106,""
0.897,35.629,32.076,-630.734,8.427,-117.988,4,10.995,0.132,""
0.917,35.629,32.789,-630.745,8.431,-117.276,4,10.829,0.082,""
0.937,35.628,33.501,-630.757,8.435,-116.564,4,10.608,0.045,""
0.957,35.627,34.214,-630.769,8.440,-115.851,4,10.366,0.019,""
0.977,35.627,34.926,-630.781,8.444,-115.139,4,10.124,0.002,""
0.997,35.626,35.639,-630.792,8.449,-114.426,4,9.899,0.010,""
1.017,35.626,36.351,-630.804,8.453,-113.714,4,9.701,0.017,""
1.037,35.626,37.064,-630.816,8.458,-113.001,4,9.536,0.020,""
1.057,35.625,37.777,-630.828,8.462,-112.289,4,9.405,0.022,""
1.077,35.625,38.489,-630.839,8.466,-111.576,4,9.309,0.022,""
1.097,35.625,39.202,-630.851,8.470,-110.864,4,9.245,0.020,""
1.117,35.624,39.914,-630.863,8.474,-110.151,4,9.234,0.036,""
1.137,35.624,40.627,-630.874,8.477,-109.439,4,9.331,0.042,""
1.157,35.624,41.339,-630.886,8.480,-108.727,4,9.558,0.079,""
1.177,35.624,42.051,-630.898,8.484,-108.015,4,9.886,0.033,""
1.197,35.624,42.764,-630.910,8.487,-107.302,4,10.378,0.077,""
1.217,35.623,43.476,-630.922,8.491,-106.591,4,11.097,0.047,""
1.237,35.623,44.187,-630.934,8.496,-105.879,4,11.879,0.059,""
1.257,35.622,44.899,-630.946,8.503,-105.167,4,12.912,0.052,""
1.277,35.620,45.611,-630.958,8.510,-104.456,4,13.874,0.247,""
1.297,35.619,46.322,-630.971,8.520,-103.744,4,14.929,0.061,""
1.317,35.617,47.033,-630.984,8.533,-103.033,4,15.975,0.365,""
1.337,35.614,47.744,-630.997,8.548,-102.322,4,16.835,0.227,""
1.357,35.612,48.455,-631.010,8.566,-101.612,4,17.835,0.341,""
1.377,35.609,49.166,-631.024,8.588,-100.901,4,18.423,0.330,""
1.397,35.605,49.876,-631.038,8.613,-100.191,4,19.258,0.288,""
1.417,35.602,50.586,-631.053,8.643,-99.481,4,19.741,0.712,""
1.437,35.537,51.292,-631.073,8.684,-98.776,4,20.170,0.451,"Takeoff - 40m x 6m, 6.2m rise:(-0.02, 1.00, -0.05)"
1.457,35.512,51.993,-631.097,8.735,-98.075,4,19.189,2.875,"Takeoff - 40m x 6m, 6.2m rise:(-0.03, 1.00, -0.07)"
1.477,35.481,52.696,-631.120,8.789,-97.372,4,21.453,2.726,"Takeoff - 40m x 6m, 6.2m rise:(-0.04, 1.00, -0.08)"
1.497,35.466,53.398,-631.146,8.851,-96.671,4,21.938,2.741,"Takeoff - 40m x 6m, 6.2m rise:(-0.04, 0.99, -0.09)"
1.517,35.428,54.099,-631.172,8.918,-95.969,4,22.462,2.685,"Takeoff - 40m x 6m, 6.2m rise:(-0.09, 0.99, -0.09)"
1.537,35.406,54.802,-631.197,8.989,-95.267,4,21.508,2.521,"Takeoff - 40m x 6m, 6.2m rise:(-0.11, 0.99, -0.10)"
1.557,35.375,55.502,-631.224,9.068,-94.567,4,19.907,2.613,"Takeoff - 40m x 6m, 6.2m rise:(-0.12, 0.99, -0.10)"
1.577,35.350,56.203,-631.248,9.150,-93.867,4,18.573,2.463,"Takeoff - 40m x 6m, 6.2m rise:(-0.14, 0.98, -0.11)"
1.597,35.323,56.901,-631.271,9.239,-93.169,4,16.668,2.700,"Takeoff - 40m x 6m, 6.2m rise:(-0.16, 0.98, -0.12)"
1.617,35.295,57.600,-631.292,9.330,-92.470,4,15.033,2.738,"Takeoff - 40m x 6m, 6.2m rise:(-0.18, 0.98, -0.12)"
1.637,35.268,58.299,-631.312,9.423,-91.772,4,13.323,2.936,"Takeoff - 40m x 6m, 6.2m rise:(-0.19, 0.97, -0.12)"
1.657,35.156,58.952,-631.334,9.567,-91.118,3,10.722,4.535,"Takeoff - 40m x 6m, 6.2m rise:(0.00, 0.99, -0.16)"
1.677,35.176,59.653,-631.369,9.730,-90.418,3,22.534,5.377,"Takeoff - 40m x 6m, 6.2m rise:(0.00, 0.99, -0.14)"
1.697,35.166,60.349,-631.389,9.829,-89.722,3,0.839,5.579,""
1.717,35.153,61.046,-631.410,9.924,-89.026,3,1.150,5.237,""
1.737,35.142,61.743,-631.433,10.015,-88.329,3,1.943,4.785,""
1.757,35.134,62.440,-631.459,10.104,-87.632,2,2.309,7.121,""
1.777,35.133,63.137,-631.488,10.190,-86.936,2,3.747,6.782,""
1.797,34.917,63.783,-631.533,10.323,-86.291,2,5.337,6.551,""
1.817,34.885,64.473,-631.570,10.419,-85.601,3,18.945,7.212,""
1.837,34.855,65.165,-631.609,10.520,-84.910,3,18.319,6.043,""
1.857,34.813,65.857,-631.648,10.620,-84.218,2,11.387,8.856,""
1.877,34.761,66.550,-631.686,10.721,-83.526,2,11.529,9.059,""
1.897,34.703,67.242,-631.719,10.821,-82.834,2,11.758,9.265,""
