course,mode,vehicle,speed,line,direction,travel,air,minUp,recovered,awards,completed
Street Loop,race,original,24,0,1,220.36,2.34,0.945,True,1,True
Street Loop,race,original,24,-6,1,220.36,2.34,0.945,True,1,True
Street Loop,race,original,24,6,1,220.36,2.34,0.945,True,1,True
Street Loop,race,original,24,-11.075,1,220.42,2.34,0.945,True,1,True
Street Loop,race,original,24,11.075,1,220.44,2.34,0.945,True,1,True
Street Loop,race,original,32,0,1,226.28,2.88,0.946,True,1,True
Street Loop,race,original,32,-6,1,226.26,2.88,0.946,True,1,True
Street Loop,race,original,32,6,1,226.27,2.88,0.946,True,1,True
Street Loop,race,original,32,-11.075,1,226.27,2.88,0.946,True,1,True
Street Loop,race,original,32,11.075,1,226.28,2.88,0.946,True,1,True
Street Loop,race,original,40,0,1,217.40,3.12,0.942,True,0,True
Street Loop,race,original,40,-6,1,223.22,3.16,0.943,True,0,True
Street Loop,race,original,40,6,1,222.44,3.12,0.943,True,0,True
Street Loop,race,original,40,-11.075,1,223.07,3.16,0.943,True,0,True
Street Loop,race,original,40,11.075,1,217.48,3.12,0.942,True,0,True
Street Loop,race,tourer,24,0,1,220.15,2.26,0.946,True,1,True
Street Loop,race,tourer,24,-6,1,220.16,2.26,0.946,True,1,True
Street Loop,race,tourer,24,6,1,220.15,2.26,0.946,True,1,True
Street Loop,race,tourer,24,-11,1,220.04,2.26,0.946,True,1,True
Street Loop,race,tourer,24,11,1,220.04,2.26,0.946,True,1,True
Street Loop,race,tourer,32,0,1,225.64,2.80,0.943,True,1,True
Street Loop,race,tourer,32,-6,1,225.66,2.80,0.943,True,1,True
Street Loop,race,tourer,32,6,1,225.62,2.80,0.943,True,1,True
Street Loop,race,tourer,32,-11,1,225.55,2.80,0.943,True,1,True
Street Loop,race,tourer,32,11,1,225.72,2.80,0.944,True,1,True
Street Loop,race,tourer,40,0,1,227.40,3.32,0.940,True,1,True
Street Loop,race,tourer,40,-6,1,226.85,3.30,0.940,True,1,True
Street Loop,race,tourer,40,6,1,216.25,3.06,0.940,True,1,True
Street Loop,race,tourer,40,-11,1,225.64,3.24,0.940,True,1,True
Street Loop,race,tourer,40,11,1,216.26,3.06,0.940,True,1,True
Street Loop,race,moto,24,0,1,221.24,2.44,0.934,True,1,True
Street Loop,race,moto,24,-6,1,221.27,2.44,0.934,True,1,True
Street Loop,race,moto,24,6,1,221.28,2.44,0.934,True,1,True
Street Loop,race,moto,24,-11.675,1,221.06,2.44,0.934,True,1,True
Street Loop,race,moto,24,11.675,1,221.27,2.44,0.935,True,1,True
Street Loop,race,moto,32,0,1,227.25,3.00,0.935,True,1,True
Street Loop,race,moto,32,-6,1,227.28,3.00,0.935,True,1,True
Street Loop,race,moto,32,6,1,227.34,3.02,0.935,True,1,True
Street Loop,race,moto,32,-11.675,1,227.32,3.00,0.935,True,1,True
Street Loop,race,moto,32,11.675,1,227.07,3.02,0.935,True,1,True
Street Loop,race,moto,40,0,1,222.41,3.26,0.935,True,0,True
Street Loop,race,moto,40,-6,1,222.45,3.26,0.934,True,0,True
Street Loop,race,moto,40,6,1,222.37,3.26,0.935,True,0,True
Street Loop,race,moto,40,-11.675,1,222.44,3.26,0.935,True,0,True
Street Loop,race,moto,40,11.675,1,222.51,3.26,0.935,True,0,True
Street Loop,race,atv,24,0,1,221.16,2.44,0.945,True,1,True
Street Loop,race,atv,24,-6,1,221.20,2.44,0.945,True,1,True
Street Loop,race,atv,24,6,1,221.20,2.44,0.945,True,1,True
Street Loop,race,atv,24,-11.275,1,221.36,2.44,0.942,True,1,True
Street Loop,race,atv,24,11.275,1,221.23,2.44,0.944,True,1,True
Street Loop,race,atv,32,0,1,227.16,3.00,0.939,True,1,True
Street Loop,race,atv,32,-6,1,227.20,3.00,0.939,True,1,True
Street Loop,race,atv,32,6,1,227.39,3.00,0.939,True,1,True
Street Loop,race,atv,32,-11.275,1,227.46,3.00,0.939,True,1,True
Street Loop,race,atv,32,11.275,1,227.21,3.00,0.939,True,1,True
Street Loop,race,atv,40,0,1,222.92,3.26,0.935,True,0,True
