time,speed,signedSpeed,valid,grounded,timer,visible,rendered
0.000,0.000,0.000,False,2,0.000,False,False
0.008,0.000,0.000,False,2,0.000,False,False
0.017,0.290,0.000,False,4,0.000,False,False
0.027,0.290,0.000,False,4,0.000,False,False
0.035,0.290,0.000,False,4,0.000,False,False
0.044,0.578,-0.293,True,4,0.000,False,False
0.052,0.578,-0.293,True,4,0.000,False,False
0.060,0.864,-0.574,True,4,0.000,False,False
0.069,0.864,-0.574,True,4,0.000,False,False
0.077,1.149,-0.867,True,4,0.000,False,False
0.085,1.149,-0.867,True,4,0.000,False,False
0.094,1.149,-0.867,True,4,0.000,False,False
0.102,1.431,-1.147,True,4,0.000,False,False
0.110,1.431,-1.147,True,4,0.000,False,False
0.119,1.712,-1.428,True,4,0.000,False,False
0.127,1.712,-1.428,True,4,0.000,False,False
0.135,1.712,-1.428,True,4,0.000,False,False
0.144,1.991,-1.709,True,4,0.000,False,False
0.152,1.991,-1.709,True,4,0.000,False,False
0.160,2.268,-1.990,True,4,0.000,False,False
0.169,2.268,-1.990,True,4,0.000,False,False
0.177,2.544,-2.271,True,4,0.000,False,False
0.185,2.544,-2.271,True,4,0.000,False,False
0.194,2.544,-2.271,True,4,0.000,False,False
0.202,2.818,-2.539,True,4,0.000,False,False
0.210,2.818,-2.539,True,4,0.000,False,False
0.219,3.090,-2.820,True,4,0.000,False,False
0.227,3.090,-2.820,True,4,0.000,False,False
0.235,3.090,-2.820,True,4,0.000,False,False
0.244,3.360,-3.088,True,4,0.020,False,False
0.252,3.360,-3.088,True,4,0.020,False,False
0.260,3.629,-3.357,True,4,0.040,False,False
0.269,3.629,-3.357,True,4,0.040,False,False
0.277,3.896,-3.625,True,4,0.060,False,False
0.285,3.896,-3.625,True,4,0.060,False,False
0.294,3.896,-3.625,True,4,0.060,False,False
0.302,4.161,-3.894,True,4,0.080,False,False
0.310,4.161,-3.894,True,4,0.080,False,False
0.319,4.425,-4.163,True,4,0.100,False,False
0.327,4.425,-4.163,True,4,0.100,False,False
0.336,4.687,-3.601,True,4,0.120,False,False
0.346,4.687,-3.601,True,4,0.120,False,False
0.355,4.687,-3.601,True,4,0.120,False,False
0.363,4.947,-4.688,True,4,0.140,False,False
0.372,4.947,-4.688,True,4,0.140,False,False
0.382,5.206,-4.944,True,4,0.160,False,False
0.391,5.206,-4.944,True,4,0.160,False,False
0.399,5.463,-5.200,True,4,0.180,False,False
0.407,5.463,-5.200,True,4,0.180,False,False
0.416,5.463,-5.200,True,4,0.180,False,False
0.424,5.718,-5.469,True,4,0.200,False,False
0.432,5.718,-5.469,True,4,0.200,False,False
0.441,5.972,-5.713,True,4,0.220,False,False
0.449,5.972,-5.713,True,4,0.220,False,False
0.457,6.224,-5.969,True,4,0.240,False,False
0.466,6.224,-5.969,True,4,0.240,False,False
0.474,6.224,-5.969,True,4,0.240,False,False
0.482,6.475,-6.226,True,4,0.260,False,False
0.491,6.475,-6.226,True,4,0.260,False,False
0.499,6.724,-6.470,True,4,0.280,False,False
0.507,6.724,-6.470,True,4,0.280,False,False
0.516,6.724,-6.470,True,4,0.280,False,False
0.524,6.971,-6.726,True,4,0.300,False,False
0.532,6.971,-6.726,True,4,0.300,False,False
0.541,7.217,-6.970,True,4,0.320,False,False
0.549,7.217,-6.970,True,4,0.320,False,False
0.557,7.461,-7.214,True,4,0.340,False,False
0.566,7.461,-7.214,True,4,0.340,False,False
0.574,7.461,-7.214,True,4,0.340,False,False
0.582,7.704,-7.458,True,4,0.360,False,False
0.591,7.704,-7.458,True,4,0.360,False,False
0.599,7.945,-6.934,True,4,0.380,False,False
0.607,7.945,-6.934,True,4,0.380,False,False
0.616,7.945,-6.934,True,4,0.380,False,False
0.624,8.185,-7.947,True,4,0.400,False,False
0.632,8.185,-7.947,True,4,0.400,False,False
0.641,8.423,-8.179,True,4,0.420,False,False
