time,station,active,visible,sightings,calls
3.16,33.0,5,0,0,0
4.16,41.4,5,0,0,0
5.16,63.1,5,0,0,0
6.16,94.4,5,0,0,0
7.16,133.2,5,0,0,0
8.16,172.3,5,0,0,0
9.18,214.8,5,0,0,0
10.18,261.3,5,0,0,0
11.18,302.1,5,0,0,0
12.18,333.4,5,0,0,0
13.18,360.7,5,0,0,0
14.18,376.8,5,0,0,0
15.18,404.3,5,0,0,0
16.20,416.9,5,0,0,0
17.20,429.5,5,0,0,0
18.20,448.1,5,0,0,0
19.20,471.4,5,0,0,0
20.20,497.7,5,0,0,0
21.20,522.2,5,1,1,0
22.20,554.9,5,1,1,1
23.22,585.6,5,0,1,1
24.22,614.5,5,0,1,1
25.22,638.3,5,0,1,1
26.22,656.8,5,0,1,1
27.22,686.6,4,0,1,1
28.22,709.3,4,0,1,1
29.24,732.6,4,0,1,1
30.24,764.2,4,0,1,1
31.24,802.9,4,0,1,1
32.24,844.5,4,0,1,1
33.24,876.6,4,0,1,1
34.26,908.6,4,0,1,1
35.26,932.1,4,0,1,1
36.26,953.1,4,0,2,1
37.26,969.6,4,1,2,1
38.26,992.0,4,1,2,2
39.26,1022.6,4,0,2,2
40.26,1050.7,4,0,2,2
41.28,1066.4,4,0,2,2
42.28,1096.8,4,0,2,2
43.28,1115.9,3,0,2,2
44.30,1144.0,3,0,2,2
45.30,1179.3,3,0,2,2
46.30,1219.0,3,0,2,2
47.30,1257.7,3,1,3,2
48.30,1289.5,3,1,3,3
49.30,1321.4,3,0,3,3
50.30,1346.2,3,0,3,3
51.30,1361.8,3,0,3,3
52.32,1384.6,2,0,3,3
53.32,1399.9,2,0,3,3
54.32,1415.7,2,0,3,3
55.32,1440.7,2,0,3,3
56.32,1471.9,2,0,3,3
57.32,1503.8,2,0,3,3
58.32,1535.6,2,0,3,3
59.32,1567.4,2,0,3,3
60.32,1592.3,2,0,3,3
61.32,1606.6,2,0,3,3
62.32,1636.0,2,0,3,3
63.32,1653.9,2,0,3,3
64.34,1680.0,2,1,4,3
65.34,1712.4,2,1,4,4
66.34,1744.1,2,0,4,4
67.34,1765.5,2,0,4,4
68.34,1789.4,2,0,4,4
69.36,1820.8,2,0,4,4
70.36,1848.6,2,0,4,4
71.36,1867.2,2,0,4,4
72.36,1888.1,2,0,4,4
73.36,1911.6,2,0,4,4
74.36,1937.5,2,0,4,4
75.36,1967.7,2,0,4,4
76.36,1987.0,2,0,4,4
77.38,2000.5,2,0,4,4
78.38,2016.0,2,0,4,4
79.38,2038.2,2,1,5,4
80.38,2068.0,2,1,5,5
81.38,2099.4,2,1,5,5
82.38,17.5,2,0,5,5
83.40,60.4,2,0,5,5
84.40,107.2,2,0,5,5
85.40,150.5,2,0,5,5
86.40,190.7,2,0,5,5
87.40,235.2,2,0,5,5
88.42,283.1,2,0,5,5
89.42,318.2,2,0,5,5
90.42,350.3,2,0,5,5
91.42,376.8,2,0,5,5
92.44,413.5,2,0,5,5
93.44,441.1,2,0,5,5
94.44,469.9,2,0,5,5
95.44,504.1,2,0,5,5
96.44,533.6,2,0,5,5
97.46,566.2,2,0,5,5
98.46,598.2,2,0,5,5
99.46,630.2,2,0,5,5
100.48,657.7,2,0,5,5
101.48,699.5,2,0,5,5
102.50,729.6,2,0,5,5
103.50,743.7,2,0,5,5
104.50,743.6,2,0,5,5
105.50,743.6,2,0,5,5
106.50,743.6,2,0,5,5
107.50,743.7,2,0,5,5
108.52,743.6,2,0,5,5
109.52,743.2,2,0,5,5
110.52,742.8,2,0,5,5
111.52,742.5,2,0,5,5
112.52,742.6,2,0,5,5
113.54,742.9,2,0,5,5
114.54,743.6,2,0,5,5
115.54,745.4,2,0,5,5
116.54,758.7,2,0,5,5
117.54,784.9,2,0,5,5
118.54,820.5,2,0,5,5
119.56,857.3,2,0,5,5
120.56,889.1,2,0,5,5
121.56,921.1,2,0,5,5
122.56,956.0,2,0,5,5
123.58,985.6,2,0,5,5
124.58,1013.8,2,0,5,5
125.58,1045.6,2,0,5,5
126.58,1080.8,2,0,5,5
127.58,1109.7,2,0,5,5
128.60,1119.1,2,0,5,5
129.60,1142.3,2,0,5,5
130.60,1174.4,2,0,5,5
131.60,1212.1,2,0,5,5
132.60,1253.7,2,0,5,5
133.62,1286.5,2,0,5,5
134.62,1318.6,2,0,5,5
135.62,1350.4,2,0,5,5
136.64,1387.5,2,0,5,5
137.64,1417.4,2,0,5,5
138.64,1443.3,2,0,5,5
139.64,1471.7,2,0,5,5
140.64,1503.7,2,0,5,5
141.64,1535.6,2,0,5,5
142.64,1567.6,2,0,5,5
143.64,1599.4,2,0,5,5
144.66,1635.6,2,0,5,5
145.66,1665.1,2,0,5,5
146.66,1694.1,2,1,5,5
147.68,1729.2,2,0,5,6
148.68,1757.2,2,0,5,6
149.68,1779.5,2,0,5,6
150.68,1809.0,2,0,5,6
151.70,1841.0,2,0,5,6
152.70,1873.8,2,0,5,6
