time,x,y,z,speed,wheels,up,station,clearance,throttle,brake,steer
0.01999999,1187.201,152.5292,205.9802,0.3398638,4,1,5.006835,0.2541962,1,0,4.458241E-07
0.03999998,1187.188,152.5277,205.9765,0.6775291,4,1,5.020413,0.2527466,1,0,-4.837728E-07
0.05999998,1187.169,152.5258,205.971,1.01301,4,1,5.040714,0.2507782,1,0,-4.773095E-07
0.07999997,1187.143,152.5234,205.9636,1.346321,4,1,5.067618,0.2484283,1,0,-1.002667E-06
0.09999996,1187.111,152.5208,205.9545,1.677475,4,1,5.10112,0.2458191,1,0,-1.941871E-07
0.12,1187.072,152.5181,205.9435,2.006487,4,1,5.14122,0.2430725,1,0,4.802483E-07
0.14,1187.027,152.5153,205.9308,2.333371,4,1,5.187913,0.2402649,1,0,1.02064E-06
0.1599999,1186.976,152.5125,205.9162,2.65814,4,1,5.24108,0.2374878,1,0,-4.08937E-08
0.1799999,1186.919,152.5098,205.9,2.980809,4,1,5.300718,0.2348175,1,0,-8.386947E-07
0.1999999,1186.855,152.5073,205.8819,3.30139,4,1,5.366707,0.2322845,1,0,-1.372763E-06
0.2199999,1186.786,152.5049,205.8622,3.619897,4,1,5.43916,0.22995,1,0,2.225574E-07
0.2399999,1186.71,152.5028,205.8407,3.936343,4,1,5.517838,0.2278442,1,0,-8.541508E-07
0.2599999,1186.628,152.501,205.8174,4.250743,4,1,5.602855,0.2259674,1,0,5.96307E-07
0.2799999,1186.54,152.4993,205.7925,4.563108,4,1,5.694092,0.22435,1,0,-2.27488E-07
0.2999999,1186.447,152.498,205.7659,4.873454,4,1,5.791546,0.2229767,1,0,8.002281E-09
0.3199999,1186.347,152.4969,205.7376,5.181792,4,1,5.895216,0.2218628,1,0,-1.651029E-07
0.3399999,1186.241,152.496,205.7076,5.488134,4,1,6.004977,0.2209778,1,0,-7.468037E-07
0.3599999,1186.13,152.4953,205.676,5.792496,4,1,6.120829,0.2203217,1,0,-1.339323E-06
0.3799999,1186.012,152.4949,205.6427,6.094888,4,1,6.242772,0.2198639,1,0,-1.942662E-06
0.3999999,1185.889,152.4946,205.6078,6.395324,4,1,6.37068,0.2195892,1,0,-2.55682E-06
0.4199998,1185.761,152.4945,205.5712,6.693817,4,1,6.504553,0.2194824,1,0,-2.784021E-06
0.4399998,1185.626,152.4945,205.5331,6.990378,4,1,6.644387,0.2195129,1,0,-2.624264E-06
0.4599998,1185.486,152.4946,205.4933,7.285021,4,1,6.790065,0.2196503,1,0,-3.545431E-06
0.4799998,1185.34,152.4949,205.4519,7.57776,4,1,6.941577,0.2198792,1,0,-2.213983E-06
0.4999998,1185.189,152.4952,205.4089,7.868602,4,1,7.098925,0.2201843,1,0,-1.565682E-06
0.5199998,1185.032,152.4955,205.3643,8.157564,4,1,7.262108,0.2205505,1,0,-1.600528E-06
0.5399998,1184.869,152.4959,205.3182,8.444655,4,1,7.431005,0.2209473,1,0,-2.318521E-06
0.5599998,1184.701,152.4964,205.2705,8.729893,4,1,7.605611,0.2213593,1,0,-1.854004E-06
0.5799998,1184.528,152.4968,205.2213,9.013282,4,1,7.785922,0.2217712,1,0,-1.674857E-06
0.5999998,1184.349,152.4972,205.1705,9.294838,4,1,7.971821,0.2221832,1,0,-3.248961E-06
0.6199998,1184.165,152.4976,205.1183,9.574574,4,1,8.163303,0.22258,1,0,-3.242779E-06
0.6399997,1183.975,152.4979,205.0644,9.8525,4,1,8.36037,0.2229462,1,0,-3.124191E-06
0.6599998,1183.781,152.4983,205.0091,10.12863,4,1,8.562894,0.2232819,1,0,-2.893197E-06
0.6799998,1183.58,152.4986,204.9523,10.40297,4,1,8.770998,0.223587,1,0,-2.152021E-06
0.6999997,1183.375,152.4989,204.894,10.67554,4,1,8.984555,0.2238617,1,0,-2.76632E-06
0.7199997,1183.164,152.4991,204.8342,10.94634,4,1,9.203448,0.2240906,1,0,-4.338317E-06
0.7399997,1182.948,152.4993,204.773,11.21539,4,1,9.427792,0.2242889,1,0,-3.534474E-06
0.7599998,1182.728,152.4995,204.7103,11.4827,4,1,9.657467,0.2244568,1,0,-5.156211E-06
0.7799997,1182.501,152.4996,204.6461,11.74829,4,1,9.89247,0.2245789,1,0,-5.869989E-06
0.7999997,1182.27,152.4997,204.5805,12.01215,4,1,10.13268,0.2246704,1,0,-7.143688E-06
0.8199997,1182.034,152.4997,204.5134,12.27431,4,1,10.37822,0.2247314,1,0,-5.643773E-06
0.8399997,1181.793,152.4998,204.445,12.53477,4,1,10.62896,0.224762,1,0,-7.63954E-06
0.8599997,1181.547,152.4998,204.3751,12.79355,4,1,10.88478,0.2247772,1,0,-8.329572E-06
0.8799997,1181.296,152.4998,204.3038,13.05065,4,1,11.14579,0.2247772,1,0,-7.316092E-06
0.8999997,1181.04,152.4997,204.2312,13.30609,4,1,11.41189,0.2247467,1,0,-7.932639E-06
0.9199997,1180.779,152.4997,204.1571,13.55987,4,1,11.68307,0.2247162,1,0,-6.845673E-06
0.9399996,1180.513,152.4997,204.0816,13.81202,4,1,11.95932,0.2246704,1,0,-5.523078E-06
0.9599997,1180.243,152.4996,204.0048,14.06253,4,1,12.24052,0.2246094,1,0,-5.432732E-06
0.9799997,1179.967,152.4995,203.9267,14.31142,4,1,12.52679,0.2245483,1,0,-3.241098E-06
0.9999996,1179.687,152.4995,203.8472,14.55871,4,1,12.81801,0.2244873,1,0,-3.749595E-06
1.02,1179.402,152.4994,203.7663,14.80439,4,1,13.11405,0.2244263,1,0,-5.092565E-06
1.04,1179.113,152.4994,203.6841,15.04849,4,1,13.41504,0.2243652,1,0,-3.93647E-06
1.06,1178.819,152.4993,203.6006,15.291,4,1,13.72085,0.2243042,1,0,-5.08273E-06
1.08,1178.52,152.4992,203.5158,15.53195,4,1,14.03149,0.2242432,1,0,-5.197806E-06
1.1,1178.216,152.4992,203.4296,15.77133,4,1,14.34694,0.2241974,1,0,-4.281698E-06
1.12,1177.908,152.4991,203.3422,16.00917,4,1,14.6671,0.2241516,1,0,-5.270168E-06
1.14,1177.596,152.4991,203.2535,16.24548,4,1,14.99195,0.2241211,1,0,-4.829678E-06
1.16,1177.279,152.4991,203.1635,16.48025,4,1,15.3215,0.2240906,1,0,-2.960227E-06
1.18,1176.957,152.4991,203.0722,16.7135,4,1,15.65574,0.2240601,1,0,-1.129697E-06
1.2,1176.631,152.499,202.9796,16.94525,4,1,15.99467,0.2240448,1,0,6.619121E-07
1.22,1176.301,152.499,202.8858,17.17549,4,1,16.33817,0.2240295,1,0,-5.211606E-07
1.24,1175.966,152.499,202.7907,17.40425,4,1,16.68624,0.2240143,1,0,1.225034E-07
1.26,1175.627,152.499,202.6944,17.63152,4,1,17.03888,0.223999,1,0,1.125023E-06
1.279999,1175.283,152.499,202.5969,17.85733,4,1,17.39608,0.223999,1,0,1.018518E-06
1.3,1174.935,152.499,202.4982,18.08167,4,1,17.75773,0.223999,1,0,-1.970117E-07
1.32,1174.583,152.499,202.3982,18.30457,4,1,18.12382,0.223999,1,0,-6.559092E-07
1.34,1174.227,152.499,202.297,18.52602,4,1,18.49434,0.223999,1,0,-3.581745E-07
1.36,1173.866,152.499,202.1946,18.74604,4,1,18.86931,0.223999,1,0,-7.716882E-07
1.38,1173.501,152.499,202.091,18.96463,4,1,19.2486,0.223999,1,0,-1.89645E-06
1.399999,1173.132,152.499,201.9863,19.18181,4,1,19.6322,0.2240143,1,0,-1.866804E-06
1.419999,1172.759,152.499,201.8803,19.39759,4,1,20.02011,0.2240295,1,0,-6.827483E-07
1.439999,1172.381,152.499,201.7732,19.61197,4,1,20.41234,0.2240448,1,0,1.87835E-07
1.459999,1172,152.4991,201.6649,19.82496,4,1,20.80888,0.2240601,1,0,7.449464E-07
1.479999,1171.615,152.4991,201.5555,20.03658,4,1,21.20961,0.2240753,1,0,-4.79295E-07
1.5,1171.225,152.4991,201.4449,20.24683,4,1,21.61453,0.2240906,1,0,-1.513512E-07
1.52,1170.831,152.4991,201.3332,20.45572,4,1,22.02364,0.2240906,1,0,2.60897E-07
1.539999,1170.434,152.4991,201.2203,20.66325,4,1,22.43693,0.2240906,1,0,7.574496E-07
1.559999,1170.032,152.4991,201.1064,20.86945,4,1,22.85428,0.2240906,1,0,-1.29574E-07
1.579999,1169.627,152.4991,200.9912,21.0743,4,1,23.27582,0.2240906,1,0,9.333639E-07
1.599999,1169.217,152.4991,200.875,21.27784,4,1,23.70142,0.2240906,1,0,6.127256E-07
1.619999,1168.804,152.4991,200.7577,21.48006,4,1,24.13108,0.2240906,1,0,-6.937126E-07
1.639999,1168.387,152.4991,200.6393,21.68097,4,1,24.56468,0.2240906,1,0,-1.51807E-06
1.659999,1167.966,152.4991,200.5198,21.88058,4,1,25.00233,0.2240906,1,0,5.310631E-09
1.679999,1167.541,152.4991,200.3992,22.0789,4,1,25.44392,0.2240906,1,0,-9.249893E-07
1.699999,1167.113,152.4991,200.2775,22.27593,4,1,25.88945,0.2240906,1,0,-9.75432E-07
1.719999,1166.68,152.4991,200.1548,22.47169,4,1,26.3389,0.2240906,1,0,-1.460174E-07
1.739999,1166.244,152.4991,200.031,22.66618,4,1,26.79217,0.2240906,1,0,9.53738E-08
1.759999,1165.804,152.4991,199.9061,22.85942,4,1,27.24937,0.2240906,1,0,1.614399E-06
1.779999,1165.361,152.4991,199.7802,23.0514,4,1,27.71037,0.2240906,1,0,1.077519E-06
1.799999,1164.914,152.4991,199.6533,23.24215,4,1,28.17518,0.2240906,1,0,1.818274E-06
1.819999,1164.463,152.4991,199.5253,23.43166,4,1,28.6438,0.2240906,1,0,2.368781E-06
