time,speed,travel,x,y,z,grounded,lift,torque,contact
0.019,11.887,0.238,-631.222,8.959,14.708,4,7.800,0.092,""
0.039,11.894,0.476,-631.218,8.958,14.470,4,8.078,0.016,""
0.059,11.901,0.714,-631.215,8.956,14.232,4,8.348,0.026,""
0.079,11.800,0.950,-631.211,8.953,13.995,4,8.608,0.047,""
0.099,11.816,1.187,-631.207,8.950,13.759,4,8.857,0.055,""
0.119,11.831,1.423,-631.203,8.947,13.522,4,9.096,0.056,""
0.139,11.844,1.660,-631.199,8.944,13.285,4,9.319,0.053,""
0.159,11.856,1.898,-631.195,8.940,13.048,4,9.524,0.047,""
0.179,11.867,2.135,-631.191,8.937,12.811,4,9.709,0.041,""
0.199,11.877,2.373,-631.187,8.933,12.573,4,9.870,0.035,""
0.219,11.886,2.610,-631.183,8.930,12.335,4,10.008,0.030,""
0.239,11.894,2.848,-631.179,8.926,12.098,4,10.121,0.025,""
0.259,11.901,3.086,-631.176,8.923,11.860,4,10.211,0.020,""
0.279,11.800,3.322,-631.172,8.920,11.624,4,10.278,0.016,""
0.299,11.817,3.559,-631.168,8.917,11.387,4,10.324,0.013,""
0.319,11.832,3.795,-631.164,8.915,11.151,4,10.352,0.011,""
0.339,11.846,4.032,-631.160,8.912,10.914,4,10.361,0.009,""
0.359,11.858,4.269,-631.156,8.910,10.677,4,10.356,0.007,""
0.379,11.869,4.507,-631.152,8.908,10.439,4,10.339,0.006,""
0.399,11.878,4.744,-631.148,8.907,10.202,4,10.311,0.004,""
0.419,11.887,4.982,-631.144,8.905,9.964,4,10.275,0.004,""
0.439,11.895,5.220,-631.140,8.904,9.726,4,10.234,0.003,""
0.459,11.902,5.458,-631.136,8.903,9.488,4,10.188,0.002,""
0.479,11.801,5.694,-631.133,8.901,9.252,4,10.140,0.002,""
0.499,11.818,5.930,-631.129,8.901,9.016,4,10.091,0.001,""
0.519,11.833,6.167,-631.125,8.900,8.779,4,10.043,0.001,""
0.539,11.846,6.404,-631.121,8.899,8.542,4,9.997,0.001,""
0.559,11.859,6.641,-631.117,8.898,8.305,4,9.954,0.001,""
0.579,11.869,6.879,-631.113,8.897,8.068,4,9.913,0.001,""
0.599,11.879,7.116,-631.109,8.897,7.830,4,9.877,0.000,""
0.619,11.888,7.354,-631.105,8.896,7.593,4,9.845,0.000,""
0.639,11.895,7.592,-631.101,8.896,7.355,4,9.817,0.000,""
0.659,11.902,7.830,-631.097,8.895,7.117,4,9.793,0.000,""
0.679,11.802,8.066,-631.093,8.894,6.881,4,9.774,0.000,""
0.699,11.818,8.302,-631.090,8.894,6.644,4,9.759,0.000,""
0.719,11.833,8.539,-631.086,8.893,6.408,4,9.747,0.000,""
0.739,11.847,8.776,-631.082,8.892,6.171,4,9.740,0.000,""
0.759,11.859,9.013,-631.078,8.891,5.934,4,9.735,0.000,""
0.779,11.870,9.250,-631.074,8.891,5.696,4,9.733,0.000,""
0.799,11.879,9.488,-631.070,8.890,5.459,4,9.733,0.000,""
0.819,11.888,9.726,-631.066,8.889,5.221,4,9.735,0.000,""
0.839,11.896,9.964,-631.062,8.888,4.983,4,9.739,0.000,""
0.859,11.903,10.202,-631.058,8.887,4.745,4,9.744,0.000,""
0.879,11.802,10.438,-631.054,8.886,4.509,4,9.750,0.000,""
0.899,11.818,10.674,-631.051,8.885,4.273,4,9.757,0.000,""
0.919,11.833,10.911,-631.047,8.884,4.036,4,9.764,0.000,""
0.939,11.847,11.148,-631.043,8.883,3.799,4,9.771,0.000,""
0.959,11.859,11.385,-631.039,8.882,3.562,4,9.778,0.000,""
0.979,11.870,11.622,-631.035,8.881,3.325,4,9.784,0.000,""
0.999,11.879,11.860,-631.031,8.880,3.087,4,9.791,0.000,""
1.019,11.888,12.098,-631.027,8.879,2.850,4,9.797,0.000,""
1.039,11.896,12.336,-631.023,8.878,2.612,4,9.802,0.000,""
1.059,11.903,12.574,-631.019,8.877,2.374,4,9.806,0.000,""
1.079,11.802,12.810,-631.015,8.876,2.138,4,9.810,0.000,""
1.099,11.818,13.046,-631.011,8.875,1.901,4,9.814,0.000,""
1.119,11.834,13.283,-631.008,8.874,1.665,4,9.816,0.000,""
1.139,11.847,13.520,-631.004,8.873,1.428,4,9.819,0.000,""
1.159,11.859,13.757,-631.000,8.872,1.191,4,9.820,0.000,""
1.179,11.870,13.994,-630.996,8.871,0.953,4,9.821,0.000,""
1.199,11.879,14.232,-630.992,8.870,0.716,4,9.822,0.000,""
1.219,11.888,14.469,-630.988,8.869,0.478,4,9.822,0.000,""
1.239,11.896,14.707,-630.984,8.868,0.240,4,9.822,0.000,""
1.259,11.903,14.945,-630.980,8.867,0.002,4,9.822,0.000,""
1.279,11.802,15.181,-630.976,8.866,-0.234,4,9.821,0.000,""
1.299,11.818,15.418,-630.972,8.865,-0.470,4,9.820,0.000,""
1.319,11.834,15.655,-630.968,8.864,-0.707,4,9.819,0.000,""
1.339,11.847,15.891,-630.965,8.863,-0.944,4,9.818,0.000,""
1.359,11.859,16.129,-630.961,8.862,-1.181,4,9.817,0.000,""
1.379,11.870,16.366,-630.957,8.861,-1.418,4,9.816,0.000,""
1.399,11.879,16.604,-630.953,8.860,-1.656,4,9.815,0.000,""
1.419,11.888,16.841,-630.949,8.859,-1.894,4,9.814,0.000,""
1.439,11.896,17.079,-630.945,8.858,-2.131,4,9.813,0.000,""
1.459,11.903,17.317,-630.941,8.857,-2.369,4,9.812,0.000,""
1.479,11.802,17.553,-630.937,8.856,-2.605,4,9.812,0.000,""
1.499,11.818,17.790,-630.933,8.855,-2.842,4,9.811,0.000,""
1.519,11.833,18.026,-630.929,8.854,-3.078,4,9.811,0.000,""
1.539,11.847,18.263,-630.926,8.853,-3.315,4,9.810,0.000,""
1.559,11.859,18.500,-630.922,8.852,-3.552,4,9.810,0.000,""
1.579,11.870,18.738,-630.918,8.851,-3.790,4,9.809,0.000,""
1.599,11.879,18.975,-630.914,8.850,-4.027,4,9.809,0.000,""
1.619,11.888,19.213,-630.910,8.849,-4.265,4,9.809,0.000,""
1.639,11.896,19.451,-630.906,8.848,-4.503,4,9.809,0.000,""
1.659,11.903,19.689,-630.902,8.847,-4.741,4,9.809,0.000,""
1.679,11.802,19.925,-630.898,8.846,-4.977,4,9.809,0.000,""
1.699,11.818,20.162,-630.894,8.845,-5.213,4,9.809,0.000,""
1.719,11.833,20.398,-630.890,8.844,-5.450,4,9.809,0.000,""
1.739,11.847,20.635,-630.886,8.843,-5.687,4,9.809,0.000,""
1.759,11.859,20.872,-630.883,8.842,-5.924,4,9.809,0.000,""
1.779,11.870,21.110,-630.879,8.841,-6.161,4,9.810,0.000,""
1.799,11.879,21.347,-630.875,8.840,-6.399,4,9.810,0.000,""
1.819,11.888,21.585,-630.871,8.839,-6.637,4,9.810,0.000,""
1.839,11.896,21.823,-630.867,8.839,-6.875,4,9.810,0.000,""
1.859,11.903,22.061,-630.863,8.838,-7.113,4,9.810,0.000,""
1.879,11.802,22.297,-630.859,8.837,-7.349,4,9.810,0.000,""
1.899,11.818,22.533,-630.855,8.836,-7.585,4,9.810,0.000,""
1.919,11.833,22.770,-630.851,8.835,-7.822,4,9.811,0.000,""
1.939,11.847,23.007,-630.847,8.834,-8.058,4,9.811,0.000,""
1.959,11.859,23.244,-630.843,8.833,-8.296,4,9.811,0.000,""
1.979,11.870,23.482,-630.840,8.832,-8.533,4,9.811,0.000,""
1.999,11.879,23.719,-630.836,8.831,-8.770,4,9.811,0.000,""
2.019,11.888,23.957,-630.832,8.830,-9.008,4,10.396,0.000,""
2.039,11.896,24.195,-630.828,8.829,-9.246,4,10.320,0.095,""
2.059,11.902,24.432,-630.824,8.829,-9.484,4,10.259,0.148,""
2.079,11.801,24.668,-630.820,8.829,-9.719,4,10.202,0.174,""
2.099,11.818,24.904,-630.816,8.829,-9.956,4,10.141,0.184,""
2.119,11.832,25.141,-630.812,8.829,-10.192,4,10.079,0.184,""
