time,vehicle,lap,gate,speed,recoveries,misses,x,y,z,verified,finishArmed,roadPosition
3.016,atv,0,0,0.00,0,0,322.06,9.63,544.06,0.000,False,0.000
3.016,original,0,0,0.00,0,0,318.01,11.28,535.90,0.000,False,0.000
3.016,tourer,0,0,0.00,0,0,322.38,12.61,529.01,0.000,False,0.000
3.016,moto,0,0,0.00,0,0,317.80,13.84,522.26,0.000,False,0.000
4.120,atv,0,0,14.56,0,0,322.61,11.24,535.35,0.000,False,4650.608
4.120,original,0,0,12.12,0,0,318.14,12.70,528.69,0.000,False,4657.505
4.120,tourer,0,0,11.31,0,0,322.24,13.96,522.35,0.000,False,4663.874
4.120,moto,0,0,15.34,0,0,317.68,15.76,513.15,0.000,False,4673.325
6.120,atv,0,1,24.40,0,0,321.86,19.87,494.74,17.774,False,17.774
6.120,original,0,1,24.90,0,0,317.41,20.94,491.01,21.728,False,21.728
6.120,tourer,0,1,23.92,0,0,321.27,22.00,486.62,26.224,False,26.224
6.120,moto,0,1,31.28,0,0,317.19,27.29,465.65,47.743,False,47.743
8.120,atv,0,1,30.45,0,0,321.39,34.03,441.19,73.108,False,73.108
8.120,original,0,1,30.96,0,0,317.00,35.59,436.21,78.348,False,78.348
8.120,tourer,0,1,30.48,0,0,320.88,36.37,433.37,81.280,False,81.280
8.120,moto,0,1,31.53,0,0,316.90,44.17,404.92,110.759,False,110.759
10.120,atv,0,1,31.37,0,0,321.18,50.74,380.86,135.748,False,135.748
10.120,original,0,1,31.24,0,0,317.19,52.15,376.04,140.692,False,140.692
10.120,tourer,0,1,31.26,0,0,321.14,52.90,373.27,143.648,False,143.648
10.120,moto,0,1,31.54,0,0,317.87,60.51,344.00,173.816,False,173.816
12.120,atv,0,1,31.30,0,0,322.45,66.85,320.33,198.432,False,198.432
12.120,original,0,1,31.26,0,0,318.51,68.19,315.65,203.166,False,203.166
12.120,tourer,0,1,31.27,0,0,322.66,68.95,312.85,206.218,False,206.218
12.120,moto,0,2,31.59,0,0,320.82,75.91,282.88,236.762,False,236.762
14.120,atv,0,2,32.06,0,0,328.60,80.27,259.37,261.574,False,261.574
14.120,original,0,2,32.15,0,0,325.41,80.89,254.69,265.485,False,265.485
14.120,tourer,0,2,32.58,0,0,330.06,81.33,251.72,269.447,False,269.447
14.120,moto,0,2,32.68,0,0,338.59,82.84,218.34,303.884,False,303.884
16.120,atv,0,2,24.53,0,0,351.98,82.49,203.17,324.246,False,324.246
16.120,original,0,2,25.34,0,0,350.81,82.57,198.41,326.959,False,326.959
16.120,tourer,0,2,24.77,0,0,356.31,82.34,197.66,331.465,False,331.465
16.120,moto,0,2,33.28,0,0,384.12,77.38,183.09,363.351,False,363.351
18.120,atv,0,2,19.52,0,0,397.94,76.35,178.59,377.997,False,377.997
18.120,original,0,2,19.15,0,0,393.43,76.58,175.72,375.901,False,375.901
18.120,tourer,0,2,30.40,0,0,406.38,76.67,172.49,387.944,False,387.944
18.120,moto,0,2,31.70,0,0,431.39,82.29,138.03,430.679,False,430.679
20.120,atv,0,2,31.05,0,0,432.85,81.85,142.72,427.816,False,427.816
20.120,original,0,2,15.60,0,0,417.87,79.33,153.28,410.308,False,410.308
20.120,tourer,0,2,32.52,0,0,442.43,85.16,122.37,450.092,False,450.092
20.120,moto,0,3,31.95,0,0,461.36,84.86,84.09,493.250,False,493.250
22.120,atv,0,3,0.00,0,0,456.14,86.13,93.30,489.005,False,489.005
22.120,original,0,2,25.12,0,0,444.80,84.93,126.02,448.510,False,448.510
22.120,tourer,0,3,31.82,0,0,466.59,81.54,66.17,512.308,False,512.308
22.120,moto,0,3,32.94,0,0,472.96,78.31,19.72,559.918,False,559.918
24.120,atv,0,3,27.03,0,0,466.35,81.30,65.71,512.843,False,512.843
24.120,original,0,3,31.76,0,0,469.75,82.84,73.63,505.701,False,505.701
24.120,tourer,0,3,31.55,0,0,473.69,81.41,1.88,578.084,False,578.084
24.120,moto,0,3,33.08,0,0,472.35,88.48,-43.01,623.262,False,623.262
26.120,atv,0,3,20.23,0,0,472.26,78.53,18.49,561.425,False,561.425
26.120,original,0,3,31.53,0,0,477.41,79.74,10.61,569.052,False,569.052
26.120,tourer,0,3,32.01,0,0,474.42,88.99,-60.37,640.000,False,640.000
26.120,moto,0,4,33.75,0,0,502.94,87.12,-111.70,698.071,False,698.071
28.120,atv,0,3,32.36,0,0,471.96,87.88,-35.44,615.847,False,615.847
28.120,original,0,3,31.07,0,0,472.16,88.79,-51.31,631.057,False,631.057
28.120,tourer,0,4,31.87,0,0,507.84,85.79,-120.11,707.910,False,707.910
28.120,moto,0,4,31.94,0,0,527.57,67.92,-165.73,760.823,False,760.823
30.120,atv,0,3,37.75,0,0,501.80,88.10,-101.96,688.801,False,688.801
30.120,original,0,4,33.45,0,0,503.14,87.31,-111.21,697.711,False,697.711
30.120,tourer,0,4,31.96,0,0,530.81,63.58,-173.67,770.430,False,770.430
30.120,moto,0,4,31.84,0,0,547.94,39.06,-218.68,824.733,False,824.733
32.120,atv,0,4,31.87,0,0,528.55,71.67,-157.04,752.367,False,752.367
32.120,original,0,4,31.75,0,0,527.43,68.21,-165.52,760.474,False,760.474
32.120,tourer,0,4,31.80,0,0,550.66,36.14,-227.41,834.380,False,834.380
32.120,moto,0,6,32.24,0,0,559.71,28.22,-277.05,861.179,False,902.228
34.120,atv,0,4,30.61,0,0,549.53,42.40,-209.54,815.903,False,815.903
34.120,original,0,4,31.85,0,0,547.88,39.25,-218.42,824.411,False,824.411
34.120,tourer,0,6,32.10,0,0,559.79,27.69,-285.98,861.224,False,916.221
34.120,moto,0,6,44.43,0,0,545.55,25.13,-353.65,861.179,False,1022.347
36.120,atv,0,4,-4.48,0,0,558.89,32.15,-241.97,852.984,False,851.805
36.120,original,0,6,30.18,0,0,559.69,28.45,-276.03,861.454,False,900.640
36.120,tourer,0,6,39.41,0,0,544.75,25.39,-356.68,861.224,False,1026.077
36.120,moto,0,6,34.78,0,0,538.83,33.39,-441.17,861.179,False,1052.907
38.120,atv,0,4,2.26,0,0,555.37,33.24,-237.73,852.984,False,846.613
38.120,original,0,6,38.15,0,0,548.16,25.18,-344.04,861.454,False,1010.699
38.120,tourer,0,6,36.02,0,0,539.45,33.23,-436.28,861.224,False,1047.932
38.120,moto,0,6,31.70,0,0,521.87,26.41,-504.03,861.179,False,1119.135
40.120,atv,0,6,23.39,0,0,560.65,29.54,-260.53,861.498,False,875.175
40.120,original,0,6,40.11,0,0,540.14,31.88,-422.37,861.454,False,1033.813
40.120,tourer,0,6,31.89,0,0,523.73,27.37,-499.91,861.224,False,1114.464
40.120,moto,0,6,16.68,0,0,489.64,23.02,-542.80,861.179,False,1172.951
42.120,atv,0,6,38.29,0,0,553.24,25.22,-323.43,861.498,False,983.227
42.120,original,0,6,31.81,0,0,527.81,29.48,-489.11,861.454,False,1102.665
42.120,tourer,0,6,14.72,0,0,494.38,23.07,-541.29,861.224,False,1167.538
42.120,moto,0,6,31.32,0,0,461.09,28.32,-511.38,861.179,False,1220.250
44.120,atv,0,6,36.04,0,0,540.83,28.90,-399.49,861.498,False,1042.997
44.120,original,0,6,17.91,0,0,498.95,23.08,-538.11,861.454,False,1161.635
44.120,tourer,0,6,22.44,0,0,468.11,26.37,-527.59,861.224,False,1202.742
44.120,moto,0,6,37.20,0,0,422.67,37.11,-449.62,861.179,False,1293.328
46.120,atv,0,6,34.06,0,0,533.40,32.33,-470.19,861.498,False,1082.608
46.120,original,0,6,21.06,0,0,470.99,25.59,-533.46,861.454,False,1196.280
46.120,tourer,0,6,31.66,0,0,443.26,32.77,-479.17,861.224,False,1257.218
46.120,moto,0,6,31.52,0,0,387.04,33.16,-404.62,861.179,False,1350.978
48.120,atv,0,6,27.22,0,0,509.45,23.57,-526.16,861.498,False,1145.158
48.120,original,0,6,30.86,0,0,448.10,31.66,-486.23,861.454,False,1248.592
48.120,tourer,0,6,25.39,0,0,407.42,38.73,-428.83,861.224,False,1319.212
48.120,moto,0,6,22.29,0,0,338.81,39.05,-389.86,861.179,False,1403.561
50.120,atv,0,6,19.67,0,0,478.09,24.24,-540.83,861.498,False,1186.216
50.120,original,0,6,25.91,0,0,411.49,38.65,-434.24,861.454,False,1312.517
50.120,tourer,0,6,22.87,0,0,370.68,30.52,-392.75,861.224,False,1371.177
50.120,moto,0,6,27.13,0,0,299.78,38.84,-385.48,861.179,False,1445.075
52.120,atv,0,6,33.17,0,0,452.86,30.48,-494.19,861.498,False,1239.200
52.120,original,0,6,24.00,0,0,375.60,30.45,-395.38,861.454,False,1365.787
52.120,tourer,0,6,18.04,0,0,327.70,42.17,-392.21,861.224,False,1415.735
52.120,moto,0,6,31.69,0,0,246.57,40.12,-350.81,861.179,False,1509.566
54.120,atv,0,6,27.04,0,0,413.44,38.38,-436.62,861.498,False,1309.428
54.120,original,0,6,18.31,0,0,331.66,41.34,-392.99,861.454,False,1411.525
54.120,tourer,0,6,30.96,0,0,284.61,35.66,-376.78,861.224,False,1462.915
54.120,moto,0,8,32.48,0,0,194.92,46.32,-315.62,861.179,False,1579.384
56.120,atv,0,6,22.05,0,0,377.21,30.53,-396.47,861.498,False,1363.938
56.120,original,0,6,29.85,0,0,289.97,36.39,-379.80,861.454,False,1456.705
56.120,tourer,0,6,31.48,0,0,233.16,43.14,-339.92,861.224,False,1527.069
56.120,moto,0,8,35.47,0,0,134.76,37.39,-293.24,861.179,True,1648.237
58.120,atv,0,6,20.62,0,0,348.03,36.03,-390.87,861.498,False,1394.015
58.120,original,0,6,31.47,0,0,239.83,41.78,-344.98,861.454,False,1518.604
58.120,tourer,0,8,31.71,0,0,179.42,44.47,-308.38,861.224,False,1599.588
58.120,moto,0,8,21.88,0,0,74.63,44.35,-281.73,861.179,True,1698.374
60.120,atv,0,6,21.60,0,0,310.10,41.52,-389.22,861.498,False,1433.847
60.120,original,0,8,31.88,0,0,187.37,45.67,-311.90,861.454,False,1589.345
60.120,tourer,0,8,35.01,0,0,117.02,38.34,-288.44,861.224,True,1657.974
60.120,moto,0,8,32.06,0,0,28.99,35.74,-300.96,861.179,True,1748.354
62.120,atv,0,6,18.29,0,0,271.60,35.80,-368.25,861.498,False,1478.894
62.120,original,0,8,30.89,0,0,126.91,37.47,-291.11,861.454,True,1653.409
62.120,tourer,0,8,21.01,0,0,64.09,44.62,-282.22,861.224,True,1708.561
62.120,moto,0,8,32.63,0,0,5.05,40.65,-367.30,861.179,True,1818.428
64.120,atv,0,6,31.55,0,0,229.64,43.67,-337.34,861.498,False,1531.443
64.120,original,0,8,21.11,0,0,71.35,44.69,-281.68,861.454,True,1701.569
64.120,tourer,0,8,33.11,0,0,21.55,35.49,-311.95,861.224,True,1761.087
64.120,moto,0,8,33.67,0,0,-3.75,33.00,-431.48,861.179,True,1883.417
66.120,atv,0,8,31.95,0,0,174.57,43.46,-306.51,861.498,False,1605.686
66.120,original,0,8,28.33,0,0,27.68,35.52,-302.71,861.454,True,1750.538
66.120,tourer,0,8,32.75,0,0,3.03,40.61,-377.44,861.224,True,1828.667
66.120,moto,0,8,35.89,0,0,-6.14,35.61,-509.41,861.179,True,1961.694
68.120,atv,0,8,23.60,0,0,122.32,37.78,-289.96,861.498,True,1655.710
68.120,original,0,8,32.37,0,0,6.44,40.59,-361.39,861.454,True,1812.408
68.120,tourer,0,8,34.53,0,0,-4.49,32.03,-441.68,861.224,True,1893.692
68.120,moto,0,8,32.42,0,0,-28.98,30.98,-567.31,861.179,True,2027.285
70.120,atv,0,8,21.23,0,0,70.78,44.58,-281.84,861.498,True,1702.139
70.120,original,0,8,31.76,0,0,-3.26,34.10,-424.83,861.454,True,1876.695
70.120,tourer,0,8,32.89,0,0,-6.44,36.25,-515.18,861.224,True,1967.635
70.120,moto,0,8,43.03,0,0,-102.09,30.54,-579.00,861.179,True,2102.850
72.120,atv,0,8,19.02,0,0,27.74,35.48,-303.06,861.498,True,1750.964
72.120,original,0,8,38.47,0,0,-5.72,34.41,-496.35,861.454,True,1948.422
72.120,tourer,0,8,27.86,0,0,-29.55,31.05,-568.15,861.224,True,2028.358
72.120,moto,0,11,46.63,0,0,-189.45,31.39,-580.88,861.179,True,2191.967
74.120,atv,0,8,30.04,0,0,11.01,38.89,-344.07,861.498,True,1794.582
74.120,original,0,8,28.33,0,0,-20.02,33.16,-558.15,861.454,True,2014.022
74.120,tourer,0,8,35.67,0,0,-90.84,30.60,-578.80,861.224,True,2091.752
74.120,moto,0,11,31.96,0,0,-265.91,23.69,-574.48,861.179,True,2288.284
76.120,atv,0,8,31.82,0,0,-1.66,36.74,-407.50,861.498,True,1859.130
76.120,original,0,8,34.61,0,0,-75.29,30.41,-579.04,861.454,True,2076.226
76.120,tourer,0,8,40.52,0,0,-167.45,31.52,-580.95,861.224,True,2168.334
76.120,moto,0,11,31.93,0,0,-327.74,12.23,-564.55,861.179,True,2331.600
78.120,atv,0,8,26.45,0,0,-5.59,31.66,-466.27,861.498,True,1918.443
78.120,original,0,8,39.35,0,0,-149.90,31.20,-580.45,861.454,True,2150.778
78.120,tourer,0,11,32.50,0,0,-246.60,27.12,-577.20,861.224,True,2266.167
78.120,moto,0,11,43.77,0,0,-402.62,6.62,-555.61,861.179,True,2407.042
80.120,atv,0,8,31.29,0,0,-8.30,36.65,-528.69,861.498,True,1981.548
80.120,original,0,11,37.26,0,0,-231.06,29.21,-578.81,861.454,True,2247.383
80.120,tourer,0,11,31.92,0,0,-308.52,15.71,-567.59,861.224,True,2333.322
80.120,moto,0,11,49.91,0,0,-496.77,7.57,-548.19,861.179,True,2501.285
82.120,atv,0,8,23.67,0,0,-41.47,30.18,-574.10,861.498,True,2041.989
82.120,original,0,11,31.68,0,0,-294.28,18.41,-569.95,861.454,True,2318.569
82.120,tourer,0,11,37.50,0,0,-374.63,7.53,-558.46,861.224,True,2379.013
82.120,moto,0,11,28.82,0,0,-587.90,6.58,-549.50,861.179,True,2593.808
84.120,atv,0,8,37.32,0,0,-103.66,30.54,-578.91,861.498,True,2104.524
84.120,original,0,11,35.51,0,0,-357.85,8.59,-560.38,861.454,True,2362.128
84.120,tourer,0,11,42.24,0,0,-454.71,7.28,-550.93,861.224,True,2459.355
84.120,moto,0,11,16.40,0,0,-614.76,6.36,-538.95,861.179,True,2626.764
86.120,atv,0,11,43.03,0,0,-183.70,31.43,-580.92,861.498,True,2184.339
86.120,original,0,11,40.79,0,0,-434.64,6.94,-552.63,861.454,True,2439.256
86.120,tourer,0,11,44.80,0,0,-541.80,7.21,-548.43,861.224,True,2546.263
86.120,moto,0,11,35.24,0,0,-616.68,6.69,-485.53,861.179,True,2679.838
88.120,atv,0,11,31.80,0,0,-260.37,24.70,-575.67,861.498,True,2281.840
88.120,original,0,11,43.08,0,0,-518.52,7.43,-547.75,861.454,True,2523.073
88.120,tourer,0,11,11.27,0,0,-601.76,6.73,-548.09,861.224,True,2604.788
88.120,moto,0,11,45.41,0,0,-619.44,7.14,-403.77,861.179,True,2761.504
90.120,atv,0,11,31.92,0,0,-322.15,13.14,-565.39,861.498,True,2333.294
90.120,original,0,11,20.68,0,0,-593.57,6.79,-549.08,861.454,True,2598.442
90.120,tourer,0,11,18.52,0,0,-616.43,6.61,-531.09,861.224,True,2634.712
90.120,moto,0,11,50.83,0,0,-621.40,7.60,-306.94,861.179,True,2858.250
92.120,atv,0,11,41.31,0,0,-393.46,6.75,-556.54,861.498,True,2397.887
92.120,original,0,11,14.65,0,0,-614.94,6.53,-539.24,861.454,True,2626.543
92.120,tourer,0,11,31.16,0,0,-616.93,6.87,-480.18,861.224,True,2685.294
92.120,moto,0,11,53.72,0,0,-623.17,7.98,-202.07,861.179,True,2963.085
94.120,atv,0,11,46.59,0,0,-481.78,7.54,-549.00,861.498,True,2486.377
94.120,original,0,11,29.04,0,0,-616.14,6.79,-494.26,861.454,True,2671.197
94.120,tourer,0,11,38.42,0,0,-619.31,7.26,-409.90,861.224,True,2755.514
94.120,moto,0,12,54.07,0,0,-623.03,8.61,-93.59,3071.547,True,3071.547
96.120,atv,0,11,37.90,0,0,-575.06,6.70,-549.93,861.498,True,2582.128
96.120,original,0,11,36.87,0,0,-619.00,7.16,-427.53,861.454,True,2737.911
96.120,tourer,0,11,42.58,0,0,-620.92,7.66,-328.49,861.224,True,2836.847
96.120,moto,0,12,54.18,0,0,-625.19,8.77,13.50,3178.642,True,3178.642
98.120,atv,0,11,10.27,0,0,-611.52,6.54,-544.19,861.498,True,2613.645
98.120,original,0,11,41.03,0,0,-620.47,7.56,-349.17,861.454,True,2816.203
98.120,tourer,0,11,44.97,0,0,-622.59,7.99,-240.72,861.224,True,2924.597
98.120,moto,0,13,55.46,0,0,-628.62,9.23,123.23,3288.389,True,3288.389
100.120,atv,0,11,30.07,0,0,-616.13,6.59,-502.91,861.498,True,2662.521
100.120,original,0,11,43.25,0,0,-622.21,7.91,-264.65,861.454,True,2900.700
100.120,tourer,0,11,46.31,0,0,-622.24,8.31,-149.32,861.224,True,3015.962
100.120,moto,0,13,56.19,0,0,-630.02,9.55,234.94,3400.105,True,3400.105
102.120,atv,0,11,40.71,0,0,-618.90,6.99,-430.94,861.498,True,2734.414
102.120,original,0,11,44.42,0,0,-622.89,8.22,-176.84,861.454,True,2988.497
102.120,tourer,0,12,43.69,0,0,-622.38,9.09,-57.85,3107.466,True,3107.466
102.120,moto,0,14,56.62,0,0,-631.54,9.61,347.79,3512.983,True,3512.983
104.120,atv,0,11,46.28,0,0,-620.59,7.44,-343.31,861.498,True,2821.950
104.120,original,0,12,40.77,0,0,-622.97,9.28,-87.92,3077.471,True,3077.471
104.120,tourer,0,12,45.22,0,0,-625.15,8.99,30.67,3195.983,True,3195.983
104.120,moto,0,14,48.44,0,0,-623.71,9.18,447.79,3613.931,True,3613.931
106.120,atv,0,11,49.21,0,0,-622.49,7.82,-247.50,861.498,True,2917.735
