time,x,y,z,speed,wheels,target,throttle,brake,steer
0.01999999,763.8484,110.8998,85.80239,0.3242094,2,1,1,0,2.861014E-07
0.03999998,763.806,110.9158,85.79011,0.6936598,2,1,1,0,0.002208188
0.05999998,763.7814,110.908,85.78275,1.076916,2,1,1,0,0.0007624332
0.07999997,763.7508,110.8939,85.77406,1.464999,2,1,1,0,0.0001362928
0.09999996,763.7133,110.8749,85.76341,1.85819,2,1,1,0,0.0001335877
0.12,763.669,110.8509,85.75084,2.256586,2,1,1,0,0.0001293811
0.14,763.618,110.8218,85.73637,2.659998,2,1,1,0,0.0001270774
0.1599999,763.5605,110.7878,85.72004,3.068026,2,1,1,0,0.0001212859
0.1799999,763.4965,110.7486,85.70186,3.480117,2,1,1,0,0.0001175369
0.1999999,763.4261,110.7044,85.68185,3.89569,2,1,1,0,0.0001123374
0.2199999,763.3493,110.6552,85.66005,4.313948,2,1,1,0,0.0001075527
0.2399999,763.2658,110.604,85.63633,4.729324,4,1,1,0,0.0001025368
0.2599999,763.1755,110.5507,85.61069,5.141933,4,1,1,0,9.970633E-05
0.2799999,763.0784,110.4953,85.58313,5.55197,4,1,1,0,9.164832E-05
0.2999999,762.9745,110.4374,85.55363,5.959623,4,1,1,0,8.834375E-05
0.3199999,762.8653,110.3778,85.52262,6.276832,4,1,0.7282637,0,8.123923E-05
0.3399999,762.7521,110.317,85.49047,6.521262,4,1,0.5062175,0,7.699037E-05
0.3599999,762.6357,110.2552,85.45743,6.710309,4,1,0.3351165,0,7.321074E-05
0.3799999,762.517,110.1927,85.42371,6.856963,4,1,0.2027837,0,7.088247E-05
0.3999999,762.3964,110.1298,85.38947,6.970995,4,1,0.1001261,0,6.413424E-05
0.4199998,762.2754,110.067,85.35511,6.997112,4,1,0.02030353,0,6.1042E-05
0.4399998,762.1541,110.0046,85.32067,7.017413,4,1,0.002021408,0,5.827058E-05
0.4599998,762.0325,109.9423,85.28614,7.037049,4,1,0,0,5.15146E-05
0.4799998,761.9105,109.8803,85.25151,7.056589,4,1,0,0,5.025715E-05
0.4999998,761.7881,109.8185,85.21677,7.075952,4,1,0,0,4.783446E-05
0.5199998,761.6654,109.7569,85.18191,7.095078,4,1,0,0,4.408081E-05
0.5399998,761.5422,109.6955,85.14693,7.113919,4,1,0,0,4.275608E-05
0.5599998,761.4186,109.6343,85.11183,7.132434,4,1,0,0,3.696247E-05
0.5799998,761.2945,109.5733,85.0766,7.150594,4,1,0,0,3.656394E-05
0.5999998,761.1699,109.5126,85.04124,7.168374,4,1,0,0,3.495692E-05
0.6199998,761.045,109.452,85.00576,7.185768,4,1,0,0,2.901744E-05
0.6399997,760.9196,109.3916,84.97016,7.202767,4,1,0,0,2.990911E-05
0.6599998,760.7938,109.3314,84.93443,7.219373,4,1,0,0,2.476696E-05
0.6799998,760.6675,109.2713,84.89858,7.23558,4,1,0,0,2.658746E-05
0.6999997,760.5408,109.2114,84.86263,7.251401,4,1,0,0,2.412803E-05
0.7199997,760.4138,109.1515,84.82655,7.26685,4,1,0,0,2.25837E-05
0.7399997,760.2864,109.0918,84.79038,7.281929,4,1,0,0,2.024529E-05
0.7599998,760.1586,109.032,84.7541,7.296651,4,1,0,0,2.107359E-05
0.7799997,760.0305,108.9723,84.71773,7.311032,4,1,0,0,1.784215E-05
0.7999997,759.902,108.9127,84.68127,7.325086,4,1,0,0,1.837234E-05
0.8199997,759.7733,108.853,84.64472,7.338824,4,1,0,0,1.831052E-05
0.8399997,759.6443,108.7932,84.60809,7.352256,4,1,0,0,1.780164E-05
0.8599997,759.5151,108.7334,84.5714,7.365396,4,1,0,0,2.208994E-05
0.8799997,759.3856,108.6736,84.53462,7.378262,4,1,0,0,2.040528E-05
0.8999997,759.2558,108.6137,84.49778,7.390858,4,1,0,0,2.162538E-05
0.9199997,759.1258,108.5537,84.46087,7.403197,4,1,0,0,2.266315E-05
0.9399996,758.9956,108.4935,84.4239,7.415286,4,1,0,0,2.363025E-05
0.9599997,758.8651,108.4333,84.38687,7.427136,4,2,0,0,1.635274E-05
0.9799997,758.7345,108.373,84.34978,7.438749,4,2,0,0,1.366879E-05
0.9999996,758.6036,108.3126,84.31263,7.450136,4,2,0,0,1.290175E-05
1.02,758.4726,108.2521,84.27543,7.461303,4,2,0,0,1.266193E-05
1.04,758.3413,108.1915,84.23817,7.472255,4,2,0,0,1.132473E-05
1.06,758.2098,108.1308,84.20086,7.482994,4,2,0,0,9.931435E-06
1.08,758.0782,108.07,84.16349,7.493528,4,2,0,0,6.901857E-06
1.1,757.9464,108.0091,84.12607,7.50386,4,2,0,0,8.06344E-06
1.12,757.8144,107.9482,84.0886,7.513995,4,2,0,0,6.659969E-06
1.14,757.6822,107.8873,84.05108,7.523931,4,2,0,0,5.132788E-06
1.16,757.5499,107.8262,84.0135,7.533679,4,2,0,0,3.15603E-06
1.18,757.4173,107.7652,83.97588,7.54323,4,2,0,0,4.619977E-06
1.2,757.2845,107.7041,83.93819,7.552594,4,2,0,0,2.991458E-06
1.22,757.1516,107.6429,83.90046,7.56177,4,2,0,0,2.424972E-06
1.24,757.0185,107.5818,83.86268,7.570759,4,2,0,0,2.11505E-06
1.26,756.8853,107.5207,83.82485,7.579567,4,2,0,0,6.108068E-07
1.279999,756.7518,107.4595,83.78696,7.588189,4,2,0,0,1.166315E-06
1.3,756.6181,107.3984,83.74902,7.596632,4,2,0,0,6.936352E-08
1.32,756.4843,107.3373,83.71104,7.604897,4,2,0,0,-4.909667E-07
1.34,756.3503,107.2762,83.673,7.61298,4,2,0,0,7.09308E-07
1.36,756.2161,107.2151,83.63491,7.620884,4,2,0,0,-4.663284E-07
1.38,756.0817,107.154,83.59678,7.628613,4,2,0,0,-2.794122E-06
1.399999,755.9473,107.093,83.55859,7.63617,4,2,0,0,-3.5979E-06
1.419999,755.8126,107.0321,83.52036,7.643551,4,2,0,0,-8.544425E-07
1.439999,755.6777,106.9711,83.48208,7.65076,4,2,0,0,-8.647363E-07
1.459999,755.5427,106.9102,83.44375,7.6578,4,2,0,0,-2.930327E-06
1.479999,755.4075,106.8493,83.40537,7.664673,4,2,0,0,3.467399E-07
1.5,755.2722,106.7885,83.36695,7.671376,4,2,0,0,6.241535E-07
1.52,755.1367,106.7278,83.32849,7.677914,4,2,0,0,-7.50601E-07
1.539999,755.001,106.667,83.28999,7.684286,4,2,0,0,1.280448E-06
1.559999,754.8652,106.6064,83.25144,7.690495,4,2,0,0,-2.837565E-07
1.579999,754.7293,106.5457,83.21285,7.696537,4,2,0,0,-1.355426E-06
1.599999,754.5932,106.4851,83.17422,7.702423,4,2,0,0,-9.157538E-07
1.619999,754.457,106.4246,83.13555,7.708144,4,2,0,0,-4.641169E-07
1.639999,754.3207,106.3641,83.09684,7.713707,4,2,0,0,1.197717E-06
1.659999,754.1841,106.3037,83.0581,7.719113,4,2,0,0,2.21216E-06
1.679999,754.0475,106.2433,83.01931,7.724361,4,2,0,0,-6.599026E-07
1.699999,753.9108,106.1829,82.9805,7.729453,4,2,0,0,1.47277E-06
1.719999,753.7739,106.1226,82.94164,7.734386,4,2,0,0,-1.494391E-06
1.739999,753.6369,106.0624,82.90276,7.73917,4,2,0,0,2.297977E-07
1.759999,753.4998,106.0022,82.86384,7.743802,4,2,0,0,-1.539636E-06
1.779999,753.3625,105.942,82.82488,7.74828,4,2,0,0,-4.35837E-06
1.799999,753.2252,105.8819,82.7859,7.75261,4,2,0,0,-3.223653E-06
1.819999,753.0878,105.8219,82.74689,7.756793,4,2,0,0,-4.154705E-06
1.839999,752.9503,105.7619,82.70785,7.760825,4,2,0,0,-2.086075E-06
1.859999,752.8126,105.702,82.66878,7.76471,4,2,0,0,-3.331997E-06
1.879999,752.6749,105.6421,82.62967,7.768451,4,2,0,0,-2.977061E-06
1.899999,752.537,105.5823,82.59055,7.772048,4,2,0,0,-1.77486E-06
1.919999,752.3991,105.5226,82.55138,7.775501,4,2,0,0,-1.59316E-06
1.939999,752.261,105.4629,82.51221,7.778816,4,2,0,0,-5.944545E-07
1.959999,752.1229,105.4032,82.473,7.78199,4,2,0,0,-3.960829E-06
1.979999,751.9847,105.3437,82.43376,7.78502,4,2,0,0,-3.641133E-06
1.999999,751.8464,105.2842,82.39451,7.787912,4,2,0,0,-4.736104E-06
2.019999,751.708,105.2247,82.35522,7.79067,4,2,0,0,-2.29673E-06
2.039999,751.5696,105.1654,82.31591,7.79329,4,2,0,0,-2.815407E-06
2.059999,751.431,105.1061,82.27658,7.795777,4,2,0,0,-5.137635E-07
2.079999,751.2924,105.0469,82.23723,7.798131,4,2,0,0,-1.849851E-07
2.099999,751.1537,104.9877,82.19786,7.800353,4,2,0,0,1.038364E-06
2.119999,751.015,104.9286,82.15847,7.802439,4,2,0,0,-2.281043E-06
2.139999,750.8761,104.8696,82.11906,7.804397,4,2,0,0,-6.563504E-08
2.159999,750.7372,104.8107,82.07963,7.806225,4,2,0,0,-6.372288E-07
2.179999,750.5983,104.7518,82.04018,7.807926,4,2,0,0,2.709029E-06
2.199999,750.4593,104.6931,82.00071,7.8095,4,2,0,0,6.314347E-07
2.219999,750.3202,104.6344,81.96123,7.810947,4,2,0,0,7.216878E-06
2.239999,750.1811,104.5758,81.92173,7.812272,4,2,0,0,5.515546E-06
2.259999,750.0419,104.5172,81.88222,7.81347,4,2,0,0,9.118154E-06
2.279999,749.9026,104.4588,81.84268,7.814544,4,2,0,0,6.451685E-06
2.299999,749.7633,104.4004,81.80314,7.815496,4,2,0,0,1.078123E-05
2.319999,749.624,104.3422,81.76358,7.816328,4,2,0,0,5.98217E-06
2.339999,749.4845,104.284,81.72401,7.817039,4,2,0,0,6.815201E-06
2.359999,749.3451,104.2259,81.68441,7.817629,4,3,0,0,-2.454084E-06
2.379999,749.2056,104.1678,81.64481,7.818104,4,3,0,0,-2.089934E-07
2.399999,749.066,104.1099,81.6052,7.818459,4,3,0,0,3.316594E-07
2.419999,748.9265,104.0521,81.56558,7.818697,4,3,0,0,-1.37032E-06
2.439999,748.7868,103.9943,81.52595,7.818821,4,3,0,0,-1.845496E-06
2.459999,748.6472,103.9367,81.4863,7.818829,4,3,0,0,-3.448913E-06
2.479999,748.5074,103.8791,81.44665,7.818722,4,3,0,0,-2.479865E-06
2.499999,748.3677,103.8217,81.40699,7.818507,4,3,0,0,-3.520565E-06
2.519999,748.228,103.7643,81.36732,7.81818,4,3,0,0,-3.685713E-06
2.539999,748.0882,103.707,81.32763,7.817739,4,3,0,0,-3.919154E-06
2.559999,747.9484,103.6498,81.28795,7.817193,4,3,0,0,-2.193376E-06
2.579999,747.8086,103.5927,81.24826,7.816535,4,3,0,0,-1.290575E-06
2.599999,747.6688,103.5358,81.20856,7.815768,4,3,0,0,-2.207978E-06
2.619999,747.5289,103.4789,81.16886,7.814893,4,3,0,0,-1.420638E-06
2.639999,747.389,103.4221,81.12916,7.813915,4,3,0,0,-2.496863E-06
2.659999,747.2491,103.3654,81.08945,7.812831,4,3,0,0,-1.072316E-06
2.679999,747.1092,103.3088,81.04972,7.81164,4,3,0,0,-3.253807E-06
2.699999,746.9693,103.2523,81.01,7.81035,4,3,0,0,-1.380306E-06
