time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
1.200,35.680,42.809,-632.220,8.753,-27.886,4,9.827,0.006,"",0.160,0.000,-0.010,35.680,0.000,1.000,82.191,0.585,-0.146,-35.675,-0.232,0.009
1.220,35.680,43.523,-632.208,8.750,-28.599,4,9.829,0.006,"",0.160,0.000,0.010,35.680,0.000,1.000,81.477,0.586,-0.146,-35.675,0.232,0.003
1.240,35.680,44.236,-632.196,8.747,-29.313,4,10.453,0.017,"",0.160,0.000,0.010,35.680,0.000,1.000,80.764,0.587,-0.133,-35.675,0.232,0.019
1.260,35.680,44.949,-632.185,8.745,-30.026,4,10.445,0.102,"",0.160,0.000,-0.009,35.680,0.000,1.000,80.051,0.587,-0.120,-35.675,-0.209,0.028
1.280,35.680,45.663,-632.173,8.742,-30.739,4,10.474,0.157,"",0.160,0.000,0.008,35.680,0.000,1.000,79.337,0.587,-0.107,-35.675,0.179,0.031
1.300,35.680,46.376,-632.161,8.741,-31.453,4,10.498,0.186,"",0.160,0.000,-0.006,35.680,0.000,1.000,78.624,0.587,-0.093,-35.675,-0.143,0.030
1.320,35.680,47.090,-632.150,8.739,-32.166,4,10.496,0.197,"",0.160,0.000,-0.005,35.680,0.000,1.000,77.910,0.587,-0.080,-35.675,-0.108,0.028
1.340,35.679,47.803,-632.138,8.738,-32.879,4,11.090,0.197,"",0.160,0.000,0.003,35.679,0.000,1.000,77.197,0.587,-0.054,-35.674,0.074,0.007
1.360,35.679,48.517,-632.126,8.737,-33.593,4,10.810,0.092,"",0.160,0.000,0.003,35.679,0.000,1.000,76.483,0.588,-0.034,-35.674,0.066,0.006
1.380,35.678,49.230,-632.114,8.737,-34.306,4,10.480,0.029,"",0.161,0.000,0.003,35.678,0.000,1.000,75.770,0.588,-0.021,-35.673,0.071,0.012
1.400,35.678,49.944,-632.102,8.737,-35.020,4,10.152,0.007,"",0.161,0.000,0.004,35.678,0.000,1.000,75.056,0.588,-0.014,-35.673,0.088,0.015
1.420,35.678,50.658,-632.091,8.736,-35.733,4,9.853,0.026,"",0.161,0.000,-0.005,35.678,0.000,1.000,74.342,0.588,-0.013,-35.673,-0.105,0.015
1.440,35.677,51.371,-632.079,8.736,-36.447,4,9.600,0.034,"",0.161,0.000,-0.005,35.677,0.000,1.000,73.629,0.588,-0.017,-35.673,-0.120,0.014
1.460,35.677,52.085,-632.067,8.735,-37.161,4,9.397,0.037,"",0.161,0.000,-0.006,35.677,0.000,1.000,72.915,0.588,-0.026,-35.672,-0.138,0.014
1.480,35.677,52.799,-632.055,8.735,-37.874,4,9.246,0.036,"",0.161,0.000,0.007,35.677,0.000,1.000,72.201,0.588,-0.037,-35.672,0.151,0.011
1.500,35.677,53.512,-632.043,8.734,-38.588,4,9.143,0.033,"",0.161,0.000,0.007,35.677,0.000,1.000,71.488,0.589,-0.050,-35.672,0.164,0.010
1.520,35.677,54.226,-632.032,8.732,-39.301,4,9.083,0.029,"",0.161,0.000,0.008,35.677,0.000,1.000,70.774,0.589,-0.065,-35.672,0.175,0.011
1.540,35.677,54.939,-632.020,8.731,-40.015,4,9.061,0.025,"",0.161,0.000,-0.008,35.677,0.000,1.000,70.061,0.588,-0.080,-35.672,-0.183,0.007
1.560,35.677,55.653,-632.008,8.729,-40.728,4,9.069,0.022,"",0.161,0.000,-0.009,35.677,0.000,1.000,69.347,0.588,-0.095,-35.672,-0.191,0.007
1.580,35.677,56.367,-631.996,8.727,-41.441,4,9.103,0.018,"",0.161,0.000,-0.009,35.677,0.000,1.000,68.633,0.587,-0.109,-35.672,-0.197,0.009
1.600,35.677,57.080,-631.985,8.724,-42.155,4,9.155,0.015,"",0.161,0.000,0.009,35.677,0.000,1.000,67.920,0.588,-0.122,-35.672,0.202,0.004
1.620,35.677,57.794,-631.973,8.722,-42.868,4,9.221,0.013,"",0.161,0.000,0.009,35.677,0.000,1.000,67.206,0.589,-0.134,-35.672,0.205,0.005
1.640,35.678,58.507,-631.961,8.719,-43.582,4,9.296,0.010,"",0.161,0.000,0.009,35.678,0.000,1.000,66.493,0.589,-0.144,-35.672,0.208,0.008
1.660,35.678,59.221,-631.949,8.716,-44.295,4,9.376,0.009,"",0.161,0.000,-0.009,35.678,0.000,1.000,65.779,0.588,-0.153,-35.673,-0.210,0.002
1.680,35.678,59.934,-631.937,8.712,-45.009,4,9.458,0.007,"",0.161,0.000,-0.010,35.678,0.000,1.000,65.066,0.588,-0.160,-35.673,-0.212,0.004
1.700,35.678,60.648,-631.926,8.709,-45.722,4,9.708,0.095,"",0.161,0.000,-0.010,35.678,0.000,1.000,64.352,0.587,-0.162,-35.673,-0.214,0.010
1.720,35.678,61.361,-631.914,8.706,-46.435,4,10.723,0.810,"",0.161,0.000,0.009,35.678,0.000,1.000,63.639,0.588,-0.143,-35.673,0.207,0.053
1.740,35.678,62.074,-631.902,8.705,-47.148,4,12.413,0.410,"",0.161,0.000,0.007,35.678,0.000,1.000,62.926,0.589,-0.091,-35.673,0.148,0.117
1.760,35.677,62.786,-631.891,8.705,-47.860,4,14.753,1.123,"Takeoff - 40m x 6m, 6.2m rise:(-0.001, 1.000, 0.000) separation=-0.0095 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.001, 1.000, 0.000) separation=-0.0104 impulse=0.000;",0.161,0.000,0.000,35.677,0.000,1.000,62.214,0.590,0.009,-35.672,0.000,0.235
1.780,34.872,63.447,-631.891,8.767,-48.521,4,18.182,0.691,"Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.981, 0.192) separation=-0.1290 impulse=3356.365;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.981, 0.192) separation=-0.0328 impulse=3356.365;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.981, 0.192) separation=-0.1324 impulse=3356.365;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.981, 0.192) separation=-0.0457 impulse=3356.365;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.981, 0.192) separation=-0.0324 impulse=3356.365;Takeoff - 40m x 6m, 6.2m rise:(-0.224, 0.975, -0.007) separation=-0.2918 impulse=3356.365;Takeoff - 40m x 6m, 6.2m rise:(-0.176, 0.966, 0.191) separation=-0.1271 impulse=3356.365;Takeoff - 40m x 6m, 6.2m rise:(-0.176, 0.966, 0.191) separation=-0.0322 impulse=3356.365;Takeoff - 40m x 6m, 6.2m rise:(-0.176, 0.984, -0.007) separation=-0.0328 impulse=3356.365;",0.162,0.000,0.011,34.878,0.000,0.996,61.553,0.452,2.272,-34.801,0.242,2.756
1.800,34.668,64.120,-631.889,8.829,-49.194,4,22.284,13.638,"Takeoff - 40m x 6m, 6.2m rise:(-0.026, 0.996, 0.082) separation=-0.0168 impulse=844.270;Takeoff - 40m x 6m, 6.2m rise:(-0.026, 0.996, 0.082) separation=-0.0301 impulse=844.270;Takeoff - 40m x 6m, 6.2m rise:(-0.026, 0.996, 0.082) separation=-0.0508 impulse=844.270;Takeoff - 40m x 6m, 6.2m rise:(-0.026, 0.996, 0.082) separation=-0.0076 impulse=844.270;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.975, 0.223) separation=-0.0167 impulse=844.270;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.975, 0.223) separation=-0.0077 impulse=844.270;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.975, 0.223) separation=0.0030 impulse=844.270;Takeoff - 40m x 6m, 6.2m rise:(-0.222, 0.953, 0.208) separation=-0.0164 impulse=844.270;Takeoff - 40m x 6m, 6.2m rise:(-0.275, 0.961, -0.008) separation=-0.0162 impulse=844.270;",0.564,0.000,0.211,34.702,0.000,0.990,60.880,0.500,3.048,-34.564,4.723,2.451
1.820,34.441,64.789,-631.885,8.910,-49.863,4,23.528,11.248,"Takeoff - 40m x 6m, 6.2m rise:(-0.047, 0.990, 0.131) separation=0.0073 impulse=1318.892;Takeoff - 40m x 6m, 6.2m rise:(-0.047, 0.990, 0.131) separation=-0.0062 impulse=1318.892;Takeoff - 40m x 6m, 6.2m rise:(-0.047, 0.990, 0.131) separation=-0.0421 impulse=1318.892;Takeoff - 40m x 6m, 6.2m rise:(-0.328, 0.945, -0.009) separation=0.0070 impulse=1318.892;Takeoff - 40m x 6m, 6.2m rise:(-0.272, 0.936, 0.222) separation=0.0071 impulse=1318.892;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.968, 0.253) separation=0.0073 impulse=1318.892;",0.666,0.000,0.338,34.495,0.000,0.982,60.211,0.594,4.158,-34.239,7.563,2.528
1.840,33.691,65.434,-631.866,9.062,-50.508,4,24.284,13.730,"Takeoff - 40m x 6m, 6.2m rise:(-0.055, 0.983, 0.178) separation=0.0138 impulse=4769.144;Takeoff - 40m x 6m, 6.2m rise:(-0.055, 0.983, 0.178) separation=0.0073 impulse=4769.144;Takeoff - 40m x 6m, 6.2m rise:(-0.055, 0.983, 0.178) separation=0.0178 impulse=4769.144;Takeoff - 40m x 6m, 6.2m rise:(-0.055, 0.983, 0.178) separation=-0.0334 impulse=4769.144;Takeoff - 40m x 6m, 6.2m rise:(-0.055, 0.983, 0.178) separation=-0.0398 impulse=4769.144;Takeoff - 40m x 6m, 6.2m rise:(-0.055, 0.983, 0.178) separation=0.0156 impulse=4769.144;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.961, 0.276) separation=0.0156 impulse=4769.144;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.961, 0.276) separation=0.0143 impulse=4769.144;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.961, 0.276) separation=-0.0331 impulse=4769.144;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.961, 0.276) separation=0.0080 impulse=4769.144;Takeoff - 40m x 6m, 6.2m rise:(-0.374, 0.895, 0.243) separation=-0.0316 impulse=4769.144;Takeoff - 40m x 6m, 6.2m rise:(-0.374, 0.895, 0.243) separation=0.0149 impulse=4769.144;Takeoff - 40m x 6m, 6.2m rise:(-0.409, 0.912, -0.010) separation=-0.0305 impulse=4769.144;Takeoff - 40m x 6m, 6.2m rise:(-0.409, 0.912, -0.010) separation=0.0147 impulse=4769.144;",0.779,0.000,-0.458,33.695,0.000,0.978,59.566,0.539,7.391,-32.870,-10.120,1.671
1.860,33.680,66.081,-631.851,9.218,-51.155,3,17.909,8.322,"Takeoff - 40m x 6m, 6.2m rise:(-0.047, 0.978, 0.204) separation=0.0004 impulse=523.441;Takeoff - 40m x 6m, 6.2m rise:(-0.047, 0.978, 0.204) separation=0.0148 impulse=523.441;Takeoff - 40m x 6m, 6.2m rise:(-0.047, 0.978, 0.204) separation=-0.0194 impulse=523.441;Takeoff - 40m x 6m, 6.2m rise:(-0.488, 0.873, -0.011) separation=0.0004 impulse=523.441;Takeoff - 40m x 6m, 6.2m rise:(-0.426, 0.870, 0.249) separation=0.0004 impulse=523.441;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.955, 0.296) separation=0.0004 impulse=523.441;",1.000,0.000,-0.500,33.681,0.000,0.974,58.919,0.498,7.884,-32.741,-11.811,1.355
1.880,33.700,66.729,-631.840,9.379,-51.803,3,17.702,8.482,"Takeoff - 40m x 6m, 6.2m rise:(-0.023, 0.967, 0.253) separation=0.0109 impulse=191.695;Takeoff - 40m x 6m, 6.2m rise:(-0.023, 0.967, 0.253) separation=-0.0194 impulse=191.695;Takeoff - 40m x 6m, 6.2m rise:(-0.023, 0.967, 0.253) separation=0.0030 impulse=191.695;Takeoff - 40m x 6m, 6.2m rise:(-0.537, 0.843, -0.012) separation=0.0092 impulse=191.695;Takeoff - 40m x 6m, 6.2m rise:(-0.475, 0.843, 0.253) separation=0.0098 impulse=191.695;",1.000,0.000,-0.500,33.700,0.000,0.970,58.271,0.412,8.143,-32.699,-13.102,0.911
1.900,33.557,67.338,-631.879,9.582,-52.412,3,16.635,6.645,"Takeoff - 40m x 6m, 6.2m rise:(-0.017, 0.964, 0.265) separation=0.0031 impulse=645.204;Takeoff - 40m x 6m, 6.2m rise:(-0.017, 0.964, 0.265) separation=-0.0219 impulse=645.204;Takeoff - 40m x 6m, 6.2m rise:(-0.017, 0.964, 0.265) separation=0.0186 impulse=645.204;Takeoff - 40m x 6m, 6.2m rise:(-0.568, 0.783, 0.253) separation=-0.4214 impulse=645.204;Takeoff - 40m x 6m, 6.2m rise:(-0.017, 0.964, 0.265) separation=-0.0374 impulse=645.204;Takeoff - 40m x 6m, 6.2m rise:(-0.017, 0.964, 0.265) separation=0.0130 impulse=645.204;Takeoff - 40m x 6m, 6.2m rise:(-0.584, 0.812, -0.013) separation=0.0025 impulse=645.204;Takeoff - 40m x 6m, 6.2m rise:(-0.523, 0.814, 0.254) separation=0.0027 impulse=645.204;Takeoff - 40m x 6m, 6.2m rise:(-0.609, 0.753, 0.250) separation=-0.4550 impulse=645.204;Takeoff - 40m x 6m, 6.2m rise:(-0.609, 0.753, 0.250) separation=-0.4550 impulse=645.204;",1.000,0.000,-0.500,33.624,0.000,0.951,57.662,0.093,8.533,-32.523,-14.010,0.873
1.920,33.521,67.984,-631.882,9.771,-53.058,3,24.757,5.433,"Takeoff - 40m x 6m, 6.2m rise:(-0.037, 0.951, 0.307) separation=0.0025 impulse=947.509;",1.000,0.000,-0.500,33.540,0.000,0.953,57.016,-0.041,9.397,-32.196,-18.014,0.517
1.940,33.551,68.629,-631.890,9.960,-53.704,2,12.436,3.306,"",1.000,0.000,-0.500,33.559,0.000,0.954,56.371,-0.197,9.461,-32.197,-17.611,0.659
1.960,33.571,69.273,-631.901,10.152,-54.348,2,11.157,4.178,"Takeoff - 40m x 6m, 6.2m rise:(-0.056, 0.954, 0.296) separation=0.0060 impulse=118.271;",1.000,0.000,-0.500,33.572,0.000,0.953,55.727,-0.311,9.575,-32.176,-17.294,0.859
1.980,33.429,69.902,-631.934,10.356,-54.978,2,10.254,5.117,"Takeoff - 40m x 6m, 6.2m rise:(-0.783, 0.621, -0.015) separation=-1.3905 impulse=955.804;Takeoff - 40m x 6m, 6.2m rise:(-0.783, 0.621, -0.015) separation=-1.3905 impulse=955.804;Takeoff - 40m x 6m, 6.2m rise:(-0.783, 0.621, -0.015) separation=-1.3905 impulse=955.804;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.936, 0.352) separation=0.0039 impulse=955.804;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.936, 0.352) separation=-0.0355 impulse=955.804;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.936, 0.352) separation=-0.0181 impulse=955.804;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.936, 0.352) separation=0.0063 impulse=955.804;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.936, 0.352) separation=-0.0044 impulse=955.804;Takeoff - 40m x 6m, 6.2m rise:(-0.741, 0.632, 0.225) separation=-0.0257 impulse=955.804;Takeoff - 40m x 6m, 6.2m rise:(-0.741, 0.632, 0.225) separation=-0.0032 impulse=955.804;",1.000,0.000,-0.500,33.431,0.000,0.944,55.098,-0.474,10.152,-31.849,-17.198,1.530
2.000,33.428,70.534,-631.955,10.558,-55.611,2,8.313,8.819,"Takeoff - 40m x 6m, 6.2m rise:(-0.099, 0.944, 0.315) separation=0.0003 impulse=175.028;Takeoff - 40m x 6m, 6.2m rise:(-0.099, 0.944, 0.315) separation=-0.0063 impulse=175.028;Takeoff - 40m x 6m, 6.2m rise:(-0.766, 0.605, 0.217) separation=0.0002 impulse=175.028;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.357) separation=0.0003 impulse=175.028;",1.000,0.000,-0.500,33.440,0.000,0.937,54.466,-0.608,10.199,-31.841,-18.441,1.547
2.020,33.415,71.168,-631.977,10.761,-56.244,2,9.559,9.402,"Takeoff - 40m x 6m, 6.2m rise:(-0.123, 0.937, 0.326) separation=0.0053 impulse=159.317;Takeoff - 40m x 6m, 6.2m rise:(-0.123, 0.937, 0.326) separation=-0.0033 impulse=159.317;Takeoff - 40m x 6m, 6.2m rise:(-0.789, 0.579, 0.208) separation=0.0037 impulse=159.317;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.358) separation=0.0052 impulse=159.317;",1.000,0.000,-0.500,33.447,0.000,0.931,53.832,-0.655,10.261,-31.827,-19.152,1.575
