time,vehicle,lap,gate,speed,recoveries,misses,x,y,z,verified,finishArmed,roadPosition
3.015,moto,0,0,0.00,0,0,316.80,23.25,481.02,0.000,False,0.000
3.015,original,0,0,0.00,0,0,321.22,21.50,488.65,0.000,False,0.000
3.015,tourer,0,0,0.00,0,0,316.93,19.87,495.52,0.000,False,0.000
3.015,atv,0,0,0.00,0,0,321.50,18.14,502.22,0.000,False,0.000
4.920,moto,0,0,25.44,0,0,317.28,16.40,510.12,0.000,False,4671.323
4.920,original,0,1,23.99,0,0,321.29,15.80,513.51,0.816,False,0.816
4.920,tourer,0,1,23.19,0,0,317.63,14.59,519.39,6.708,False,6.708
4.920,atv,0,1,26.94,0,0,321.80,12.17,530.47,18.085,False,18.085
6.920,moto,0,1,9.49,0,0,316.49,8.68,548.95,37.805,False,37.805
6.920,original,0,1,12.98,0,0,319.16,8.63,553.46,41.559,False,41.559
6.920,tourer,0,1,10.44,0,0,314.58,8.65,555.08,45.231,False,45.231
6.920,atv,0,1,16.88,0,0,312.25,8.57,560.46,51.223,False,51.223
8.920,moto,0,1,22.32,0,0,296.20,8.60,562.74,67.154,False,67.154
8.920,original,0,1,22.53,0,0,289.32,8.70,563.93,74.018,False,74.018
8.920,tourer,0,1,24.67,0,0,282.64,8.70,564.02,80.546,False,80.546
8.920,atv,0,1,33.63,0,0,260.75,8.55,563.78,102.064,False,102.064
10.920,moto,0,1,36.73,0,0,234.63,8.80,556.79,128.675,False,128.675
10.920,original,0,1,33.39,0,0,232.39,8.98,558.70,130.700,False,130.700
10.920,tourer,0,1,34.66,0,0,222.55,9.12,559.02,140.366,False,140.366
10.920,atv,0,1,42.51,0,0,184.26,9.34,553.40,178.925,False,178.925
12.920,moto,0,1,-8.93,0,0,227.20,8.90,558.54,147.069,False,136.659
12.920,original,0,1,38.92,0,0,159.71,9.68,555.21,203.330,False,203.330
12.920,tourer,0,1,40.36,0,0,147.61,9.73,549.19,215.987,False,215.987
12.920,atv,0,1,46.76,0,0,94.36,9.59,545.92,269.187,False,269.187
14.920,moto,0,1,9.84,0,0,228.72,8.89,556.55,147.069,False,135.177
14.920,original,0,2,40.10,0,0,78.74,9.66,548.98,284.307,False,284.307
14.920,tourer,0,2,39.01,0,0,65.69,9.51,542.02,297.903,False,297.903
14.920,atv,0,2,41.64,0,0,10.17,8.42,530.48,355.303,False,355.303
16.920,moto,0,1,27.85,0,0,194.90,9.21,554.71,168.484,False,168.484
16.920,original,0,2,39.17,0,0,2.77,8.55,534.76,362.675,False,362.675
16.920,tourer,0,2,36.68,0,0,-6.61,8.53,530.22,372.218,False,372.218
16.920,atv,0,2,28.74,0,0,-72.92,8.45,525.88,438.738,False,438.738
18.920,moto,0,1,41.42,0,0,124.54,9.63,547.65,239.117,False,239.117
18.920,original,0,2,42.30,0,0,-79.06,8.62,535.14,444.593,False,444.593
18.920,tourer,0,2,41.64,0,0,-85.43,8.64,531.18,450.965,False,450.965
18.920,atv,0,6,27.11,0,0,-100.24,7.99,491.25,458.982,False,505.806
20.920,moto,0,2,41.83,0,0,38.17,8.54,534.27,326.756,False,326.756
20.920,original,0,3,43.90,0,0,-165.47,9.13,535.22,530.973,False,530.973
20.920,tourer,0,3,44.39,0,0,-171.76,9.18,531.19,537.244,False,537.244
20.920,atv,0,6,29.09,0,0,-112.17,10.67,442.06,458.982,False,573.989
22.920,moto,0,2,47.33,0,0,-49.27,8.39,530.05,414.687,False,414.687
22.920,original,0,3,44.56,0,0,-254.11,9.63,535.87,619.679,False,619.679
22.920,tourer,0,3,45.98,0,0,-262.28,9.65,531.99,627.762,False,627.762
22.920,atv,0,6,39.49,0,0,-147.74,13.49,382.53,458.982,False,667.300
24.920,moto,0,6,0.00,0,0,-95.77,8.09,503.10,458.441,False,492.446
24.920,original,0,3,44.72,0,0,-343.38,9.43,538.09,709.085,False,709.085
24.920,tourer,0,3,47.01,0,0,-355.31,9.36,534.62,720.848,False,720.848
24.920,atv,0,6,45.22,0,0,-216.54,15.83,332.60,458.982,False,781.441
26.920,moto,0,6,26.56,0,0,-102.16,8.65,474.04,458.441,False,529.037
26.920,original,0,4,44.82,0,0,-432.86,8.85,541.38,798.638,False,798.638
26.920,tourer,0,4,47.65,0,0,-449.97,8.75,538.14,815.559,False,815.559
26.920,atv,0,6,42.47,0,0,-293.01,16.34,281.20,458.982,False,905.312
28.920,moto,0,6,38.17,0,0,-125.01,12.05,413.96,458.441,False,615.223
28.920,original,0,4,44.85,0,0,-522.46,8.75,545.19,888.501,False,888.501
28.920,tourer,0,4,46.38,0,0,-545.35,8.74,542.85,911.128,False,911.128
28.920,atv,0,6,24.25,0,0,-342.39,18.24,243.38,458.982,False,989.339
30.920,moto,0,6,46.28,0,0,-183.62,14.85,353.36,458.441,False,729.167
30.920,original,0,4,18.48,0,0,-592.43,8.75,544.42,957.479,False,957.479
30.920,tourer,0,4,15.50,0,0,-598.76,8.74,537.91,965.037,False,965.037
30.920,atv,0,6,30.78,0,0,-382.37,13.77,213.03,458.982,False,1056.567
32.920,moto,0,6,51.02,0,0,-266.07,16.54,300.76,458.441,False,860.374
32.920,original,0,5,22.47,0,0,-610.94,8.54,517.97,986.882,False,986.882
32.920,tourer,0,5,25.73,0,0,-608.52,8.63,503.04,1001.666,False,1001.666
32.920,atv,0,6,41.45,0,0,-442.38,12.12,170.75,458.982,False,1154.890
34.920,moto,0,6,45.40,0,0,-341.45,20.66,244.17,458.441,False,987.120
