time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ
0.020,23.774,0.475,-623.813,8.192,-149.479,4,7.800,0.076,"Ground_80_320:(0.00, 1.00, 0.00)",0.000,0.000,0.000,23.775,0.000,1.000,-39.525
0.040,23.787,0.951,-623.821,8.191,-149.004,4,8.305,0.047,"Ground_80_240:(0.00, 1.00, 0.00)",0.113,0.000,0.000,23.787,0.000,1.000,-39.049
0.060,23.798,1.427,-623.828,8.189,-148.528,4,8.774,0.023,"Ground_80_240:(0.00, 1.00, 0.00)",0.107,0.000,0.000,23.798,0.000,1.000,-38.573
0.080,23.808,1.903,-623.836,8.187,-148.052,4,9.205,0.004,"Ground_80_240:(0.00, 1.00, 0.00)",0.101,0.000,-0.001,23.809,0.000,1.000,-38.097
0.100,23.817,2.379,-623.844,8.185,-147.575,4,9.588,0.011,"Ground_80_240:(0.00, 1.00, 0.00)",0.096,0.000,0.002,23.818,0.000,1.000,-37.621
0.120,23.825,2.856,-623.852,8.183,-147.099,4,9.919,0.022,"Ground_80_240:(0.00, 1.00, 0.00)",0.091,0.000,-0.002,23.826,0.000,1.000,-37.144
0.140,23.833,3.332,-623.860,8.181,-146.623,4,10.195,0.029,"Ground_80_240:(0.00, 1.00, 0.00)",0.087,0.000,0.003,23.833,0.000,1.000,-36.668
0.160,23.839,3.809,-623.868,8.179,-146.146,4,10.417,0.035,"Ground_80_240:(0.00, 1.00, 0.00)",0.084,0.000,-0.004,23.839,0.000,1.000,-36.191
0.180,23.845,4.286,-623.876,8.178,-145.669,4,10.586,0.038,"Ground_80_240:(0.00, 1.00, 0.00)",0.080,0.000,0.004,23.845,0.000,1.000,-35.714
0.200,23.850,4.763,-623.884,8.177,-145.192,4,10.705,0.039,"Ground_80_240:(0.00, 1.00, 0.00)",0.078,0.000,-0.005,23.850,0.000,1.000,-35.237
0.220,23.855,5.240,-623.891,8.176,-144.715,4,10.779,0.039,"Ground_80_240:(0.00, 1.00, 0.00)",0.075,0.000,0.006,23.855,0.000,1.000,-34.760
0.240,23.859,5.717,-623.899,8.176,-144.238,4,10.813,0.038,"Ground_80_240:(0.00, 1.00, 0.00)",0.073,0.000,-0.006,23.859,0.000,1.000,-34.283
0.260,23.863,6.194,-623.907,8.176,-143.761,4,10.811,0.036,"Ground_80_240:(0.00, 1.00, 0.00)",0.071,0.000,0.007,23.863,0.000,1.000,-33.806
0.280,23.866,6.672,-623.915,8.176,-143.284,4,10.780,0.034,"Ground_80_240:(0.00, 1.00, 0.00)",0.069,0.000,-0.007,23.866,0.000,1.000,-33.328
0.300,23.869,7.149,-623.923,8.177,-142.807,4,10.724,0.031,"Ground_80_240:(0.00, 1.00, 0.00)",0.067,0.000,0.007,23.869,0.000,1.000,-32.851
0.320,23.872,7.626,-623.931,8.179,-142.329,4,10.651,0.029,"Ground_80_240:(0.00, 1.00, 0.00)",0.066,0.000,-0.008,23.872,0.000,1.000,-32.374
0.340,23.874,8.104,-623.939,8.180,-141.852,4,10.564,0.026,"Ground_80_240:(0.00, 1.00, 0.00)",0.064,0.000,0.008,23.874,0.000,1.000,-31.896
0.360,23.876,8.581,-623.947,8.182,-141.374,4,10.468,0.023,"Ground_80_240:(0.00, 1.00, 0.00)",0.063,0.000,-0.008,23.876,0.000,1.000,-31.419
0.380,23.878,9.059,-623.954,8.184,-140.897,4,10.367,0.020,"Ground_80_240:(0.00, 1.00, 0.00)",0.062,0.000,0.009,23.878,0.000,1.000,-30.941
0.400,23.880,9.536,-623.962,8.186,-140.419,4,10.266,0.017,"Ground_80_240:(0.00, 1.00, 0.00)",0.061,0.000,-0.009,23.880,0.000,1.000,-30.464
0.420,23.881,10.014,-623.970,8.188,-139.942,4,10.167,0.014,"Ground_80_240:(0.00, 1.00, 0.00)",0.060,0.000,0.009,23.881,0.000,1.000,-29.986
0.440,23.882,10.492,-623.978,8.191,-139.464,4,10.072,0.012,"Ground_80_240:(0.00, 1.00, 0.00)",0.059,0.000,-0.009,23.882,0.000,1.000,-29.508
0.460,23.884,10.969,-623.986,8.193,-138.987,4,9.984,0.010,"Ground_80_240:(0.00, 1.00, 0.00)",0.059,0.000,0.009,23.884,0.000,1.000,-29.031
0.480,23.885,11.447,-623.994,8.196,-138.509,4,9.904,0.008,"Ground_80_240:(0.00, 1.00, 0.00)",0.058,0.000,-0.009,23.885,0.000,1.000,-28.553
0.500,23.886,11.925,-624.002,8.199,-138.031,4,9.833,0.006,"Ground_80_240:(0.00, 1.00, 0.00)",0.058,0.000,0.009,23.886,0.000,1.000,-28.075
0.520,23.887,12.402,-624.010,8.201,-137.554,4,9.772,0.005,"Ground_80_240:(0.00, 1.00, 0.00)",0.057,0.000,-0.009,23.887,0.000,1.000,-27.598
0.540,23.887,12.880,-624.017,8.204,-137.076,4,9.720,0.004,"Ground_80_240:(0.00, 1.00, 0.00)",0.057,0.000,0.009,23.887,0.000,1.000,-27.120
0.560,23.888,13.358,-624.025,8.206,-136.598,4,9.679,0.003,"Ground_80_240:(0.00, 1.00, 0.00)",0.056,0.000,-0.009,23.888,0.000,1.000,-26.642
0.580,23.889,13.836,-624.033,8.209,-136.121,4,9.647,0.002,"Ground_80_240:(0.00, 1.00, 0.00)",0.056,0.000,0.009,23.889,0.000,1.000,-26.164
0.600,23.889,14.314,-624.041,8.211,-135.643,4,9.624,0.001,"Ground_80_240:(0.00, 1.00, 0.00)",0.056,0.000,-0.009,23.889,0.000,1.000,-25.686
0.620,23.890,14.791,-624.049,8.213,-135.165,4,9.609,0.001,"Ground_80_240:(0.00, 1.00, 0.00)",0.055,0.000,0.009,23.890,0.000,1.000,-25.209
