time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ
0.020,23.774,0.475,-625.512,8.192,-149.507,4,7.800,0.076,"Ground_80_320:(0.00, 1.00, 0.00)",0.000,0.000,0.000,23.775,0.000,1.000,-39.525
0.040,23.787,0.951,-625.520,8.191,-149.032,4,8.305,0.047,"Ground_80_240:(0.00, 1.00, 0.00)",0.113,0.000,0.000,23.787,0.000,1.000,-39.049
0.060,23.798,1.427,-625.528,8.189,-148.556,4,8.774,0.023,"Ground_80_240:(0.00, 1.00, 0.00)",0.107,0.000,0.000,23.798,0.000,1.000,-38.573
0.080,23.808,1.903,-625.536,8.187,-148.080,4,9.205,0.004,"Ground_80_240:(0.00, 1.00, 0.00)",0.101,0.000,-0.001,23.809,0.000,1.000,-38.097
0.100,23.817,2.379,-625.544,8.185,-147.603,4,9.588,0.011,"Ground_80_240:(0.00, 1.00, 0.00)",0.096,0.000,0.002,23.818,0.000,1.000,-37.621
0.120,23.825,2.856,-625.552,8.183,-147.127,4,9.919,0.022,"Ground_80_240:(0.00, 1.00, 0.00)",0.091,0.000,-0.002,23.826,0.000,1.000,-37.144
0.140,23.833,3.332,-625.560,8.181,-146.651,4,10.195,0.029,"Ground_80_240:(0.00, 1.00, 0.00)",0.087,0.000,0.003,23.833,0.000,1.000,-36.668
0.160,23.839,3.809,-625.568,8.179,-146.174,4,10.417,0.035,"Ground_80_240:(0.00, 1.00, 0.00)",0.084,0.000,-0.004,23.839,0.000,1.000,-36.191
0.180,23.845,4.286,-625.575,8.178,-145.697,4,10.586,0.038,"Ground_80_240:(0.00, 1.00, 0.00)",0.080,0.000,0.004,23.845,0.000,1.000,-35.714
0.200,23.850,4.763,-625.583,8.177,-145.220,4,10.705,0.039,"Ground_80_240:(0.00, 1.00, 0.00)",0.078,0.000,-0.005,23.850,0.000,1.000,-35.237
0.220,23.855,5.240,-625.591,8.176,-144.743,4,10.779,0.039,"Ground_80_240:(0.00, 1.00, 0.00)",0.075,0.000,0.006,23.855,0.000,1.000,-34.760
0.240,23.859,5.717,-625.599,8.176,-144.266,4,10.813,0.038,"Ground_80_240:(0.00, 1.00, 0.00)",0.073,0.000,-0.006,23.859,0.000,1.000,-34.283
0.260,23.863,6.194,-625.607,8.176,-143.789,4,10.811,0.036,"Ground_80_240:(0.00, 1.00, 0.00)",0.071,0.000,0.007,23.863,0.000,1.000,-33.806
0.280,23.866,6.672,-625.615,8.176,-143.312,4,10.780,0.034,"Ground_80_240:(0.00, 1.00, 0.00)",0.069,0.000,-0.007,23.866,0.000,1.000,-33.328
0.300,23.869,7.149,-625.623,8.177,-142.835,4,10.725,0.031,"Ground_80_240:(0.00, 1.00, 0.00)",0.067,0.000,0.007,23.869,0.000,1.000,-32.851
0.320,23.872,7.626,-625.631,8.179,-142.357,4,10.651,0.029,"Ground_80_240:(0.00, 1.00, 0.00)",0.066,0.000,-0.008,23.872,0.000,1.000,-32.374
0.340,23.874,8.104,-625.638,8.180,-141.880,4,10.564,0.026,"Ground_80_240:(0.00, 1.00, 0.00)",0.064,0.000,0.008,23.874,0.000,1.000,-31.896
0.360,23.876,8.581,-625.646,8.182,-141.403,4,10.468,0.023,"Ground_80_240:(0.00, 1.00, 0.00)",0.063,0.000,-0.008,23.876,0.000,1.000,-31.419
0.380,23.878,9.059,-625.654,8.184,-140.925,4,10.367,0.020,"Ground_80_240:(0.00, 1.00, 0.00)",0.062,0.000,0.009,23.878,0.000,1.000,-30.941
