course,vehicle,speed,line,seconds,travel,air,minUp,recovered,outcome,scoredDistance,scoredAirtime,awards
Street Loop,original,12,-1.5,13.480,150.043,1.100,0.938,True,completed,12.800,1.100,0
Street Loop,original,12,-3,13.520,150.174,1.080,0.940,True,completed,12.566,1.080,0
Street Loop,original,12,0,13.460,150.226,1.100,0.934,True,completed,12.803,1.100,0
Street Loop,original,12,-4.7,13.400,150.149,1.140,0.327,True,completed,0.000,0.000,0
Street Loop,original,12,1.7,13.380,150.216,1.140,0.361,True,completed,0.000,0.000,0
Street Loop,original,24,-1.5,8.840,150.247,1.900,0.963,True,completed,42.304,1.900,0
Street Loop,original,24,-3,8.880,150.116,1.900,0.963,True,completed,42.304,1.900,0
Street Loop,original,24,0,8.720,150.363,1.900,0.963,True,completed,42.304,1.900,0
Street Loop,original,24,-4.7,9.000,150.241,1.500,0.451,True,completed,0.000,0.000,0
Street Loop,original,24,1.7,9.120,150.414,1.240,0.549,True,completed,0.000,0.000,0
Street Loop,original,36,-1.5,5.480,164.255,2.500,0.965,True,completed,82.093,2.500,0
Street Loop,original,36,-3,5.480,164.255,2.500,0.965,True,completed,82.094,2.500,0
Street Loop,original,36,0,5.480,164.253,2.500,0.965,True,completed,82.092,2.500,0
Street Loop,original,36,-4.7,5.100,150.187,1.820,0.523,True,completed,0.000,0.000,0
Street Loop,original,36,1.7,5.260,150.213,1.920,0.317,True,completed,0.000,0.000,0
Street Loop,tourer,12,-1.5,13.500,150.236,1.060,0.939,True,completed,12.385,1.060,0
Street Loop,tourer,12,-3,13.480,150.002,1.060,0.938,True,completed,12.385,1.060,0
Street Loop,tourer,12,0,13.500,150.066,1.060,0.940,True,completed,12.385,1.060,0
Street Loop,tourer,12,-4.7,13.740,150.071,1.560,0.561,True,completed,0.000,0.000,0
Street Loop,tourer,12,1.7,13.960,150.054,0.800,0.375,True,completed,0.000,0.000,0
Street Loop,tourer,24,-1.5,8.560,150.288,1.880,0.963,True,completed,41.895,1.880,0
Street Loop,tourer,24,-3,8.560,150.279,1.880,0.963,True,completed,41.895,1.880,0
Street Loop,tourer,24,0,8.560,150.329,1.880,0.963,True,completed,41.895,1.880,0
Street Loop,tourer,24,-4.7,7.160,150.039,1.240,0.534,True,completed,0.000,0.000,0
Street Loop,tourer,24,1.7,9.060,150.425,1.420,0.577,True,completed,0.000,0.000,0
Street Loop,tourer,36,-1.5,5.440,163.066,2.440,0.964,True,completed,80.279,2.440,0
Street Loop,tourer,36,-3,5.440,162.663,2.460,0.964,True,completed,80.723,2.460,0
Street Loop,tourer,36,0,5.440,162.725,2.460,0.964,True,cleared / unstable landing,80.659,2.460,0
Street Loop,tourer,36,-4.7,7.500,150.315,1.020,0.381,True,completed,0.000,0.000,0
Street Loop,tourer,36,1.7,5.120,150.399,2.080,0.387,True,completed,0.000,0.000,0
Street Loop,moto,12,-1.5,13.760,150.111,1.480,0.909,True,completed,14.695,1.300,0
Street Loop,moto,12,-3,13.540,150.107,1.280,0.932,True,completed,14.527,1.280,0
Street Loop,moto,12,0,13.480,150.052,1.360,0.888,True,completed,15.290,1.360,0
Street Loop,moto,12,-4.7,13.640,150.168,1.880,0.105,True,completed,0.000,0.000,0
Street Loop,moto,12,1.7,13.400,150.212,1.300,-0.136,True,completed,0.000,0.000,0
Street Loop,moto,24,-1.5,7.800,150.044,2.020,0.943,True,completed,44.889,2.020,0
Street Loop,moto,24,-3,7.460,150.205,2.060,0.933,True,completed,45.568,2.060,0
Street Loop,moto,24,0,8.460,150.174,2.020,0.944,True,completed,44.856,2.020,0
Street Loop,moto,24,-4.7,9.440,150.090,2.000,-0.953,True,completed,0.000,0.000,0
Street Loop,moto,24,1.7,7.360,150.291,2.460,0.792,True,completed,0.000,0.000,0
Street Loop,moto,36,-1.5,5.500,165.714,2.540,0.958,True,completed,84.004,2.540,0
Street Loop,moto,36,-3,5.500,165.710,2.540,0.958,True,completed,84.001,2.540,0
Street Loop,moto,36,0,5.500,165.720,2.540,0.958,True,completed,84.005,2.540,0
Street Loop,moto,36,-4.7,22.640,99.025,20.180,-1.000,True,stalled/crashed,0.000,0.000,0
Street Loop,moto,36,1.7,8.300,150.468,2.640,-0.956,True,completed,0.000,0.000,0
Street Loop,atv,12,-1.5,13.700,150.114,1.380,0.935,True,completed,14.241,1.260,0
Street Loop,atv,12,-3,13.560,150.091,1.460,0.907,True,completed,14.863,1.320,0
Street Loop,atv,12,0,13.600,150.213,1.280,0.924,True,completed,14.417,1.280,0
Street Loop,atv,12,-4.7,13.420,150.106,1.400,0.311,True,completed,0.000,0.000,0
Street Loop,atv,12,1.7,13.560,150.037,1.520,0.245,True,completed,0.000,0.000,0
Street Loop,atv,24,-1.5,8.520,150.285,2.040,0.938,True,completed,45.058,2.040,0
Street Loop,atv,24,-3,8.500,150.315,2.040,0.937,True,completed,45.037,2.040,0
Street Loop,atv,24,0,7.280,150.254,2.040,0.937,True,completed,45.039,2.040,0
Street Loop,atv,24,-4.7,7.260,150.464,1.580,0.274,True,completed,0.000,0.000,0
Street Loop,atv,24,1.7,7.320,150.291,2.160,-0.855,True,completed,0.000,0.000,0
Street Loop,atv,36,-1.5,5.500,165.216,2.540,0.961,True,completed,83.658,2.540,0
Street Loop,atv,36,-3,5.500,165.221,2.540,0.962,True,completed,83.660,2.540,0
Street Loop,atv,36,0,5.500,165.215,2.540,0.961,True,completed,83.658,2.540,0
Street Loop,atv,36,-4.7,5.320,150.124,2.520,-0.345,True,completed,75.785,2.520,0
Street Loop,atv,36,1.7,5.160,152.705,2.360,-0.761,True,completed,76.672,2.360,0
