time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ
0.020,35.662,0.713,-623.817,8.342,-149.242,4,7.800,0.076,"",0.000,0.000,0.000,35.662,0.000,1.000,-39.287
0.040,35.662,1.426,-623.828,8.341,-148.529,4,8.411,0.013,"",0.169,0.000,0.000,35.662,0.000,1.000,-38.574
0.060,35.662,2.139,-623.840,8.339,-147.816,4,8.982,0.022,"",0.169,0.000,-0.001,35.662,0.000,1.000,-37.861
0.080,35.662,2.852,-623.852,8.337,-147.102,4,9.493,0.039,"",0.169,0.000,0.002,35.662,0.000,1.000,-37.148
0.100,35.661,3.566,-623.864,8.336,-146.389,4,9.929,0.046,"",0.169,0.000,-0.003,35.662,0.000,1.000,-36.434
0.120,35.661,4.279,-623.875,8.334,-145.676,4,10.284,0.046,"",0.169,0.000,0.004,35.661,0.000,1.000,-35.721
0.140,35.661,4.992,-623.887,8.333,-144.963,4,10.559,0.043,"",0.169,0.000,-0.005,35.661,0.000,1.000,-35.008
0.160,35.660,5.705,-623.899,8.332,-144.250,4,10.759,0.039,"",0.170,0.000,0.006,35.661,0.000,1.000,-34.295
0.180,35.660,6.418,-623.911,8.331,-143.537,4,10.891,0.034,"",0.170,0.000,-0.006,35.660,0.000,1.000,-33.582
0.200,35.660,7.131,-623.923,8.331,-142.824,4,10.963,0.029,"",0.170,0.000,0.007,35.660,0.000,1.000,-32.869
0.220,35.659,7.844,-623.934,8.332,-142.111,4,10.984,0.024,"",0.170,0.000,0.007,35.659,0.000,1.000,-32.156
0.240,35.659,8.558,-623.946,8.333,-141.398,4,10.964,0.020,"",0.170,0.000,-0.008,35.659,0.000,1.000,-31.442
0.260,35.658,9.271,-623.958,8.334,-140.685,4,10.911,0.017,"",0.171,0.000,-0.008,35.658,0.000,1.000,-30.729
0.280,35.658,9.984,-623.970,8.336,-139.972,4,10.831,0.014,"",0.171,0.000,-0.008,35.658,0.000,1.000,-30.016
0.300,35.658,10.697,-623.981,8.338,-139.259,4,10.734,0.011,"",0.171,0.000,0.008,35.658,0.000,1.000,-29.303
0.320,35.657,11.410,-623.993,8.340,-138.546,4,10.624,0.009,"",0.171,0.000,0.008,35.657,0.000,1.000,-28.590
0.340,35.657,12.123,-624.005,8.343,-137.833,4,10.507,0.007,"",0.171,0.000,0.008,35.657,0.000,1.000,-27.877
0.360,35.657,12.836,-624.017,8.346,-137.120,4,10.389,0.006,"",0.172,0.000,-0.009,35.657,0.000,1.000,-27.164
0.380,35.656,13.549,-624.028,8.349,-136.407,4,10.273,0.005,"",0.172,0.000,-0.009,35.656,0.000,1.000,-26.451
0.400,35.656,14.262,-624.040,8.352,-135.694,4,10.161,0.004,"",0.172,0.000,-0.009,35.656,0.000,1.000,-25.738
0.420,35.656,14.976,-624.052,8.356,-134.981,4,10.057,0.003,"",0.172,0.000,0.009,35.656,0.000,1.000,-25.024
0.440,35.655,15.689,-624.064,8.359,-134.268,4,9.963,0.002,"",0.172,0.000,0.009,35.655,0.000,1.000,-24.311
0.460,35.655,16.402,-624.076,8.363,-133.555,4,9.879,0.002,"",0.172,0.000,0.009,35.655,0.000,1.000,-23.598
0.480,35.655,17.115,-624.087,8.366,-132.842,4,9.805,0.002,"",0.173,0.000,-0.009,35.655,0.000,1.000,-22.885
0.500,35.654,17.828,-624.099,8.370,-132.129,4,9.743,0.001,"",0.173,0.000,-0.009,35.654,0.000,1.000,-22.172
0.520,35.654,18.541,-624.111,8.373,-131.416,4,9.693,0.001,"",0.173,0.000,-0.009,35.654,0.000,1.000,-21.459
0.540,35.654,19.254,-624.123,8.376,-130.703,4,9.653,0.001,"",0.173,0.000,0.009,35.654,0.000,1.000,-20.746
0.560,35.654,19.967,-624.135,8.380,-129.990,4,9.624,0.001,"",0.173,0.000,0.009,35.654,0.000,1.000,-20.033
0.580,35.653,20.680,-624.146,8.383,-129.277,4,9.604,0.001,"",0.173,0.000,0.009,35.653,0.000,1.000,-19.320
0.600,35.653,21.393,-624.158,8.386,-128.564,4,9.592,0.000,"",0.173,0.000,-0.009,35.653,0.000,1.000,-18.607
0.620,35.653,22.106,-624.170,8.389,-127.851,4,9.588,0.000,"",0.173,0.000,-0.009,35.653,0.000,1.000,-17.894
0.640,35.653,22.819,-624.182,8.392,-127.138,4,9.590,0.000,"",0.174,0.000,-0.009,35.653,0.000,1.000,-17.181
0.660,35.652,23.532,-624.193,8.395,-126.425,4,9.598,0.000,"",0.174,0.000,0.009,35.652,0.000,1.000,-16.468
0.680,35.652,24.245,-624.205,8.397,-125.712,4,9.609,0.000,"",0.174,0.000,0.009,35.652,0.000,1.000,-15.755
0.700,35.652,24.958,-624.217,8.400,-125.000,4,9.625,0.000,"",0.174,0.000,0.009,35.652,0.000,1.000,-15.042
0.720,35.652,25.671,-624.229,8.403,-124.287,4,9.642,0.000,"",0.174,0.000,-0.009,35.652,0.000,1.000,-14.329
0.740,35.652,26.385,-624.241,8.405,-123.574,4,9.661,0.000,"",0.174,0.000,-0.009,35.652,0.000,1.000,-13.615
0.760,35.652,27.098,-624.252,8.408,-122.861,4,9.681,0.000,"",0.174,0.000,-0.009,35.652,0.000,1.000,-12.902
0.780,35.651,27.811,-624.264,8.410,-122.148,4,9.701,0.000,"",0.174,0.000,0.009,35.651,0.000,1.000,-12.189
0.800,35.651,28.524,-624.276,8.413,-121.435,4,9.721,0.000,"",0.174,0.000,0.009,35.651,0.000,1.000,-11.476
0.820,35.651,29.236,-624.288,8.415,-120.722,4,10.325,0.000,"",0.174,0.000,0.009,35.651,0.000,1.000,-10.764
0.840,35.651,29.949,-624.299,8.418,-120.009,4,10.334,0.095,"",0.174,0.000,-0.010,35.651,0.000,1.000,-10.051
0.860,35.651,30.662,-624.311,8.421,-119.297,4,10.374,0.148,"",0.175,0.000,-0.011,35.651,0.000,1.000,-9.338
0.880,35.650,31.375,-624.323,8.424,-118.584,4,10.410,0.174,"",0.175,0.000,0.013,35.650,0.000,1.000,-8.625
0.900,35.650,32.088,-624.335,8.428,-117.871,4,10.421,0.184,"",0.175,0.000,-0.014,35.650,0.000,1.000,-7.912
0.920,35.649,32.801,-624.346,8.432,-117.158,4,10.988,0.184,"",0.175,0.000,0.015,35.649,0.000,1.000,-7.199
0.940,35.648,33.514,-624.358,8.436,-116.446,4,10.732,0.085,"",0.175,0.000,-0.016,35.648,0.000,1.000,-6.486
0.960,35.648,34.227,-624.370,8.441,-115.733,4,10.429,0.026,"",0.176,0.000,0.015,35.648,0.000,1.000,-5.773
0.980,35.648,34.940,-624.382,8.446,-115.020,4,10.126,0.008,"",0.176,0.000,-0.015,35.648,0.000,1.000,-5.060
1.000,35.647,35.653,-624.394,8.451,-114.307,4,9.851,0.025,"",0.176,0.000,0.014,35.647,0.000,1.000,-4.347
1.020,35.647,36.366,-624.405,8.455,-113.594,4,9.617,0.033,"",0.176,0.000,0.013,35.647,0.000,1.000,-3.634
1.040,35.647,37.079,-624.417,8.460,-112.881,4,9.430,0.035,"",0.177,0.000,-0.013,35.647,0.000,1.000,-2.921
1.060,35.646,37.792,-624.429,8.464,-112.168,4,9.290,0.033,"",0.177,0.000,-0.012,35.646,0.000,1.000,-2.208
1.080,35.646,38.505,-624.441,8.468,-111.455,4,9.195,0.030,"",0.177,0.000,-0.011,35.646,0.000,1.000,-1.495
