profile,route,attempt,road,finished,seconds,entry_mps,exit_mps,max_lateral,min_up,air_seconds,misses,penalty,branch_exits,recoveries
original,Pine Ridge,0,False,True,21.677,34.699,37.885,5.788,0.985,3.146,0,0.000,1,0
original,Pine Ridge,1,False,True,21.369,35.924,37.882,5.640,0.984,3.178,0,0.000,1,0
original,Pine Ridge,2,False,True,23.741,35.338,37.915,5.710,0.985,0.845,0,0.000,1,1
original,Pine Ridge,3,False,True,24.063,35.138,37.888,5.664,0.989,0.725,0,0.000,1,1
original,Pine Ridge,0,True,True,26.177,40.524,44.768,0.000,0.982,0.000,0,0.000,0,0
original,Pine Ridge,1,True,True,26.225,40.524,44.765,0.000,0.982,0.000,0,0.000,0,0
tourer,Pine Ridge,0,False,True,21.851,35.645,37.243,5.663,0.984,2.940,0,0.000,1,0
tourer,Pine Ridge,1,False,True,21.437,35.895,37.656,5.569,0.983,3.098,0,0.000,1,0
tourer,Pine Ridge,2,False,True,24.019,35.645,37.588,5.663,0.984,0.781,0,0.000,1,1
tourer,Pine Ridge,3,False,True,24.208,35.645,37.599,5.663,0.989,0.732,0,0.000,1,1
tourer,Pine Ridge,0,True,True,25.961,40.657,46.408,0.000,0.982,0.000,0,0.000,0,0
tourer,Pine Ridge,1,True,True,25.958,40.657,46.408,0.000,0.982,0.000,0,0.000,0,0
moto,Pine Ridge,0,False,True,20.519,35.138,39.531,6.684,0.875,3.362,0,0.000,1,0
moto,Pine Ridge,1,False,True,20.001,35.792,41.726,8.081,0.981,3.420,0,0.000,1,0
moto,Pine Ridge,2,False,True,22.040,35.138,39.776,6.666,0.980,0.997,0,0.000,1,1
moto,Pine Ridge,3,False,True,22.740,35.138,39.776,6.674,0.980,0.981,0,0.000,1,1
moto,Pine Ridge,0,True,True,23.341,40.965,54.317,0.000,0.982,0.100,0,0.000,0,0
moto,Pine Ridge,1,True,True,23.337,40.965,54.316,0.000,0.982,0.100,0,0.000,0,0
atv,Pine Ridge,0,False,True,21.260,35.123,17.042,5.705,0.983,3.384,0,0.000,1,0
atv,Pine Ridge,1,False,True,20.840,35.713,15.966,7.289,0.983,3.438,0,0.000,1,0
atv,Pine Ridge,2,False,True,22.897,35.123,17.084,5.755,0.984,0.988,0,0.000,1,1
atv,Pine Ridge,3,False,True,23.583,35.123,15.730,5.766,0.985,1.013,0,0.000,1,1
atv,Pine Ridge,0,True,True,24.259,40.704,50.548,0.000,0.982,0.077,0,0.000,0,0
atv,Pine Ridge,1,True,True,24.232,40.704,50.575,0.000,0.982,0.105,0,0.000,0,0
