profile,route,attempt,road,finished,seconds,entry_mps,exit_mps,max_lateral,min_up,air_seconds,misses,penalty,branch_exits,recoveries
original,Fox Gully,0,False,True,18.967,25.665,25.386,5.415,0.972,1.832,0,0.000,1,0
original,Fox Gully,1,False,True,18.562,25.440,25.378,5.932,0.972,1.533,0,0.000,1,0
original,Fox Gully,2,False,True,22.133,24.497,25.207,5.464,0.952,1.399,0,0.000,1,1
original,Fox Gully,0,True,True,20.001,29.574,37.314,0.000,0.964,0.000,0,0.000,0,0
original,Fox Gully,1,True,True,19.936,29.533,37.198,0.000,0.964,0.000,0,0.000,0,0
original,Pine Ridge,0,False,True,18.200,36.019,24.830,5.756,0.985,3.030,0,0.000,1,0
original,Pine Ridge,1,False,True,17.833,36.103,24.766,5.179,0.984,3.132,0,0.000,1,0
original,Pine Ridge,2,False,True,20.198,36.019,24.824,5.756,0.985,0.767,0,0.000,1,1
original,Pine Ridge,0,True,True,23.828,39.843,44.216,0.000,0.982,0.000,0,0.000,0,0
original,Pine Ridge,1,True,True,23.833,39.843,44.204,0.000,0.982,0.000,0,0.000,0,0
original,Existing Southwest Cut,0,False,True,5.963,21.518,23.390,5.435,1.000,0.000,0,0.000,1,0
original,Existing Southwest Cut,1,False,True,5.602,21.667,25.204,5.185,1.000,0.000,0,0.000,1,0
original,Existing Southwest Cut,2,False,True,7.799,21.168,23.465,5.873,1.000,0.000,0,0.000,1,1
original,Existing Southwest Cut,0,True,True,7.367,26.931,35.536,0.000,1.000,0.000,0,0.000,0,0
original,Existing Southwest Cut,1,True,True,7.331,26.931,35.481,0.000,1.000,0.000,0,0.000,0,0
original,Creek Leap,0,False,True,14.766,32.928,22.656,7.644,0.950,2.168,0,0.000,1,0
original,Creek Leap,1,False,True,14.666,33.155,22.436,7.692,0.950,2.131,0,0.000,1,0
original,Creek Leap,2,False,True,17.471,32.929,21.946,5.111,0.950,1.999,0,0.000,1,1
original,Creek Leap,0,True,True,22.599,28.407,29.379,0.000,0.950,0.000,0,0.000,0,0
original,Creek Leap,1,True,True,22.667,28.788,29.578,0.000,0.950,0.000,0,0.000,0,0
tourer,Fox Gully,0,False,True,19.120,25.452,25.234,4.892,0.973,1.299,0,0.000,1,0
tourer,Fox Gully,1,False,True,18.648,25.101,25.171,6.007,0.973,1.365,0,0.000,1,0
tourer,Fox Gully,2,False,True,22.331,24.957,25.279,4.886,0.959,1.334,0,0.000,1,1
tourer,Fox Gully,0,True,True,20.033,29.596,36.816,0.000,0.963,0.000,0,0.000,0,0
tourer,Fox Gully,1,True,True,19.968,29.485,37.186,0.000,0.963,0.000,0,0.000,0,0
tourer,Pine Ridge,0,False,True,18.232,36.049,24.345,5.755,0.984,2.966,0,0.000,1,0
tourer,Pine Ridge,1,False,True,17.799,36.170,24.321,5.021,0.984,3.035,0,0.000,1,0
tourer,Pine Ridge,2,False,True,20.131,35.578,24.489,5.753,0.984,0.633,0,0.000,1,1
tourer,Pine Ridge,0,True,True,23.734,39.968,45.685,0.000,0.982,0.000,0,0.000,0,0
tourer,Pine Ridge,1,True,True,23.799,39.968,45.688,0.000,0.982,0.000,0,0.000,0,0
tourer,Existing Southwest Cut,0,False,True,5.965,20.936,23.466,5.874,1.000,0.000,0,0.000,1,0
tourer,Existing Southwest Cut,1,False,True,5.599,21.331,25.253,5.189,1.000,0.000,0,0.000,1,0
tourer,Existing Southwest Cut,2,False,True,7.866,21.195,23.507,5.436,1.000,0.000,0,0.000,1,1
tourer,Existing Southwest Cut,0,True,True,7.398,26.579,35.514,0.000,1.000,0.000,0,0.000,0,0
tourer,Existing Southwest Cut,1,True,True,7.402,26.579,35.513,0.000,1.000,0.000,0,0.000,0,0
tourer,Creek Leap,0,False,True,15.028,32.690,22.118,6.780,0.951,2.098,0,0.000,1,0
tourer,Creek Leap,1,False,True,14.805,33.223,22.100,7.986,0.951,2.134,0,0.000,1,0
tourer,Creek Leap,2,False,True,17.600,32.690,22.160,5.117,0.950,1.732,0,0.000,1,1
tourer,Creek Leap,0,True,True,22.732,28.078,29.301,0.000,0.950,0.000,0,0.000,0,0
tourer,Creek Leap,1,True,True,22.664,28.735,29.270,0.000,0.950,0.000,0,0.000,0,0
moto,Fox Gully,0,False,True,19.002,23.879,28.724,5.987,0.971,1.866,0,0.000,1,0
moto,Fox Gully,1,False,True,20.166,25.189,28.892,7.625,0.956,1.233,0,0.000,1,0
moto,Fox Gully,2,False,True,21.366,25.199,28.717,7.158,0.968,1.899,0,0.000,1,1
moto,Fox Gully,0,True,True,19.331,30.329,43.632,0.000,0.965,0.067,0,0.000,0,0
moto,Fox Gully,1,True,True,19.303,30.328,43.466,0.000,0.965,0.033,0,0.000,0,0
moto,Pine Ridge,0,False,True,17.500,35.523,28.270,6.848,0.981,3.333,0,0.000,1,0
moto,Pine Ridge,1,False,True,16.933,36.558,28.169,8.387,0.981,3.367,0,0.000,1,0
moto,Pine Ridge,2,False,True,18.997,35.523,28.231,6.798,0.981,1.034,0,0.000,1,1
