time,station,active,visible,sightings,calls
3.10,33.0,4,0,0,0
4.12,41.4,4,0,0,0
5.12,63.0,5,0,0,0
6.12,94.2,5,0,0,0
7.12,132.9,5,0,0,0
8.12,172.0,5,0,0,0
9.12,214.1,4,0,0,0
10.12,260.8,4,0,0,0
11.12,301.6,5,0,0,1
12.12,332.3,5,0,0,1
13.12,359.7,5,0,0,1
14.12,376.8,5,0,0,1
15.12,403.2,4,0,0,1
16.12,416.9,4,0,0,1
17.12,431.8,4,0,0,1
18.12,449.3,4,0,0,1
19.12,465.4,4,0,0,1
20.12,489.0,4,0,0,1
21.12,518.5,4,1,1,1
22.14,551.8,4,2,1,2
23.14,583.1,4,0,1,2
24.14,614.7,4,0,1,2
25.14,640.3,4,0,1,2
26.14,657.5,4,0,1,2
27.14,690.1,3,0,1,2
28.14,712.5,3,0,1,2
29.14,735.2,3,0,1,2
30.14,766.7,3,0,1,2
31.14,804.7,3,0,1,2
32.14,845.5,3,0,1,2
33.14,877.6,3,0,1,2
34.14,909.4,3,0,1,2
35.14,933.6,3,0,1,2
36.14,956.3,3,0,1,2
37.14,973.7,3,0,1,2
38.14,996.2,3,0,1,2
39.14,1026.4,3,0,1,2
40.14,1053.9,3,0,1,2
41.14,1079.8,3,0,1,2
42.14,1100.7,3,1,2,2
43.14,1120.2,3,1,2,2
44.16,1148.7,3,0,2,3
45.16,1183.4,3,0,2,3
46.16,1222.1,3,0,2,3
47.16,1260.3,3,0,2,3
48.16,1292.1,3,0,2,3
49.16,1323.9,3,0,2,3
50.16,1349.0,3,0,2,3
51.16,1364.6,3,0,2,3
52.16,1388.9,3,0,3,3
53.16,1404.9,3,1,3,3
54.16,1419.8,3,2,3,4
55.16,1444.2,3,2,3,4
56.16,1474.9,3,0,3,4
57.16,1506.8,3,0,3,4
58.16,1538.6,3,0,3,4
59.16,1570.4,2,0,3,4
60.16,1595.2,2,0,3,4
61.16,1607.8,2,0,3,4
62.16,1640.0,2,0,3,4
63.16,1657.6,2,0,3,4
64.16,1683.2,2,0,3,4
65.16,1714.9,2,0,3,4
66.16,1746.7,2,0,3,4
67.16,1768.3,2,0,3,4
68.16,1793.2,2,0,3,4
69.16,1824.7,2,0,3,4
70.18,1851.4,2,0,3,4
71.18,1869.8,2,0,3,4
72.18,1891.0,2,0,3,4
73.18,1915.3,2,0,3,4
74.18,1943.1,2,0,3,4
75.18,1973.4,2,0,3,4
76.18,1991.5,2,0,3,4
77.18,2006.1,2,0,3,4
78.18,2023.1,2,0,3,4
79.18,2049.0,2,1,4,4
80.18,2078.3,2,2,4,5
81.18,2111.0,2,2,4,5
82.18,30.9,2,0,4,5
83.18,75.1,2,0,4,5
84.18,122.1,2,0,4,5
85.18,161.1,2,0,4,5
86.18,201.6,2,0,4,5
87.18,247.0,2,0,4,5
88.18,293.3,2,0,4,5
89.18,326.0,2,0,4,5
90.18,357.8,2,0,4,5
91.18,394.1,2,0,4,5
92.18,420.8,2,0,4,5
93.18,449.0,2,0,4,5
94.18,478.3,2,0,4,5
95.18,512.4,2,0,4,5
96.18,535.2,2,0,4,5
97.18,564.9,2,0,4,5
98.18,596.7,2,0,4,5
99.18,628.5,2,0,4,5
100.18,656.8,2,0,4,5
101.18,697.0,2,0,4,5
102.18,727.2,2,0,4,5
103.18,753.0,2,0,4,5
104.20,781.6,2,0,4,5
105.20,818.7,2,0,4,5
106.20,856.5,2,0,4,5
107.20,888.3,2,0,4,5
108.20,920.1,2,0,4,5
109.20,954.9,2,0,4,5
110.20,984.8,2,0,4,5
111.20,1013.2,2,0,4,5
112.20,1044.9,2,0,4,5
113.20,1080.0,2,0,4,5
114.20,1109.3,2,1,4,5
115.20,1117.6,2,1,4,5
116.20,1138.1,2,0,4,6
117.20,1168.5,2,0,4,6
118.20,1205.3,2,0,4,6
119.20,1246.6,2,0,4,6
120.20,1280.5,2,0,4,6
121.20,1312.4,2,0,4,6
122.20,1344.1,2,0,4,6
123.20,1366.8,2,0,4,6
124.20,1411.7,2,0,4,6
125.20,1438.4,2,0,4,6
126.20,1465.3,2,0,4,6
127.20,1497.2,2,0,4,6
128.20,1529.0,2,0,4,6
129.20,1560.9,2,0,4,6
130.22,1592.7,2,0,4,6
131.22,1628.7,2,0,4,6
132.22,1658.9,2,0,4,6
133.22,1686.9,2,0,4,6
134.22,1720.7,2,0,4,6
135.22,1751.8,2,0,4,6
136.22,1774.0,2,0,4,6
137.22,1801.3,2,0,4,6
138.22,1833.1,2,0,4,6
139.22,1865.1,2,0,4,6
140.22,1898.6,2,0,4,6
141.22,1929.6,2,0,4,6
142.22,1960.8,2,0,4,6
143.22,1985.6,2,0,4,6
144.22,1999.8,2,0,4,6
145.22,2015.7,2,0,4,6
146.22,2038.2,2,0,4,6
147.22,2067.4,2,1,4,6
148.22,2097.9,2,1,4,6
149.22,15.8,2,0,4,6
150.22,58.4,1,0,4,6
151.22,105.3,1,0,4,6
152.22,147.8,1,0,4,6
