elapsed,themeTime,voicePlaying,themeVolume,master,radioObjects
27.424,2.133,False,0.090,0,0
27.532,2.219,False,0.270,0,0
27.648,2.347,False,0.270,0,0
27.765,2.475,False,0.270,0,0
27.882,2.581,False,0.270,0,0
27.992,2.667,False,0.270,0,0
28.102,2.795,False,0.270,0,0
28.210,2.901,False,0.270,0,0
28.329,3.008,False,0.270,0,0
28.445,3.136,False,0.270,0,0
28.549,3.264,False,0.270,0,0
28.651,3.349,False,0.270,0,0
28.761,3.456,False,0.270,0,0
28.867,3.563,False,0.270,0,0
28.983,3.691,False,0.270,0,0
29.100,3.776,False,0.270,0,0
29.205,3.904,False,0.270,0,0
29.322,4.032,False,0.270,0,0
29.423,4.117,False,0.270,0,0
29.524,4.224,False,0.270,0,0
29.641,4.352,False,0.270,0,0
29.742,4.437,False,0.270,0,0
29.843,4.544,False,0.270,0,0
29.959,4.651,False,0.270,0,0
30.076,4.779,False,0.270,0,0
30.177,4.885,False,0.270,0,0
30.293,4.992,False,0.270,0,0
30.410,5.120,False,0.270,0,0
30.527,5.227,False,0.270,0,0
30.627,5.333,False,0.270,0,0
30.744,5.440,False,0.270,0,0
30.860,5.547,False,0.270,0,0
30.977,5.675,False,0.270,0,0
31.094,5.781,False,0.270,0,0
31.210,5.909,False,0.270,0,0
31.327,6.016,False,0.270,0,0
31.444,6.144,False,0.270,0,0
31.546,6.229,False,0.270,0,0
31.662,6.357,False,0.270,0,0
31.767,6.464,False,0.270,0,0
31.867,6.549,False,0.270,0,0
31.983,6.677,False,0.270,0,0
32.084,6.784,False,0.270,0,0
32.200,6.891,False,0.270,0,0
32.317,7.019,False,0.270,0,0
32.433,7.125,False,0.270,0,0
32.550,7.253,False,0.270,0,0
32.667,7.360,False,0.270,0,0
32.783,7.488,False,0.270,0,0
32.884,7.595,False,0.270,0,0
32.992,7.680,False,0.270,0,0
33.093,7.787,False,0.270,0,0
33.209,7.915,False,0.270,0,0
33.326,8.021,False,0.270,0,0
33.426,8.128,False,0.270,0,0
33.543,8.235,False,0.270,0,0
33.659,8.363,False,0.270,0,0
33.776,8.469,False,0.270,0,0
33.878,8.576,False,0.270,0,0
33.979,8.683,False,0.270,0,0
34.095,8.789,False,0.270,0,0
34.196,8.896,False,0.270,0,0
34.312,9.024,False,0.270,0,0
34.429,9.131,False,0.270,0,0
34.545,9.237,False,0.270,0,0
34.662,9.344,False,0.270,0,0
