time,x,y,z,speed,wheels,up,target,groundGap,throttle,brake,steer
0.020,522.570,82.401,-129.832,0.290,3,1.000,1,0.680,1.000,0.000,0.000
0.040,522.560,82.401,-129.838,0.578,3,1.000,1,0.681,1.000,0.000,0.000
0.060,522.545,82.401,-129.846,0.864,3,1.000,1,0.681,1.000,0.000,-0.001
0.080,522.525,82.401,-129.857,1.148,3,1.000,1,0.681,1.000,0.000,-0.001
0.100,522.499,82.400,-129.871,1.430,3,1.000,1,0.682,1.000,0.000,-0.002
0.120,522.469,82.399,-129.887,1.711,3,0.999,1,0.682,1.000,0.000,-0.002
0.140,522.433,82.398,-129.905,1.990,3,0.999,1,0.682,1.000,0.000,-0.003
0.160,522.392,82.396,-129.926,2.267,3,0.999,1,0.682,1.000,0.000,-0.003
0.180,522.346,82.395,-129.948,2.542,3,0.998,1,0.682,1.000,0.000,-0.004
0.200,522.295,82.392,-129.973,2.816,3,0.998,1,0.682,1.000,0.000,-0.005
0.220,522.239,82.390,-130.000,3.089,3,0.997,1,0.681,1.000,0.000,-0.005
0.240,522.178,82.387,-130.030,3.360,3,0.996,1,0.680,1.000,0.000,-0.006
0.260,522.112,82.384,-130.061,3.629,3,0.995,1,0.679,1.000,0.000,-0.006
0.280,522.041,82.381,-130.094,3.897,3,0.995,1,0.690,1.000,0.000,-0.006
0.300,521.964,82.377,-130.130,4.164,3,0.994,1,0.701,1.000,0.000,-0.007
0.320,521.884,82.374,-130.167,4.430,4,0.993,1,0.698,1.000,0.000,-0.007
0.340,521.798,82.371,-130.207,4.694,4,0.992,1,0.695,1.000,0.000,-0.007
0.360,521.708,82.368,-130.248,4.956,4,0.992,1,0.692,1.000,0.000,-0.006
0.380,521.612,82.366,-130.291,5.217,4,0.991,1,0.689,1.000,0.000,-0.006
0.400,521.513,82.363,-130.336,5.477,4,0.990,1,0.687,1.000,0.000,-0.006
0.420,521.408,82.361,-130.383,5.734,4,0.990,1,0.684,1.000,0.000,-0.005
0.440,521.299,82.359,-130.432,5.961,4,0.989,1,0.682,0.886,0.000,-0.005
0.460,521.187,82.357,-130.482,6.146,4,0.989,1,0.680,0.727,0.000,-0.004
0.480,521.072,82.355,-130.533,6.297,4,0.989,1,0.678,0.598,0.000,-0.003
0.500,520.955,82.353,-130.585,6.420,4,0.988,1,0.675,0.492,0.000,-0.003
0.520,520.837,82.351,-130.638,6.522,4,0.988,1,0.673,0.406,0.000,-0.002
0.540,520.716,82.349,-130.693,6.605,4,0.987,1,0.671,0.335,0.000,-0.001
