time,vehicle,lap,gate,speed,recoveries,misses,x,y,z,verified,finishArmed,roadPosition
3.009,original,0,0,0.00,0,0,316.80,23.40,481.02,0.000,False,0.000
3.009,tourer,0,0,0.00,0,0,321.22,21.51,488.61,0.000,False,0.000
3.009,moto,0,0,0.00,0,0,316.93,19.72,495.48,0.000,False,0.000
3.009,atv,0,0,0.00,0,0,321.50,18.15,502.19,0.000,False,0.000
4.040,original,0,0,14.80,0,0,316.83,21.43,489.02,0.000,False,4649.882
4.040,tourer,0,0,14.14,0,0,321.19,19.69,496.25,0.000,False,4657.402
4.040,moto,0,0,17.75,0,0,317.17,17.53,505.09,0.000,False,4666.324
4.040,atv,0,0,16.70,0,0,321.63,16.14,511.22,0.000,False,4672.777
6.800,original,0,1,12.21,0,0,316.65,8.85,548.76,37.504,False,37.504
6.800,tourer,0,1,12.63,0,0,320.09,8.73,551.21,39.169,False,39.169
6.800,moto,0,1,11.30,0,0,312.18,8.55,557.00,50.852,False,50.852
6.800,atv,0,1,15.36,0,0,314.12,8.57,559.28,49.261,False,49.261
8.800,original,0,1,21.33,0,0,294.37,8.73,562.79,68.973,False,68.973
8.800,tourer,0,1,22.96,0,0,293.69,8.73,565.30,69.853,False,69.853
8.800,moto,0,1,32.51,0,0,267.17,8.55,563.99,95.709,False,95.709
8.800,atv,0,1,32.81,0,0,265.26,8.55,565.43,97.549,False,97.549
10.800,original,0,1,32.80,0,0,239.06,8.89,561.17,123.782,False,123.782
10.800,tourer,0,1,33.68,0,0,236.10,8.93,562.75,126.491,False,126.491
10.800,moto,0,1,43.89,0,0,190.11,9.25,554.20,172.982,False,172.982
10.800,atv,0,1,42.09,0,0,189.85,9.25,556.23,172.988,False,172.988
12.800,original,0,1,38.79,0,0,167.49,9.64,551.19,195.962,False,195.962
12.800,tourer,0,1,39.78,0,0,162.71,9.67,552.66,200.564,False,200.564
12.800,moto,0,1,50.01,0,0,95.94,9.60,546.05,267.541,False,267.541
12.800,atv,0,1,47.00,0,0,100.63,9.61,548.13,262.788,False,262.788
14.800,original,0,1,40.80,0,0,86.89,9.71,548.85,276.424,False,276.424
14.800,tourer,0,2,40.36,0,0,80.03,9.67,546.08,283.437,False,283.437
14.800,moto,0,2,43.37,0,0,8.96,8.41,530.41,356.484,False,356.484
14.800,atv,0,2,39.87,0,0,16.06,8.43,535.67,349.184,False,349.184
16.800,original,0,2,38.64,0,0,10.64,8.57,535.13,354.726,False,354.726
16.800,tourer,0,2,34.00,0,0,8.74,8.56,530.14,356.900,False,356.900
16.800,moto,0,2,28.17,0,0,-76.45,8.46,524.32,442.286,False,442.286
16.800,atv,0,2,33.13,0,0,-66.98,8.44,528.11,432.713,False,432.713
18.800,original,0,2,42.04,0,0,-70.42,8.59,534.44,435.968,False,435.968
18.800,tourer,0,2,40.12,0,0,-66.00,8.58,531.17,431.572,False,431.572
18.800,moto,0,6,35.92,0,0,-103.23,8.18,476.23,458.514,False,526.237
18.800,atv,0,6,24.47,0,0,-99.22,8.13,498.18,458.802,False,496.530
20.800,original,0,3,0.00,0,0,-146.21,9.03,526.10,521.943,False,521.943
20.800,tourer,0,3,43.54,0,0,-150.03,9.02,531.20,515.529,False,515.529
20.800,moto,0,6,40.01,0,0,-127.28,12.33,407.12,458.514,False,624.608
20.800,atv,0,6,27.04,0,0,-109.46,10.27,449.43,458.802,False,563.504
22.800,original,0,3,21.33,0,0,-169.47,9.16,530.77,535.421,False,535.421
22.800,tourer,0,3,45.48,0,0,-239.24,9.58,531.66,604.725,False,604.725
22.800,moto,0,6,47.40,0,0,-191.90,15.12,347.90,458.514,False,742.454
22.800,atv,0,6,38.44,0,0,-140.60,13.14,390.68,458.802,False,652.817
24.800,original,0,3,32.70,0,0,-224.67,9.51,531.44,590.398,False,590.398
24.800,tourer,0,3,46.69,0,0,-331.49,9.49,533.78,697.006,False,697.006
24.800,moto,0,6,49.34,0,0,-275.42,16.53,294.17,458.514,False,875.780
24.800,atv,0,6,44.61,0,0,-205.93,15.55,339.15,458.802,False,764.719
26.800,original,0,3,38.87,0,0,-296.91,9.63,532.76,662.560,False,662.560
26.800,tourer,0,4,47.40,0,0,-425.63,8.89,537.26,791.211,False,791.211
26.800,moto,0,6,44.70,0,0,-349.23,21.10,238.21,458.514,False,1000.299
26.800,atv,0,6,44.85,0,0,-283.52,16.47,288.27,458.802,False,889.356
28.800,original,0,4,42.24,0,0,-378.34,9.21,535.47,743.992,False,743.992
28.800,tourer,0,4,47.52,0,0,-520.52,8.77,541.17,886.247,False,886.247
28.800,moto,0,6,45.20,0,0,-419.57,12.68,185.27,458.514,False,1118.488
28.800,atv,0,6,24.33,0,0,-337.37,19.23,247.24,458.802,False,980.818
30.800,original,0,4,44.05,0,0,-464.78,8.67,538.63,830.440,False,830.440
30.800,tourer,0,4,18.03,0,0,-591.89,8.74,540.82,957.767,False,957.767
30.800,moto,0,6,51.04,0,0,-502.46,10.64,135.06,458.514,False,1248.492
30.800,atv,0,6,28.68,0,0,-376.20,13.63,217.59,458.802,False,1046.321
32.800,original,0,4,42.03,0,0,-553.35,8.74,543.26,919.205,False,919.205
32.800,tourer,0,5,22.12,0,0,-609.45,8.57,514.93,989.896,False,989.896
32.800,moto,0,6,51.55,0,0,-590.39,9.09,81.57,458.514,False,1386.760
32.800,atv,0,6,40.30,0,0,-433.27,12.34,176.72,458.802,False,1140.290
34.800,original,0,4,15.57,0,0,-601.24,8.74,536.17,967.739,False,967.739
34.800,tourer,0,5,32.87,0,0,-618.07,9.15,460.26,1045.329,False,1045.329
34.800,moto,0,6,34.58,0,0,-630.30,8.80,19.68,1487.768,False,1487.768
34.800,atv,0,6,46.44,0,0,-508.26,10.50,131.80,458.802,False,1257.537
36.800,original,0,5,27.76,0,0,-612.69,8.68,496.69,1008.898,False,1008.898
36.800,tourer,0,5,39.25,0,0,-630.51,9.69,388.72,1118.527,False,1118.527
36.800,moto,0,6,44.60,0,0,-628.37,11.38,-60.85,1568.120,False,1568.120
36.800,atv,0,6,49.53,0,0,-590.44,9.09,81.52,458.802,False,1386.899
38.800,original,0,5,35.76,0,0,-627.70,9.46,434.11,1073.051,False,1073.051
38.800,tourer,0,5,42.69,0,0,-630.29,9.77,306.99,1200.322,False,1200.322
38.800,moto,0,6,42.35,0,0,-626.86,8.05,-147.69,1655.023,True,1655.023
38.800,atv,0,6,33.43,0,0,-630.14,8.81,21.56,1485.909,False,1485.909
40.800,original,0,5,40.45,0,0,-630.80,9.75,357.45,1149.843,False,1149.843
40.800,tourer,0,6,44.92,0,0,-629.62,9.67,219.03,1288.244,False,1288.244
40.800,moto,0,7,49.31,0,0,-625.98,7.85,-240.14,1747.328,True,1747.328
40.800,atv,0,6,32.35,0,0,-628.68,10.19,-51.11,1558.623,False,1558.623
42.800,original,0,6,42.80,0,0,-633.84,9.75,273.92,1233.335,False,1233.335
42.800,tourer,0,6,46.28,0,0,-631.90,9.40,127.98,1379.218,False,1379.218
42.800,moto,0,7,53.03,0,0,-624.02,7.44,-342.88,1850.012,True,1850.012
42.800,atv,0,6,31.53,0,0,-627.78,8.11,-117.90,1625.438,False,1625.438
44.800,original,0,6,44.01,0,0,-628.42,9.60,187.52,1319.776,False,1319.776
44.800,tourer,0,6,47.20,0,0,-630.31,9.01,34.43,1472.765,False,1472.765
44.800,moto,0,8,55.02,0,0,-621.71,6.88,-451.14,1958.239,True,1958.239
44.800,atv,0,6,41.61,0,0,-626.70,8.02,-192.20,1699.549,True,1699.549
46.800,original,0,6,44.73,0,0,-632.06,9.28,98.83,1408.394,False,1408.394
46.800,tourer,0,6,47.23,0,0,-628.61,11.34,-60.15,1567.363,False,1567.363
46.800,moto,0,8,18.91,0,0,-616.56,6.45,-532.95,2040.839,True,2040.839
46.800,atv,0,7,46.88,0,0,-625.31,7.70,-281.29,1788.537,True,1788.537
48.800,original,0,6,45.32,0,0,-629.75,8.90,8.77,1498.464,False,1498.464
48.800,tourer,0,6,44.18,0,0,-627.17,8.08,-151.85,1659.142,True,1659.142
48.800,moto,0,8,23.22,0,0,-597.18,6.59,-554.04,2072.033,True,2072.033
48.800,atv,0,8,49.64,0,0,-623.28,7.27,-378.11,1885.317,True,1885.317
50.800,original,0,6,44.41,0,0,-628.26,13.65,-81.54,1588.794,False,1588.794
50.800,tourer,0,7,45.99,0,0,-625.97,7.99,-242.21,1749.464,True,1749.464
50.800,moto,0,8,38.89,0,0,-533.51,7.14,-551.79,2134.648,True,2134.648
50.800,atv,0,8,51.07,0,0,-620.74,6.72,-478.99,1986.161,True,1986.161
52.800,original,0,6,42.07,0,0,-627.00,8.28,-167.84,1675.176,True,1675.176
52.800,tourer,0,7,47.03,0,0,-624.20,7.63,-335.32,1842.561,True,1842.561
52.800,moto,0,9,47.41,0,0,-446.50,7.00,-554.96,2221.815,True,2221.815
52.800,atv,0,8,12.64,0,0,-615.43,6.41,-539.51,2047.606,True,2047.606
54.800,original,0,7,43.74,0,0,-621.81,7.95,-253.59,1760.954,True,1760.954
54.800,tourer,0,8,47.34,0,0,-622.26,7.15,-429.78,1937.035,True,1937.035
54.800,moto,0,9,41.29,0,0,-349.85,9.23,-564.82,2319.304,True,2319.304
54.800,atv,0,8,25.96,0,0,-587.40,6.63,-554.82,2081.332,True,2081.332
56.800,original,0,7,44.64,0,0,-624.49,7.60,-341.99,1849.276,True,1849.276
56.800,tourer,0,8,31.06,0,0,-618.26,6.66,-517.94,2025.484,True,2025.484
56.800,moto,0,10,31.65,0,0,-287.00,19.75,-574.48,2384.051,True,2384.051
56.800,atv,0,8,38.49,0,0,-521.59,7.26,-551.37,2146.615,True,2146.615
58.800,original,0,8,45.29,0,0,-622.14,7.14,-431.93,1939.232,True,1939.232
58.800,tourer,0,8,11.95,0,0,-611.57,6.76,-547.97,2056.807,True,2056.807
58.800,moto,0,10,35.06,0,0,-224.05,29.77,-582.70,2448.092,True,2448.092
58.800,atv,0,9,45.24,0,0,-437.37,6.84,-555.78,2231.033,True,2231.033
60.800,original,0,8,31.50,0,0,-618.27,6.67,-517.53,2025.070,True,2025.070
60.800,tourer,0,8,26.93,0,0,-573.06,6.86,-554.05,2095.362,True,2095.362
60.800,moto,0,10,45.10,0,0,-143.19,30.94,-583.86,2528.604,True,2528.604
60.800,atv,0,9,34.97,0,0,-346.92,9.53,-565.23,2322.409,True,2322.409
62.800,original,0,8,12.64,0,0,-610.89,6.77,-548.15,2057.538,True,2057.538
62.800,tourer,0,8,35.92,0,0,-509.35,7.52,-551.21,2158.944,True,2158.944
62.800,moto,0,10,37.74,0,0,-51.02,30.04,-578.73,2620.876,True,2620.876
62.800,atv,0,9,31.58,0,0,-289.30,19.30,-574.11,2381.685,True,2381.685
64.800,original,0,8,27.71,0,0,-570.58,6.89,-554.01,2097.798,True,2097.798
64.800,tourer,0,9,41.32,0,0,-431.87,6.92,-556.28,2236.631,True,2236.631
64.800,moto,0,10,31.06,0,0,-6.21,36.25,-538.18,2683.186,True,2683.186
64.800,atv,0,10,33.99,0,0,-226.91,29.50,-582.47,2445.260,True,2445.260
66.800,original,0,8,36.08,0,0,-505.89,7.56,-551.23,2162.422,True,2162.422
66.800,tourer,0,9,38.40,0,0,-347.71,9.61,-565.10,2321.554,True,2321.554
66.800,moto,0,10,42.36,0,0,-1.91,31.63,-466.73,2754.203,True,2754.203
66.800,atv,0,10,42.46,0,0,-149.94,31.09,-584.05,2521.909,True,2521.909
68.800,original,0,9,40.80,0,0,-428.79,6.88,-556.56,2239.743,True,2239.743
68.800,tourer,0,10,31.43,0,0,-285.91,20.11,-574.66,2385.211,True,2385.211
68.800,moto,0,11,31.82,0,0,3.27,38.50,-396.20,2825.972,True,2825.972
68.800,atv,0,10,41.58,0,0,-60.44,30.09,-580.06,2611.398,True,2611.398
70.800,original,0,9,37.32,0,0,-346.13,9.79,-565.31,2323.181,True,2323.181
70.800,tourer,0,10,33.36,0,0,-223.74,29.92,-582.78,2448.458,True,2448.458
70.800,moto,0,11,41.39,0,0,20.14,36.80,-327.53,2897.119,True,2897.119
70.800,atv,0,10,27.10,0,0,-12.30,34.41,-552.12,2668.410,True,2668.410
72.800,original,0,10,31.41,0,0,-284.66,20.36,-574.86,2386.501,True,2386.501
72.800,tourer,0,10,39.42,0,0,-150.75,31.25,-584.09,2521.156,True,2521.156
72.800,moto,0,11,20.74,0,0,57.45,43.67,-285.26,2958.037,True,2958.037
72.800,atv,0,10,38.18,0,0,-1.41,33.56,-488.92,2731.960,True,2731.960
74.800,original,0,10,33.37,0,0,-222.47,30.03,-583.16,2449.749,True,2449.749
74.800,tourer,0,10,40.49,0,0,-67.92,30.33,-580.73,2603.973,True,2603.973
74.800,moto,0,11,32.95,0,0,110.29,39.06,-290.07,3011.764,True,3011.764
74.800,atv,0,10,21.58,0,0,-0.18,33.27,-429.94,2791.764,True,2791.764
76.800,original,0,10,38.94,0,0,-149.92,31.23,-584.06,2522.000,True,2522.000
76.800,tourer,0,10,27.80,0,0,-14.80,33.62,-557.56,2662.665,True,2662.665
76.800,moto,0,12,31.29,0,0,173.47,43.34,-308.39,3078.387,True,3078.387
76.800,atv,0,11,32.45,0,0,7.08,40.64,-374.01,2848.655,True,2848.655
78.800,original,0,10,41.00,0,0,-68.35,30.34,-580.76,2603.534,True,2603.534
78.800,tourer,0,10,35.13,0,0,-1.31,34.64,-497.81,2723.106,True,2723.106
78.800,moto,0,12,15.82,0,0,208.59,46.29,-327.25,3118.828,True,3118.828
78.800,atv,0,11,28.21,0,0,30.92,35.41,-305.99,2922.044,True,2922.044
80.800,original,0,10,28.57,0,0,-14.41,33.75,-556.82,2663.495,True,2663.495
80.800,tourer,0,10,31.71,0,0,-0.05,34.00,-425.40,2796.162,True,2796.162
80.800,moto,0,14,19.85,0,0,236.39,47.29,-308.08,3131.874,True,3204.599
80.800,atv,0,11,20.66,0,0,61.16,44.22,-285.55,2961.623,True,2961.623
82.800,original,0,10,35.46,0,0,-1.32,34.44,-495.85,2725.051,True,2725.051
82.800,tourer,0,11,33.91,0,0,9.60,40.60,-362.41,2860.477,True,2860.477
82.800,moto,0,14,27.50,0,0,268.24,52.83,-280.19,3131.874,True,3286.315
82.800,atv,0,11,33.57,0,0,114.12,38.54,-291.03,3015.755,True,3015.755
84.800,original,0,10,31.69,0,0,0.19,34.26,-423.71,2797.898,True,2797.898
84.800,tourer,0,11,28.04,0,0,35.39,36.58,-299.59,2930.117,True,2930.117
84.800,moto,0,14,27.63,0,0,317.55,63.81,-258.36,3131.874,True,3389.000
84.800,atv,0,12,22.02,0,0,159.28,40.66,-304.06,3063.497,True,3063.497
86.800,original,0,11,33.84,0,0,10.01,40.52,-360.87,2862.078,True,2862.078
86.800,tourer,0,11,24.59,0,0,76.40,44.33,-284.40,2976.932,True,2976.932
