elapsed,themeTime,voicePlaying,themeVolume,master,radioObjects
5.059,2.069,False,0.090,0,0
5.186,2.176,False,0.270,0,0
5.290,2.283,False,0.270,0,0
5.410,2.411,False,0.270,0,0
5.513,2.496,False,0.270,0,0
5.617,2.624,False,0.270,0,0
5.727,2.709,False,0.270,0,0
5.835,2.837,False,0.270,0,0
5.938,2.923,False,0.270,0,0
6.039,3.029,False,0.270,0,0
6.140,3.136,False,0.270,0,0
6.269,3.264,False,0.270,0,0
6.382,3.371,False,0.270,0,0
6.497,3.499,False,0.270,0,0
6.602,3.605,False,0.270,0,0
6.711,3.691,False,0.270,0,0
6.821,3.819,False,0.270,0,0
6.928,3.925,False,0.270,0,0
7.034,4.011,False,0.270,0,0
7.140,4.139,False,0.270,0,0
7.253,4.245,False,0.270,0,0
7.361,4.352,False,0.270,0,0
7.478,4.480,False,0.270,0,0
7.581,4.587,False,0.270,0,0
7.684,4.672,False,0.270,0,0
7.804,4.800,False,0.270,0,0
7.914,4.907,False,0.270,0,0
8.021,5.013,False,0.270,0,0
8.128,5.120,False,0.270,0,0
8.241,5.227,False,0.270,0,0
8.367,5.376,False,0.270,0,0
8.473,5.461,False,0.270,0,0
8.580,5.568,False,0.270,0,0
8.680,5.675,False,0.270,0,0
8.788,5.781,False,0.270,0,0
8.904,5.909,False,0.270,0,0
9.023,6.016,False,0.270,0,0
9.140,6.144,False,0.270,0,0
9.257,6.251,False,0.270,0,0
9.373,6.357,False,0.270,0,0
9.490,6.485,False,0.270,0,0
9.605,6.592,False,0.270,0,0
9.707,6.699,False,0.270,0,0
9.816,6.805,False,0.270,0,0
9.918,6.912,False,0.270,0,0
10.023,7.019,False,0.270,0,0
10.141,7.125,False,0.270,0,0
10.259,7.253,False,0.270,0,0
10.370,7.360,False,0.270,0,0
10.488,7.488,False,0.270,0,0
10.593,7.595,False,0.270,0,0
10.710,7.701,False,0.270,0,0
10.826,7.829,False,0.270,0,0
10.927,7.915,False,0.270,0,0
11.043,8.043,False,0.270,0,0
11.160,8.171,False,0.270,0,0
11.277,8.256,False,0.270,0,0
11.400,8.405,False,0.270,0,0
11.504,8.491,False,0.270,0,0
11.628,8.619,False,0.270,0,0
11.734,8.747,False,0.270,0,0
11.839,8.832,False,0.270,0,0
11.945,8.939,False,0.270,0,0
12.048,9.024,False,0.270,0,0
12.151,9.152,False,0.270,0,0
12.253,9.259,False,0.270,0,0
12.370,9.365,False,0.270,0,0
12.487,9.493,False,0.270,0,0
12.603,9.600,False,0.270,0,0
12.720,9.707,False,0.270,0,0
12.820,9.813,False,0.270,0,0
12.923,9.920,False,0.270,0,0
