elapsed,themeTime,voicePlaying,themeVolume,master,radioObjects
4.182,1.877,False,0.090,0,0
4.297,1.984,False,0.256,0,0
4.413,2.091,False,0.270,0,0
4.530,2.219,False,0.270,0,0
4.647,2.325,False,0.270,0,0
4.749,2.432,False,0.270,0,0
4.866,2.539,False,0.270,0,0
4.983,2.667,False,0.270,0,0
5.099,2.795,False,0.270,0,0
5.216,2.901,False,0.270,0,0
5.333,3.008,False,0.270,0,0
5.442,3.136,False,0.270,0,0
5.564,3.264,False,0.270,0,0
5.676,3.349,False,0.270,0,0
5.792,3.477,False,0.270,0,0
5.899,3.605,False,0.270,0,0
6.010,3.691,False,0.270,0,0
6.125,3.819,False,0.270,0,0
6.231,3.904,False,0.270,0,0
6.337,4.032,False,0.270,0,0
6.454,4.139,False,0.270,0,0
6.571,4.267,False,0.270,0,0
6.671,4.373,False,0.270,0,0
6.788,4.480,False,0.270,0,0
6.889,4.587,False,0.270,0,0
7.006,4.693,False,0.270,0,0
7.122,4.800,False,0.270,0,0
7.228,4.928,False,0.270,0,0
7.330,5.013,False,0.270,0,0
7.446,5.141,False,0.270,0,0
7.547,5.248,False,0.270,0,0
7.654,5.333,False,0.270,0,0
7.771,5.461,False,0.270,0,0
7.873,5.547,False,0.270,0,0
7.980,5.675,False,0.270,0,0
8.080,5.760,False,0.270,0,0
8.181,5.867,False,0.270,0,0
8.298,5.995,False,0.270,0,0
8.413,6.101,False,0.270,0,0
8.517,6.208,False,0.270,0,0
8.624,6.315,False,0.270,0,0
8.741,6.421,False,0.270,0,0
8.848,6.528,False,0.270,0,0
8.965,6.656,False,0.270,0,0
9.068,6.763,False,0.270,0,0
9.184,6.869,False,0.270,0,0
9.304,6.997,False,0.270,0,0
9.406,7.083,False,0.270,0,0
9.507,7.189,False,0.270,0,0
9.624,7.317,False,0.270,0,0
9.741,7.424,False,0.270,0,0
9.857,7.552,False,0.270,0,0
9.974,7.659,False,0.270,0,0
10.077,7.765,False,0.270,0,0
10.183,7.872,False,0.270,0,0
10.288,7.979,False,0.270,0,0
10.391,8.085,False,0.270,0,0
10.499,8.171,False,0.270,0,0
10.615,8.299,False,0.270,0,0
10.716,8.405,False,0.270,0,0
10.833,8.512,False,0.270,0,0
10.949,8.640,False,0.270,0,0
11.066,8.768,False,0.270,0,0
11.183,8.875,False,0.270,0,0
11.299,8.981,False,0.270,0,0
11.416,9.109,False,0.270,0,0
11.533,9.237,False,0.270,0,0
11.650,9.323,False,0.270,0,0
11.766,9.451,False,0.270,0,0
11.883,9.579,False,0.270,0,0
11.986,9.664,False,0.270,0,0
12.098,9.771,False,0.270,0,0
12.206,9.899,False,0.270,0,0
12.323,10.027,False,0.270,0,0
12.439,10.112,False,0.270,0,0
12.556,10.240,False,0.270,0,0
12.673,10.368,False,0.270,0,0
12.790,10.475,False,0.270,0,0
12.907,10.603,False,0.270,0,0
13.009,10.688,False,0.270,0,0
13.111,10.795,False,0.270,0,0
13.211,10.880,False,0.270,0,0
13.328,11.008,False,0.270,0,0
13.444,11.136,False,0.270,0,0
13.561,11.243,False,0.270,0,0
13.661,11.349,False,0.270,0,0
13.778,11.477,False,0.270,0,0
13.878,11.563,False,0.270,0,0
13.995,11.669,False,0.270,0,0
14.112,11.797,False,0.270,0,0
14.228,11.925,False,0.270,0,0
14.345,12.032,False,0.270,0,0
14.462,12.160,False,0.270,0,0
14.579,12.267,False,0.270,0,0
14.695,12.373,False,0.270,0,0
14.812,12.501,False,0.270,0,0
14.929,12.608,False,0.270,0,0
15.040,12.736,False,0.270,0,0
15.142,12.821,False,0.270,0,0
15.243,12.928,False,0.270,0,0
15.344,13.035,False,0.270,0,0
15.460,13.141,False,0.270,0,0
15.577,13.269,False,0.270,0,0
15.693,13.397,False,0.270,0,0
15.810,13.483,False,0.270,0,0
15.910,13.611,False,0.270,0,0
16.011,13.717,False,0.270,0,0
16.118,13.803,False,0.270,0,0
16.276,13.952,False,0.270,0,0
16.386,14.080,False,0.270,0,0
16.502,14.208,False,0.270,0,0
16.619,14.293,False,0.270,0,0
16.720,14.421,False,0.270,0,0
16.820,14.528,False,0.270,0,0
16.920,14.613,False,0.270,0,0
17.037,14.720,False,0.270,0,0
17.154,14.848,False,0.270,0,0
17.270,14.955,False,0.270,0,0
17.387,15.061,False,0.270,0,0
17.504,15.189,False,0.270,0,0
17.620,15.317,False,0.270,0,0
17.737,15.424,False,0.270,0,0
17.854,15.552,False,0.270,0,0
17.971,15.659,False,0.270,0,0
18.087,15.787,False,0.270,0,0
18.190,15.872,False,0.270,0,0
18.307,16.000,False,0.270,0,0
18.407,16.107,False,0.270,0,0
18.523,16.213,False,0.270,0,0
18.624,16.320,False,0.270,0,0
18.724,16.427,False,0.270,0,0
18.840,16.512,False,0.270,0,0
18.957,16.640,False,0.270,0,0
19.074,16.768,False,0.270,0,0
19.190,16.875,False,0.270,0,0
19.307,17.003,False,0.270,0,0
19.424,17.109,False,0.270,0,0
19.524,17.216,False,0.270,0,0
19.641,17.344,False,0.270,0,0
19.741,17.429,False,0.270,0,0
19.858,17.557,False,0.270,0,0
19.958,17.643,False,0.270,0,0
20.074,17.771,False,0.270,0,0
20.191,17.877,False,0.270,0,0
20.308,17.984,False,0.270,0,0
20.424,18.112,False,0.270,0,0
20.541,18.219,False,0.270,0,0
20.644,18.325,False,0.270,0,0
20.760,18.453,False,0.270,0,0
20.876,18.560,False,0.270,0,0
20.993,18.688,False,0.270,0,0
21.093,18.773,False,0.270,0,0
21.210,18.901,False,0.270,0,0
21.310,19.008,False,0.270,0,0
21.427,19.115,False,0.270,0,0
21.544,19.243,False,0.270,0,0
21.660,19.349,False,0.270,0,0
21.777,19.456,False,0.270,0,0
21.877,19.563,False,0.270,0,0
21.978,19.669,False,0.270,0,0
22.078,19.776,False,0.270,0,0
22.195,19.883,False,0.270,0,0
22.311,19.989,False,0.270,0,0
22.428,20.117,False,0.270,0,0
22.545,20.224,False,0.270,0,0
22.661,20.352,False,0.270,0,0
22.778,20.459,False,0.270,0,0
22.895,20.587,False,0.270,0,0
23.012,20.715,False,0.270,0,0
23.128,20.821,False,0.270,0,0
23.245,20.928,False,0.270,0,0
23.362,21.056,False,0.270,0,0
23.462,21.141,False,0.270,0,0
23.578,21.248,False,0.270,0,0
