course,mode,vehicle,speed,line,direction,travel,air,minUp,recovered,awards,completed
Forest Loop Reverse,roam,moto,32,0,-1,244.85,7.14,0.671,True,0,True
Forest Loop Reverse,roam,atv,32,0,-1,237.32,7.22,0.668,True,0,True
