t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.220,152.662,833.643,101.526,-118.580,23.159,19.367,5.645,11.432,0.425,0.000,-0.211,4,21.934,0.702,0.979,"Ground_Mountain_0_1:(-0.162, 0.979, -0.123);Ground_Mountain_0_1:(-0.162, 0.979, -0.123);Ground_Mountain_0_1:(-0.162, 0.979, -0.123);Ground_Mountain_0_1:(-0.162, 0.979, -0.123);"
0.240,153.123,834.029,101.643,-118.350,23.166,19.288,5.827,11.511,0.421,0.000,-0.211,4,18.710,0.512,0.979,""
0.260,153.571,834.413,101.762,-118.118,23.172,19.210,5.950,11.607,0.417,0.000,-0.209,4,15.675,0.431,0.979,""
0.280,154.031,834.796,101.882,-117.884,23.176,19.133,6.020,11.720,0.414,0.000,-0.207,4,12.997,0.337,0.979,""
0.300,154.492,835.177,102.003,-117.647,23.178,19.056,6.046,11.849,0.412,0.000,-0.204,4,10.668,0.241,0.979,""
0.320,154.953,835.557,102.124,-117.407,23.180,18.976,6.031,11.991,0.411,0.000,-0.201,4,8.645,0.143,0.979,""
0.340,155.398,835.935,102.243,-117.165,23.181,18.894,5.984,12.146,0.410,0.000,-0.197,4,6.989,0.105,0.979,""
0.360,155.858,836.312,102.361,-116.919,23.181,18.810,5.910,12.311,0.409,0.000,-0.193,4,5.606,0.030,0.979,""
0.380,156.320,836.687,102.478,-116.670,23.181,18.721,5.815,12.485,0.409,0.000,-0.188,4,4.523,0.041,0.979,""
0.400,156.781,837.060,102.592,-116.417,23.181,18.629,5.704,12.666,0.409,0.000,-0.183,4,3.722,0.077,0.979,""
0.420,157.224,837.431,102.704,-116.161,23.180,18.533,5.585,12.853,0.410,0.000,-0.177,4,3.281,0.151,0.979,""
0.440,157.685,837.800,102.813,-115.900,23.180,18.432,5.461,13.043,0.410,0.000,-0.171,4,3.078,0.161,0.979,""
0.460,158.147,838.167,102.920,-115.636,23.179,18.327,5.337,13.236,0.410,0.000,-0.165,4,3.043,0.185,0.979,""
0.480,158.590,838.532,103.024,-115.368,23.178,18.217,5.214,13.429,0.411,0.000,-0.159,4,3.149,0.186,0.979,""
0.500,159.052,838.894,103.126,-115.096,23.178,18.104,5.096,13.622,0.411,0.000,-0.153,4,3.378,0.157,0.979,""
0.520,159.514,839.255,103.225,-114.820,23.179,17.988,4.984,13.814,0.411,0.000,-0.146,4,3.695,0.184,0.979,""
0.540,159.977,839.612,103.323,-114.540,23.180,17.869,4.881,14.003,0.411,0.000,-0.139,4,4.137,0.213,0.979,""
0.560,160.423,839.968,103.419,-114.257,23.181,17.747,4.787,14.189,0.410,0.000,-0.132,4,4.648,0.191,0.979,""
0.580,160.886,840.321,103.513,-113.970,23.182,17.623,4.704,14.371,0.410,0.000,-0.125,4,5.200,0.190,0.979,""
0.600,161.349,840.671,103.606,-113.679,23.185,17.497,4.633,14.548,0.409,0.000,-0.118,4,5.825,0.200,0.979,""
0.620,161.812,841.019,103.697,-113.385,23.187,17.371,4.574,14.719,0.408,0.000,-0.111,4,6.439,0.172,0.979,""
0.640,162.262,841.364,103.788,-113.088,23.190,17.244,4.526,14.885,0.406,0.000,-0.104,4,7.061,0.176,0.979,""
0.660,162.725,841.707,103.877,-112.787,23.194,17.117,4.491,15.044,0.405,0.000,-0.096,4,7.658,0.180,0.979,""
0.680,163.189,842.047,103.967,-112.484,23.198,16.991,4.465,15.197,0.403,0.000,-0.089,4,8.205,0.160,0.979,""
0.700,163.654,842.384,104.056,-112.177,23.202,16.867,4.449,15.343,0.401,0.000,-0.081,4,8.692,0.162,0.979,""
0.720,164.108,842.719,104.145,-111.868,23.206,16.744,4.442,15.482,0.399,0.000,-0.074,4,9.153,0.140,0.979,""
0.740,164.572,843.052,104.233,-111.556,23.211,16.624,4.442,15.615,0.397,0.000,-0.066,4,9.559,0.138,0.979,""
0.760,165.037,843.382,104.322,-111.241,23.216,16.508,4.450,15.740,0.394,0.000,-0.059,4,9.906,0.131,0.979,""
0.780,165.501,843.710,104.412,-110.924,23.221,16.395,4.462,15.859,0.392,0.000,-0.051,4,10.193,0.126,0.979,""
0.800,165.961,844.036,104.501,-110.605,23.227,16.286,4.479,15.971,0.389,0.000,-0.044,4,10.412,0.111,0.979,""
0.820,166.426,844.360,104.591,-110.283,23.232,16.181,4.498,16.076,0.387,0.000,-0.037,4,10.569,0.105,0.979,""
0.840,166.891,844.682,104.682,-109.960,23.238,16.082,4.520,16.175,0.384,0.000,-0.029,4,10.682,0.095,0.979,""
0.860,167.356,845.002,104.772,-109.635,23.244,15.988,4.543,16.267,0.381,0.000,-0.022,4,10.761,0.087,0.979,""
0.880,167.820,845.320,104.864,-109.308,23.249,15.899,4.567,16.352,0.378,0.000,-0.015,4,10.798,0.082,0.979,""
0.900,168.285,845.636,104.956,-108.979,23.255,15.817,4.591,16.431,0.375,0.000,-0.008,4,10.803,0.069,0.979,""
0.920,168.751,845.951,105.048,-108.649,23.260,15.740,4.614,16.503,0.373,0.000,-0.001,4,10.777,0.061,0.979,""
0.940,169.216,846.264,105.141,-108.318,23.266,15.670,4.636,16.569,0.370,0.000,0.006,4,10.725,0.053,0.979,""
0.960,169.685,846.577,105.234,-107.985,23.271,15.606,4.657,16.629,0.367,0.000,0.013,4,10.656,0.055,0.979,""
0.980,170.150,846.888,105.327,-107.652,23.276,15.549,4.676,16.683,0.364,0.000,0.019,4,10.599,0.047,0.979,""
1.000,170.616,847.197,105.421,-107.317,23.281,15.498,4.694,16.730,0.362,0.000,0.026,4,10.521,0.044,0.979,""
1.020,171.081,847.507,105.515,-106.982,23.286,15.455,4.710,16.771,0.360,0.000,0.033,4,10.422,0.038,0.979,""
1.040,171.554,847.815,105.610,-106.646,23.290,15.418,4.724,16.806,0.357,0.000,0.039,4,10.314,0.026,0.979,""
1.060,172.019,848.123,105.705,-106.309,23.294,15.387,4.737,16.836,0.355,0.000,0.045,4,10.215,0.022,0.979,""
1.080,172.484,848.430,105.799,-105.972,23.298,15.364,4.747,16.859,0.353,0.000,0.051,4,10.112,0.025,0.979,""
1.100,172.949,848.737,105.895,-105.634,23.301,15.347,4.756,16.876,0.351,0.000,0.057,4,10.044,0.031,0.979,""
1.120,173.426,849.043,105.990,-105.296,23.304,15.337,4.763,16.887,0.349,0.000,0.063,4,9.982,0.032,0.979,""
1.140,173.890,849.350,106.085,-104.958,23.307,15.333,4.770,16.893,0.348,0.000,0.068,4,9.898,0.050,0.979,""
1.160,174.355,849.656,106.181,-104.621,23.309,15.336,4.774,16.892,0.347,0.000,0.073,4,9.800,0.034,0.979,""
1.180,174.820,849.963,106.276,-104.283,23.311,15.345,4.777,16.886,0.345,0.000,0.078,4,9.714,0.019,0.979,""
1.200,175.298,850.270,106.372,-103.945,23.313,15.361,4.778,16.875,0.344,0.000,0.083,4,9.637,0.025,0.979,""
1.220,175.763,850.578,106.467,-103.608,23.314,15.383,4.779,16.857,0.343,0.000,0.088,4,9.583,0.041,0.979,""
1.240,176.227,850.886,106.563,-103.271,23.315,15.410,4.779,16.834,0.343,0.000,0.093,4,9.564,0.027,0.979,""
1.260,176.692,851.195,106.658,-102.935,23.316,15.444,4.778,16.805,0.342,0.000,0.097,4,9.516,0.015,0.979,""
1.280,177.170,851.504,106.754,-102.599,23.316,15.483,4.776,16.771,0.342,0.000,0.101,4,9.460,0.015,0.979,""
1.300,177.635,851.815,106.849,-102.265,23.316,15.527,4.774,16.732,0.342,0.000,0.105,4,9.409,0.039,0.979,""
1.320,178.099,852.126,106.945,-101.931,23.316,15.577,4.770,16.687,0.342,0.000,0.109,4,9.376,0.020,0.979,""
1.340,178.564,852.439,107.040,-101.598,23.315,15.632,4.767,16.637,0.342,0.000,0.113,4,9.364,0.042,0.979,""
1.360,179.041,852.752,107.135,-101.266,23.315,15.692,4.765,16.582,0.342,0.000,0.116,4,9.398,0.021,0.979,""
1.380,179.505,853.067,107.231,-100.936,23.313,15.756,4.763,16.521,0.343,0.000,0.119,4,9.434,0.021,0.979,""
1.400,179.970,853.383,107.326,-100.606,23.312,15.825,4.761,16.455,0.343,0.000,0.123,4,9.425,0.061,0.979,""
1.420,180.434,853.701,107.421,-100.278,23.310,15.897,4.758,16.385,0.344,0.000,0.126,4,9.385,0.073,0.979,""
1.440,180.899,854.020,107.516,-99.952,23.308,15.974,4.756,16.309,0.345,0.000,0.128,4,9.363,0.026,0.979,""
1.460,181.373,854.341,107.611,-99.627,23.306,16.055,4.752,16.229,0.346,0.000,0.130,4,9.354,0.055,0.979,""
1.480,181.837,854.664,107.706,-99.304,23.304,16.139,4.750,16.145,0.347,0.000,0.133,4,9.348,0.027,0.979,""
1.500,182.302,854.988,107.801,-98.983,23.301,16.227,4.747,16.056,0.348,0.000,0.135,4,9.371,0.055,0.979,""
1.520,182.766,855.315,107.896,-98.663,23.299,16.317,4.745,15.962,0.349,0.000,0.137,4,9.371,0.040,0.979,""
1.540,183.238,855.643,107.991,-98.346,23.296,16.411,4.741,15.865,0.351,0.000,0.139,4,9.297,0.069,0.979,""
1.560,183.702,855.973,108.086,-98.030,23.294,16.508,4.736,15.763,0.352,0.000,0.140,4,9.269,0.046,0.979,""
1.580,184.166,856.304,108.180,-97.717,23.291,16.607,4.732,15.657,0.353,0.000,0.141,4,9.260,0.068,0.979,""
1.600,184.631,856.638,108.275,-97.405,23.288,16.708,4.728,15.548,0.355,0.000,0.143,4,9.273,0.048,0.979,""
1.620,185.096,856.974,108.369,-97.096,23.285,16.811,4.725,15.435,0.356,0.000,0.144,4,9.321,0.067,0.979,""
1.640,185.563,857.312,108.464,-96.790,23.282,16.915,4.723,15.318,0.357,0.000,0.145,4,9.380,0.068,0.979,""
1.660,186.027,857.653,108.558,-96.486,23.279,17.021,4.722,15.197,0.359,0.000,0.146,4,9.413,0.097,0.979,""
1.680,186.491,857.995,108.653,-96.184,23.276,17.128,4.722,15.073,0.360,0.000,0.146,4,9.506,0.108,0.979,""
1.700,186.956,858.339,108.747,-95.885,23.273,17.236,4.725,14.945,0.362,0.000,0.147,4,9.604,0.087,0.979,""
1.720,187.424,858.686,108.842,-95.588,23.270,17.344,4.731,14.814,0.363,0.000,0.148,4,9.747,0.112,0.979,""
1.740,187.888,859.035,108.937,-95.294,23.267,17.453,4.740,14.679,0.365,0.000,0.148,4,9.950,0.107,0.979,""
1.760,188.352,859.385,109.032,-95.003,23.264,17.561,4.754,14.542,0.366,0.000,0.148,4,10.168,0.117,0.979,""
1.780,188.816,859.738,109.127,-94.715,23.261,17.668,4.774,14.400,0.368,0.000,0.148,4,10.436,0.131,0.979,""
1.800,189.280,860.093,109.223,-94.430,23.258,17.775,4.799,14.256,0.369,0.000,0.148,4,10.761,0.120,0.978,""
1.820,189.749,860.450,109.319,-94.148,23.255,17.880,4.831,14.108,0.371,0.000,0.148,4,11.089,0.144,0.978,""
1.840,190.213,860.809,109.417,-93.869,23.252,17.984,4.871,13.957,0.373,0.000,0.148,4,11.502,0.128,0.978,""
1.860,190.676,861.170,109.515,-93.593,23.248,18.086,4.920,13.802,0.374,0.000,0.147,4,11.950,0.123,0.977,""
1.880,191.140,861.533,109.614,-93.320,23.245,18.185,4.977,13.645,0.376,0.000,0.147,4,12.328,0.137,0.977,""
1.900,191.604,861.898,109.715,-93.050,23.241,18.282,5.042,13.485,0.378,0.000,0.146,4,12.781,0.190,0.976,""
1.920,192.067,862.264,109.817,-92.784,23.237,18.377,5.116,13.321,0.380,0.000,0.145,4,13.231,0.223,0.976,""
1.940,192.530,862.633,109.921,-92.521,23.233,18.468,5.197,13.155,0.381,0.000,0.144,4,13.577,0.226,0.975,""
1.960,192.994,863.003,110.026,-92.261,23.229,18.557,5.284,12.987,0.383,0.000,0.144,4,13.907,0.270,0.974,""
1.980,193.457,863.375,110.134,-92.005,23.225,18.644,5.377,12.817,0.385,0.000,0.143,4,14.223,0.280,0.974,""
2.000,193.921,863.748,110.243,-91.753,23.221,18.728,5.474,12.645,0.388,0.000,0.141,4,14.420,0.299,0.973,""
2.020,194.378,864.123,110.354,-91.503,23.216,18.809,5.574,12.471,0.390,0.000,0.140,4,14.586,0.271,0.972,""
2.040,194.841,864.500,110.467,-91.258,23.212,18.888,5.676,12.297,0.392,0.000,0.138,4,14.685,0.337,0.972,""
2.060,195.304,864.878,110.583,-91.015,23.207,18.965,5.779,12.121,0.394,0.000,0.137,4,14.731,0.307,0.971,""
2.080,195.768,865.258,110.700,-90.777,23.203,19.040,5.881,11.946,0.396,0.000,0.136,4,14.726,0.281,0.970,""
2.100,196.231,865.639,110.819,-90.541,23.199,19.113,5.983,11.769,0.398,0.000,0.135,4,14.711,0.276,0.970,""
2.120,196.684,866.021,110.941,-90.310,23.194,19.183,6.084,11.593,0.401,0.000,0.134,4,14.632,0.283,0.969,""
2.140,197.147,866.405,111.064,-90.081,23.190,19.252,6.182,11.416,0.403,0.000,0.132,4,14.527,0.362,0.968,""
2.160,197.610,866.790,111.190,-89.857,23.185,19.319,6.278,11.241,0.405,0.000,0.130,4,14.387,0.313,0.967,""
2.180,198.073,867.177,111.317,-89.635,23.181,19.385,6.370,11.065,0.407,0.000,0.128,4,14.207,0.289,0.966,""
2.200,198.536,867.565,111.446,-89.418,23.176,19.449,6.460,10.890,0.410,0.000,0.127,4,14.090,0.274,0.966,""
2.220,198.987,867.954,111.576,-89.203,23.171,19.511,6.546,10.717,0.412,0.000,0.125,4,13.933,0.359,0.965,""
2.240,199.449,868.344,111.708,-88.993,23.167,19.571,6.629,10.544,0.414,0.000,0.123,4,13.776,0.359,0.964,""
2.260,199.912,868.735,111.842,-88.785,23.162,19.630,6.709,10.372,0.417,0.000,0.122,4,13.570,0.309,0.963,""
2.280,200.375,869.128,111.978,-88.581,23.157,19.688,6.783,10.201,0.419,0.000,0.121,4,13.353,0.382,0.962,""
2.300,200.837,869.522,112.115,-88.380,23.153,19.743,6.857,10.032,0.421,0.000,0.119,4,13.242,0.220,0.962,""
2.320,201.300,869.916,112.253,-88.183,23.148,19.797,6.928,9.864,0.424,0.000,0.117,4,13.155,0.316,0.961,""
2.340,201.748,870.312,112.393,-87.989,23.143,19.849,6.998,9.697,0.426,0.000,0.116,4,13.071,0.350,0.960,""
2.360,202.210,870.709,112.534,-87.798,23.139,19.899,7.064,9.532,0.428,0.000,0.115,4,12.903,0.338,0.959,""
2.380,202.672,871.107,112.676,-87.611,23.134,19.948,7.127,9.368,0.431,0.000,0.114,4,12.715,0.418,0.958,""
2.400,203.134,871.505,112.819,-87.427,23.129,19.995,7.189,9.206,0.433,0.000,0.113,4,12.625,0.237,0.957,""
2.420,203.596,871.905,112.964,-87.246,23.124,20.040,7.250,9.044,0.436,0.000,0.113,4,12.611,0.336,0.956,""
2.440,204.058,872.305,113.110,-87.068,23.119,20.083,7.313,8.884,0.438,0.000,0.113,4,12.696,0.291,0.955,""
2.460,204.505,872.707,113.257,-86.893,23.114,20.123,7.376,8.725,0.441,0.000,0.113,4,12.727,0.324,0.955,""
2.480,204.967,873.109,113.405,-86.722,23.109,20.162,7.437,8.567,0.443,0.000,0.113,4,12.591,0.459,0.954,""
2.500,205.428,873.511,113.555,-86.553,23.103,20.199,7.496,8.410,0.446,0.000,0.114,4,12.515,0.307,0.953,""
2.520,205.890,873.915,113.706,-86.388,23.098,20.235,7.555,8.254,0.448,0.000,0.114,4,12.426,0.296,0.952,""
2.540,206.351,874.319,113.858,-86.226,23.092,20.269,7.613,8.099,0.451,0.000,0.115,4,12.470,0.344,0.951,""
2.560,206.812,874.724,114.011,-86.067,23.087,20.301,7.673,7.944,0.454,0.000,0.116,4,12.522,0.363,0.950,""
2.580,207.259,875.129,114.165,-85.911,23.081,20.331,7.733,7.790,0.457,0.000,0.116,4,12.571,0.390,0.949,""
2.600,207.720,875.535,114.321,-85.758,23.075,20.359,7.794,7.635,0.460,0.000,0.117,4,12.622,0.363,0.948,""
2.620,208.181,875.942,114.478,-85.608,23.069,20.386,7.854,7.481,0.463,0.000,0.118,4,12.541,0.316,0.947,""
2.640,208.642,876.349,114.635,-85.461,23.063,20.412,7.913,7.327,0.466,0.000,0.119,4,12.502,0.408,0.946,""
2.660,209.102,876.757,114.794,-85.318,23.056,20.438,7.969,7.174,0.469,0.000,0.119,4,12.362,0.390,0.945,""
2.680,209.563,877.165,114.955,-85.177,23.050,20.462,8.024,7.020,0.472,0.000,0.120,4,12.304,0.329,0.944,""
2.700,210.010,877.573,115.116,-85.039,23.044,20.486,8.079,6.866,0.475,0.000,0.120,4,12.326,0.338,0.943,""
2.720,210.471,877.983,115.278,-84.905,23.037,20.508,8.135,6.711,0.478,0.000,0.120,4,12.349,0.343,0.942,""
2.740,210.931,878.392,115.442,-84.774,23.031,20.529,8.189,6.556,0.481,0.000,0.120,4,12.292,0.400,0.941,""
2.760,211.391,878.802,115.606,-84.645,23.024,20.550,8.241,6.401,0.485,0.000,0.120,4,12.162,0.281,0.941,""
2.780,211.851,879.213,115.772,-84.520,23.018,20.570,8.291,6.246,0.488,0.000,0.120,4,12.069,0.205,0.940,""
2.800,212.310,879.623,115.938,-84.398,23.011,20.588,8.343,6.091,0.491,0.000,0.118,4,12.089,0.210,0.939,""
2.820,212.760,880.034,116.106,-84.279,23.005,20.606,8.395,5.935,0.494,0.000,0.117,4,12.124,0.246,0.938,""
2.840,213.220,880.446,116.274,-84.163,22.999,20.622,8.446,5.778,0.497,0.000,0.115,4,12.110,0.358,0.937,""
2.860,213.679,880.857,116.444,-84.051,22.993,20.639,8.492,5.622,0.501,0.000,0.112,4,11.917,0.557,0.936,""
2.880,214.138,881.270,116.614,-83.941,22.986,20.659,8.526,5.468,0.504,0.000,0.109,4,11.320,1.132,0.935,""
2.900,214.590,881.683,116.785,-83.834,22.980,20.685,8.540,5.317,0.507,0.000,0.105,4,10.243,0.883,0.935,""
2.920,215.050,882.097,116.956,-83.730,22.973,20.719,8.528,5.171,0.510,0.000,0.100,4,8.813,0.994,0.935,""
2.940,215.509,882.513,117.126,-83.629,22.966,20.763,8.487,5.029,0.514,0.000,0.095,4,7.274,0.633,0.936,""
2.960,215.923,882.931,117.294,-83.530,22.959,20.829,8.385,4.896,0.517,0.000,0.089,4,4.317,2.210,0.938,""
2.980,216.348,883.351,117.460,-83.434,22.954,20.901,8.264,4.765,0.520,0.000,0.083,2,2.932,1.935,0.940,""
3.000,216.807,883.773,117.623,-83.340,22.950,20.978,8.129,4.638,0.523,0.000,0.077,2,2.224,2.075,0.942,""
3.020,217.266,884.196,117.784,-83.249,22.948,21.062,7.971,4.517,0.525,0.000,0.071,2,1.085,1.206,0.945,""
3.040,217.524,884.622,117.940,-83.160,22.948,21.151,7.792,4.404,0.526,0.000,0.067,2,0.000,0.807,0.947,""
3.060,217.808,885.048,118.093,-83.073,22.950,21.239,7.613,4.293,0.526,0.000,0.062,2,0.000,0.821,0.949,""
3.080,218.216,885.477,118.243,-82.988,22.953,21.330,7.422,4.184,0.525,0.000,0.057,2,0.000,2.046,0.951,""
3.100,218.627,885.906,118.388,-82.904,22.878,21.321,7.223,4.183,0.523,0.000,0.052,0,0.000,0.885,0.954,""
3.120,219.038,886.335,118.529,-82.819,22.804,21.313,7.024,4.181,0.561,0.000,0.046,0,0.000,0.841,0.956,""
3.140,219.127,886.764,118.666,-82.735,22.732,21.304,6.825,4.179,0.598,0.000,0.043,0,0.000,0.797,0.959,""
3.160,219.361,887.192,118.800,-82.650,22.660,21.296,6.626,4.178,0.634,0.000,0.039,0,0.000,0.752,0.961,""
3.180,219.717,887.621,118.929,-82.565,22.590,21.287,6.428,4.176,0.670,0.000,0.034,0,0.000,0.708,0.963,""
3.200,220.074,888.049,119.055,-82.481,22.520,21.279,6.229,4.174,0.705,0.000,0.029,0,0.000,0.663,0.966,""
3.220,220.432,888.478,119.176,-82.396,22.452,21.270,6.030,4.173,0.740,0.000,0.024,0,0.000,0.618,0.968,""
3.240,220.792,888.906,119.294,-82.312,22.385,21.262,5.832,4.171,0.774,0.000,0.019,0,0.000,0.573,0.971,""
3.260,220.879,889.334,119.407,-82.227,22.320,21.253,5.633,4.169,0.807,0.000,0.016,0,0.000,0.527,0.973,""
3.280,221.054,889.762,119.516,-82.143,22.255,21.245,5.435,4.168,0.840,0.000,0.011,0,0.000,0.483,0.975,""
3.300,221.384,890.190,119.622,-82.058,22.192,21.236,5.237,4.166,0.872,0.000,0.006,0,0.000,0.438,0.977,""
3.320,221.716,890.618,119.723,-81.974,22.130,21.228,5.038,4.164,0.904,0.000,0.002,0,0.000,0.393,0.979,""
3.340,222.049,891.046,119.821,-81.890,22.069,21.219,4.840,4.163,0.935,0.000,-0.003,0,0.000,0.349,0.981,""
3.360,222.385,891.473,119.915,-81.805,22.010,21.211,4.642,4.161,0.965,0.000,-0.008,0,0.000,0.305,0.983,""
3.380,222.722,891.901,120.004,-81.721,21.952,21.202,4.444,4.159,0.995,0.000,-0.012,0,0.000,0.261,0.985,""
3.400,222.933,892.328,120.090,-81.637,21.895,21.194,4.246,4.158,1.000,0.000,-0.016,0,0.000,0.218,0.987,""
3.420,223.268,892.755,120.171,-81.553,21.839,21.185,4.049,4.156,1.000,0.000,-0.021,0,0.000,0.176,0.988,""
3.440,223.604,893.182,120.249,-81.468,21.785,21.177,3.851,4.154,1.000,0.000,-0.025,0,0.000,0.134,0.990,""
3.460,223.942,893.609,120.322,-81.384,21.732,21.168,3.653,4.153,1.000,0.000,-0.029,0,0.000,0.092,0.991,""
3.480,224.282,894.035,120.392,-81.300,21.681,21.160,3.456,4.151,1.000,0.000,-0.033,0,0.000,0.052,0.993,""
3.500,225.152,894.462,120.457,-81.216,21.631,21.152,3.258,4.149,1.000,0.000,-0.037,0,0.000,0.012,0.994,""
3.520,225.516,894.888,120.519,-81.132,21.583,21.143,3.061,4.148,1.000,0.000,-0.041,0,0.000,0.027,0.995,""
3.540,229.962,895.314,120.577,-81.048,21.536,21.135,2.863,4.146,1.000,0.000,-0.038,0,0.000,0.065,0.996,""
3.560,231.072,895.740,120.630,-80.965,21.490,21.126,2.666,4.144,1.000,0.000,-0.039,0,0.000,0.103,0.997,""
3.580,231.508,896.166,120.680,-80.881,21.447,21.118,2.469,4.143,1.000,0.000,-0.041,0,0.000,0.139,0.998,""
3.600,231.943,896.591,120.725,-80.797,21.404,21.109,2.272,4.141,1.000,0.000,-0.044,0,0.000,0.174,0.998,""
3.620,232.369,897.017,120.767,-80.713,21.364,21.101,2.075,4.139,1.000,0.000,-0.046,0,0.000,0.209,0.999,""
3.640,232.803,897.442,120.805,-80.630,21.324,21.092,1.878,4.138,1.000,0.000,-0.048,0,0.000,0.242,0.999,""
3.660,233.235,897.867,120.839,-80.546,21.287,21.084,1.681,4.136,1.000,0.000,-0.050,0,0.000,0.274,1.000,""
3.680,233.667,898.291,120.868,-80.463,21.251,21.076,1.484,4.134,1.000,0.000,-0.052,0,0.000,0.305,1.000,""
3.700,234.097,898.716,120.894,-80.379,21.217,21.067,1.287,4.133,1.000,0.000,-0.053,0,0.000,0.335,1.000,""
3.720,234.518,899.140,120.916,-80.296,21.185,21.059,1.091,4.131,1.000,0.000,-0.055,0,0.000,0.364,1.000,""
