time,name,profile,lap,nextGate,speed,target,throttle,brake,grounded,recoveries,misses,x,y,z,roadDistance
3.003,YOU reference pilot,original,0,0,0.000,0.000,0.000,0.000,0,0,0,322.058,9.782,544.064,2.291
3.003,EMBER,tourer,0,0,0.000,0.000,0.000,0.000,0,0,0,318.010,11.281,535.877,2.291
3.003,GOLD,moto,0,0,0.000,0.000,0.000,0.000,0,0,0,322.375,12.467,528.988,2.254
3.003,BLUE,atv,0,0,0.000,0.000,0.000,0.000,0,0,0,317.798,13.848,522.232,2.254
3.240,YOU reference pilot,original,0,0,3.166,29.000,1.000,0.000,4,0,0,322.093,9.836,543.701,2.293
3.240,EMBER,tourer,0,0,2.876,29.000,1.000,0.000,4,0,0,318.013,11.342,535.562,2.290
3.240,GOLD,moto,0,0,3.965,29.000,1.000,0.000,4,0,0,322.365,12.555,528.515,2.252
3.240,BLUE,atv,0,0,3.759,29.000,1.000,0.000,4,0,0,317.784,13.929,521.781,2.251
3.500,YOU reference pilot,original,0,0,6.122,20.949,1.000,0.000,4,0,0,322.202,10.071,542.492,2.316
3.500,EMBER,tourer,0,0,5.609,19.043,1.000,0.000,4,0,0,318.025,11.565,534.454,2.289
3.500,GOLD,moto,0,0,7.709,29.000,1.000,0.000,4,0,0,322.257,12.857,526.998,2.178
3.500,BLUE,atv,0,0,7.248,29.000,1.000,0.000,4,0,0,317.748,14.236,520.354,2.241
3.740,YOU reference pilot,original,0,0,8.626,29.000,1.000,0.000,4,0,0,322.342,10.401,540.730,2.359
3.740,EMBER,tourer,0,0,7.948,20.725,1.000,0.000,4,0,0,318.053,11.890,532.833,2.264
3.740,GOLD,moto,0,0,10.859,29.000,1.000,0.000,4,0,0,321.920,13.317,524.806,1.911
3.740,BLUE,atv,0,0,10.172,29.000,1.000,0.000,4,0,0,317.717,14.688,518.278,2.206
4.000,YOU reference pilot,original,0,0,11.091,24.326,1.000,0.000,4,0,0,322.414,10.869,538.180,2.339
4.000,EMBER,tourer,0,0,10.309,22.822,1.000,0.000,4,0,0,318.103,12.351,530.478,2.193
4.000,GOLD,moto,0,0,14.027,29.000,1.000,0.000,4,0,0,321.217,13.951,521.675,1.333
4.000,BLUE,atv,0,0,13.096,29.000,1.000,0.000,4,0,0,317.693,15.312,515.283,2.122
4.240,YOU reference pilot,original,0,0,13.180,26.904,1.000,0.000,4,0,0,322.184,11.406,535.302,2.073
4.240,EMBER,tourer,0,0,12.337,24.869,1.000,0.000,4,0,0,318.159,12.884,527.791,2.094
4.240,GOLD,moto,0,0,16.677,18.116,0.802,0.000,4,0,0,320.315,14.682,518.141,0.671
4.240,BLUE,atv,0,1,15.582,29.000,1.000,0.000,4,0,0,317.675,16.032,511.890,2.017
4.520,YOU reference pilot,original,0,0,15.456,18.212,1.000,0.000,4,0,0,321.492,12.154,531.398,1.436
4.520,EMBER,tourer,0,0,14.529,23.152,1.000,0.000,4,0,0,318.209,13.631,524.079,1.956
4.520,GOLD,moto,0,0,17.567,18.751,0.652,0.000,4,0,0,319.216,15.652,513.586,0.685
4.520,BLUE,atv,0,1,18.237,29.000,1.000,0.000,4,0,0,317.641,17.048,507.233,1.888
4.780,YOU reference pilot,original,0,0,16.033,16.644,0.315,0.000,4,0,0,320.590,12.939,527.428,0.784
4.780,EMBER,tourer,0,0,16.409,23.915,1.000,0.000,4,0,0,318.216,14.442,520.119,1.830
4.780,GOLD,moto,0,1,19.637,21.290,0.913,0.000,4,0,0,318.307,16.666,508.938,1.313
4.780,BLUE,atv,0,1,20.485,29.000,1.000,0.000,4,0,0,317.585,18.150,502.296,1.788
5.040,YOU reference pilot,original,0,0,17.030,18.599,0.842,0.000,4,0,0,319.656,13.769,523.335,0.747
5.040,EMBER,tourer,0,0,18.148,26.506,1.000,0.000,4,0,0,318.163,15.366,515.704,1.732
5.040,GOLD,moto,0,1,21.854,23.558,0.935,0.000,4,0,0,317.571,17.832,503.698,1.842
5.040,BLUE,atv,0,1,22.538,29.000,1.000,0.000,4,0,0,317.505,19.408,496.823,1.723
5.280,YOU reference pilot,original,0,0,18.566,20.430,0.999,0.000,4,0,0,318.831,14.621,519.220,1.246
5.280,EMBER,tourer,0,1,19.635,28.743,1.000,0.000,4,0,0,318.057,16.318,511.256,1.678
5.280,GOLD,moto,0,1,23.720,25.398,0.913,0.000,4,0,0,317.103,19.049,498.365,2.148
5.280,BLUE,atv,0,1,24.274,29.000,1.000,0.000,4,0,0,317.425,20.702,491.338,1.700
5.540,YOU reference pilot,original,0,0,20.213,22.187,1.000,0.000,4,0,0,318.061,15.656,514.328,1.778
5.540,EMBER,tourer,0,1,21.126,29.000,1.000,0.000,4,0,0,317.891,17.456,506.067,1.662
5.540,GOLD,moto,0,1,25.522,27.164,0.887,0.000,4,0,0,316.836,20.515,492.118,2.281
5.540,BLUE,atv,0,1,25.992,29.000,1.000,0.000,4,0,0,317.344,22.253,484.972,1.726
5.780,YOU reference pilot,original,0,1,21.604,23.611,1.000,0.000,4,0,0,317.523,16.715,509.437,2.117
5.780,EMBER,tourer,0,1,22.398,29.000,1.000,0.000,4,0,0,317.710,18.607,500.963,1.681
5.780,GOLD,moto,0,1,27.007,28.606,0.858,0.000,4,0,0,316.776,22.002,485.976,2.280
5.780,BLUE,atv,0,1,27.388,29.000,0.851,0.000,4,0,0,317.282,23.821,478.742,1.772
6.040,YOU reference pilot,original,0,1,22.989,24.981,1.000,0.000,4,0,0,317.145,17.971,503.775,2.295
6.040,EMBER,tourer,0,1,23.669,29.000,1.000,0.000,4,0,0,317.515,19.962,495.119,1.728
6.040,GOLD,moto,0,1,28.023,29.000,0.509,0.000,4,0,0,316.839,23.749,479.007,2.203
6.040,BLUE,atv,0,1,28.017,29.000,0.504,0.000,4,0,0,317.227,25.654,471.755,1.796
6.280,YOU reference pilot,original,0,1,24.162,26.117,1.000,0.000,4,0,0,316.968,19.232,498.250,2.314
6.280,EMBER,tourer,0,1,24.748,29.000,1.000,0.000,4,0,0,317.363,21.312,489.460,1.785
6.280,GOLD,moto,0,1,28.277,29.000,0.367,0.000,4,0,0,316.944,25.462,472.465,2.073
6.280,BLUE,atv,0,1,28.187,29.000,0.410,0.000,4,0,0,317.183,27.408,465.238,1.799
6.540,YOU reference pilot,original,0,1,25.325,27.235,0.998,0.000,4,0,0,316.922,20.706,491.975,2.233
6.540,EMBER,tourer,0,1,25.821,29.000,1.000,0.000,4,0,0,317.244,22.886,483.068,1.866
6.540,GOLD,moto,0,1,28.342,29.000,0.330,0.000,4,0,0,317.050,27.375,465.357,1.929
6.540,BLUE,atv,0,1,28.238,29.000,0.382,0.000,4,0,0,317.139,29.338,458.161,1.790
6.780,YOU reference pilot,original,0,1,26.285,28.173,0.982,0.000,4,0,0,316.968,22.168,485.947,2.133
6.780,EMBER,tourer,0,1,26.728,29.000,1.000,0.000,4,0,0,317.177,24.447,476.951,1.913
6.780,GOLD,moto,0,1,28.350,29.000,0.325,0.000,4,0,0,317.111,29.163,458.795,1.821
6.780,BLUE,atv,0,1,28.248,29.000,0.376,0.000,4,0,0,317.096,31.138,451.626,1.780
7.040,YOU reference pilot,original,0,1,27.194,28.991,0.929,0.000,4,0,0,317.059,23.863,479.195,2.031
7.040,EMBER,tourer,0,1,27.484,29.000,0.777,0.000,4,0,0,317.140,26.253,470.121,1.917
7.040,GOLD,moto,0,1,28.348,29.000,0.326,0.000,4,0,0,317.132,31.119,451.689,1.746
7.040,BLUE,atv,0,1,28.247,29.000,0.376,0.000,4,0,0,317.049,33.102,444.550,1.771
7.280,YOU reference pilot,original,0,1,27.669,29.000,0.678,0.000,4,0,0,317.141,25.532,472.817,1.929
7.280,EMBER,tourer,0,1,27.779,29.000,0.618,0.000,4,0,0,317.122,27.981,463.712,1.894
7.280,GOLD,moto,0,1,28.343,29.000,0.328,0.000,4,0,0,317.115,32.939,445.135,1.712
7.280,BLUE,atv,0,1,28.244,29.000,0.378,0.000,4,0,0,317.005,34.924,438.021,1.767
7.540,YOU reference pilot,original,0,1,27.872,29.000,0.569,0.000,4,0,0,317.198,27.404,465.839,1.836
7.540,EMBER,tourer,0,1,27.908,29.000,0.549,0.000,4,0,0,317.105,29.889,456.726,1.859
7.540,GOLD,moto,0,1,28.339,29.000,0.330,0.000,4,0,0,317.070,34.919,438.038,1.705
7.540,BLUE,atv,0,1,28.242,29.000,0.379,0.000,4,0,0,316.961,36.902,430.950,1.766
7.780,YOU reference pilot,original,0,1,27.943,29.000,0.530,0.000,4,0,0,317.211,29.162,459.375,1.779
7.780,EMBER,tourer,0,1,27.953,29.000,0.525,0.000,4,0,0,317.083,31.672,450.264,1.830
7.780,GOLD,moto,0,1,28.337,29.000,0.332,0.000,4,0,0,317.017,36.751,431.489,1.715
7.780,BLUE,atv,0,1,28.240,29.000,0.380,0.000,4,0,0,316.927,38.729,424.423,1.767
8.040,YOU reference pilot,original,0,1,27.970,29.000,0.515,0.000,4,0,0,317.185,31.090,452.367,1.750
8.040,EMBER,tourer,0,1,27.970,29.000,0.515,0.000,4,0,0,317.050,33.619,443.260,1.809
8.040,GOLD,moto,0,1,28.329,29.000,0.336,0.000,4,0,0,316.976,38.737,424.394,1.721
8.040,BLUE,atv,0,1,28.239,29.000,0.380,0.000,4,0,0,316.902,40.707,417.353,1.771
8.300,YOU reference pilot,original,0,1,27.977,29.000,0.512,0.000,4,0,0,317.131,33.034,445.359,1.749
8.300,EMBER,tourer,0,1,27.974,29.000,0.513,0.000,4,0,0,317.009,35.574,436.255,1.801
8.300,GOLD,moto,0,1,28.301,29.000,0.351,0.000,4,0,0,317.332,40.717,417.315,1.363
8.300,BLUE,atv,0,1,28.240,29.000,0.380,0.000,4,0,0,316.892,42.678,410.280,1.775
8.540,YOU reference pilot,original,0,1,27.977,29.000,0.512,0.000,4,0,0,317.068,34.837,438.892,1.762
8.540,EMBER,tourer,0,1,27.975,29.000,0.513,0.000,4,0,0,316.968,37.383,429.790,1.801
8.540,GOLD,moto,0,1,28.321,29.000,0.340,0.000,4,0,0,318.143,42.529,410.816,0.678
8.540,BLUE,atv,0,1,28.241,29.000,0.379,0.000,4,0,0,316.902,44.490,403.748,1.780
8.800,YOU reference pilot,original,0,1,27.975,29.000,0.513,0.000,4,0,0,316.999,36.796,431.888,1.784
8.800,EMBER,tourer,0,1,27.974,29.000,0.513,0.000,4,0,0,316.929,39.343,422.786,1.808
8.800,GOLD,moto,0,1,28.336,29.000,0.332,0.000,4,0,0,319.200,44.480,403.792,0.781
8.800,BLUE,atv,0,1,28.244,29.000,0.378,0.000,4,0,0,316.937,46.441,396.669,1.784
9.040,YOU reference pilot,original,0,1,27.973,29.000,0.514,0.000,4,0,0,316.943,38.605,425.423,1.804
9.040,EMBER,tourer,0,1,27.974,29.000,0.513,0.000,4,0,0,316.902,41.150,416.320,1.818
9.040,GOLD,moto,0,1,28.336,29.000,0.332,0.000,4,0,0,320.089,46.275,397.292,1.536
9.040,BLUE,atv,0,1,28.248,29.000,0.376,0.000,4,0,0,316.996,48.226,390.129,1.788
9.300,YOU reference pilot,original,0,1,27.972,29.000,0.514,0.000,4,0,0,316.900,40.564,418.419,1.823
9.300,EMBER,tourer,0,1,27.971,29.000,0.515,0.000,4,0,0,316.896,43.102,409.313,1.821
9.300,GOLD,moto,0,1,28.331,29.000,0.335,0.000,4,0,0,320.827,48.211,390.222,2.181
9.300,BLUE,atv,0,1,28.253,29.000,0.374,0.000,4,0,0,317.093,50.138,383.036,1.793
9.540,YOU reference pilot,original,0,1,27.972,29.000,0.514,0.000,4,0,0,316.879,42.368,411.952,1.836
9.540,EMBER,tourer,0,1,27.923,29.000,0.539,0.000,4,0,0,317.150,44.893,402.852,1.602
9.540,GOLD,moto,0,1,28.280,29.000,0.362,0.000,4,0,0,321.028,49.985,383.667,2.288
9.540,BLUE,atv,0,1,28.260,29.000,0.370,0.000,4,0,0,317.210,51.878,376.482,1.807
9.800,YOU reference pilot,original,0,1,27.974,29.000,0.513,0.000,4,0,0,316.881,44.314,404.944,1.844
9.800,EMBER,tourer,0,1,27.937,29.000,0.534,0.000,4,0,0,317.968,46.809,395.895,0.951
9.800,GOLD,moto,0,1,28.319,29.000,0.343,0.000,4,0,0,320.508,51.873,376.575,1.654
9.800,BLUE,atv,0,1,28.268,29.000,0.366,0.000,4,0,0,317.355,53.732,369.371,1.827
10.040,YOU reference pilot,original,0,1,27.942,29.000,0.528,0.000,4,0,0,316.996,46.099,398.474,1.766
10.040,EMBER,tourer,0,1,27.970,29.000,0.516,0.000,4,0,0,319.017,48.555,389.501,0.727
10.040,GOLD,moto,0,1,28.323,29.000,0.339,0.000,4,0,0,319.944,53.584,370.018,0.993
10.040,BLUE,atv,0,1,28.271,29.000,0.365,0.000,4,0,0,317.495,55.452,362.810,1.816
10.300,YOU reference pilot,original,0,1,27.929,29.000,0.538,0.000,4,0,0,317.639,48.010,391.496,1.245
10.300,EMBER,tourer,0,1,27.985,29.000,0.508,0.000,4,0,0,320.159,50.429,382.564,1.497
10.300,GOLD,moto,0,1,28.330,29.000,0.337,0.000,4,0,0,319.877,55.444,362.892,0.803
10.300,BLUE,atv,0,1,28.268,29.000,0.366,0.000,4,0,0,317.644,57.356,355.713,1.796
10.540,YOU reference pilot,original,0,1,27.963,29.000,0.520,0.000,4,0,0,318.638,49.745,385.093,0.678
10.540,EMBER,tourer,0,1,27.985,29.000,0.508,0.000,4,0,0,321.031,52.144,376.127,2.186
10.540,GOLD,moto,0,1,28.345,29.000,0.328,0.000,4,0,0,320.215,57.200,356.331,0.986
10.540,BLUE,atv,0,1,28.264,29.000,0.368,0.000,4,0,0,317.776,59.122,349.165,1.777
10.800,YOU reference pilot,original,0,1,27.988,29.000,0.507,0.000,4,0,0,319.827,51.601,378.160,1.139
10.800,EMBER,tourer,0,1,27.990,29.000,0.506,0.000,4,0,0,321.690,53.980,369.115,2.657
10.800,GOLD,moto,0,1,28.353,29.000,0.323,0.000,4,0,0,320.773,59.116,349.235,1.386
10.800,BLUE,atv,0,1,28.262,29.000,0.369,0.000,4,0,0,317.916,61.032,342.070,1.761
11.040,YOU reference pilot,original,0,1,27.992,29.000,0.504,0.000,4,0,0,320.792,53.294,371.729,1.859
11.040,EMBER,tourer,0,1,27.996,29.000,0.503,0.000,4,0,0,322.040,55.684,362.626,2.865
11.040,GOLD,moto,0,1,28.354,29.000,0.323,0.000,4,0,0,321.309,60.882,342.686,1.788
11.040,BLUE,atv,0,1,28.262,29.000,0.369,0.000,4,0,0,318.051,62.790,335.521,1.754
11.300,YOU reference pilot,original,0,1,27.993,29.000,0.504,0.000,4,0,0,321.567,55.126,364.727,2.446
11.300,EMBER,tourer,0,1,28.000,29.000,0.500,0.000,4,0,0,322.203,57.565,355.596,2.902
11.300,GOLD,moto,0,1,28.347,29.000,0.327,0.000,4,0,0,321.810,62.794,335.584,2.141
11.300,BLUE,atv,0,1,28.263,29.000,0.368,0.000,4,0,0,318.214,64.683,328.422,1.755
11.540,YOU reference pilot,original,0,1,27.992,29.000,0.504,0.000,4,0,0,322.014,56.851,358.250,2.762
11.540,EMBER,tourer,0,1,28.002,29.000,0.499,0.000,4,0,0,322.228,59.312,349.107,2.821
11.540,GOLD,moto,0,1,28.308,29.000,0.347,0.000,4,0,0,321.884,64.549,329.017,2.069
11.540,BLUE,atv,0,1,28.267,29.000,0.367,0.000,4,0,0,318.392,66.413,321.864,1.762
11.800,YOU reference pilot,original,0,1,27.994,29.000,0.503,0.000,4,0,0,322.258,58.742,351.226,2.885
11.800,EMBER,tourer,0,1,28.003,29.000,0.499,0.000,4,0,0,322.201,61.206,342.077,2.678
11.800,GOLD,moto,0,1,28.338,29.000,0.332,0.000,4,0,0,321.447,66.428,321.908,1.464
11.800,BLUE,atv,0,1,28.272,29.000,0.364,0.000,4,0,0,318.632,68.262,314.754,1.773
12.040,YOU reference pilot,original,0,1,27.996,29.000,0.502,0.000,4,0,0,322.334,60.490,344.739,2.853
12.040,EMBER,tourer,0,1,28.002,29.000,0.499,0.000,4,0,0,322.184,62.950,335.587,2.541
12.040,GOLD,moto,0,1,28.330,29.000,0.336,0.000,4,0,0,321.300,68.143,315.328,1.122
12.040,BLUE,atv,0,1,28.280,29.000,0.361,0.000,4,0,0,318.912,69.937,308.182,1.784
12.300,YOU reference pilot,original,0,1,27.998,29.000,0.501,0.000,4,0,0,322.341,62.381,337.710,2.734
12.300,EMBER,tourer,0,1,28.004,29.000,0.498,0.000,4,0,0,322.218,64.829,328.552,2.420
12.300,GOLD,moto,0,1,28.348,29.000,0.327,0.000,4,0,0,321.637,69.967,308.196,1.145
12.300,BLUE,atv,0,1,28.291,29.000,0.355,0.000,4,0,0,319.296,71.707,301.052,1.797
12.540,YOU reference pilot,original,0,1,28.000,29.000,0.500,0.000,4,0,0,322.342,64.120,331.219,2.601
12.540,EMBER,tourer,0,1,28.007,29.000,0.497,0.000,4,0,0,322.320,66.549,322.055,2.343
12.540,GOLD,moto,0,1,28.369,29.000,0.316,0.000,4,0,0,322.258,71.612,301.619,1.380
12.540,BLUE,atv,0,1,28.304,29.000,0.349,0.000,4,0,0,319.745,73.288,294.461,1.808
12.800,YOU reference pilot,original,0,1,28.003,29.000,0.499,0.000,4,0,0,322.389,65.989,324.182,2.471
12.800,EMBER,tourer,0,1,28.013,29.000,0.494,0.000,4,0,0,322.519,68.388,315.010,2.298
12.800,GOLD,moto,0,1,28.389,29.000,0.306,0.000,4,0,0,323.114,73.340,294.494,1.721
12.800,BLUE,atv,0,2,28.322,29.000,0.340,0.000,4,0,0,320.361,74.928,287.308,1.820
13.040,YOU reference pilot,original,0,1,28.008,29.000,0.496,0.000,4,0,0,322.505,67.696,317.681,2.381
13.040,EMBER,tourer,0,1,28.022,29.000,0.489,0.000,4,0,0,322.788,70.056,308.499,2.283
13.040,GOLD,moto,0,2,28.406,29.000,0.298,0.000,4,0,0,323.993,74.873,287.909,2.012
13.040,BLUE,atv,0,2,28.343,29.000,0.330,0.000,4,0,0,321.076,76.361,280.695,1.832
13.300,YOU reference pilot,original,0,1,28.016,29.000,0.492,0.000,4,0,0,322.726,69.515,310.630,2.320
13.300,EMBER,tourer,0,1,28.036,29.000,0.483,0.000,4,0,0,323.177,71.821,301.437,2.283
13.300,GOLD,moto,0,2,28.405,29.000,0.299,0.000,4,0,0,324.837,76.447,280.739,2.070
