time,x,y,z,speed,throttle,brake,lap,next,branch,recoveries
0.005203247,780.1918,91.56433,-128.4209,0.3475605,1,0,0,0,,0
0.2252045,779.6193,91.52771,-128.3511,4.306681,1,0,0,0,,0
0.4452057,778.2318,91.30329,-128.1438,8.151889,1,0,0,0,,0
0.6652069,776.0722,90.94442,-127.7168,11.75537,1,0,0,0,,0
0.8852081,773.198,90.49549,-127.0137,15.11267,1,0,0,0,,0
1.105209,769.6659,89.95052,-126.0398,18.24396,1,0,0,0,,0
1.325211,765.5141,89.30999,-124.8456,21.16364,1,0,0,0,,0
1.545212,760.8203,88.59299,-123.511,23.09929,0.3887619,0,0,0,,0
1.765198,755.7941,87.83791,-122.1366,24.62484,0.2769974,0,0,0,,0
1.96521,751.0654,87.15353,-120.8866,24.94333,0.2350266,0,0,0,,0
2.185211,745.7568,86.43489,-119.4712,25.31419,0.2223297,0,0,1,,0
2.405197,740.309,86.31772,-117.9303,26.69211,1,0,0,1,,0
2.605209,735.1389,86.0831,-116.4207,26.85118,1,0,0,1,,0
2.825211,729.481,85.37328,-114.7657,26.93637,1,0,0,1,,0
3.045212,723.854,84.19321,-113.1169,27.12118,1,0,0,1,,0
3.265198,718.3986,82.76604,-111.3583,25.36042,0,0.5755072,0,1,,0
3.46521,714.1235,82.36036,-109.5311,21.52665,0,0.813673,0,0,,0
3.685211,710.4591,82.01019,-107.7199,16.06159,0,1,0,0,,0
3.905197,708.0056,81.71016,-106.3246,10.27591,0,1,0,0,,0
4.105209,706.7565,81.55355,-105.5486,5.042187,0,1,0,0,,0
4.325211,706.2438,81.49466,-105.2147,2.705828,1,0,0,0,,0
4.545197,705.3727,81.39038,-104.6134,6.568244,1,0,0,0,,0
4.745209,704.0347,81.22615,-103.6696,9.217111,0.409819,0,0,0,,0
4.96521,702.3088,81.01505,-102.4486,9.775135,0.07691345,0,0,0,,0
5.185211,700.5873,80.80666,-101.2525,9.463539,0,0,0,0,,0
5.405197,698.8777,80.60165,-100.1033,9.377418,0.09372635,0,0,0,,0
5.605209,697.333,80.41673,-99.08272,9.306027,0.1713562,0,0,0,,0
5.825211,695.6238,80.20665,-97.85799,9.726696,0.07771378,0,0,0,,0
6.045197,694.043,79.99657,-96.42338,9.736171,0.1086021,0,0,0,,0
6.245209,692.8339,79.8654,-94.87472,9.894855,0.09003601,0,0,0,,0
6.46521,691.9411,79.67679,-92.86789,9.909215,0.07191315,0,0,0,,0
6.685196,691.6315,79.51234,-90.70403,9.903012,0.07727738,0,0,0,,0
6.885208,691.8605,79.47751,-88.73254,9.902589,0.07839432,0,0,0,,0
7.105209,692.7083,79.52915,-86.4538,12.36359,1,0,0,0,,0
7.325211,694.3435,79.54918,-83.85645,15.21623,1,0,0,0,,0
7.545197,696.7761,79.54102,-81.09656,17.9416,1,0,0,0,,0
7.745209,699.6028,79.53718,-78.47962,20.31554,1,0,0,0,,0
7.96521,703.2429,79.53832,-75.3988,22.78538,1,0,0,0,,0
8.185196,707.1901,79.53922,-71.88006,25.02927,1,0,0,0,,0
8.385208,710.7667,79.53917,-68.08118,26.91824,1,0,0,0,,0
8.605209,714.5808,79.53905,-63.2424,28.87745,1,0,0,0,,0
8.825195,718.2226,79.53905,-57.76492,30.71621,1,0,0,0,,0
9.025208,721.2924,79.53906,-52.29879,31.81109,0.9719986,0,0,0,,0
9.245209,724.1165,79.53906,-45.88833,31.88881,1,0,0,0,,0
9.465195,726.1872,79.52824,-39.00556,33.32059,1,0,0,0,,0
9.665207,727.3559,79.4381,-32.29003,34.63673,1,0,0,0,,0
9.885208,727.8653,79.23291,-24.51026,36.08854,1,0,0,0,,0
10.10521,727.7953,79.0019,-16.39991,37.51796,1,0,0,0,,0
10.3252,727.3799,78.80386,-7.994432,38.87586,1,0,0,0,,0
10.52521,726.7596,78.67976,-0.1218787,39.92365,0.5403687,0,0,0,,0
10.74521,725.5939,78.6542,8.465661,39.1499,0,0.2981234,0,0,,0
10.96519,724.701,78.83693,16.76726,37.58078,0,0.3862753,0,0,,0
11.16521,724.6573,79.32549,24.06898,35.39093,0,0.4721584,0,0,,0
11.38521,725.2607,80.15162,31.3954,31.2821,0,1,0,0,,0
11.60519,726.3146,80.96336,37.36131,24.88008,0,1,0,0,,0
11.80521,727.441,81.64306,41.52438,19.86452,0,1,0,0,,0
12.02521,728.9888,82.49385,45.79955,22.00827,1,0,0,0,,0
12.24521,731.0425,83.56966,50.30264,23.92602,1,0,0,0,,0
12.46519,733.6324,84.99966,54.81001,24.88349,0.7763367,0,0,0,,0
12.66521,736.3851,86.50461,58.53267,23.60072,0,0.1928701,0,0,,0
12.88521,739.7181,88.13393,61.84013,22.39785,1,0,0,0,,0
13.10519,743.5203,89.94245,64.45271,22.18627,0,0.2050638,0,0,,0
13.30521,746.9225,91.8891,66.04935,20.27311,1,0,0,0,,0
13.52521,750.3638,94.10294,67.45337,18.92605,1,0,0,0,,0
13.74519,753.8018,95.83957,68.86639,17.22104,1,0,0,0,,0
13.94521,756.9222,97.00942,70.15622,15.86161,1,0,0,0,,0
14.16521,760.3479,97.84834,71.57864,14.78971,1,0,0,0,,0
14.38519,763.6992,98.25893,72.86845,12.74796,0,0.9138298,0,0,,0
14.58521,766.1653,99.33561,72.59689,14.381,1,0,0,0,,0
14.80521,769.2747,100.3639,71.78879,16.14588,1,0,0,0,,0
15.02521,772.686,101.4244,70.62598,18.03979,1,0,0,0,,0
15.24519,776.3635,102.9261,69.35035,19.81495,1,0,0,0,,0
15.44521,779.9917,104.4601,68.07685,21.41353,1,0,0,0,,0
15.66521,784.3051,106.3062,66.63869,23.02744,1,0,0,0,,0
15.88519,788.9948,108.28,65.37154,24.47808,1,0,0,0,,0
16.08521,793.5561,110.1769,64.59459,25.01706,0,0.1939135,0,0,,0
16.30521,798.4733,112.2221,64.41345,23.51357,0,0.1366973,0,0,,0
16.52519,803.1189,114.1771,65.05574,22.94276,0.1528717,0,0,0,,0
16.7252,807.1066,115.9899,66.36836,22.69423,1,0,0,0,,0
16.94521,811.4355,117.5749,68.11953,21.27627,1,0,0,0,,0
17.16521,815.7501,118.6793,69.86825,19.3693,1,0,0,0,,0
17.38519,819.8301,119.3739,71.92649,19.39416,1,0,0,0,,0
17.58521,822.6923,120.0355,74.85076,21.08002,1,0,0,0,,0
17.80521,825.1547,120.8904,78.98026,23.06201,1,0,0,0,,0
18.02519,827.34,121.9077,83.64,22.64839,1,0,0,0,,0
18.2252,828.9039,123.1219,87.65816,19.2002,1,0,0,0,,0
18.44521,830.5428,123.9508,92.18693,8.782237,0.02045822,0,0,0,,0
18.66519,832.058,124.3498,96.73575,-4.252543,1,0,0,0,,0
18.8652,833.3764,124.5641,100.7323,-9.896514,0.5870987,0,0,0,,0
19.08521,834.6339,125.2484,104.7106,-14.42214,0,1,0,0,,0
19.30521,835.8964,125.5089,108.5608,-13.44497,0,1,0,0,,0
19.52519,837.1672,125.4574,112.2716,-5.556006,1,0,0,0,,0
19.7252,837.8087,126.0138,114.166,-3.627479,0,0.8909986,0,0,,0
19.94521,838.3579,126.2037,115.8935,-4.261861,0,1,0,0,,0
