time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ
0.020,11.887,0.238,-628.223,8.959,14.757,4,7.800,0.050,"",0.000,0.000,0.000,11.887,0.000,1.000,124.762
0.040,11.895,0.476,-628.219,8.958,14.519,4,8.085,0.007,"",0.056,0.000,0.000,11.895,0.000,1.000,124.524
0.060,11.902,0.714,-628.215,8.956,14.281,4,8.362,0.021,"",0.053,0.000,0.001,11.902,0.000,1.000,124.286
0.080,11.801,0.950,-628.211,8.953,14.045,4,8.626,0.038,"",0.049,0.000,-0.002,11.802,0.000,1.000,124.050
0.100,11.819,1.187,-628.207,8.950,13.808,4,8.874,0.048,"",0.099,0.000,0.003,11.819,0.000,1.000,123.813
0.120,11.834,1.423,-628.203,8.947,13.572,4,9.110,0.051,"",0.091,0.000,-0.004,11.835,0.000,1.000,123.577
0.140,11.848,1.661,-628.199,8.944,13.335,4,9.329,0.051,"",0.083,0.000,0.005,11.849,0.000,1.000,123.339
0.160,11.861,1.898,-628.195,8.940,13.097,4,9.527,0.049,"",0.076,0.000,-0.006,11.861,0.000,1.000,123.102
0.180,11.872,2.135,-628.192,8.937,12.860,4,9.705,0.045,"",0.070,0.000,0.007,11.873,0.000,1.000,122.865
0.200,11.882,2.373,-628.188,8.933,12.622,4,9.861,0.040,"",0.064,0.000,-0.008,11.882,0.000,1.000,122.627
0.220,11.891,2.611,-628.184,8.930,12.384,4,9.994,0.035,"",0.059,0.000,0.008,11.891,0.000,1.000,122.389
0.240,11.899,2.849,-628.180,8.926,12.146,4,10.105,0.030,"",0.055,0.000,-0.009,11.899,0.000,1.000,122.151
0.260,11.906,3.087,-628.176,8.923,11.908,4,10.193,0.025,"",0.051,0.000,0.009,11.906,0.000,1.000,121.913
0.280,11.805,3.323,-628.172,8.920,11.672,4,10.260,0.021,"",0.047,0.000,-0.010,11.805,0.000,1.000,121.677
0.300,11.822,3.560,-628.168,8.917,11.436,4,10.306,0.017,"",0.098,0.000,0.010,11.823,0.000,1.000,121.440
0.320,11.838,3.796,-628.164,8.915,11.199,4,10.335,0.014,"",0.089,0.000,-0.010,11.838,0.000,1.000,121.204
0.340,11.852,4.034,-628.160,8.913,10.962,4,10.347,0.011,"",0.081,0.000,0.010,11.852,0.000,1.000,120.967
0.360,11.864,4.271,-628.156,8.910,10.725,4,10.345,0.009,"",0.074,0.000,-0.010,11.864,0.000,1.000,120.729
0.380,11.875,4.508,-628.152,8.908,10.487,4,10.330,0.007,"",0.068,0.000,0.011,11.875,0.000,1.000,120.492
0.400,11.885,4.746,-628.149,8.907,10.250,4,10.305,0.005,"",0.062,0.000,-0.011,11.885,0.000,1.000,120.254
