time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ
0.020,35.662,0.713,-626.515,8.809,14.310,4,7.800,0.092,"Ground_80_240:(0.00, 1.00, 0.00)",0.000,0.000,0.000,35.662,0.000,1.000,124.287
0.040,35.668,1.427,-626.503,8.808,13.597,4,7.935,0.057,"Ground_80_320:(0.00, 1.00, 0.00)",0.169,0.000,0.000,35.668,0.000,1.000,123.573
0.060,35.675,2.140,-626.492,8.805,12.883,4,8.086,0.028,"Ground_80_320:(0.00, 1.00, 0.00)",0.166,0.000,0.000,35.675,0.000,1.000,122.860
0.080,35.681,2.854,-626.480,8.803,12.169,4,8.240,0.005,"Ground_80_320:(0.00, 1.00, 0.00)",0.163,0.000,-0.001,35.681,0.000,1.000,122.146
0.100,35.686,3.568,-626.468,8.799,11.456,4,8.401,0.013,"Ground_80_320:(0.00, 1.00, 0.00)",0.160,0.000,0.002,35.686,0.000,1.000,121.432
0.120,35.692,4.282,-626.456,8.795,10.742,4,8.565,0.026,"Ground_80_320:(0.00, 1.00, 0.00)",0.157,0.000,0.003,35.692,0.000,1.000,120.718
0.140,35.697,4.996,-626.444,8.791,10.028,4,8.734,0.036,"Ground_80_320:(0.00, 1.00, 0.00)",0.154,0.000,-0.004,35.697,0.000,1.000,120.004
0.160,35.701,5.710,-626.433,8.786,9.314,4,8.904,0.042,"Ground_80_320:(0.00, 1.00, 0.00)",0.152,0.000,-0.005,35.702,0.000,1.000,119.290
0.180,35.706,6.424,-626.421,8.781,8.600,4,9.073,0.046,"Ground_80_320:(0.00, 1.00, 0.00)",0.149,0.000,0.005,35.706,0.000,1.000,118.576
0.200,35.710,7.138,-626.409,8.776,7.886,4,9.239,0.048,"Ground_80_320:(0.00, 1.00, 0.00)",0.147,0.000,0.006,35.711,0.000,1.000,117.862
0.220,35.714,7.853,-626.397,8.771,7.171,4,9.399,0.047,"Ground_80_320:(0.00, 1.00, 0.00)",0.145,0.000,-0.007,35.715,0.000,1.000,117.147
0.240,35.718,8.567,-626.386,8.765,6.457,4,9.550,0.046,"Ground_80_320:(0.00, 1.00, 0.00)",0.143,0.000,-0.007,35.719,0.000,1.000,116.433
0.260,35.722,9.281,-626.374,8.760,5.743,4,9.691,0.044,"Ground_80_320:(0.00, 1.00, 0.00)",0.141,0.000,0.008,35.722,0.000,1.000,115.719
0.280,35.726,9.996,-626.362,8.754,5.028,4,9.819,0.041,"Ground_80_320:(0.00, 1.00, 0.00)",0.139,0.000,0.009,35.726,0.000,1.000,115.004
0.300,35.729,10.711,-626.350,8.749,4.314,4,9.934,0.038,"Ground_80_320:(0.00, 1.00, 0.00)",0.137,0.000,-0.009,35.729,0.000,1.000,114.289
0.320,35.732,11.425,-626.339,8.743,3.599,4,10.034,0.034,"Ground_80_320:(0.00, 1.00, 0.00)",0.136,0.000,-0.009,35.732,0.000,1.000,113.575
0.340,35.735,12.140,-626.327,8.738,2.885,4,10.118,0.031,"Ground_80_320:(0.00, 1.00, 0.00)",0.134,0.000,0.010,35.735,0.000,1.000,112.860
0.360,35.738,12.855,-626.315,8.733,2.170,4,10.186,0.027,"Ground_80_320:(0.00, 1.00, 0.00)",0.133,0.000,0.010,35.738,0.000,1.000,112.145
0.380,35.740,13.570,-626.303,8.728,1.455,4,10.239,0.024,"Ground_80_320:(0.00, 1.00, 0.00)",0.131,0.000,-0.010,35.740,0.000,1.000,111.430
0.400,35.743,14.284,-626.291,8.723,0.741,4,10.278,0.020,"Ground_80_320:(0.00, 1.00, 0.00)",0.130,0.000,-0.010,35.743,0.000,1.000,110.716
0.420,35.745,14.999,-626.280,8.719,0.026,4,10.302,0.017,"Ground_80_320:(0.00, 1.00, 0.00)",0.129,0.000,0.011,35.745,0.000,1.000,110.001
0.440,35.747,15.714,-626.268,8.714,-0.689,4,10.314,0.014,"Ground_80_320:(0.00, 1.00, 0.00)",0.127,0.000,0.011,35.747,0.000,1.000,109.286
0.460,35.749,16.429,-626.256,8.710,-1.404,4,10.314,0.012,"Ground_80_320:(0.00, 1.00, 0.00)",0.126,0.000,-0.011,35.749,0.000,1.000,108.571
0.480,35.751,17.144,-626.244,8.706,-2.119,4,10.304,0.010,"Ground_80_320:(0.00, 1.00, 0.00)",0.125,0.000,-0.011,35.751,0.000,1.000,107.856
0.500,35.753,17.859,-626.233,8.702,-2.834,4,10.285,0.008,"Ground_80_320:(0.00, 1.00, 0.00)",0.124,0.000,0.011,35.753,0.000,1.000,107.141
0.520,35.755,18.574,-626.221,8.699,-3.549,4,10.259,0.006,"Ground_80_320:(0.00, 1.00, 0.00)",0.123,0.000,0.011,35.755,0.000,1.000,106.426
0.540,35.756,19.290,-626.209,8.695,-4.264,4,10.227,0.004,"Ground_80_320:(0.00, 1.00, 0.00)",0.123,0.000,-0.011,35.756,0.000,1.000,105.710
0.560,35.758,20.005,-626.197,8.692,-4.979,4,10.191,0.003,"Ground_80_320:(0.00, 1.00, 0.00)",0.122,0.000,-0.011,35.758,0.000,1.000,104.995
0.580,35.759,20.720,-626.186,8.689,-5.694,4,10.152,0.002,"Ground_80_320:(0.00, 1.00, 0.00)",0.121,0.000,0.011,35.759,0.000,1.000,104.280
0.600,35.761,21.435,-626.174,8.686,-6.409,4,10.112,0.001,"Ground_80_320:(0.00, 1.00, 0.00)",0.120,0.000,0.011,35.761,0.000,1.000,103.565
0.620,35.762,22.150,-626.162,8.683,-7.124,4,10.071,0.000,"Ground_80_320:(0.00, 1.00, 0.00)",0.120,0.000,-0.011,35.762,0.000,1.000,102.850
0.640,35.763,22.866,-626.150,8.680,-7.839,4,10.030,0.000,"Ground_80_320:(0.00, 1.00, 0.00)",0.119,0.000,-0.011,35.763,0.000,1.000,102.134
0.660,35.764,23.581,-626.138,8.677,-8.555,4,9.990,0.001,"Ground_80_320:(0.00, 1.00, 0.00)",0.119,0.000,0.011,35.764,0.000,1.000,101.419
0.680,35.765,24.296,-626.127,8.675,-9.270,4,9.953,0.001,"Ground_80_320:(0.00, 1.00, 0.00)",0.118,0.000,0.011,35.765,0.000,1.000,100.704
0.700,35.766,25.011,-626.115,8.672,-9.985,4,10.502,0.001,"Ground_80_320:(0.00, 1.00, 0.00)",0.117,0.000,-0.011,35.766,0.000,1.000,99.989
0.720,35.767,25.727,-626.103,8.670,-10.700,4,10.417,0.063,"Reverse supported roadworks transition:(0.00, 1.00, 0.00)",0.117,0.000,-0.010,35.767,0.000,1.000,99.273
0.740,35.768,26.442,-626.091,8.668,-11.415,4,10.370,0.114,"Reverse supported roadworks transition:(0.00, 1.00, 0.00)",0.117,0.000,0.009,35.768,0.000,1.000,98.558
