time,x,y,z,speed,wheels,target,throttle,brake,steer
0.01999999,990.0043,164.5692,115.0058,0.3598497,4,1,1,0,0
0.03999998,990.0127,164.5678,115.0173,0.7174072,4,2,1,0,0.006167203
0.05999998,990.0253,164.5659,115.0346,1.072672,4,3,1,0,0.01191484
0.07999997,990.0421,164.5636,115.0576,1.42565,4,4,1,0,0.0170553
0.09999996,990.063,164.5611,115.0862,1.776352,4,5,1,0,0.02163721
0.12,990.088,164.5584,115.1205,2.12479,4,6,1,0,0.02577934
0.14,990.117,164.5557,115.1604,2.470981,4,6,1,0,0.02602844
0.1599999,990.1501,164.5531,115.2059,2.814939,4,6,1,0,0.02623465
0.1799999,990.1872,164.5505,115.2569,3.156683,4,6,1,0,0.02640198
0.1999999,990.2283,164.5482,115.3134,3.49623,4,6,1,0,0.02652227
0.2199999,990.2734,164.546,115.3753,3.833598,4,6,1,0,0.02658127
0.2399999,990.3224,164.5441,115.4427,4.168804,4,7,1,0,0.029753
0.2599999,990.3754,164.5425,115.5154,4.501867,4,7,1,0,0.0296228
0.2799999,990.4323,164.5412,115.5936,4.832804,4,7,1,0,0.02939282
0.2999999,990.4931,164.5402,115.677,5.16163,4,7,1,0,0.02908299
0.3199999,990.5578,164.5393,115.7657,5.48831,4,7,1,0,0.02869385
0.3399999,990.6263,164.5387,115.8596,5.813008,4,7,1,0,0.02820694
0.3599999,990.6981,164.5384,115.9578,6.080614,4,7,0.8308945,0,0.02768163
0.3799999,990.7723,164.5383,116.0593,6.286114,4,7,0.6435705,0,0.02706966
0.3999999,990.8484,164.5385,116.1633,6.444323,4,7,0.49972,0,0.02641328
0.4199998,990.926,164.5388,116.2692,6.56636,4,7,0.3889739,0,0.02572086
0.4399998,991.0049,164.5393,116.3766,6.660636,4,8,0.3035477,0,0.02705453
0.4599998,991.0847,164.5399,116.485,6.733549,4,8,0.2375548,0,0.02614185
0.4799998,991.1652,164.5406,116.5944,6.789989,4,8,0.1865156,0,0.02516964
0.4999998,991.2464,164.5414,116.7043,6.833708,4,8,0.147008,0,0.02418945
0.5199998,991.328,164.5422,116.8148,6.867592,4,8,0.1164042,0,0.02317675
0.5399998,991.41,164.5431,116.9256,6.893865,4,8,0.09268536,0,0.02217451
0.5599998,991.4924,164.5441,117.0367,6.914241,4,8,0.07429475,0,0.02116989
0.5799998,991.5751,164.545,117.1479,6.930051,4,8,0.06003108,0,0.02018697
0.5999998,991.6572,164.5459,117.2583,6.879975,4,9,0.0489644,0,0.02044019
0.6199998,991.7397,164.5467,117.369,6.903473,4,9,0.08401761,0,0.01938163
0.6399997,991.8226,164.5476,117.4799,6.921702,4,9,0.06756897,0,0.01832467
0.6599998,991.9056,164.5484,117.591,6.93585,4,9,0.05480833,0,0.01727369
0.6799998,991.9882,164.5492,117.7012,6.884435,4,9,0.04490523,0,0.01628687
0.6999997,992.0711,164.5499,117.8117,6.906945,4,9,0.08089571,0,0.01529663
0.7199997,992.1544,164.5506,117.9224,6.924411,4,9,0.06513868,0,0.01433748
0.7399997,992.2378,164.5512,118.0333,6.93797,4,9,0.05291209,0,0.0134079
0.7599998,992.3207,164.5517,118.1432,6.886079,4,9,0.04342122,0,0.01253434
0.7799997,992.4039,164.5523,118.2535,6.90824,4,10,0.07974482,0,0.01238043
0.7999997,992.4874,164.5527,118.364,6.925437,4,10,0.06423211,0,0.01150903
0.8199997,992.5712,164.5532,118.4747,6.938785,4,10,0.05219412,0,0.01067845
0.8399997,992.6544,164.5536,118.5845,6.886725,4,10,0.04285045,0,0.009875004
0.8599997,992.7379,164.5539,118.6946,6.908762,4,10,0.0792922,0,0.009097956
0.8799997,992.8217,164.5543,118.8049,6.925863,4,10,0.06386662,0,0.008360438
0.8999997,992.9056,164.5546,118.9154,6.939135,4,10,0.05189605,0,0.00764415
0.9199997,992.9891,164.5549,119.025,6.887013,4,10,0.04260545,0,0.006968689
0.9399996,993.0728,164.5552,119.1349,6.909004,4,11,0.07909093,0,0.006925407
0.9599997,993.1568,164.5555,119.2451,6.926067,4,11,0.06369738,0,0.006292387
0.9799997,993.2412,164.5538,119.3558,6.939467,2,11,0.05175285,0,0.00568522
0.9999996,993.3253,164.5502,119.466,6.888138,2,11,0.04237313,0,0.005106584
1.02,993.4098,164.5447,119.5769,6.911858,2,11,0.07830352,0,0.004544999
1.04,993.4948,164.5373,119.6883,6.931693,2,11,0.06169934,0,0.004006531
1.06,993.5792,164.5282,119.7992,6.886448,2,11,0.04781518,0,0.00348712
1.08,993.6642,164.5174,119.9106,6.915491,2,11,0.07948647,0,0.003008659
1.1,993.7495,164.5049,120.0225,6.939973,2,11,0.05915656,0,0.002539312
1.12,993.8343,164.4907,120.1338,6.89879,2,12,0.04201898,0,0.002860364
1.14,993.9196,164.4751,120.2456,6.931118,2,12,0.07084708,0,0.002463012
1.16,994.0043,164.4579,120.3569,6.896345,2,12,0.04821706,0,0.002070157
1.18,994.0895,164.4395,120.4687,6.933385,2,12,0.0725584,0,0.00172349
1.2,994.1743,164.4198,120.58,6.902465,2,12,0.04663024,0,0.001372655
1.22,994.259,164.3961,120.6911,6.921714,0,12,0.06827459,0,0.001018198
1.24,994.3436,164.3685,120.8022,6.944108,0,12,0.05479999,0,0.0006586654
1.26,994.4281,164.337,120.9132,6.969547,0,12,0.03912439,0,0.0002565032
1.279999,994.5125,164.3015,121.0241,6.997929,0,12,0.02131724,0,-0.0001924713
1.3,994.5969,164.2621,121.1349,7.029148,0,13,0.001449966,0,0.0003709301
1.32,994.6812,164.2188,121.2456,7.063099,0,13,0,0,-5.942745E-05
1.34,994.7653,164.1716,121.3562,7.099671,0,13,0,0,-0.0005282125
1.36,994.8494,164.1205,121.4667,7.138752,0,13,0,0,-0.001018712
1.38,994.9323,164.0686,121.5756,7.110759,2,13,0,0,-0.00155153
1.399999,995.014,164.0164,121.6831,7.078311,2,13,0,0,-0.002089832
1.419999,995.0948,163.964,121.7892,7.040758,2,13,0,0,-0.002599346
1.439999,995.1747,163.9132,121.8945,6.999453,3,13,0,0,-0.003090415
1.459999,995.2546,163.8661,121.9994,6.957298,4,13,0.0003828525,0,-0.003496761
1.479999,995.3345,163.823,122.1044,6.924078,4,13,0.0298912,0,-0.003856049
1.5,995.4153,163.7844,122.2104,6.959506,4,14,0.05314507,0,-0.002283887
1.52,995.4962,163.7503,122.3165,6.925138,4,14,0.02834577,0,-0.002400983
1.539999,995.5768,163.7224,122.4234,6.942085,4,14,0.05240307,0,-0.00251326
1.559999,995.6572,163.6993,122.5304,6.903199,4,14,0.04054065,0,-0.002071608
1.579999,995.7386,163.6802,122.6386,6.942096,4,14,0.06776056,0,-0.001518326
1.599999,995.8201,163.6649,122.7469,6.909606,4,14,0.04053264,0,-0.001150795
1.619999,995.9025,163.653,122.8562,6.946288,4,14,0.06327581,0,-0.0009253323
1.639999,995.9847,163.6442,122.9653,6.911686,4,14,0.03759866,0,-0.0007866215
1.659999,996.0676,163.638,123.0754,6.946666,4,14,0.0618195,0,-0.0007268162
1.679999,996.1505,163.634,123.1852,6.910626,4,14,0.03733397,0,-0.0006931393
1.699999,996.2338,163.6317,123.2958,6.944502,4,15,0.06256151,0,0.001546945
1.719999,996.3168,163.6306,123.406,6.907704,4,15,0.03884869,0,0.001562968
1.739999,996.4004,163.6304,123.5168,6.941086,4,15,0.06460695,0,0.001527332
1.759999,996.4836,163.6307,123.6272,6.904112,4,15,0.04123993,0,0.001472366
1.779999,996.5673,163.6311,123.7381,6.937496,4,15,0.06712136,0,0.001389424
1.799999,996.6506,163.6314,123.8485,6.900747,4,15,0.043753,0,0.001314285
1.819999,996.7343,163.6312,123.9595,6.934442,4,15,0.06947689,0,0.001253868
1.839999,996.8176,163.6305,124.0699,6.898118,4,15,0.04589057,0,0.00120534
1.859999,996.9014,163.6289,124.1807,6.932246,4,15,0.07131772,0,0.001137201
1.879999,996.9847,163.6265,124.291,6.896384,4,15,0.04742799,0,0.001099274
1.899999,997.0684,163.623,124.4018,6.930941,4,16,0.07253103,0,0.002856614
1.919999,997.1516,163.6186,124.5119,6.895483,4,16,0.04834123,0,0.002853576
1.939999,997.2353,163.6131,124.6225,6.930395,4,16,0.07316155,0,0.002837021
1.959999,997.3185,163.6066,124.7325,6.895237,4,16,0.04872341,0,0.002807794
1.979999,997.4021,163.5992,124.843,6.930396,4,16,0.07333412,0,0.00279076
1.999999,997.4852,163.5908,124.9528,6.895426,4,16,0.04872308,0,0.002766302
2.019999,997.5688,163.5816,125.0632,6.930728,4,16,0.07320194,0,0.002757848
2.039999,997.6519,163.5717,125.1729,6.895851,4,16,0.04849043,0,0.002744982
2.059999,997.7354,163.5611,125.2831,6.931217,4,16,0.07290421,0,0.002733335
2.079999,997.8185,163.55,125.3928,6.896369,4,16,0.04814797,0,0.002738281
2.099999,997.902,163.5383,125.5029,6.931747,4,16,0.07254138,0,0.002726123
2.119999,997.985,163.5264,125.6125,6.896888,4,17,0.04777679,0,0.003590648
2.139999,998.0685,163.5141,125.7226,6.932247,4,17,0.07217855,0,0.003554972
2.159999,998.1516,163.5016,125.8321,6.897354,4,17,0.04742732,0,0.003524868
2.179999,998.2351,163.4889,125.9421,6.932679,4,17,0.07185211,0,0.003473357
2.199999,998.3182,163.4763,126.0516,6.897745,4,17,0.04712491,0,0.003398363
2.219999,998.4017,163.4635,126.1616,6.933031,4,17,0.07157874,0,0.003340881
2.239999,998.4847,163.4509,126.2711,6.898055,4,17,0.04687858,0,0.003283451
2.259999,998.5683,163.4383,126.3811,6.933304,4,17,0.07136178,0,0.003230053
2.279999,998.6514,163.4259,126.4905,6.898291,4,17,0.04668732,0,0.003161948
2.299999,998.735,163.4135,126.6005,6.933509,4,17,0.07119622,0,0.003099196
2.319999,998.8181,163.4014,126.7099,6.898465,4,18,0.04654379,0,0.003008635
2.339999,998.9018,163.3894,126.8199,6.933657,4,18,0.07107439,0,0.002914315
2.359999,998.985,163.3776,126.9294,6.898588,4,18,0.04644031,0,0.002796307
2.379999,999.0687,163.3659,127.0393,6.933759,4,18,0.07098828,0,0.002699712
2.399999,999.1519,163.3544,127.1488,6.898672,4,18,0.04636889,0,0.002594619
2.419999,999.2356,163.3431,127.2588,6.933826,4,18,0.07092986,0,0.002497588
2.439999,999.3189,163.3319,127.3682,6.898725,4,18,0.04632149,0,0.00241077
2.459999,999.4026,163.3209,127.4782,6.933867,4,18,0.07089281,0,0.002313791
2.479999,999.486,163.31,127.5876,6.898754,4,18,0.04629278,0,0.002243081
2.499999,999.5698,163.2991,127.6976,6.933889,4,18,0.07087211,0,0.002145674
2.519999,999.6531,163.2884,127.807,6.898768,4,18,0.04627776,0,0.002055785
2.539999,999.7369,163.2778,127.917,6.933896,4,19,0.0708621,0,0.001311852
2.559999,999.8203,163.2672,128.0264,6.898771,4,19,0.04627275,0,0.001210637
2.579999,999.9041,163.2566,128.1364,6.933896,4,19,0.0708601,0,0.001123881
2.599999,999.9875,163.2462,128.2458,6.898769,4,19,0.04627275,0,0.001050885
2.619999,1000.071,163.2356,128.3557,6.933892,4,19,0.07086144,0,0.0009729219
2.639999,1000.155,163.2252,128.4651,6.898764,4,19,0.04627576,0,0.0009200458
2.659999,1000.239,163.2147,128.5751,6.933886,4,19,0.07086544,0,0.000858581
2.679999,1000.322,163.2042,128.6844,6.898756,4,19,0.0462801,0,0.0007856034
2.699999,1000.406,163.1937,128.7944,6.933878,4,19,0.07087078,0,0.000739585
2.719999,1000.489,163.1832,128.9037,6.898747,4,19,0.04628544,0,0.0006945997
2.739999,1000.573,163.1727,129.0137,6.933868,4,19,0.07087712,0,0.0006546432
2.759999,1000.657,163.1622,129.123,6.898737,4,20,0.04629245,0,-0.0004079352
2.779999,1000.741,163.1516,129.233,6.933859,4,20,0.0708838,0,-0.0004473623
2.799999,1000.824,163.141,129.3423,6.89873,4,20,0.04629879,0,-0.0004714589
2.819999,1000.908,163.1303,129.4522,6.933852,4,20,0.07088914,0,-0.0004858008
2.839999,1000.991,163.1197,129.5616,6.898725,4,20,0.0463038,0,-0.0004887028
2.859999,1001.075,163.109,129.6715,6.933848,4,20,0.07089248,0,-0.0005013532
2.879999,1001.159,163.0984,129.7808,6.89872,4,20,0.04630646,0,-0.0004902584
2.899999,1001.243,163.0876,129.8907,6.933844,4,20,0.07089581,0,-0.0004930003
2.919999,1001.326,163.0769,130.0001,6.898715,4,20,0.04630947,0,-0.0004960343
2.939999,1001.41,163.0661,130.11,6.933836,4,20,0.07089915,0,-0.0004945456
2.959999,1001.493,163.0554,130.2193,6.898708,4,20,0.04631448,0,-0.0004728659
2.979999,1001.577,163.0446,130.3292,6.93383,4,21,0.07090449,0,-0.001714271
2.999999,1001.661,163.0339,130.4386,6.898702,4,21,0.04631915,0,-0.001697816
3.019999,1001.745,163.023,130.5484,6.933825,4,21,0.07090849,0,-0.001663745
3.039999,1001.828,163.0123,130.6578,6.898699,4,21,0.04632216,0,-0.001620799
3.059999,1001.912,163.0014,130.7677,6.933825,4,21,0.0709105,0,-0.001565206
3.079999,1001.995,162.9907,130.877,6.898699,4,21,0.04632282,0,-0.001510915
3.099999,1002.079,162.9798,130.987,6.933823,4,21,0.07091083,0,-0.001452402
3.119999,1002.163,162.9691,131.0963,6.898696,4,21,0.04632416,0,-0.001375897
3.139999,1002.246,162.9582,131.2062,6.933819,4,21,0.07091284,0,-0.001315988
3.159999,1002.33,162.9475,131.3156,6.898692,4,21,0.04632683,0,-0.001261748
3.179999,1002.414,162.9367,131.4255,6.933815,4,21,0.07091584,0,-0.001205361
3.199999,1002.497,162.9259,131.5349,6.898688,4,22,0.0463295,0,-0.002543021
3.219999,1002.581,162.9151,131.6448,6.933812,4,22,0.07091851,0,-0.002489503
3.239999,1002.664,162.9044,131.7542,6.898686,4,22,0.0463315,0,-0.002425965
3.259999,1002.748,162.8936,131.8642,6.933813,4,22,0.07091951,0,-0.002348656
3.279999,1002.832,162.8828,131.9735,6.89869,4,22,0.04633083,0,-0.002254102
3.299999,1002.915,162.872,132.0835,6.933817,4,22,0.07091717,0,-0.00215568
