time,x,y,z,speed,wheels,up,target
0.020,809.996,153.258,190.005,0.290,4,1.000,1
0.040,809.988,153.256,190.014,0.578,4,1.000,1
0.060,809.977,153.252,190.028,0.865,4,1.000,1
0.080,809.962,153.247,190.046,1.151,4,1.000,1
0.100,809.943,153.242,190.069,1.435,4,1.000,1
0.120,809.921,153.236,190.095,1.718,4,1.000,1
0.140,809.895,153.230,190.127,2.000,4,1.000,1
0.160,809.865,153.224,190.162,2.280,4,1.000,1
0.180,809.832,153.218,190.202,2.559,4,1.000,1
0.200,809.795,153.213,190.246,2.836,4,1.000,1
0.220,809.755,153.207,190.294,3.111,4,1.000,1
0.240,809.712,153.202,190.346,3.385,4,1.000,1
0.260,809.665,153.197,190.402,3.658,4,1.000,1
0.280,809.614,153.192,190.463,3.928,4,1.000,1
0.300,809.560,153.188,190.528,4.198,4,1.000,1
0.320,809.503,153.184,190.596,4.466,4,1.000,1
0.340,809.442,153.180,190.669,4.732,4,1.000,1
0.360,809.378,153.176,190.746,4.997,4,1.000,1
0.380,809.310,153.172,190.827,5.260,4,1.000,1
0.400,809.239,153.169,190.912,5.522,4,1.000,1
0.420,809.165,153.165,191.001,5.782,4,1.000,1
0.440,809.088,153.161,191.094,6.041,4,1.000,1
0.460,809.007,153.158,191.191,6.299,4,1.000,1
0.480,808.923,153.154,191.292,6.554,4,1.000,1
0.500,808.836,153.150,191.396,6.775,4,1.000,1
0.520,808.747,153.146,191.503,6.962,4,0.999,1
0.540,808.655,153.142,191.613,7.121,4,0.999,1
0.560,808.562,153.138,191.725,7.255,4,0.999,1
0.580,808.468,153.133,191.838,7.369,4,0.999,1
0.600,808.372,153.129,191.953,7.466,4,0.999,1
0.620,808.276,153.124,192.069,7.549,4,0.999,1
0.640,808.178,153.119,192.186,7.619,4,0.999,1
0.660,808.080,153.114,192.305,7.679,4,0.999,1
0.680,807.980,153.108,192.423,7.730,4,0.999,1
0.700,807.881,153.102,192.543,7.774,4,0.999,1
0.720,807.781,153.096,192.663,7.812,4,0.999,1
0.740,807.680,153.090,192.784,7.844,4,0.999,1
0.760,807.580,153.084,192.904,7.871,4,0.999,1
0.780,807.479,153.077,193.026,7.895,4,0.999,1
0.800,807.377,153.070,193.147,7.915,4,0.999,1
0.820,807.276,153.063,193.269,7.932,4,0.999,1
0.840,807.175,153.057,193.390,7.875,4,0.999,1
0.860,807.074,153.050,193.511,7.898,4,0.999,1
