time,x,y,z,speed,wheels,up,target
0.020,809.996,153.258,190.005,0.270,4,1.000,1
0.040,809.989,153.255,190.013,0.539,4,1.000,1
0.060,809.978,153.251,190.026,0.807,4,1.000,1
0.080,809.964,153.246,190.043,1.074,4,1.000,1
0.100,809.946,153.240,190.064,1.340,4,1.000,1
0.120,809.925,153.234,190.090,1.605,4,1.000,1
0.140,809.901,153.228,190.119,1.868,4,1.000,1
0.160,809.874,153.222,190.152,2.131,4,1.000,1
0.180,809.843,153.216,190.189,2.392,4,1.000,1
0.200,809.809,153.210,190.230,2.652,4,1.000,1
0.220,809.771,153.204,190.275,2.911,4,1.000,1
0.240,809.730,153.199,190.324,3.168,4,1.000,1
0.260,809.686,153.194,190.376,3.424,4,1.000,1
0.280,809.639,153.189,190.433,3.679,4,1.000,1
0.300,809.589,153.185,190.494,3.932,4,1.000,1
0.320,809.535,153.181,190.558,4.185,4,1.000,1
0.340,809.478,153.177,190.626,4.436,4,1.000,1
0.360,809.418,153.173,190.698,4.686,4,1.000,1
0.380,809.354,153.170,190.774,4.934,4,1.000,1
0.400,809.288,153.167,190.854,5.181,4,1.000,1
0.420,809.218,153.163,190.938,5.428,4,1.000,1
0.440,809.145,153.160,191.025,5.672,4,1.000,1
0.460,809.070,153.157,191.116,5.916,4,1.000,1
0.480,808.991,153.154,191.211,6.158,4,1.000,1
0.500,808.908,153.150,191.309,6.400,4,1.000,1
0.520,808.823,153.147,191.411,6.630,4,1.000,1
0.540,808.736,153.143,191.516,6.827,4,1.000,1
0.560,808.646,153.139,191.624,6.995,4,0.999,1
0.580,808.555,153.135,191.734,7.140,4,0.999,1
0.600,808.462,153.131,191.846,7.264,4,0.999,1
0.620,808.367,153.127,191.959,7.370,4,0.999,1
0.640,808.271,153.122,192.074,7.461,4,0.999,1
0.660,808.175,153.118,192.190,7.540,4,0.999,1
0.680,808.077,153.113,192.307,7.608,4,0.999,1
0.700,807.979,153.107,192.425,7.666,4,0.999,1
0.720,807.880,153.102,192.544,7.716,4,0.999,1
0.740,807.781,153.096,192.663,7.760,4,0.999,1
0.760,807.681,153.090,192.783,7.797,4,0.999,1
0.780,807.581,153.084,192.903,7.830,4,0.999,1
0.800,807.480,153.078,193.024,7.858,4,0.999,1
0.820,807.379,153.071,193.145,7.882,4,0.999,1
0.840,807.278,153.064,193.266,7.903,4,0.999,1
0.860,807.177,153.057,193.388,7.921,4,0.999,1
0.880,807.076,153.051,193.509,7.865,4,0.999,1
0.900,806.975,153.044,193.630,7.888,4,0.999,1
0.920,806.874,153.037,193.751,7.908,4,0.999,1
0.940,806.773,153.030,193.873,7.926,4,0.999,1
0.960,806.672,153.023,193.993,7.869,4,0.999,1
0.980,806.571,153.016,194.115,7.892,4,0.999,1
1.000,806.470,153.009,194.236,7.912,4,0.999,1
1.020,806.368,153.002,194.358,7.928,4,0.999,1
1.040,806.268,152.995,194.479,7.872,4,0.999,1
1.060,806.167,152.988,194.600,7.894,4,0.999,1
1.080,806.066,152.981,194.721,7.913,4,0.999,1
1.100,805.964,152.975,194.843,7.930,4,0.999,1
1.120,805.863,152.968,194.964,7.873,4,0.999,1
1.140,805.762,152.962,195.085,7.895,4,0.999,1
1.160,805.661,152.955,195.207,7.914,4,0.999,1
1.180,805.560,152.948,195.328,7.931,4,0.999,1
1.200,805.459,152.942,195.449,7.874,4,0.999,1
1.220,805.358,152.935,195.570,7.896,4,0.999,1
1.240,805.257,152.929,195.692,7.915,4,0.999,1
1.260,805.155,152.923,195.814,7.931,4,0.999,1
1.280,805.055,152.916,195.935,7.874,4,0.999,1
1.300,804.954,152.910,196.056,7.896,4,0.999,1
1.320,804.852,152.904,196.177,7.915,4,0.999,1
1.340,804.751,152.897,196.299,7.932,4,0.999,1
1.360,804.650,152.891,196.420,7.874,4,0.999,1
1.380,804.549,152.885,196.541,7.896,4,0.999,1
1.400,804.448,152.878,196.663,7.915,4,0.999,1
1.420,804.346,152.872,196.784,7.932,4,0.999,1
1.440,804.246,152.866,196.905,7.875,4,0.999,1
1.460,804.145,152.859,197.027,7.897,4,0.999,1
1.480,804.043,152.853,197.148,7.916,4,0.999,1
1.500,803.942,152.847,197.270,7.932,4,0.999,1
1.520,803.841,152.840,197.391,7.875,4,0.999,1
1.540,803.740,152.834,197.512,7.897,4,0.999,1
1.560,803.639,152.828,197.634,7.916,4,0.999,1
1.580,803.537,152.821,197.755,7.932,4,0.999,1
1.600,803.436,152.815,197.876,7.875,4,0.999,1
1.620,803.335,152.809,197.997,7.897,4,0.999,1
1.640,803.234,152.802,198.119,7.916,4,0.999,1
1.660,803.133,152.796,198.241,7.932,4,0.999,1
1.680,803.032,152.790,198.362,7.875,4,0.999,1
1.700,802.931,152.783,198.483,7.897,4,0.999,1
1.720,802.830,152.777,198.604,7.916,4,0.999,1
1.740,802.728,152.770,198.726,7.932,4,0.999,1
1.760,802.627,152.764,198.847,7.875,4,0.999,1
1.780,802.526,152.758,198.968,7.897,4,0.999,1
1.800,802.425,152.751,199.090,7.916,4,0.999,1
1.820,802.324,152.745,199.212,7.932,4,0.999,1
1.840,802.223,152.738,199.332,7.875,4,0.999,1
1.860,802.122,152.732,199.454,7.897,4,0.999,1
1.880,802.021,152.726,199.575,7.916,4,0.999,1
1.900,801.919,152.719,199.697,7.932,4,0.999,1
1.920,801.818,152.713,199.818,7.875,4,0.999,1
1.940,801.717,152.706,199.939,7.897,4,0.999,1
1.960,801.616,152.700,200.061,7.916,4,0.999,1
1.980,801.515,152.694,200.182,7.932,4,0.999,1
2.000,801.414,152.687,200.303,7.875,4,0.999,1
2.020,801.313,152.681,200.424,7.897,4,0.999,1
2.040,801.211,152.674,200.546,7.916,4,0.999,1
2.060,801.110,152.668,200.668,7.932,4,0.999,1
2.080,801.009,152.662,200.789,7.875,4,0.999,1
2.100,800.908,152.655,200.910,7.897,4,0.999,1
2.120,800.807,152.649,201.031,7.916,4,0.999,1
2.140,800.705,152.642,201.153,7.932,4,0.999,1
2.160,800.605,152.636,201.274,7.875,4,0.999,1
2.180,800.504,152.630,201.395,7.897,4,0.999,1
2.200,800.402,152.623,201.517,7.916,4,0.999,1
2.220,800.301,152.617,201.639,7.932,4,0.999,1
2.240,800.200,152.610,201.759,7.875,4,0.999,1
2.260,800.099,152.604,201.881,7.897,4,0.999,1
2.280,799.998,152.598,202.002,7.916,4,0.999,1
2.300,799.896,152.591,202.124,7.932,4,0.999,1
2.320,799.796,152.585,202.245,7.875,4,0.999,1
2.340,799.695,152.578,202.366,7.897,4,0.999,1
2.360,799.593,152.572,202.488,7.916,4,0.999,1
2.380,799.492,152.566,202.609,7.932,4,0.999,1
2.400,799.391,152.559,202.730,7.875,4,0.999,1
2.420,799.290,152.553,202.852,7.897,4,0.999,1
2.440,799.189,152.547,202.973,7.916,4,0.999,1
2.460,799.087,152.540,203.095,7.932,4,0.999,1
2.480,798.987,152.534,203.216,7.875,4,0.999,1
2.500,798.885,152.527,203.337,7.897,4,0.999,1
2.520,798.784,152.521,203.458,7.916,4,0.999,1
2.540,798.683,152.515,203.580,7.932,4,0.999,1
2.560,798.582,152.508,203.701,7.875,4,0.999,1
2.580,798.481,152.502,203.822,7.897,4,0.999,1
2.600,798.380,152.495,203.944,7.916,4,0.999,1
2.620,798.278,152.489,204.066,7.932,4,0.999,1
2.640,798.177,152.483,204.187,7.875,4,0.999,1
2.660,798.076,152.476,204.308,7.897,4,0.999,1
2.680,797.975,152.470,204.429,7.916,4,0.999,1
2.700,797.874,152.463,204.551,7.932,4,0.999,1
2.720,797.773,152.457,204.672,7.875,4,0.999,1
2.740,797.672,152.451,204.793,7.897,4,0.999,1
2.760,797.571,152.444,204.915,7.916,4,0.999,1
2.780,797.469,152.438,205.036,7.932,4,0.999,1
2.800,797.368,152.431,205.157,7.875,4,0.999,1
2.820,797.267,152.425,205.279,7.897,4,0.999,1
2.840,797.166,152.419,205.400,7.916,4,0.999,1
2.860,797.065,152.412,205.522,7.932,4,0.999,1
2.880,796.964,152.406,205.643,7.875,4,0.999,1
2.900,796.863,152.400,205.764,7.897,4,0.999,1
2.920,796.762,152.393,205.886,7.916,4,0.999,1
2.940,796.660,152.387,206.007,7.932,4,0.999,1
2.960,796.559,152.380,206.128,7.875,4,0.999,1
2.980,796.458,152.374,206.249,7.897,4,0.999,1
3.000,796.357,152.368,206.371,7.916,4,0.999,1
3.020,796.255,152.361,206.493,7.932,4,0.999,1
3.040,796.155,152.355,206.614,7.875,4,0.999,1
3.060,796.054,152.348,206.735,7.897,4,0.999,1
3.080,795.952,152.342,206.856,7.916,4,0.999,1
3.100,795.851,152.336,206.978,7.932,4,0.999,1
3.120,795.750,152.329,207.099,7.875,4,0.999,1
3.140,795.649,152.323,207.220,7.897,4,0.999,1
3.160,795.548,152.316,207.342,7.916,4,0.999,1
3.180,795.446,152.310,207.464,7.932,4,0.999,1
3.200,795.346,152.304,207.585,7.875,4,0.999,1
3.220,795.245,152.297,207.706,7.897,4,0.999,1
3.240,795.143,152.291,207.827,7.916,4,0.999,1
3.260,795.042,152.284,207.949,7.932,4,0.999,1
3.280,794.941,152.278,208.070,7.875,4,0.999,1
3.300,794.840,152.272,208.191,7.897,4,0.999,1
3.320,794.739,152.265,208.313,7.916,4,0.999,1
3.340,794.637,152.259,208.434,7.932,4,0.999,1
3.360,794.537,152.253,208.555,7.875,4,0.999,1
3.380,794.436,152.246,208.677,7.897,4,0.999,1
3.400,794.334,152.240,208.798,7.916,4,0.999,1
3.420,794.233,152.233,208.920,7.932,4,0.999,1
3.440,794.132,152.227,209.041,7.875,4,0.999,1
3.460,794.031,152.221,209.162,7.897,4,0.999,1
3.480,793.930,152.214,209.284,7.916,4,0.999,1
3.500,793.828,152.208,209.405,7.932,4,0.999,1
3.520,793.727,152.201,209.526,7.875,4,0.999,1
3.540,793.626,152.195,209.647,7.897,4,0.999,1
3.560,793.525,152.189,209.769,7.916,4,0.999,1
3.580,793.424,152.182,209.891,7.932,4,0.999,1
3.600,793.323,152.176,210.012,7.875,4,0.999,1
3.620,793.222,152.169,210.133,7.897,4,0.999,1
3.640,793.121,152.163,210.254,7.916,4,0.999,1
3.660,793.019,152.157,210.376,7.932,4,0.999,1
3.680,792.918,152.150,210.497,7.875,4,0.999,1
3.700,792.817,152.144,210.618,7.897,4,0.999,1
3.720,792.716,152.137,210.740,7.916,4,0.999,1
3.740,792.615,152.131,210.862,7.932,4,0.999,1
3.760,792.514,152.125,210.983,7.875,4,0.999,1
3.780,792.413,152.118,211.104,7.897,4,0.999,1
3.800,792.312,152.112,211.225,7.916,4,0.999,1
3.820,792.210,152.105,211.347,7.932,4,0.999,1
3.840,792.109,152.099,211.468,7.875,4,0.999,1
3.860,792.008,152.093,211.589,7.897,4,0.999,1
3.880,791.907,152.086,211.711,7.916,4,0.999,1
3.900,791.806,152.080,211.832,7.932,4,0.999,1
3.920,791.705,152.074,211.953,7.875,4,0.999,1
3.940,791.604,152.067,212.075,7.897,4,0.999,1
3.960,791.502,152.061,212.196,7.916,4,0.999,1
3.980,791.401,152.054,212.318,7.932,4,0.999,1
4.000,791.300,152.048,212.439,7.875,4,0.999,1
4.020,791.199,152.042,212.560,7.897,4,0.999,1
4.040,791.098,152.035,212.682,7.916,4,0.999,1
4.060,790.997,152.029,212.803,7.932,4,0.999,1
4.080,790.896,152.022,212.924,7.875,4,0.999,1
4.100,790.795,152.016,213.045,7.897,4,0.999,1
4.120,790.694,152.010,213.167,7.916,4,0.999,1
4.140,790.592,152.003,213.289,7.932,4,0.999,1
4.160,790.491,151.997,213.410,7.875,4,0.999,1
4.180,790.390,151.990,213.531,7.897,4,0.999,1
4.200,790.289,151.984,213.652,7.916,4,0.999,1
4.220,790.188,151.978,213.774,7.932,4,0.999,1
4.240,790.087,151.971,213.895,7.875,4,0.999,1
4.260,789.986,151.965,214.016,7.897,4,0.999,1
4.280,789.885,151.959,214.138,7.916,4,0.999,1
4.300,789.783,151.952,214.260,7.932,4,0.999,1
4.320,789.683,151.946,214.380,7.875,4,0.999,1
4.340,789.582,151.939,214.502,7.897,4,0.999,1
4.360,789.480,151.933,214.623,7.916,4,0.999,1
4.380,789.379,151.927,214.745,7.932,4,0.999,1
4.400,789.278,151.920,214.866,7.875,4,0.999,1
4.420,789.177,151.914,214.987,7.897,4,0.999,1
4.440,789.076,151.907,215.109,7.916,4,0.999,1
4.460,788.974,151.901,215.230,7.932,4,0.999,1
4.480,788.874,151.895,215.351,7.875,4,0.999,1
4.500,788.773,151.888,215.473,7.897,4,0.999,1
4.520,788.671,151.882,215.594,7.916,4,0.999,1
4.540,788.570,151.875,215.716,7.932,4,0.999,1
4.560,788.469,151.869,215.837,7.875,4,0.999,1
4.580,788.368,151.863,215.958,7.897,4,0.999,1
4.600,788.267,151.856,216.080,7.916,4,0.999,1
4.620,788.166,151.850,216.201,7.932,4,0.999,1
4.640,788.065,151.843,216.322,7.875,4,0.999,2
4.660,787.964,151.837,216.443,7.897,4,0.999,2
4.680,787.863,151.831,216.565,7.916,4,0.999,2
4.700,787.761,151.824,216.687,7.932,4,0.999,2
4.720,787.661,151.818,216.808,7.874,4,0.999,2
4.740,787.560,151.812,216.930,7.895,4,0.999,2
4.760,787.460,151.805,217.052,7.912,4,0.999,2
4.780,787.360,151.799,217.175,7.926,4,0.999,2
4.800,787.262,151.792,217.298,7.864,4,0.999,2
4.820,787.164,151.786,217.422,7.881,4,0.999,2
4.840,787.067,151.780,217.546,7.893,4,0.999,2
4.860,786.971,151.773,217.673,7.901,4,0.999,2
4.880,786.877,151.767,217.800,7.907,4,0.999,2
4.900,786.785,151.761,217.929,7.909,4,0.999,2
4.920,786.694,151.754,218.060,7.909,4,0.999,2
4.940,786.606,151.748,218.192,7.907,4,0.999,2
4.960,786.520,151.742,218.325,7.904,4,0.999,2
4.980,786.436,151.736,218.461,7.900,4,0.999,2
5.000,786.355,151.730,218.598,7.895,4,0.999,2
5.020,786.277,151.724,218.736,7.889,4,0.999,2
5.040,786.202,151.718,218.876,7.882,4,0.999,2
5.060,786.130,151.712,219.018,7.876,4,0.999,2
5.080,786.061,151.707,219.161,7.869,4,0.999,2
5.100,785.996,151.701,219.305,7.863,4,0.999,2
5.120,785.934,151.696,219.452,7.856,4,0.999,2
5.140,785.876,151.691,219.599,7.850,4,0.999,2
5.160,785.821,151.687,219.748,7.844,4,0.999,2
5.180,785.770,151.682,219.897,7.838,4,0.999,2
5.200,785.723,151.678,220.048,7.832,4,0.999,2
5.220,785.679,151.674,220.201,7.826,4,1.000,2
5.240,785.640,151.671,220.354,7.821,4,1.000,2
5.260,785.605,151.667,220.508,7.816,4,1.000,2
5.280,785.574,151.664,220.663,7.811,4,1.000,2
5.300,785.546,151.661,220.818,7.806,4,1.000,2
5.320,785.523,151.658,220.974,7.802,4,1.000,2
5.340,785.504,151.655,221.131,7.798,4,1.000,2
5.360,785.489,151.653,221.288,7.794,4,1.000,2
5.380,785.479,151.651,221.445,7.790,4,1.000,2
5.400,785.472,151.649,221.603,7.787,4,1.000,2
5.420,785.470,151.647,221.760,7.784,4,1.000,2
5.440,785.471,151.645,221.917,7.782,4,1.000,2
5.460,785.477,151.644,222.075,7.780,4,1.000,2
5.480,785.487,151.643,222.232,7.780,4,1.000,2
5.500,785.502,151.642,222.388,7.781,4,1.000,2
5.520,785.520,151.641,222.545,7.783,4,1.000,2
5.540,785.542,151.641,222.700,7.785,4,1.000,2
5.560,785.568,151.641,222.856,7.789,4,1.000,2
5.580,785.598,151.641,223.010,7.794,4,1.000,2
5.600,785.631,151.641,223.164,7.800,4,1.000,2
5.620,785.668,151.641,223.317,7.806,4,1.000,2
5.640,785.709,151.642,223.469,7.813,4,1.000,2
5.660,785.752,151.642,223.621,7.821,4,1.000,2
5.680,785.799,151.643,223.771,7.828,4,1.000,2
5.700,785.849,151.643,223.921,7.836,4,1.000,2
5.720,785.902,151.644,224.070,7.844,4,1.000,2
5.740,785.957,151.644,224.218,7.852,4,1.000,2
5.760,786.015,151.645,224.364,7.860,4,1.000,2
5.780,786.076,151.645,224.510,7.868,4,1.000,2
5.800,786.138,151.646,224.656,7.875,4,1.000,2
5.820,786.203,151.646,224.800,7.882,4,1.000,2
5.840,786.271,151.647,224.943,7.889,4,1.000,2
5.860,786.340,151.647,225.086,7.896,4,1.000,2
5.880,786.410,151.648,225.228,7.903,4,1.000,2
5.900,786.483,151.648,225.369,7.909,4,1.000,2
5.920,786.557,151.649,225.509,7.914,4,1.000,2
5.940,786.633,151.649,225.648,7.919,4,1.000,2
5.960,786.710,151.649,225.786,7.853,4,1.000,2
