time,x,y,z,speed,wheels,up,trafficNearJoin
8.079996,379.4127,15.01604,558.3184,28.79126,4,0.9990839,2
8.099997,379.9879,15.04089,558.3294,28.79118,4,0.9990825,2
8.119997,380.563,15.06576,558.3403,28.7911,4,0.9990811,2
8.139997,381.1382,15.09064,558.3512,28.79102,4,0.9990796,2
8.159996,381.7133,15.11553,558.362,28.79095,4,0.9990783,2
8.179996,382.2885,15.14044,558.3727,28.79087,4,0.9990769,2
8.199997,382.8637,15.16537,558.3834,28.79079,4,0.9990755,2
8.219997,383.4388,15.19031,558.3939,28.79072,4,0.9990742,2
8.239996,384.014,15.21527,558.4044,28.79065,4,0.9990729,2
8.259996,384.5891,15.24024,558.4149,28.79058,4,0.9990717,2
8.279997,385.1643,15.26523,558.4252,28.7905,4,0.9990704,2
8.299997,385.7394,15.29023,558.4355,28.79043,4,0.9990692,2
8.319996,386.3146,15.31524,558.4457,28.79036,4,0.999068,2
8.339996,386.8898,15.34027,558.4558,28.79029,4,0.9990668,2
8.359997,387.4649,15.36531,558.4659,28.79023,4,0.9990656,2
8.379997,388.0401,15.39036,558.4759,28.79017,4,0.9990644,2
8.399996,388.6152,15.41543,558.4858,28.7901,4,0.9990633,2
8.419996,389.1904,15.4405,558.4956,28.79004,4,0.9990622,2
8.439997,389.7656,15.46559,558.5054,28.78998,4,0.999061,2
8.459997,390.3407,15.49069,558.5151,28.78992,4,0.99906,2
8.479996,390.9159,15.51581,558.5247,28.78985,4,0.9990589,2
8.499996,391.491,15.54093,558.5343,28.78979,4,0.9990579,2
8.519997,392.0662,15.56606,558.5438,28.78973,4,0.9990569,2
8.539997,392.6413,15.59121,558.5532,28.78968,4,0.9990559,2
8.559996,393.2165,15.61636,558.5625,28.78962,4,0.9990549,2
8.579996,393.7917,15.64153,558.5718,28.78957,4,0.999054,2
8.599997,394.3668,15.6667,558.581,28.78951,4,0.9990531,2
8.619997,394.942,15.69189,558.5901,28.78946,4,0.9990522,2
8.639997,395.5171,15.71708,558.5992,28.78941,4,0.9990513,2
8.659996,396.0923,15.74228,558.6083,28.78935,4,0.9990504,2
8.679996,396.6674,15.76749,558.6172,28.78931,4,0.9990496,2
8.699997,397.2426,15.79271,558.626,28.78926,4,0.9990488,2
8.719997,397.8178,15.81793,558.6348,28.78921,4,0.999048,2
8.739996,398.3929,15.84317,558.6436,28.78917,4,0.9990472,2
8.759996,398.9681,15.86841,558.6522,28.78912,4,0.9990464,2
8.779997,399.5432,15.89365,558.6608,28.78907,4,0.9990457,2
8.799997,400.1184,15.91891,558.6694,28.78903,4,0.999045,2
8.819996,400.6936,15.94417,558.6779,28.78899,4,0.9990444,2
8.839996,401.2687,15.96943,558.6862,28.78895,4,0.9990437,2
8.859997,401.8439,15.99471,558.6945,28.7889,4,0.999043,2
8.879997,402.4191,16.01998,558.7028,28.78886,4,0.9990425,2
8.899996,402.9942,16.04527,558.7109,28.78882,4,0.9990419,2
8.919996,403.5694,16.07055,558.7191,28.78879,4,0.9990413,2
8.939997,404.1445,16.09584,558.7271,28.78875,4,0.9990408,2
8.959997,404.7197,16.12114,558.7351,28.78872,4,0.9990402,2
8.979996,405.2949,16.14644,558.743,28.78868,4,0.9990398,2
8.999996,405.87,16.17174,558.7509,28.78865,4,0.9990393,2
9.019997,406.4452,16.19705,558.7587,28.78862,4,0.9990388,2
9.039997,407.0204,16.22236,558.7665,28.78859,4,0.9990384,2
9.059996,407.5955,16.24767,558.7742,28.78855,4,0.999038,2
9.079996,408.1707,16.27298,558.7818,28.78853,4,0.9990376,2
9.099997,408.7458,16.2983,558.7894,28.7885,4,0.9990373,2
9.119997,409.321,16.32362,558.7968,28.78848,4,0.9990369,2
9.139996,409.8961,16.34894,558.8042,28.78845,4,0.9990366,2
9.159996,410.4713,16.37426,558.8115,28.78842,4,0.9990363,2
9.179996,411.0465,16.39958,558.8188,28.7884,4,0.9990361,2
9.199997,411.6216,16.4249,558.826,28.78838,4,0.9990358,2
9.219995,412.1968,16.45023,558.8331,28.78836,4,0.9990356,2
9.239996,412.772,16.47555,558.8402,28.78834,4,0.9990354,2
9.259996,413.3471,16.50087,558.8472,28.78831,4,0.9990352,2
9.279997,413.9223,16.52619,558.8542,28.7883,4,0.9990351,2
9.299995,414.4975,16.55151,558.8611,28.78828,4,0.9990349,2
9.319996,415.0726,16.57683,558.8679,28.78826,4,0.9990349,2
9.339996,415.6478,16.60215,558.8747,28.78825,4,0.9990348,2
9.359997,416.223,16.62746,558.8814,28.78824,4,0.9990347,2
9.379995,416.7981,16.65278,558.8881,28.78823,4,0.9990347,2
9.399996,417.3733,16.67809,558.8947,28.78822,4,0.9990346,2
9.419996,417.9485,16.7034,558.9012,28.7882,4,0.9990346,2
9.439997,418.5236,16.7287,558.9077,28.78819,4,0.9990347,2
9.459997,419.0988,16.75401,558.9141,28.78819,4,0.9990348,2
9.479996,419.674,16.77931,558.9204,28.78818,4,0.9990348,2
9.499996,420.2491,16.8046,558.9267,28.78817,4,0.9990349,2
9.519997,420.8243,16.82989,558.933,28.78817,4,0.999035,2
9.539997,421.3994,16.85518,558.9392,28.78816,4,0.9990352,2
9.559996,421.9746,16.88046,558.9454,28.78816,4,0.9990354,2
9.579996,422.5498,16.90574,558.9515,28.78816,4,0.9990355,2
9.599997,423.1249,16.93101,558.9575,28.78816,4,0.9990357,2
9.619997,423.7001,16.95628,558.9635,28.78816,4,0.999036,2
9.639996,424.2753,16.98154,558.9694,28.78816,4,0.9990362,2
9.659996,424.8504,17.0068,558.9753,28.78816,4,0.9990364,2
9.679996,425.4256,17.03205,558.9811,28.78816,4,0.9990367,2
9.699997,426.0008,17.05729,558.9868,28.78817,4,0.9990371,2
9.719995,426.576,17.08252,558.9925,28.78817,4,0.9990374,2
9.739996,427.1512,17.10775,558.9981,28.78818,4,0.9990377,2
9.759996,427.7264,17.13297,559.0037,28.78818,4,0.9990381,2
9.779997,428.3016,17.15819,559.0092,28.78819,4,0.9990385,2
9.799995,428.8768,17.18339,559.0146,28.78821,4,0.9990389,2
9.819996,429.452,17.20859,559.02,28.78821,4,0.9990394,2
9.839996,430.0272,17.23378,559.0254,28.78822,4,0.9990398,2
9.859997,430.6024,17.25896,559.0307,28.78824,4,0.9990403,2
9.879995,431.1776,17.28413,559.0359,28.78825,4,0.9990408,2
9.899996,431.7528,17.30929,559.0411,28.78826,4,0.9990413,2
9.919996,432.328,17.33444,559.0463,28.78828,4,0.9990419,2
9.939997,432.9032,17.35958,559.0513,28.7883,4,0.9990425,2
9.959995,433.4784,17.38471,559.0563,28.78831,4,0.999043,2
9.979996,434.0536,17.40983,559.0613,28.78833,4,0.9990437,2
9.999996,434.6288,17.43493,559.0662,28.78835,4,0.9990444,2
10.02,435.204,17.46003,559.0711,28.78837,4,0.999045,2
10.04,435.7792,17.48512,559.0759,28.78839,4,0.9990457,2
10.06,436.3544,17.51019,559.0807,28.78842,4,0.9990464,2
10.08,436.9296,17.53525,559.0854,28.78844,4,0.9990472,2
10.1,437.5048,17.5603,559.09,28.78847,4,0.9990479,2
10.12,438.08,17.58533,559.0946,28.78849,4,0.9990488,2
10.14,438.6552,17.61036,559.0992,28.78852,4,0.9990495,2
10.16,439.2304,17.63536,559.1037,28.78855,4,0.9990504,2
10.18,439.8056,17.66036,559.1082,28.78857,4,0.9990512,2
10.2,440.3809,17.68534,559.1125,28.78861,4,0.9990521,2
10.22,440.9561,17.71031,559.1169,28.78864,4,0.999053,2
10.24,441.5313,17.73526,559.1212,28.78867,4,0.999054,2
10.26,442.1065,17.76019,559.1254,28.78871,4,0.9990549,2
10.28,442.6818,17.78511,559.1296,28.78874,4,0.9990559,2
10.3,443.257,17.81001,559.1338,28.78878,4,0.9990568,2
10.32,443.8322,17.8349,559.1379,28.78882,4,0.9990578,2
10.34,444.4075,17.85977,559.1419,28.78885,4,0.9990588,2
10.36,444.9827,17.88463,559.1459,28.78889,4,0.9990599,2
10.38,445.5579,17.90947,559.1499,28.78893,4,0.999061,2
10.4,446.1332,17.93429,559.1538,28.78897,4,0.9990621,2
10.42,446.7084,17.95909,559.1577,28.78901,4,0.9990632,2
10.44,447.2836,17.98388,559.1614,28.78905,4,0.9990643,2
10.46,447.8589,18.00865,559.1652,28.7891,4,0.9990655,2
10.48,448.4341,18.0334,559.1689,28.78914,4,0.9990667,2
10.5,449.0093,18.05813,559.1726,28.78919,4,0.999068,2
10.52,449.5846,18.08284,559.1763,28.78924,4,0.9990692,2
10.54,450.1599,18.10753,559.1799,28.78929,4,0.9990704,2
10.56,450.7351,18.13221,559.1834,28.78934,4,0.9990717,2
10.58,451.3104,18.15686,559.1869,28.78939,4,0.999073,2
10.6,451.8857,18.1815,559.1903,28.78944,4,0.9990743,2
10.62,452.4609,18.20611,559.1937,28.7895,4,0.9990756,2
10.64,453.0362,18.2307,559.1971,28.78955,4,0.999077,2
10.66,453.6115,18.25528,559.2004,28.7896,4,0.9990783,2
10.68,454.1867,18.27983,559.2036,28.78965,4,0.9990797,2
10.7,454.762,18.30436,559.2068,28.78971,4,0.9990811,2
10.72,455.3372,18.32887,559.21,28.78976,4,0.9990826,2
10.74,455.9125,18.35336,559.2131,28.78982,4,0.999084,2
10.76,456.4878,18.37782,559.2162,28.78988,4,0.9990855,2
10.77999,457.063,18.40227,559.2192,28.78994,4,0.999087,2
10.8,457.6383,18.42668,559.2222,28.79,4,0.9990885,2
10.82,458.2137,18.45108,559.2252,28.79006,4,0.99909,2
10.84,458.7889,18.47545,559.2281,28.79013,4,0.9990916,2
10.85999,459.3642,18.4998,559.231,28.79019,4,0.9990932,2
10.88,459.9395,18.52413,559.2338,28.79026,4,0.9990948,2
10.9,460.5148,18.54843,559.2365,28.79033,4,0.9990964,2
10.92,461.0901,18.5727,559.2393,28.79039,4,0.999098,2
10.93999,461.6654,18.59695,559.2419,28.79046,4,0.9990997,2
10.96,462.2407,18.62118,559.2446,28.79053,4,0.9991013,2
10.98,462.816,18.64538,559.2472,28.7906,4,0.999103,2
11,463.3913,18.66955,559.2498,28.79068,4,0.9991047,2
11.02,463.9666,18.6937,559.2523,28.79075,4,0.9991065,2
11.04,464.542,18.71782,559.2548,28.79082,4,0.9991082,2
11.06,465.1173,18.74192,559.2572,28.7909,4,0.99911,2
11.08,465.6926,18.76599,559.2596,28.79098,4,0.9991117,2
11.1,466.268,18.79003,559.262,28.79105,4,0.9991136,2
11.12,466.8433,18.81404,559.2643,28.79113,4,0.9991153,2
11.14,467.4186,18.83803,559.2665,28.79121,4,0.9991173,2
11.16,467.994,18.86198,559.2688,28.79129,4,0.9991191,2
11.18,468.5693,18.88591,559.271,28.79137,4,0.999121,2
11.2,469.1446,18.90981,559.2731,28.79145,4,0.9991229,2
11.22,469.7199,18.93368,559.2753,28.79154,4,0.9991248,2
11.24,470.2953,18.95753,559.2773,28.79162,4,0.9991267,2
11.26,470.8707,18.98134,559.2794,28.79171,4,0.9991288,2
11.27999,471.446,19.00512,559.2814,28.7918,4,0.9991307,2
11.3,472.0214,19.02887,559.2834,28.79189,4,0.9991328,2
11.32,472.5967,19.05259,559.2853,28.79197,4,0.9991348,2
11.34,473.1721,19.07628,559.2872,28.79206,4,0.9991368,2
11.35999,473.7475,19.09994,559.2891,28.79215,4,0.9991388,2
11.38,474.3228,19.12357,559.291,28.79225,4,0.999141,2
11.4,474.8982,19.14716,559.2927,28.79234,4,0.9991431,2
11.42,475.4736,19.17072,559.2945,28.79243,4,0.9991453,2
11.43999,476.049,19.19425,559.2962,28.79253,4,0.9991474,2
11.46,476.6244,19.21775,559.2979,28.79262,4,0.9991496,2
11.48,477.1998,19.24121,559.2996,28.79272,4,0.9991518,2
11.5,477.7752,19.26464,559.3011,28.79281,4,0.999154,2
11.51999,478.3506,19.28804,559.3027,28.79292,4,0.9991562,2
11.54,478.926,19.3114,559.3043,28.79302,4,0.9991584,2
11.56,479.5013,19.33472,559.3058,28.79312,4,0.9991607,2
11.58,480.0768,19.35802,559.3073,28.79322,4,0.999163,2
11.59999,480.6522,19.38128,559.3087,28.79333,4,0.9991653,2
11.62,481.2276,19.4045,559.3101,28.79343,4,0.9991676,2
11.64,481.803,19.42769,559.3115,28.79353,4,0.99917,2
11.66,482.3784,19.45084,559.3128,28.79364,4,0.9991723,2
11.67999,482.9539,19.47396,559.3141,28.79375,4,0.9991747,2
11.7,483.5293,19.49704,559.3154,28.79386,4,0.9991772,2
11.72,484.1047,19.52008,559.3166,28.79397,4,0.9991795,2
11.74,484.6801,19.54309,559.3178,28.79408,4,0.999182,2
11.75999,485.2556,19.56606,559.319,28.7942,4,0.9991844,2
11.77999,485.8311,19.58899,559.3201,28.79431,4,0.9991869,2
11.8,486.4065,19.61188,559.3213,28.79443,4,0.9991893,2
11.82,486.982,19.63474,559.3224,28.79455,4,0.9991918,2
11.84,487.5574,19.65755,559.3234,28.79466,4,0.9991943,2
11.85999,488.1329,19.68033,559.3245,28.79478,4,0.9991968,2
11.88,488.7083,19.70307,559.3254,28.7949,4,0.9991994,2
11.9,489.2838,19.72577,559.3264,28.79502,4,0.999202,2
11.92,489.8593,19.74844,559.3273,28.79514,4,0.9992045,2
11.93999,490.4348,19.77106,559.3282,28.79526,4,0.9992071,2
11.96,491.0103,19.79364,559.3291,28.79538,4,0.9992097,2
11.98,491.5858,19.81618,559.33,28.7955,4,0.9992123,2
12,492.1613,19.83868,559.3307,28.79563,4,0.9992149,2
12.01999,492.7367,19.86115,559.3315,28.79575,4,0.9992176,2
12.04,493.3122,19.88356,559.3323,28.79588,4,0.9992203,2
12.06,493.8877,19.90594,559.333,28.79601,4,0.9992229,2
12.08,494.4632,19.92828,559.3337,28.79614,4,0.9992256,2
12.09999,495.0388,19.95057,559.3344,28.79626,4,0.9992283,2
12.12,495.6143,19.97282,559.335,28.7964,4,0.999231,2
12.14,496.1898,19.99503,559.3356,28.79653,4,0.9992337,2
12.16,496.7653,20.0172,559.3361,28.79667,4,0.9992365,2
12.17999,497.3408,20.03932,559.3367,28.7968,4,0.9992392,2
12.2,497.9164,20.0614,559.3372,28.79694,4,0.999242,2
12.22,498.4919,20.08344,559.3377,28.79708,4,0.9992448,2
12.24,499.0674,20.10542,559.3382,28.79721,4,0.9992476,2
12.25999,499.643,20.12737,559.3386,28.79735,4,0.9992504,2
12.27999,500.2185,20.14927,559.3391,28.79749,4,0.9992533,2
12.3,500.7941,20.17113,559.3394,28.79763,4,0.9992561,2
12.32,501.3697,20.19294,559.3398,28.79777,4,0.999259,2
12.33999,501.9453,20.2147,559.3401,28.79791,4,0.9992619,2
12.35999,502.5208,20.23642,559.3405,28.79805,4,0.9992648,2
12.38,503.0964,20.25809,559.3408,28.79819,4,0.9992677,2
12.4,503.672,20.27972,559.3411,28.79835,4,0.9992706,2
12.41999,504.2476,20.3013,559.3413,28.79849,4,0.9992736,2
12.43999,504.8232,20.32283,559.3416,28.79863,4,0.9992766,2
12.46,505.3987,20.34431,559.3418,28.79878,4,0.9992796,2
