time,x,y,z,speed,wheels,up,trafficNearJoin
7.979997,-607.8807,8.457997,539.1827,28.87973,4,0.9999997,1
7.999997,-607.3031,8.457568,539.1821,28.87972,4,0.9999997,1
8.019998,-606.7255,8.457142,539.1813,28.87971,4,0.9999997,1
8.039997,-606.1479,8.456719,539.1804,28.87971,4,0.9999997,1
8.059998,-605.5704,8.4563,539.1794,28.8797,4,0.9999997,1
8.079997,-604.9929,8.455883,539.1782,28.87969,4,0.9999997,1
8.099998,-604.4153,8.455469,539.1769,28.87967,4,0.9999997,1
8.119997,-603.8377,8.455059,539.1755,28.87966,4,0.9999997,1
8.139997,-603.2601,8.454652,539.1739,28.87965,4,0.9999997,1
8.159997,-602.6826,8.454247,539.1722,28.87964,4,0.9999997,1
8.179997,-602.105,8.453846,539.1703,28.87963,4,0.9999997,1
8.199997,-601.5274,8.453448,539.1683,28.87962,4,0.9999998,1
8.219997,-600.9498,8.453053,539.1662,28.87961,4,0.9999998,1
8.239997,-600.3723,8.452662,539.1639,28.8796,4,0.9999998,1
8.259997,-599.7947,8.452272,539.1615,28.87959,4,0.9999998,1
8.279997,-599.2171,8.451886,539.1589,28.87958,4,0.9999998,1
8.299997,-598.6395,8.451504,539.1563,28.87957,4,0.9999998,1
8.319997,-598.062,8.451124,539.1534,28.87955,4,0.9999998,1
8.339997,-597.4844,8.450747,539.1504,28.87954,4,0.9999998,1
8.359997,-596.9068,8.450375,539.1473,28.87953,4,0.9999998,1
8.379997,-596.3292,8.450005,539.144,28.87952,4,0.9999998,1
8.399997,-595.7516,8.449638,539.1406,28.87951,4,0.9999998,1
8.419997,-595.1741,8.449276,539.137,28.8795,4,0.9999998,1
8.439997,-594.5965,8.448916,539.1332,28.87949,4,0.9999998,1
8.459997,-594.0189,8.448561,539.1293,28.87948,4,0.9999998,1
8.479997,-593.4413,8.448209,539.1253,28.87946,4,0.9999998,1
8.499997,-592.8638,8.447861,539.1211,28.87945,4,0.9999998,1
8.519997,-592.2862,8.447516,539.1168,28.87944,4,0.9999998,1
8.539997,-591.7086,8.447176,539.1122,28.87943,4,0.9999998,1
8.559997,-591.131,8.446839,539.1076,28.87942,4,0.9999998,1
8.579997,-590.5535,8.446507,539.1028,28.87941,4,0.9999998,1
8.599997,-589.9759,8.446177,539.0978,28.87939,4,0.9999998,1
8.619997,-589.3983,8.445852,539.0927,28.87938,4,0.9999998,1
8.639997,-588.8207,8.445531,539.0875,28.87937,4,0.9999998,1
8.659997,-588.2432,8.445214,539.082,28.87935,4,0.9999998,1
8.679996,-587.6656,8.444901,539.0765,28.87934,4,0.9999998,1
8.699997,-587.088,8.444592,539.0707,28.87933,4,0.9999998,1
8.719996,-586.5104,8.444287,539.0648,28.87931,4,0.9999998,1
8.739997,-585.9329,8.443986,539.0588,28.8793,4,0.9999998,1
8.759997,-585.3553,8.443689,539.0526,28.87929,4,0.9999998,1
8.779997,-584.7777,8.443397,539.0462,28.87927,4,0.9999998,1
8.799997,-584.2001,8.443108,539.0397,28.87926,4,0.9999998,1
8.819997,-583.6226,8.442823,539.033,28.87925,4,0.9999998,1
8.839997,-583.0451,8.442543,539.0261,28.87923,4,0.9999999,1
8.859997,-582.4676,8.442266,539.0191,28.87922,4,0.9999999,1
8.879997,-581.8901,8.441994,539.0119,28.87921,4,0.9999999,1
8.899997,-581.3126,8.441726,539.0045,28.87919,4,0.9999999,1
8.919997,-580.735,8.441462,538.997,28.87918,4,0.9999999,1
8.939997,-580.1575,8.441201,538.9893,28.87917,4,0.9999999,1
8.959997,-579.58,8.440946,538.9814,28.87915,4,0.9999999,1
8.979997,-579.0025,8.440694,538.9734,28.87914,4,0.9999999,1
8.999997,-578.425,8.440446,538.9652,28.87913,4,0.9999999,1
9.019997,-577.8475,8.440202,538.9568,28.87911,4,0.9999999,1
9.039997,-577.27,8.439962,538.9483,28.8791,4,0.9999999,1
9.059997,-576.6924,8.439727,538.9396,28.87909,4,0.9999999,1
9.079997,-576.1149,8.439495,538.9307,28.87907,4,0.9999999,1
9.099997,-575.5374,8.439268,538.9216,28.87905,4,0.9999999,1
9.119997,-574.9599,8.439045,538.9124,28.87904,4,0.9999999,1
9.139997,-574.3824,8.438827,538.903,28.87902,4,0.9999999,1
9.159997,-573.8049,8.438612,538.8934,28.87901,4,0.9999999,1
9.179996,-573.2274,8.438402,538.8836,28.879,4,0.9999999,1
9.199997,-572.6498,8.438197,538.8737,28.87898,4,0.9999999,1
9.219996,-572.0723,8.437996,538.8635,28.87897,4,0.9999999,1
9.239997,-571.4948,8.437799,538.8532,28.87895,4,0.9999999,1
9.259996,-570.9174,8.437608,538.8427,28.87894,4,0.9999999,1
9.279997,-570.3399,8.437421,538.832,28.87892,4,0.9999999,1
9.299996,-569.7625,8.437239,538.8212,28.8789,4,0.9999999,1
9.319997,-569.185,8.437061,538.8101,28.87889,4,0.9999999,1
9.339996,-568.6075,8.436889,538.7989,28.87887,4,0.9999999,1
9.359997,-568.0301,8.436722,538.7875,28.87885,4,0.9999999,1
9.379996,-567.4526,8.43656,538.7759,28.87884,4,0.9999999,1
9.399997,-566.8752,8.436402,538.7641,28.87882,4,0.9999999,1
9.419996,-566.2977,8.43625,538.7521,28.8788,4,0.9999999,1
9.439997,-565.7203,8.436102,538.74,28.87878,4,0.9999999,1
9.459996,-565.1429,8.43596,538.7277,28.87877,4,0.9999999,1
9.479997,-564.5654,8.435822,538.7151,28.87875,4,0.9999999,1
9.499996,-563.988,8.43569,538.7025,28.87873,4,0.9999999,1
9.519997,-563.4105,8.435562,538.6895,28.87872,4,0.9999999,1
9.539996,-562.8331,8.435439,538.6764,28.8787,4,0.9999999,1
9.559997,-562.2557,8.435321,538.6631,28.87868,4,0.9999999,1
9.579997,-561.6783,8.435207,538.6496,28.87867,4,0.9999999,1
9.599997,-561.1009,8.4351,538.6359,28.87865,4,0.9999999,1
9.619997,-560.5235,8.434997,538.6221,28.87864,4,0.9999999,1
9.639997,-559.9461,8.434898,538.608,28.87862,4,1,1
9.659997,-559.3687,8.434805,538.5937,28.8786,4,1,1
9.679996,-558.7913,8.434716,538.5792,28.87858,4,1,1
9.699997,-558.2139,8.434632,538.5646,28.87857,4,1,1
9.719996,-557.6365,8.434554,538.5497,28.87855,4,1,1
9.739997,-557.0591,8.434481,538.5346,28.87853,4,1,1
9.759996,-556.4818,8.434412,538.5193,28.87851,4,1,1
9.779997,-555.9044,8.434349,538.5039,28.87849,4,1,1
9.799996,-555.327,8.434291,538.4882,28.87847,4,1,1
9.819997,-554.7497,8.434238,538.4724,28.87846,4,1,1
9.839996,-554.1724,8.434192,538.4563,28.87844,4,1,1
9.859997,-553.595,8.434151,538.44,28.87842,4,1,1
9.879996,-553.0177,8.434114,538.4235,28.8784,4,1,1
9.899997,-552.4404,8.434084,538.4069,28.87839,4,1,1
9.919996,-551.863,8.434059,538.39,28.87837,4,1,1
9.939997,-551.2858,8.43404,538.3729,28.87835,4,1,1
9.959996,-550.7084,8.434027,538.3555,28.87833,4,1,1
9.979997,-550.1311,8.434019,538.338,28.87831,4,1,1
9.999996,-549.5538,8.434017,538.3203,28.87829,4,1,1
10.02,-548.9766,8.43402,538.3024,28.87827,4,1,1
10.04,-548.3993,8.434029,538.2842,28.87825,4,1,1
10.06,-547.822,8.434043,538.2659,28.87823,4,1,1
10.08,-547.2448,8.434063,538.2473,28.87821,4,1,1
10.1,-546.6675,8.434089,538.2285,28.87819,4,1,1
10.12,-546.0902,8.43412,538.2095,28.87817,4,1,1
10.14,-545.5129,8.434157,538.1903,28.87815,4,1,1
10.16,-544.9357,8.434199,538.1709,28.87813,4,1,1
10.18,-544.3585,8.434247,538.1512,28.87811,4,1,1
10.2,-543.7813,8.4343,538.1314,28.8781,4,1,1
10.22,-543.2041,8.43436,538.1113,28.87807,4,1,1
10.24,-542.6269,8.434424,538.091,28.87805,4,1,1
10.26,-542.0497,8.434496,538.0705,28.87803,4,1,1
10.28,-541.4725,8.434573,538.0497,28.87801,4,1,1
10.3,-540.8953,8.434656,538.0288,28.87799,4,1,1
10.32,-540.3181,8.434745,538.0076,28.87797,4,1,1
10.34,-539.741,8.43484,537.9862,28.87795,4,1,1
10.36,-539.1638,8.434941,537.9646,28.87793,4,1,1
10.38,-538.5867,8.435048,537.9427,28.87791,4,1,1
10.4,-538.0096,8.435162,537.9207,28.87789,4,1,1
10.42,-537.4324,8.435282,537.8984,28.87787,4,1,1
10.44,-536.8553,8.435408,537.8759,28.87785,4,1,1
10.46,-536.2782,8.43554,537.8531,28.87782,4,1,1
10.48,-535.7011,8.435678,537.8301,28.8778,4,1,1
10.5,-535.124,8.435823,537.8069,28.87778,4,1,1
10.52,-534.5469,8.435974,537.7835,28.87776,4,1,1
10.54,-533.9698,8.436131,537.7598,28.87774,4,1,1
10.56,-533.3928,8.436295,537.7359,28.87771,4,1,1
10.58,-532.8157,8.436464,537.7118,28.87769,4,1,1
10.6,-532.2387,8.43664,537.6874,28.87767,4,1,1
10.62,-531.6617,8.436822,537.6628,28.87765,4,1,1
10.64,-531.0847,8.43701,537.638,28.87762,4,1,1
10.66,-530.5076,8.437204,537.6129,28.8776,4,0.9999999,1
10.68,-529.9306,8.437405,537.5876,28.87758,4,0.9999999,1
10.7,-529.3536,8.437612,537.5621,28.87756,4,0.9999999,1
10.72,-528.7767,8.437825,537.5363,28.87753,4,0.9999999,1
10.74,-528.1997,8.438045,537.5103,28.87752,4,0.9999999,1
10.76,-527.6227,8.438271,537.4841,28.87749,4,0.9999999,1
10.78,-527.0458,8.438503,537.4576,28.87747,4,0.9999999,1
10.8,-526.4689,8.438743,537.4308,28.87745,4,0.9999999,1
10.82,-525.892,8.438989,537.4039,28.87743,4,0.9999999,1
10.84,-525.3151,8.439242,537.3766,28.8774,4,0.9999999,1
10.86,-524.7382,8.439503,537.3492,28.87737,4,0.9999999,1
10.88,-524.1613,8.43977,537.3215,28.87735,4,0.9999999,2
10.9,-523.5845,8.440043,537.2935,28.87733,4,0.9999999,2
10.92,-523.0076,8.440324,537.2653,28.87731,4,0.9999999,2
10.94,-522.4308,8.440611,537.2369,28.87729,4,0.9999999,2
10.96,-521.8539,8.440905,537.2082,28.87726,4,0.9999999,2
10.98,-521.2771,8.441205,537.1793,28.87724,4,0.9999999,2
11,-520.7003,8.441512,537.1501,28.87722,4,0.9999999,2
11.02,-520.1235,8.441826,537.1208,28.8772,4,0.9999999,2
11.04,-519.5468,8.442146,537.0912,28.87718,4,0.9999999,2
11.06,-518.97,8.442473,537.0613,28.87716,4,0.9999999,2
11.08,-518.3932,8.442808,537.0313,28.87714,4,0.9999999,2
11.1,-517.8165,8.44315,537.001,28.87712,4,0.9999999,2
11.12,-517.2397,8.443498,536.9705,28.8771,4,0.9999999,2
11.14,-516.663,8.443852,536.9398,28.87708,4,0.9999999,2
11.16,-516.0863,8.444215,536.9089,28.87706,4,0.9999999,2
11.18,-515.5096,8.444584,536.8777,28.87705,4,0.9999999,2
11.2,-514.9329,8.444961,536.8464,28.87703,4,0.9999998,2
11.22,-514.3563,8.445344,536.8149,28.87701,4,0.9999998,2
11.24,-513.7796,8.445735,536.7833,28.877,4,0.9999998,2
11.26,-513.2029,8.446133,536.7515,28.87698,4,0.9999998,2
11.28,-512.6263,8.446538,536.7195,28.87696,4,0.9999998,2
11.3,-512.0496,8.446951,536.6873,28.87695,4,0.9999998,2
11.32,-511.473,8.447371,536.655,28.87693,4,0.9999998,2
11.34,-510.8964,8.447798,536.6226,28.87691,4,0.9999998,2
11.36,-510.3197,8.448232,536.5901,28.8769,4,0.9999998,2
11.38,-509.7431,8.448673,536.5574,28.87688,4,0.9999998,2
11.4,-509.1665,8.449121,536.5247,28.87687,4,0.9999998,2
11.42,-508.5899,8.449577,536.4918,28.87685,4,0.9999998,2
11.44,-508.0133,8.450041,536.4589,28.87683,4,0.9999998,2
11.46,-507.4367,8.450512,536.4259,28.87681,4,0.9999998,2
11.48,-506.8602,8.45099,536.3929,28.87679,4,0.9999998,2
11.5,-506.2834,8.450691,536.3598,28.87679,4,1,2
11.52,-505.7065,8.449697,536.3267,28.87694,4,0.9999995,2
11.54,-505.1295,8.448047,536.2935,28.8773,4,0.9999969,2
11.56,-504.5526,8.444975,536.2603,28.87793,4,0.9999936,2
11.58,-503.9758,8.440692,536.2271,28.87872,4,0.9999908,2
11.6,-503.399,8.435434,536.1939,28.87956,4,0.9999887,2
11.62,-502.8223,8.429455,536.1608,28.88038,4,0.9999877,2
11.64,-502.2456,8.423002,536.1276,28.88115,4,0.9999874,2
11.66,-501.669,8.416316,536.0945,28.88182,4,0.9999878,2
11.68,-501.0924,8.409616,536.0615,28.88239,4,0.9999887,2
11.7,-500.5157,8.403095,536.0286,28.88286,4,0.99999,2
11.72,-499.9391,8.396922,535.9957,28.88322,4,0.9999914,2
11.74,-499.3625,8.39123,535.9629,28.88347,4,0.9999928,2
11.76,-498.7859,8.386123,535.9302,28.88365,4,0.9999941,2
11.78,-498.2092,8.381677,535.8976,28.88373,4,0.9999954,2
11.8,-497.6326,8.377967,535.8652,28.88374,4,0.9999965,2
11.82,-497.056,8.375037,535.833,28.88368,4,0.9999976,2
11.84,-496.4793,8.372911,535.8008,28.88354,4,0.9999986,2
11.86,-495.9027,8.371636,535.7689,28.88333,4,0.9999993,2
11.88,-495.3261,8.371243,535.7371,28.88305,4,0.9999998,2
11.9,-494.7495,8.371737,535.7055,28.88268,4,1,2
11.92,-494.1729,8.373137,535.6741,28.88226,4,0.9999997,2
11.94,-493.5963,8.375451,535.6429,28.88175,4,0.9999989,2
11.96,-493.0197,8.378674,535.6119,28.88117,4,0.9999974,2
11.98,-492.4431,8.382777,535.5811,28.88052,4,0.9999954,2
12,-491.8666,8.387722,535.5505,28.87979,4,0.9999929,2
12.02,-491.29,8.393452,535.5203,28.87898,4,0.99999,2
12.04,-490.7134,8.399896,535.4902,28.87812,4,0.9999868,2
12.06,-490.1369,8.406954,535.4604,28.8772,4,0.9999837,2
12.08,-489.5603,8.414487,535.4309,28.87624,4,0.999981,2
