action,time,x,y,z,speed,grounded,immersion
entry moto0,0.080,642.000,78.707,45.223,10.746,4,0.000
entry moto0,0.100,642.000,78.704,45.002,11.039,4,0.000
entry moto0,0.000,642.000,78.700,44.775,11.332,4,0.000
entry moto0,0.020,642.000,78.695,44.542,11.622,4,0.000
entry moto0,0.040,642.000,78.690,44.303,11.911,4,0.000
entry moto0,0.060,642.000,78.684,44.058,12.199,4,0.000
entry moto0,0.080,642.000,78.677,43.808,12.486,4,0.000
entry moto0,0.100,642.000,78.669,43.552,12.771,4,0.000
entry moto0,0.000,642.000,78.659,43.290,13.055,4,0.012
entry moto0,0.020,642.000,78.649,43.023,13.333,4,0.028
entry moto0,0.040,642.000,78.638,42.751,13.603,4,0.046
entry moto0,0.060,642.000,78.625,42.473,13.865,4,0.066
entry moto0,0.080,642.000,78.611,42.190,14.118,4,0.087
entry moto0,0.100,642.000,78.596,41.902,14.360,4,0.110
entry moto0,0.000,642.000,78.579,41.610,14.592,4,0.136
entry moto0,0.020,642.000,78.561,41.314,14.811,4,0.163
entry moto0,0.040,642.000,78.542,41.013,15.018,4,0.192
entry moto0,0.060,642.000,78.522,40.709,15.211,4,0.223
entry moto0,0.080,642.000,78.501,40.401,15.389,4,0.256
entry moto0,0.100,642.000,78.478,40.090,15.552,4,0.291
entry moto0,0.000,642.000,78.455,39.776,15.699,4,0.327
entry moto0,0.020,642.000,78.430,39.460,15.828,4,0.365
entry moto0,0.040,642.000,78.405,39.142,15.940,4,0.404
entry moto0,0.060,642.000,78.379,38.821,16.034,4,0.444
entry moto0,0.080,642.000,78.352,38.500,16.109,4,0.485
entry moto0,0.000,642.000,78.325,38.177,16.165,4,0.528
entry moto0,0.020,642.000,78.297,37.854,16.202,4,0.570
entry moto0,0.040,642.000,78.268,37.530,16.219,4,0.614
entry moto0,0.060,642.000,78.240,37.207,16.217,4,0.658
entry moto0,0.080,642.000,78.211,36.884,16.196,4,0.702
entry moto0,0.100,642.000,78.183,36.562,16.155,4,0.746
entry moto0,0.000,642.000,78.155,36.241,16.096,4,0.789
entry moto0,0.020,642.000,78.127,35.921,16.019,4,0.832
entry moto0,0.040,642.000,78.099,35.604,15.924,4,0.875
entry moto0,0.060,642.000,78.072,35.289,15.812,4,0.916
entry moto0,0.080,642.000,78.046,34.976,15.685,4,0.957
entry moto0,0.100,642.000,78.020,34.667,15.542,4,0.996
immersed turn,0.000,642.000,77.935,33.747,15.400,4,1.000
immersed turn,0.006,642.000,77.905,33.444,15.244,4,1.000
immersed turn,0.026,642.000,77.879,33.144,15.090,4,1.000
immersed turn,0.046,641.998,77.855,32.846,14.937,4,1.000
immersed turn,0.066,641.995,77.834,32.551,14.783,4,1.000
immersed turn,0.086,641.990,77.816,32.259,14.628,4,1.000
immersed turn,0.106,641.981,77.800,31.971,14.471,4,1.000
immersed turn,0.126,641.968,77.787,31.685,14.313,4,1.000
immersed turn,0.146,641.950,77.778,31.403,14.145,4,1.000
immersed turn,0.166,641.927,77.770,31.125,13.985,4,1.000
immersed turn,0.186,641.898,77.764,30.849,13.825,4,1.000
immersed turn,0.206,641.864,77.760,30.578,13.665,4,1.000
immersed turn,0.226,641.823,77.758,30.310,13.505,4,1.000
immersed turn,0.246,641.777,77.758,30.046,13.346,4,1.000
immersed turn,0.266,641.724,77.759,29.787,13.189,4,1.000
immersed turn,0.286,641.664,77.762,29.532,13.034,4,1.000
immersed turn,0.306,641.598,77.765,29.282,12.880,4,1.000
immersed turn,0.326,641.526,77.770,29.036,12.729,4,1.000
immersed turn,0.346,641.447,77.776,28.796,12.580,4,1.000
immersed turn,0.366,641.363,77.782,28.560,12.433,4,1.000
immersed turn,0.386,641.272,77.789,28.330,12.290,4,1.000
immersed turn,0.406,641.176,77.797,28.105,12.148,4,1.000
immersed turn,0.426,641.074,77.804,27.886,12.010,4,1.000
immersed turn,0.446,640.966,77.812,27.673,11.874,4,1.000
immersed turn,0.466,640.854,77.820,27.465,11.742,4,1.000
immersed turn,0.486,640.736,77.827,27.263,11.612,4,1.000
immersed turn,0.506,640.613,77.834,27.066,11.485,4,1.000
immersed turn,0.526,640.485,77.841,26.876,11.361,4,1.000
immersed turn,0.546,640.353,77.847,26.692,11.239,4,1.000
immersed turn,0.566,640.217,77.853,26.514,11.121,4,1.000
immersed turn,0.586,640.077,77.858,26.342,11.006,4,1.000
immersed turn,0.606,639.933,77.862,26.176,10.893,4,1.000
immersed turn,0.626,639.785,77.866,26.016,10.783,4,1.000
immersed turn,0.646,639.634,77.869,25.863,10.676,4,1.000
immersed turn,0.666,639.480,77.872,25.716,10.572,4,1.000
immersed turn,0.686,639.322,77.874,25.575,10.471,4,1.000
immersed turn,0.706,639.162,77.876,25.440,10.372,4,1.000
immersed turn,0.726,638.999,77.877,25.312,10.275,4,1.000
immersed turn,0.746,638.834,77.878,25.190,10.181,4,1.000
immersed turn,0.766,638.666,77.878,25.074,10.090,4,1.000
immersed turn,0.786,638.497,77.878,24.965,10.001,4,1.000
immersed turn,0.806,638.325,77.878,24.862,9.914,4,1.000
immersed turn,0.826,638.152,77.877,24.765,9.829,4,1.000
immersed turn,0.846,637.977,77.877,24.674,9.747,4,1.000
immersed turn,0.866,637.802,77.876,24.590,9.667,4,1.000
immersed turn,0.886,637.625,77.875,24.512,9.589,4,1.000
immersed turn,0.906,637.447,77.874,24.440,9.513,4,1.000
immersed turn,0.926,637.268,77.873,24.374,9.439,4,1.000
immersed turn,0.946,637.088,77.872,24.314,9.367,4,1.000
immersed turn,0.966,636.909,77.871,24.261,9.297,4,1.000
immersed turn,0.986,636.729,77.870,24.213,9.229,4,1.000
brake through zero to reverse,0.000,636.549,77.869,24.172,9.163,4,1.000
brake through zero to reverse,0.020,636.377,77.868,24.137,8.696,4,1.000
brake through zero to reverse,0.040,636.213,77.868,24.108,8.246,4,1.000
brake through zero to reverse,0.060,636.057,77.867,24.085,7.811,4,1.000
brake through zero to reverse,0.080,635.909,77.867,24.067,7.389,4,1.000
brake through zero to reverse,0.100,635.770,77.866,24.053,6.979,4,1.000
brake through zero to reverse,0.120,635.638,77.866,24.042,6.580,4,1.000
brake through zero to reverse,0.140,635.514,77.865,24.034,6.190,4,1.000
brake through zero to reverse,0.160,635.398,77.865,24.028,5.809,4,1.000
brake through zero to reverse,0.180,635.289,77.865,24.024,5.436,4,1.000
brake through zero to reverse,0.200,635.187,77.865,24.022,5.071,4,1.000
brake through zero to reverse,0.220,635.093,77.865,24.020,4.713,4,1.000
brake through zero to reverse,0.240,635.006,77.865,24.020,4.362,4,1.000
brake through zero to reverse,0.260,634.925,77.865,24.020,4.018,4,1.000
brake through zero to reverse,0.280,634.852,77.865,24.020,3.681,4,1.000
brake through zero to reverse,0.300,634.785,77.865,24.021,3.351,4,1.000
brake through zero to reverse,0.320,634.724,77.865,24.022,3.027,4,1.000
brake through zero to reverse,0.340,634.670,77.866,24.023,2.709,4,1.000
brake through zero to reverse,0.360,634.622,77.866,24.023,2.397,4,1.000
brake through zero to reverse,0.380,634.580,77.866,24.024,2.092,4,1.000
brake through zero to reverse,0.400,634.544,77.866,24.025,1.792,4,1.000
brake through zero to reverse,0.420,634.515,77.866,24.026,1.498,4,1.000
brake through zero to reverse,0.440,634.490,77.866,24.027,1.210,4,1.000
brake through zero to reverse,0.460,634.472,77.866,24.027,0.927,4,1.000
brake through zero to reverse,0.480,634.459,77.866,24.027,0.650,4,1.000
brake through zero to reverse,0.500,634.451,77.867,24.028,0.379,4,1.000
brake through zero to reverse,0.520,634.445,77.867,24.028,0.304,4,1.000
brake through zero to reverse,0.540,634.440,77.867,24.028,0.231,4,1.000
brake through zero to reverse,0.560,634.437,77.867,24.028,0.159,4,1.000
brake through zero to reverse,0.580,634.436,77.867,24.028,0.089,4,1.000
brake through zero to reverse,0.600,634.435,77.867,24.028,0.020,4,1.000
brake through zero to reverse,0.620,634.436,77.867,24.028,-0.047,4,1.000
brake through zero to reverse,0.640,634.438,77.867,24.028,-0.113,4,1.000
brake through zero to reverse,0.660,634.442,77.867,24.028,-0.178,4,1.000
brake through zero to reverse,0.680,634.447,77.867,24.027,-0.240,4,1.000
brake through zero to reverse,0.700,634.453,77.867,24.027,-0.301,4,1.000
brake through zero to reverse,0.720,634.460,77.867,24.027,-0.361,4,1.000
brake through zero to reverse,0.740,634.468,77.867,24.027,-0.419,4,1.000
brake through zero to reverse,0.760,634.478,77.867,24.026,-0.475,4,1.000
brake through zero to reverse,0.780,634.488,77.867,24.026,-0.530,4,1.000
brake through zero to reverse,0.800,634.500,77.867,24.025,-0.584,4,1.000
brake through zero to reverse,0.820,634.513,77.867,24.025,-0.636,4,1.000
brake through zero to reverse,0.840,634.527,77.867,24.024,-0.687,4,1.000
brake through zero to reverse,0.860,634.541,77.867,24.024,-0.737,4,1.000
brake through zero to reverse,0.880,634.557,77.867,24.023,-0.785,4,1.000
brake through zero to reverse,0.900,634.574,77.867,24.022,-0.832,4,1.000
brake through zero to reverse,0.920,634.591,77.867,24.022,-0.878,4,1.000
brake through zero to reverse,0.940,634.610,77.867,24.021,-0.923,4,1.000
brake through zero to reverse,0.960,634.629,77.867,24.020,-0.967,4,1.000
brake through zero to reverse,0.980,634.649,77.867,24.020,-1.009,4,1.000
brake through zero to reverse,1.000,634.670,77.867,24.019,-1.051,4,1.000
brake through zero to reverse,1.020,634.692,77.867,24.018,-1.091,4,1.000
brake through zero to reverse,1.040,634.714,77.867,24.017,-1.130,4,1.000
brake through zero to reverse,1.060,634.738,77.867,24.016,-1.169,4,1.000
brake through zero to reverse,1.080,634.762,77.867,24.015,-1.206,4,1.000
brake through zero to reverse,1.100,634.787,77.867,24.014,-1.243,4,1.000
brake through zero to reverse,1.120,634.812,77.867,24.013,-1.278,4,1.000
brake through zero to reverse,1.140,634.839,77.867,24.012,-1.313,4,1.000
brake through zero to reverse,1.160,634.865,77.867,24.011,-1.346,4,1.000
brake through zero to reverse,1.180,634.893,77.867,24.010,-1.379,4,1.000
brake through zero to reverse,1.200,634.921,77.867,24.009,-1.411,4,1.000
brake through zero to reverse,1.220,634.950,77.867,24.008,-1.442,4,1.000
brake through zero to reverse,1.240,634.979,77.867,24.007,-1.473,4,1.000
brake through zero to reverse,1.260,635.010,77.867,24.006,-1.502,4,1.000
brake through zero to reverse,1.280,635.040,77.867,24.004,-1.531,4,1.000
brake through zero to reverse,1.300,635.071,77.867,24.003,-1.559,4,1.000
brake through zero to reverse,1.320,635.103,77.867,24.002,-1.587,4,1.000
brake through zero to reverse,1.340,635.135,77.867,24.001,-1.614,4,1.000
brake through zero to reverse,1.360,635.168,77.867,23.999,-1.640,4,1.000
brake through zero to reverse,1.380,635.201,77.867,23.998,-1.665,4,1.000
brake through zero to reverse,1.400,635.235,77.867,23.997,-1.690,4,1.000
brake through zero to reverse,1.420,635.269,77.867,23.995,-1.714,4,1.000
brake through zero to reverse,1.440,635.304,77.867,23.994,-1.737,4,1.000
brake through zero to reverse,1.460,635.339,77.867,23.993,-1.760,4,1.000
brake through zero to reverse,1.480,635.375,77.867,23.991,-1.782,4,1.000
brake through zero to reverse,1.500,635.411,77.867,23.990,-1.804,4,1.000
brake through zero to reverse,1.520,635.447,77.867,23.989,-1.825,4,1.000
brake through zero to reverse,1.540,635.484,77.867,23.987,-1.846,4,1.000
brake through zero to reverse,1.560,635.522,77.867,23.986,-1.866,4,1.000
brake through zero to reverse,1.580,635.559,77.867,23.984,-1.886,4,1.000
brake through zero to reverse,1.600,635.597,77.867,23.983,-1.905,4,1.000
brake through zero to reverse,1.620,635.636,77.867,23.981,-1.923,4,1.000
brake through zero to reverse,1.640,635.675,77.867,23.980,-1.941,4,1.000
brake through zero to reverse,1.660,635.714,77.867,23.978,-1.959,4,1.000
brake through zero to reverse,1.680,635.753,77.867,23.977,-1.976,4,1.000
brake through zero to reverse,1.700,635.793,77.867,23.975,-1.993,4,1.000
brake through zero to reverse,1.720,635.833,77.867,23.974,-2.009,4,1.000
brake through zero to reverse,1.740,635.874,77.867,23.972,-2.025,4,1.000
brake through zero to reverse,1.760,635.914,77.867,23.971,-2.041,4,1.000
brake through zero to reverse,1.780,635.955,77.867,23.969,-2.056,4,1.000
brake through zero to reverse,1.800,635.997,77.867,23.967,-2.071,4,1.000
brake through zero to reverse,1.820,636.039,77.867,23.966,-2.085,4,1.000
brake through zero to reverse,1.840,636.080,77.867,23.964,-2.099,4,1.000
brake through zero to reverse,1.860,636.123,77.867,23.962,-2.113,4,1.000
brake through zero to reverse,1.880,636.165,77.867,23.961,-2.126,4,1.000
brake through zero to reverse,1.900,636.208,77.867,23.959,-2.139,4,1.000
brake through zero to reverse,1.920,636.251,77.867,23.957,-2.152,4,1.000
brake through zero to reverse,1.940,636.294,77.867,23.956,-2.164,4,1.000
brake through zero to reverse,1.960,636.338,77.867,23.954,-2.176,4,1.000
brake through zero to reverse,1.980,636.381,77.867,23.952,-2.188,4,1.000
brake through zero to reverse,2.000,636.425,77.867,23.951,-2.199,4,1.000
brake through zero to reverse,2.020,636.470,77.867,23.949,-2.210,4,1.000
brake through zero to reverse,2.040,636.514,77.867,23.947,-2.221,4,1.000
brake through zero to reverse,2.060,636.559,77.867,23.946,-2.232,4,1.000
brake through zero to reverse,2.080,636.603,77.867,23.944,-2.242,4,1.000
brake through zero to reverse,2.100,636.648,77.867,23.942,-2.252,4,1.000
brake through zero to reverse,2.120,636.694,77.867,23.940,-2.262,4,1.000
brake through zero to reverse,2.140,636.739,77.867,23.939,-2.271,4,1.000
brake through zero to reverse,2.160,636.785,77.867,23.937,-2.280,4,1.000
brake through zero to reverse,2.180,636.830,77.867,23.935,-2.289,4,1.000
brake through zero to reverse,2.200,636.876,77.867,23.933,-2.298,4,1.000
brake through zero to reverse,2.220,636.922,77.867,23.931,-2.307,4,1.000
brake through zero to reverse,2.240,636.969,77.867,23.930,-2.315,4,1.000
brake through zero to reverse,2.260,637.015,77.867,23.928,-2.323,4,1.000
brake through zero to reverse,2.280,637.062,77.867,23.926,-2.331,4,1.000
brake through zero to reverse,2.300,637.108,77.867,23.924,-2.339,4,1.000
brake through zero to reverse,2.320,637.155,77.867,23.922,-2.346,4,1.000
brake through zero to reverse,2.340,637.202,77.867,23.921,-2.354,4,1.000
brake through zero to reverse,2.360,637.249,77.867,23.919,-2.361,4,1.000
brake through zero to reverse,2.380,637.297,77.867,23.917,-2.368,4,1.000
brake through zero to reverse,2.400,637.344,77.867,23.915,-2.375,4,1.000
brake through zero to reverse,2.420,637.392,77.867,23.913,-2.381,4,1.000
brake through zero to reverse,2.440,637.440,77.867,23.911,-2.388,4,1.000
brake through zero to reverse,2.460,637.487,77.867,23.910,-2.394,4,1.000
brake through zero to reverse,2.480,637.535,77.867,23.908,-2.400,4,1.000
brake through zero to reverse,2.500,637.583,77.867,23.906,-2.406,4,1.000
brake through zero to reverse,2.520,637.632,77.867,23.904,-2.412,4,1.000
brake through zero to reverse,2.540,637.680,77.867,23.902,-2.418,4,1.000
brake through zero to reverse,2.560,637.728,77.867,23.900,-2.423,4,1.000
brake through zero to reverse,2.580,637.777,77.867,23.898,-2.429,4,1.000
brake through zero to reverse,2.600,637.826,77.867,23.897,-2.434,4,1.000
brake through zero to reverse,2.620,637.874,77.867,23.895,-2.439,4,1.000
brake through zero to reverse,2.640,637.923,77.867,23.893,-2.444,4,1.000
brake through zero to reverse,2.660,637.972,77.867,23.891,-2.449,4,1.000
brake through zero to reverse,2.680,638.021,77.867,23.889,-2.453,4,1.000
brake through zero to reverse,2.700,638.070,77.867,23.887,-2.458,4,1.000
brake through zero to reverse,2.720,638.119,77.867,23.885,-2.463,4,1.000
brake through zero to reverse,2.740,638.169,77.867,23.883,-2.467,4,1.000
brake through zero to reverse,2.760,638.218,77.867,23.881,-2.471,4,1.000
brake through zero to reverse,2.780,638.268,77.867,23.879,-2.475,4,1.000
brake through zero to reverse,2.800,638.317,77.867,23.877,-2.479,4,1.000
brake through zero to reverse,2.820,638.367,77.867,23.876,-2.483,4,1.000
brake through zero to reverse,2.840,638.417,77.867,23.874,-2.487,4,1.000
brake through zero to reverse,2.860,638.466,77.867,23.872,-2.491,4,1.000
brake through zero to reverse,2.880,638.516,77.867,23.870,-2.495,4,1.000
brake through zero to reverse,2.900,638.566,77.867,23.868,-2.498,4,1.000
brake through zero to reverse,2.920,638.616,77.867,23.866,-2.502,4,1.000
brake through zero to reverse,2.940,638.666,77.867,23.864,-2.505,4,1.000
brake through zero to reverse,2.960,638.716,77.867,23.862,-2.508,4,1.000
brake through zero to reverse,2.980,638.766,77.867,23.860,-2.512,4,1.000
brake through zero to reverse,3.000,638.817,77.867,23.858,-2.515,4,1.000
reverse out,0.000,638.867,77.867,23.856,-2.518,4,1.000
reverse out,0.020,638.917,77.867,23.854,-2.521,4,1.000
reverse out,0.040,638.968,77.867,23.852,-2.524,4,1.000
reverse out,0.060,639.018,77.867,23.850,-2.526,4,1.000
reverse out,0.080,639.069,77.867,23.849,-2.529,4,1.000
reverse out,0.100,639.119,77.867,23.847,-2.532,4,1.000
reverse out,0.000,639.170,77.867,23.845,-2.534,4,1.000
reverse out,0.020,639.221,77.867,23.844,-2.536,4,1.000
reverse out,0.040,639.272,77.867,23.843,-2.538,4,1.000
reverse out,0.060,639.322,77.867,23.842,-2.540,4,1.000
reverse out,0.080,639.373,77.867,23.842,-2.542,4,1.000
reverse out,0.100,639.424,77.867,23.842,-2.544,4,1.000
reverse out,0.000,639.475,77.867,23.842,-2.545,4,1.000
reverse out,0.020,639.526,77.867,23.843,-2.547,4,1.000
reverse out,0.040,639.577,77.867,23.844,-2.548,4,1.000
reverse out,0.060,639.628,77.867,23.845,-2.550,4,1.000
reverse out,0.080,639.679,77.867,23.847,-2.551,4,1.000
reverse out,0.100,639.730,77.867,23.850,-2.552,4,1.000
reverse out,0.000,639.781,77.867,23.853,-2.554,4,1.000
reverse out,0.020,639.832,77.867,23.856,-2.555,4,1.000
reverse out,0.040,639.883,77.867,23.860,-2.556,4,1.000
reverse out,0.060,639.934,77.867,23.865,-2.557,4,1.000
reverse out,0.080,639.985,77.867,23.870,-2.558,4,1.000
reverse out,0.100,640.036,77.867,23.875,-2.559,4,1.000
reverse out,0.000,640.087,77.867,23.881,-2.560,4,1.000
reverse out,0.020,640.138,77.867,23.887,-2.561,4,1.000
reverse out,0.040,640.189,77.867,23.894,-2.562,4,1.000
reverse out,0.060,640.239,77.867,23.902,-2.563,4,1.000
reverse out,0.080,640.290,77.867,23.910,-2.564,4,1.000
reverse out,0.100,640.341,77.867,23.918,-2.565,4,1.000
reverse out,0.000,640.391,77.867,23.927,-2.565,4,1.000
reverse out,0.020,640.442,77.867,23.937,-2.566,4,1.000
reverse out,0.040,640.492,77.867,23.947,-2.567,4,1.000
reverse out,0.060,640.542,77.867,23.957,-2.568,4,1.000
reverse out,0.080,640.593,77.867,23.968,-2.568,4,1.000
reverse out,0.100,640.643,77.867,23.980,-2.569,4,1.000
reverse out,0.000,640.693,77.867,23.992,-2.570,4,1.000
reverse out,0.020,640.743,77.867,24.005,-2.571,4,1.000
reverse out,0.040,640.792,77.867,24.018,-2.571,4,1.000
reverse out,0.060,640.842,77.867,24.031,-2.572,4,1.000
reverse out,0.080,640.892,77.867,24.045,-2.572,4,1.000
reverse out,0.000,640.941,77.867,24.060,-2.573,4,1.000
reverse out,0.020,640.990,77.867,24.075,-2.574,4,1.000
reverse out,0.040,641.039,77.867,24.090,-2.574,4,1.000
reverse out,0.060,641.088,77.867,24.107,-2.575,4,1.000
reverse out,0.080,641.137,77.867,24.123,-2.575,4,1.000
reverse out,0.100,641.186,77.867,24.140,-2.576,4,1.000
reverse out,0.000,641.234,77.867,24.158,-2.576,4,1.000
reverse out,0.020,641.283,77.867,24.176,-2.577,4,1.000
reverse out,0.040,641.331,77.867,24.194,-2.577,4,1.000
reverse out,0.060,641.379,77.867,24.213,-2.578,4,1.000
reverse out,0.080,641.427,77.867,24.233,-2.578,4,1.000
reverse out,0.100,641.474,77.867,24.253,-2.579,4,1.000
reverse out,0.000,641.522,77.867,24.273,-2.579,4,1.000
reverse out,0.020,641.569,77.867,24.294,-2.580,4,1.000
reverse out,0.040,641.616,77.867,24.316,-2.580,4,1.000
reverse out,0.060,641.663,77.867,24.338,-2.580,4,1.000
reverse out,0.080,641.709,77.867,24.360,-2.581,4,1.000
reverse out,0.100,641.755,77.867,24.383,-2.581,4,1.000
reverse out,0.000,641.802,77.867,24.407,-2.582,4,1.000
reverse out,0.020,641.847,77.867,24.430,-2.582,4,1.000
reverse out,0.040,641.893,77.867,24.455,-2.582,4,1.000
reverse out,0.060,641.938,77.867,24.480,-2.583,4,1.000
reverse out,0.080,641.983,77.867,24.505,-2.583,4,1.000
reverse out,0.100,642.028,77.867,24.530,-2.583,4,1.000
reverse out,0.000,642.073,77.867,24.557,-2.584,4,1.000
reverse out,0.020,642.117,77.867,24.583,-2.584,4,1.000
reverse out,0.040,642.161,77.867,24.610,-2.584,4,1.000
reverse out,0.060,642.205,77.867,24.638,-2.585,4,1.000
reverse out,0.080,642.249,77.867,24.666,-2.585,4,1.000
reverse out,0.100,642.292,77.867,24.694,-2.585,4,1.000
reverse out,0.000,642.335,77.867,24.723,-2.585,4,1.000
reverse out,0.020,642.378,77.867,24.752,-2.586,4,1.000
reverse out,0.040,642.420,77.867,24.782,-2.586,4,1.000
reverse out,0.060,642.462,77.867,24.812,-2.586,4,1.000
reverse out,0.080,642.504,77.867,24.843,-2.586,4,1.000
reverse out,0.100,642.545,77.867,24.874,-2.587,4,1.000
reverse out,0.000,642.586,77.867,24.905,-2.587,4,1.000
reverse out,0.020,642.627,77.867,24.937,-2.587,4,1.000
reverse out,0.040,642.668,77.867,24.969,-2.587,4,1.000
reverse out,0.060,642.708,77.867,25.002,-2.588,4,1.000
reverse out,0.080,642.748,77.867,25.035,-2.588,4,1.000
reverse out,0.000,642.787,77.867,25.069,-2.588,4,1.000
reverse out,0.020,642.827,77.867,25.102,-2.588,4,1.000
reverse out,0.040,642.865,77.867,25.137,-2.588,4,1.000
reverse out,0.060,642.904,77.867,25.171,-2.589,4,1.000
reverse out,0.080,642.942,77.867,25.207,-2.589,4,1.000
reverse out,0.100,642.980,77.867,25.242,-2.589,4,1.000
reverse out,0.000,643.017,77.867,25.278,-2.589,4,1.000
reverse out,0.020,643.054,77.867,25.314,-2.589,4,1.000
reverse out,0.040,643.091,77.867,25.351,-2.589,4,1.000
reverse out,0.060,643.127,77.867,25.388,-2.590,4,1.000
reverse out,0.080,643.163,77.867,25.425,-2.590,4,1.000
reverse out,0.100,643.199,77.867,25.463,-2.590,4,1.000
reverse out,0.000,643.234,77.867,25.501,-2.590,4,1.000
reverse out,0.020,643.269,77.867,25.539,-2.590,4,1.000
reverse out,0.040,643.303,77.867,25.578,-2.590,4,1.000
reverse out,0.060,643.337,77.867,25.617,-2.590,4,1.000
reverse out,0.080,643.371,77.867,25.657,-2.591,4,1.000
reverse out,0.100,643.404,77.867,25.697,-2.591,4,1.000
reverse out,0.000,643.437,77.867,25.737,-2.591,4,1.000
reverse out,0.020,643.469,77.867,25.777,-2.591,4,1.000
reverse out,0.040,643.501,77.867,25.818,-2.591,4,1.000
reverse out,0.060,643.533,77.867,25.859,-2.591,4,1.000
reverse out,0.080,643.564,77.867,25.901,-2.591,4,1.000
reverse out,0.100,643.594,77.867,25.943,-2.591,4,1.000
reverse out,0.000,643.625,77.867,25.985,-2.591,4,1.000
reverse out,0.020,643.654,77.867,26.027,-2.592,4,1.000
reverse out,0.040,643.684,77.867,26.070,-2.592,4,1.000
reverse out,0.060,643.713,77.867,26.113,-2.592,4,1.000
reverse out,0.080,643.741,77.867,26.156,-2.592,4,1.000
reverse out,0.100,643.770,77.867,26.200,-2.592,4,1.000
reverse out,0.000,643.797,77.867,26.244,-2.592,4,1.000
reverse out,0.020,643.824,77.867,26.288,-2.592,4,1.000
reverse out,0.040,643.851,77.867,26.333,-2.592,4,1.000
reverse out,0.060,643.877,77.867,26.377,-2.592,4,1.000
reverse out,0.080,643.903,77.867,26.422,-2.592,4,1.000
reverse out,0.100,643.929,77.867,26.468,-2.592,4,1.000
reverse out,0.000,643.954,77.867,26.513,-2.593,4,1.000
reverse out,0.020,643.978,77.867,26.559,-2.593,4,1.000
reverse out,0.040,644.002,77.867,26.605,-2.593,4,1.000
reverse out,0.060,644.026,77.867,26.651,-2.593,4,1.000
reverse out,0.080,644.049,77.867,26.698,-2.593,4,1.000
reverse out,0.000,644.071,77.867,26.744,-2.593,4,1.000
reverse out,0.020,644.093,77.867,26.791,-2.593,4,1.000
reverse out,0.040,644.115,77.867,26.839,-2.593,4,1.000
reverse out,0.060,644.136,77.867,26.886,-2.593,4,1.000
reverse out,0.080,644.157,77.867,26.934,-2.593,4,1.000
reverse out,0.100,644.177,77.867,26.981,-2.593,4,1.000
reverse out,0.000,644.196,77.867,27.030,-2.593,4,1.000
reverse out,0.020,644.216,77.867,27.078,-2.593,4,1.000
reverse out,0.040,644.234,77.867,27.126,-2.593,4,1.000
reverse out,0.060,644.252,77.867,27.175,-2.593,4,1.000
reverse out,0.080,644.270,77.867,27.224,-2.593,4,1.000
reverse out,0.100,644.287,77.867,27.273,-2.593,4,1.000
reverse out,0.000,644.304,77.867,27.322,-2.594,4,1.000
reverse out,0.020,644.320,77.867,27.371,-2.594,4,1.000
reverse out,0.040,644.336,77.867,27.421,-2.594,4,1.000
reverse out,0.060,644.351,77.867,27.470,-2.594,4,1.000
reverse out,0.080,644.366,77.867,27.520,-2.594,4,1.000
reverse out,0.100,644.380,77.867,27.570,-2.594,4,1.000
