time,station,active,visible,sightings,calls
3.16,4603.4,7,0,0,0
4.16,4611.4,7,0,0,0
5.18,4632.2,7,0,0,0
6.20,4660.2,7,0,0,0
7.20,2.8,7,0,0,0
8.26,18.3,7,0,0,0
9.30,39.2,7,0,0,0
10.30,65.8,7,0,0,0
11.32,98.4,7,0,0,0
12.34,134.5,7,0,0,0
13.42,176.2,7,0,0,0
14.46,218.2,7,0,0,0
15.46,257.9,7,0,0,0
16.46,298.3,7,0,0,0
17.52,339.4,7,0,0,0
18.52,380.4,7,0,0,0
19.52,423.1,7,0,0,0
20.52,466.4,7,0,0,0
21.54,510.6,7,0,0,0
22.56,556.0,7,0,0,0
23.58,601.4,7,0,0,0
24.58,646.7,7,0,0,0
25.62,694.3,7,0,0,0
26.64,740.2,7,0,0,0
27.68,788.3,7,0,0,0
28.70,834.5,7,0,0,0
29.70,880.2,7,0,0,0
30.72,913.1,7,0,0,0
31.72,929.0,7,0,0,0
32.74,941.7,7,0,0,0
33.74,964.2,7,0,0,0
34.74,992.7,7,0,0,0
35.74,1026.3,7,0,0,0
36.76,1063.1,7,0,0,0
37.76,1102.6,7,0,0,0
38.76,1143.6,7,0,0,0
39.78,1186.0,7,0,0,0
40.80,1229.9,7,0,0,0
41.80,1274.3,7,0,0,0
42.82,1319.3,7,0,0,0
43.82,1364.6,7,0,0,0
44.82,1404.1,7,1,1,0
45.84,1413.2,7,1,1,0
46.84,1422.4,7,1,1,1
47.84,1441.5,7,1,1,1
48.86,1468.7,7,0,1,1
49.86,1500.7,7,0,1,1
50.88,1536.0,7,0,1,1
51.88,1572.0,7,0,1,1
52.88,1606.7,7,0,1,1
53.88,1643.7,7,0,1,1
54.90,1683.2,7,0,1,1
55.90,1724.3,7,0,1,1
56.92,1766.8,7,0,1,1
57.92,1810.7,7,0,1,1
58.94,1854.6,7,0,1,1
59.94,1899.1,7,0,1,1
60.94,1944.2,7,0,1,1
61.96,1985.5,7,0,1,1
62.96,2006.9,7,0,1,1
63.96,2018.3,7,0,1,1
64.96,2034.8,7,0,1,1
65.96,2058.4,7,0,1,1
66.98,2088.6,7,1,2,1
67.98,2123.1,7,1,2,2
68.98,2161.2,7,0,2,2
70.00,2201.4,7,0,2,2
71.00,2243.1,7,0,2,2
72.02,2285.5,6,0,2,2
73.02,2317.3,6,0,2,2
74.02,2349.0,6,0,2,2
75.04,2380.5,6,0,2,2
76.04,2412.5,6,0,2,2
77.04,2447.6,6,0,2,2
78.04,2485.6,6,0,2,2
79.06,2526.6,6,0,2,2
80.08,2568.4,6,0,2,2
81.12,2601.6,6,0,2,2
82.14,2629.1,6,0,2,2
83.16,2659.0,6,0,2,2
84.48,2704.4,6,0,2,2
85.50,2743.1,6,0,2,2
86.50,2775.3,6,0,2,2
87.50,2807.5,6,0,2,2
88.52,2841.7,6,0,2,2
89.52,2878.9,6,0,2,2
90.52,2907.5,6,0,2,2
91.54,2929.3,6,0,3,2
92.54,2954.9,6,1,3,3
93.58,2988.2,6,0,3,3
94.58,3019.1,6,0,3,3
95.60,3046.7,6,0,3,3
96.60,3076.9,6,0,3,3
97.60,3109.4,5,0,3,3
98.60,3141.2,5,0,3,3
99.64,3174.8,5,0,3,3
100.64,3199.8,5,0,3,3
101.66,3218.4,5,0,3,3
102.66,3243.1,5,0,3,3
103.66,3269.2,5,0,3,3
104.68,3296.1,5,0,3,3
105.68,3321.7,5,0,3,3
106.68,3352.2,5,0,3,3
107.70,3387.8,5,0,4,3
108.70,3425.5,5,1,4,4
109.70,3447.2,5,0,4,4
110.70,3461.8,5,0,4,4
111.80,3482.3,5,0,4,4
112.86,3510.2,4,0,4,4
113.90,3541.9,4,0,4,4
114.90,3574.2,4,0,4,4
115.94,3609.9,4,0,4,4
116.96,3650.2,4,0,4,4
117.98,3692.4,4,0,4,4
118.98,3732.7,4,0,4,4
120.00,3769.2,4,0,4,4
121.02,3801.3,4,0,4,4
122.04,3832.8,4,0,4,4
123.10,3865.1,4,0,4,4
124.12,3896.5,4,1,5,4
125.12,3925.8,4,1,5,5
126.24,3961.6,4,0,5,5
127.24,3997.5,4,0,5,5
128.44,4038.2,4,0,5,5
129.44,4070.0,3,0,5,5
130.48,4102.5,3,0,5,5
131.50,4132.7,3,0,6,5
132.52,4162.9,3,1,6,5
133.54,4194.7,3,0,6,5
134.54,4226.6,3,0,6,5
135.56,4258.5,3,0,6,5
136.56,4288.9,3,0,6,5
137.56,4316.1,2,0,6,5
138.60,4342.4,2,0,6,5
139.60,4372.8,2,0,7,5
140.62,4404.9,2,1,7,6
141.62,4437.1,2,0,7,6
142.62,4469.1,2,0,7,6
143.64,4501.4,2,0,7,6
144.64,4533.4,2,0,7,6
145.96,4575.6,1,0,7,6
147.04,4609.6,1,0,7,6
148.20,4647.0,1,0,7,6
149.32,4662.7,1,0,7,6
150.32,4670.9,1,0,7,6
151.36,4672.1,1,0,7,6
152.38,2.9,1,0,7,6
