t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.280,270.135,933.034,121.348,-62.961,29.291,-28.331,7.389,-3.566,1.000,0.000,0.353,0,0.000,5.890,0.669,""
0.300,269.615,932.464,121.474,-63.018,29.272,-28.319,7.190,-3.564,1.000,0.000,0.376,0,0.000,5.956,0.620,""
0.320,269.093,931.895,121.597,-63.076,29.247,-28.308,6.991,-3.563,1.000,0.000,0.399,0,0.000,6.002,0.570,""
0.340,268.571,931.326,121.715,-63.136,29.217,-28.297,6.792,-3.561,1.000,0.000,0.421,0,0.000,6.028,0.521,""
0.360,268.056,930.757,121.830,-63.198,29.183,-28.285,6.593,-3.560,1.000,0.000,0.443,0,0.000,6.037,0.472,""
0.380,267.533,930.188,121.941,-63.261,29.146,-28.274,6.394,-3.558,1.000,0.000,0.461,0,0.000,6.029,0.424,""
0.400,267.010,929.620,122.048,-63.325,29.105,-28.263,6.196,-3.557,1.000,0.000,0.479,0,0.000,6.006,0.377,""
0.420,266.485,929.052,122.153,-63.391,29.060,-28.251,5.997,-3.556,1.000,0.000,0.497,0,0.000,5.969,0.332,""
0.440,265.977,928.484,122.253,-63.457,29.013,-28.240,5.798,-3.554,1.000,0.000,0.514,0,0.000,5.921,0.288,""
0.460,265.452,927.916,122.351,-63.524,28.964,-28.229,5.600,-3.553,1.000,0.000,0.529,0,0.000,5.862,0.246,""
0.480,264.927,927.349,122.445,-63.592,28.912,-28.218,5.402,-3.551,1.000,0.000,0.541,0,0.000,5.794,0.206,""
0.500,264.400,926.782,122.535,-63.661,28.857,-28.206,5.203,-3.550,1.000,0.000,0.555,0,0.000,5.719,0.168,""
0.520,263.874,926.215,122.623,-63.731,28.801,-28.195,5.005,-3.548,1.000,0.000,0.568,0,0.000,5.637,0.133,""
0.540,263.368,925.649,122.707,-63.801,28.742,-28.184,4.807,-3.547,1.000,0.000,0.581,0,0.000,5.550,0.099,""
0.560,262.841,925.083,122.789,-63.871,28.682,-28.172,4.609,-3.546,1.000,0.000,0.589,0,0.000,5.459,0.068,""
0.580,262.312,924.517,122.867,-63.942,28.619,-28.161,4.411,-3.544,1.000,0.000,0.600,0,0.000,5.364,0.039,""
0.600,261.784,923.951,122.942,-64.013,28.555,-28.150,4.213,-3.543,1.000,0.000,0.610,0,0.000,5.268,0.012,""
0.620,261.278,923.386,123.013,-64.084,28.488,-28.139,4.015,-3.541,1.000,0.000,0.622,0,0.000,5.170,-0.013,""
0.640,260.748,922.821,123.082,-64.156,28.419,-28.127,3.818,-3.540,1.000,0.000,0.628,0,0.000,5.072,-0.035,""
0.660,260.218,922.256,123.147,-64.227,28.348,-28.116,3.620,-3.539,1.000,0.000,0.637,0,0.000,4.973,-0.056,""
0.680,259.686,921.691,123.209,-64.299,28.274,-28.105,3.422,-3.537,1.000,0.000,0.647,0,0.000,4.875,-0.074,""
0.700,259.177,921.127,123.268,-64.371,28.198,-28.094,3.225,-3.536,1.000,0.000,0.657,0,0.000,4.778,-0.090,""
0.720,258.644,920.562,123.323,-64.442,28.119,-28.082,3.028,-3.534,1.000,0.000,0.662,0,0.000,4.683,-0.105,""
0.740,258.111,919.999,123.376,-64.514,28.038,-28.071,2.830,-3.533,1.000,0.000,0.671,0,0.000,4.589,-0.117,""
0.760,257.577,919.435,123.425,-64.586,27.953,-28.060,2.633,-3.531,1.000,0.000,0.679,0,0.000,4.498,-0.128,""
0.780,257.059,918.871,123.470,-64.658,27.865,-28.049,2.436,-3.530,1.000,0.000,0.689,0,0.000,4.409,-0.136,""
0.800,256.523,918.308,123.513,-64.729,27.774,-28.037,2.239,-3.529,1.000,0.000,0.693,0,0.000,4.322,-0.143,""
0.820,255.986,917.745,123.552,-64.801,27.680,-28.026,2.042,-3.527,1.000,0.000,0.701,0,0.000,4.238,-0.149,""
0.840,255.449,917.182,123.587,-64.872,27.581,-28.015,1.845,-3.526,1.000,0.000,0.709,0,0.000,4.156,-0.152,""
0.860,254.911,916.619,123.620,-64.943,27.479,-28.004,1.648,-3.524,1.000,0.000,0.718,0,0.000,4.077,-0.154,""
0.880,254.384,916.057,123.649,-65.015,27.373,-27.993,1.451,-3.523,1.000,0.000,0.721,0,0.000,4.001,-0.154,""
0.900,253.844,915.495,123.674,-65.086,27.262,-27.981,1.254,-3.522,1.000,0.000,0.729,0,0.000,3.928,-0.153,""
0.920,253.303,914.933,123.696,-65.157,27.147,-27.970,1.058,-3.520,1.000,0.000,0.737,0,0.000,3.857,-0.150,""
0.940,252.762,914.371,123.715,-65.228,27.028,-27.959,0.861,-3.519,1.000,0.000,0.744,0,0.000,3.788,-0.146,""
0.960,252.225,913.809,123.730,-65.299,26.904,-27.948,0.665,-3.517,1.000,0.000,0.746,0,0.000,3.722,-0.140,""
0.980,251.682,913.248,123.742,-65.369,26.775,-27.937,0.468,-3.516,1.000,0.000,0.753,0,0.000,3.659,-0.133,""
1.000,251.137,912.687,123.751,-65.440,26.641,-27.926,0.272,-3.515,1.000,0.000,0.760,0,0.000,3.597,-0.124,""
1.020,250.592,912.126,123.756,-65.511,26.503,-27.914,0.076,-3.513,1.000,0.000,0.767,0,0.000,3.537,-0.114,""
1.040,250.044,911.565,123.757,-65.582,26.359,-27.903,-0.120,-3.512,1.000,0.000,0.766,0,0.000,3.479,-0.102,""
1.060,249.497,911.005,123.755,-65.652,26.210,-27.892,-0.316,-3.510,1.000,0.000,0.772,0,0.000,3.422,-0.090,""
1.080,248.949,910.445,123.750,-65.723,26.056,-27.881,-0.512,-3.509,1.000,0.000,0.778,0,0.000,3.367,-0.076,""
1.100,248.400,909.885,123.741,-65.794,25.896,-27.870,-0.708,-3.508,1.000,0.000,0.783,0,0.000,3.313,-0.060,""
1.120,247.840,909.325,123.729,-65.864,25.732,-27.859,-0.904,-3.506,1.000,0.000,0.780,0,0.000,3.259,-0.044,""
1.140,247.289,908.766,123.713,-65.935,25.562,-27.847,-1.100,-3.505,1.000,0.000,0.785,0,0.000,3.206,-0.026,""
1.160,246.738,908.207,123.694,-66.006,25.388,-27.836,-1.296,-3.503,1.000,0.000,0.789,0,0.000,3.153,-0.007,""
1.180,246.186,907.648,123.671,-66.077,25.209,-27.825,-1.491,-3.502,1.000,0.000,0.792,0,0.000,3.101,0.014,""
1.200,245.614,907.090,123.645,-66.148,25.025,-27.814,-1.687,-3.501,1.000,0.000,0.787,0,0.000,3.048,0.035,""
1.220,245.060,906.532,123.615,-66.219,24.837,-27.803,-1.882,-3.499,1.000,0.000,0.790,0,0.000,2.994,0.058,""
1.240,244.505,905.974,123.582,-66.291,24.644,-27.792,-2.078,-3.498,1.000,0.000,0.792,0,0.000,2.940,0.081,""
1.260,243.923,905.417,123.545,-66.362,24.447,-27.781,-2.273,-3.496,1.000,0.000,0.793,0,0.000,2.884,0.106,""
1.280,243.366,904.860,123.505,-66.434,24.247,-27.770,-2.468,-3.495,1.000,0.000,0.789,0,0.000,2.827,0.131,""
1.300,242.809,904.303,123.461,-66.506,24.044,-27.758,-2.663,-3.494,1.000,0.000,0.793,0,0.000,2.769,0.158,""
1.320,242.251,903.747,123.413,-66.578,23.838,-27.747,-2.858,-3.492,1.000,0.000,0.796,0,0.000,2.708,0.185,""
1.340,241.660,903.191,123.362,-66.651,23.629,-27.736,-3.053,-3.491,1.000,0.000,0.790,0,0.000,2.646,0.213,""
1.360,241.100,902.635,123.307,-66.724,23.418,-27.725,-3.248,-3.489,1.000,0.000,0.795,0,0.000,2.580,0.242,""
1.380,240.540,902.080,123.249,-66.797,23.206,-27.714,-3.443,-3.488,1.000,0.000,0.801,0,0.000,2.513,0.271,""
1.400,239.980,901.526,123.186,-66.871,22.994,-27.703,-3.638,-3.487,1.000,0.000,0.806,0,0.000,2.442,0.301,""
1.420,239.392,900.971,123.120,-66.944,22.781,-27.692,-3.832,-3.485,1.000,0.000,0.801,0,0.000,2.369,0.332,""
1.440,238.830,900.418,123.051,-67.019,22.569,-27.681,-4.027,-3.484,1.000,0.000,0.807,0,0.000,2.292,0.363,""
1.460,238.268,899.864,122.977,-67.093,22.357,-27.670,-4.221,-3.482,1.000,0.000,0.813,0,0.000,2.212,0.394,""
1.480,237.724,899.312,122.900,-67.168,22.148,-27.659,-4.416,-3.481,1.000,0.000,0.820,0,0.000,2.129,0.425,""
1.500,237.162,898.759,122.818,-67.244,21.941,-27.648,-4.610,-3.480,1.000,0.000,0.815,0,0.000,2.042,0.456,""
1.520,236.598,898.207,122.733,-67.320,21.738,-27.637,-4.805,-3.478,1.000,0.000,0.820,0,0.000,1.951,0.488,""
1.540,236.035,897.656,122.644,-67.396,21.539,-27.625,-4.999,-3.477,1.000,0.000,0.826,0,0.000,1.857,0.519,""
1.560,235.558,897.105,122.551,-67.472,21.344,-27.614,-5.193,-3.475,1.000,0.000,0.836,0,0.000,1.759,0.550,""
1.580,234.994,896.555,122.454,-67.549,21.155,-27.603,-5.387,-3.474,1.000,0.000,0.827,0,0.000,1.658,0.581,""
1.600,234.430,896.005,122.353,-67.627,20.973,-27.592,-5.581,-3.473,1.000,0.000,0.831,0,0.000,1.554,0.611,""
1.620,233.978,895.455,122.248,-67.705,20.797,-27.581,-5.775,-3.471,1.000,0.000,0.841,0,0.000,1.446,0.641,""
1.640,233.414,894.907,122.139,-67.783,20.629,-27.570,-5.969,-3.470,1.000,0.000,0.844,0,0.000,1.336,0.670,""
1.660,232.849,894.358,122.026,-67.861,20.470,-27.559,-6.162,-3.468,1.000,0.000,0.831,0,0.000,1.223,0.698,""
1.680,232.283,893.811,121.908,-67.940,20.319,-27.548,-6.356,-3.467,1.000,0.000,0.831,0,0.000,1.108,0.725,""
1.700,231.812,893.263,121.786,-68.019,20.178,-27.537,-6.550,-3.466,1.000,0.000,0.837,0,0.000,0.991,0.752,""
1.720,231.246,892.716,121.660,-68.099,20.048,-27.526,-6.743,-3.464,1.000,0.000,0.837,0,0.000,0.874,0.777,""
1.740,225.828,892.170,121.530,-68.178,19.927,-27.515,-6.936,-3.463,1.000,0.000,0.560,0,0.000,0.757,0.801,""
1.760,225.380,891.624,121.395,-68.258,19.818,-27.504,-7.130,-3.462,1.000,0.000,0.564,0,0.000,0.643,0.824,""
1.780,224.935,891.079,121.257,-68.339,19.720,-27.493,-7.323,-3.460,1.000,0.000,0.568,0,0.000,0.534,0.846,""
1.800,224.110,890.802,121.107,-68.153,4.978,-16.056,-7.998,8.451,1.000,0.000,0.559,0,0.000,0.438,0.877,"Mountain trunk:(0.603, 0.000, 0.798);"
1.820,223.976,890.497,120.953,-67.996,6.437,-16.049,-8.191,8.448,1.000,0.000,0.629,0,0.000,1.183,0.904,"Mountain trunk:(0.000, 0.000, 1.000);Mountain trunk:(0.000, 0.000, 1.000);"
1.840,223.815,890.191,120.793,-67.840,7.843,-16.043,-8.384,8.444,1.000,0.000,0.551,0,0.000,1.248,0.928,"Mountain trunk:(0.000, 0.000, 1.000);Mountain trunk:(0.000, 0.000, 1.000);Mountain trunk:(0.000, 0.000, 1.000);"
1.860,223.656,889.884,120.629,-67.686,9.179,-16.036,-8.577,8.441,1.000,0.000,0.476,0,0.000,1.366,0.949,"Mountain trunk:(0.000, 0.000, 1.000);Mountain trunk:(0.000, 0.000, 1.000);Mountain trunk:(0.000, 0.000, 1.000);Mountain trunk:(0.000, 0.000, 1.000);"
1.880,223.498,889.576,120.460,-67.534,10.432,-16.030,-8.770,8.438,1.000,0.000,0.381,0,0.000,1.514,0.966,""
1.900,223.341,889.267,120.285,-67.382,11.589,-16.024,-8.962,8.434,1.000,0.000,0.294,0,0.000,1.680,0.979,""
1.920,223.186,888.957,120.106,-67.231,12.638,-16.017,-9.155,8.431,1.000,0.000,0.199,0,0.000,1.857,0.989,""
1.940,223.032,888.645,119.921,-67.081,13.569,-16.011,-9.347,8.428,1.000,0.000,0.092,0,0.000,2.037,0.996,""
1.960,222.879,888.333,119.731,-66.931,14.374,-16.004,-9.540,8.424,1.000,0.000,-0.009,0,0.000,2.216,0.999,""
1.980,222.769,888.018,119.537,-66.781,15.048,-15.998,-9.732,8.421,1.000,0.000,-0.110,0,0.000,2.391,1.000,""
2.000,222.769,887.703,119.337,-66.631,15.584,-15.992,-9.924,8.418,1.000,0.000,-0.211,0,0.000,2.559,0.997,""
2.020,222.679,887.385,119.133,-66.481,15.981,-15.985,-10.116,8.414,1.000,0.000,-0.307,0,0.000,2.718,0.991,""
2.040,222.528,887.067,118.924,-66.331,16.237,-15.979,-10.308,8.411,1.000,0.000,-0.395,0,0.000,2.867,0.983,""
2.060,222.379,886.747,118.711,-66.180,16.353,-15.972,-10.500,8.407,1.000,0.000,-0.476,0,0.000,3.004,0.973,""
2.080,222.230,886.426,118.492,-66.029,16.329,-15.966,-10.692,8.404,1.000,0.000,-0.549,0,0.000,3.129,0.961,""
2.100,222.083,886.103,118.270,-65.876,16.170,-15.960,-10.884,8.401,1.000,0.000,-0.615,0,0.000,3.241,0.948,""
2.120,221.937,885.780,118.043,-65.723,15.878,-15.953,-11.076,8.397,1.000,0.000,-0.674,0,0.000,3.339,0.933,""
2.140,221.792,885.455,117.812,-65.569,15.460,-15.947,-11.268,8.394,1.000,0.000,-0.703,0,0.000,3.424,0.917,""
2.160,221.649,885.130,117.577,-65.414,14.921,-15.940,-11.459,8.391,1.000,0.000,-0.749,0,0.000,3.495,0.900,""
2.180,221.506,884.803,117.338,-65.257,14.269,-15.934,-11.651,8.387,1.000,0.000,-0.819,0,0.000,3.553,0.883,""
2.200,221.365,884.476,117.096,-65.099,13.509,-15.928,-11.842,8.384,1.000,0.000,-0.861,0,0.000,3.597,0.866,""
2.220,221.226,884.148,116.849,-64.940,12.651,-15.921,-12.034,8.381,1.000,0.000,-0.902,0,0.000,3.628,0.849,""
2.240,221.087,883.820,116.599,-64.780,11.702,-15.915,-12.225,8.377,1.000,0.000,-0.942,0,0.000,3.647,0.833,""
2.260,220.951,883.492,116.345,-64.618,10.671,-15.909,-12.416,8.374,1.000,0.000,-0.983,0,0.000,3.653,0.817,""
2.280,220.887,883.163,116.087,-64.455,9.566,-15.902,-12.607,8.370,1.000,0.000,-1.000,0,0.000,3.648,0.802,""
2.300,220.887,882.834,115.826,-64.291,8.394,-15.896,-12.798,8.367,1.000,0.000,-1.000,0,0.000,3.632,0.787,""
2.320,220.770,882.505,115.562,-64.125,7.166,-15.889,-12.989,8.364,1.000,0.000,-1.000,0,0.000,3.606,0.774,""
2.340,220.611,882.176,115.294,-63.959,5.888,-15.883,-13.180,8.360,1.000,0.000,-1.000,0,0.000,3.570,0.762,""
2.360,220.453,881.847,115.023,-63.791,4.569,-15.877,-13.371,8.357,1.000,0.000,-1.000,0,0.000,3.525,0.751,""
2.380,220.297,881.519,114.749,-63.622,3.217,-15.870,-13.562,8.354,1.000,0.000,-1.000,0,0.000,3.472,0.742,""
2.400,220.143,881.191,114.471,-63.452,1.840,-15.864,-13.753,8.350,1.000,0.000,-1.000,0,0.000,3.411,0.734,""
2.420,219.991,880.863,114.190,-63.280,0.445,-15.858,-13.943,8.347,1.000,0.000,-1.000,0,0.000,3.342,0.728,""
2.440,219.840,880.536,113.905,-63.108,-0.960,-15.851,-14.134,8.344,1.000,0.000,-0.955,0,0.000,3.267,0.723,""
2.460,219.692,880.210,113.618,-62.935,-2.370,-15.845,-14.324,8.340,1.000,0.000,-0.832,0,0.000,3.187,0.720,""
2.480,219.545,879.885,113.327,-62.761,-3.776,-15.839,-14.515,8.337,1.000,0.000,-0.667,0,0.000,3.100,0.718,""
2.500,218.661,879.560,113.032,-62.586,-5.172,-15.832,-14.705,8.334,1.000,0.000,-0.511,0,0.000,3.009,0.718,""
2.520,218.417,879.236,112.735,-62.411,-6.552,-15.826,-14.895,8.330,1.000,0.000,-0.298,0,0.000,2.913,0.719,""
2.540,218.174,878.913,112.434,-62.235,-7.910,-15.820,-15.085,8.327,1.000,0.000,-0.185,0,0.000,2.814,0.721,""
2.560,216.871,878.591,112.130,-62.059,-9.241,-15.813,-15.275,8.324,1.000,0.000,-0.127,0,0.000,2.710,0.725,""
2.580,216.543,878.270,111.822,-61.882,-10.537,-15.807,-15.465,8.320,1.000,0.000,-0.004,0,0.000,2.603,0.730,""
2.600,216.216,877.950,111.512,-61.704,-11.795,-15.801,-15.655,8.317,1.000,0.000,0.078,0,0.000,2.494,0.736,""
2.620,215.693,877.631,111.197,-61.527,-13.009,-15.794,-15.845,8.314,1.000,0.000,0.164,0,0.000,2.382,0.744,""
2.640,215.344,877.313,110.879,-61.349,-14.175,-15.788,-16.035,8.310,1.000,0.000,0.248,0,0.000,2.267,0.752,""
2.660,214.995,876.997,110.558,-61.171,-15.286,-15.782,-16.225,8.307,1.000,0.000,0.298,0,0.000,2.151,0.761,""
2.680,214.646,876.682,110.233,-60.993,-16.341,-15.775,-16.414,8.304,1.000,0.000,0.361,0,0.000,2.033,0.771,""
2.700,214.345,876.367,109.905,-60.816,-17.333,-15.769,-16.604,8.300,1.000,0.000,0.416,0,0.000,1.914,0.782,""
2.720,214.194,876.054,109.573,-60.638,-18.260,-15.763,-16.793,8.297,1.000,0.000,0.470,0,0.000,1.794,0.793,""
2.740,213.841,875.742,109.237,-60.460,-19.118,-15.757,-16.983,8.294,1.000,0.000,0.488,0,0.000,1.673,0.804,""
2.760,213.489,875.431,108.898,-60.283,-19.904,-15.750,-17.172,8.290,1.000,0.000,0.520,0,0.000,1.552,0.816,""
2.780,213.135,875.121,108.555,-60.106,-20.615,-15.744,-17.361,8.287,1.000,0.000,0.545,0,0.000,1.431,0.828,""
2.800,212.782,874.812,108.208,-59.930,-21.248,-15.738,-17.551,8.284,1.000,0.000,0.551,0,0.000,1.311,0.840,""
2.820,212.769,874.504,107.857,-59.754,-21.803,-15.731,-17.740,8.281,1.000,0.000,0.582,0,0.000,1.192,0.852,""
2.840,212.769,874.197,107.503,-59.579,-22.276,-15.725,-17.929,8.277,1.000,0.000,0.608,0,0.000,1.075,0.864,""
2.860,212.559,873.891,107.145,-59.404,-22.667,-15.719,-18.118,8.274,1.000,0.000,0.624,0,0.000,0.962,0.875,""
2.880,212.215,873.586,106.783,-59.230,-22.974,-15.712,-18.307,8.271,1.000,0.000,0.632,0,0.000,0.854,0.887,""
2.900,211.870,873.282,106.417,-59.057,-23.198,-15.706,-18.495,8.267,1.000,0.000,0.638,0,0.000,0.753,0.898,""
2.920,211.524,872.978,106.046,-58.884,-23.338,-15.700,-18.684,8.264,1.000,0.000,0.642,0,0.000,0.662,0.908,""
2.940,211.177,872.675,105.672,-58.712,-23.395,-15.694,-18.873,8.261,1.000,0.000,0.630,0,0.000,0.586,0.918,""
2.960,210.829,872.373,105.294,-58.542,-23.368,-15.687,-19.061,8.257,1.000,0.000,0.630,0,0.000,0.530,0.927,""
2.980,210.479,872.071,104.912,-58.372,-23.261,-15.681,-19.250,8.254,1.000,0.000,0.627,0,0.000,0.500,0.936,""
3.000,210.129,871.770,104.526,-58.203,-23.073,-15.675,-19.438,8.251,1.000,0.000,0.623,0,0.000,0.501,0.944,""
3.020,209.785,871.469,104.136,-58.034,-22.808,-15.669,-19.627,8.247,1.000,0.000,0.616,0,0.000,0.529,0.951,""
3.040,209.785,871.168,103.742,-57.867,-22.466,-15.662,-19.815,8.244,1.000,0.000,0.614,0,0.000,0.580,0.957,""
3.060,209.785,870.868,103.344,-57.701,-22.052,-15.656,-20.003,8.241,1.000,0.000,0.608,0,0.000,0.648,0.962,""
3.080,209.757,870.567,102.942,-57.536,-21.568,-15.650,-20.191,8.238,1.000,0.000,0.599,0,0.000,0.725,0.967,""
3.100,209.412,870.267,102.536,-57.371,-21.016,-15.643,-20.379,8.234,1.000,0.000,0.583,0,0.000,0.807,0.971,""
3.120,209.064,869.966,102.126,-57.208,-20.402,-15.637,-20.567,8.231,1.000,0.000,0.564,0,0.000,0.893,0.974,""
3.140,208.715,869.666,101.711,-57.045,-19.728,-15.631,-20.755,8.228,1.000,0.000,0.543,0,0.000,0.979,0.976,""
3.160,208.365,869.365,101.293,-56.883,-18.998,-15.625,-20.943,8.224,1.000,0.000,0.521,0,0.000,1.064,0.978,""
3.180,208.012,869.064,100.871,-56.722,-18.216,-15.618,-21.131,8.221,1.000,0.000,0.498,0,0.000,1.147,0.979,""
3.200,207.658,868.763,100.444,-56.562,-17.387,-15.612,-21.318,8.218,1.000,0.000,0.473,0,0.000,1.228,0.979,""
3.220,207.302,868.461,100.014,-56.403,-16.515,-15.606,-21.506,8.215,1.000,0.000,0.448,0,0.000,1.306,0.979,""
3.240,206.944,868.159,99.580,-56.244,-15.604,-15.600,-21.693,8.211,1.000,0.000,0.422,0,0.000,1.380,0.977,""
3.260,206.920,867.857,99.142,-56.086,-14.658,-15.593,-21.881,8.208,1.000,0.000,0.397,0,0.000,1.450,0.976,""
3.280,206.920,867.554,98.699,-55.928,-13.681,-15.587,-22.068,8.205,1.000,0.000,0.371,0,0.000,1.516,0.974,""
3.300,206.920,867.250,98.253,-55.771,-12.679,-15.581,-22.255,8.201,1.000,0.000,0.345,0,0.000,1.578,0.971,""
3.320,206.705,867.010,97.899,-55.648,-7.548,-19.565,-3.126,3.787,1.000,0.000,0.318,0,0.000,1.635,0.969,"Ground_Mountain_0_2:(-0.197, 0.956, -0.218);"
3.340,206.426,866.626,97.836,-55.582,-6.406,-19.505,-3.103,3.805,1.000,0.000,0.278,1,11.250,1.670,0.967,"Ground_Mountain_0_2:(-0.197, 0.956, -0.218);"
3.360,206.094,866.241,97.774,-55.518,-5.191,-19.441,-3.081,3.816,1.000,0.000,0.253,1,11.250,1.648,0.965,"Ground_Mountain_0_2:(-0.193, 0.958, -0.214);"
3.380,205.761,865.855,97.712,-55.457,-3.905,-19.374,-3.059,3.818,1.000,0.000,0.228,1,11.250,1.718,0.964,""
3.400,205.426,865.468,97.651,-55.399,-2.552,-19.306,-3.037,3.811,1.000,0.000,0.204,1,11.250,1.883,0.962,""
3.420,205.090,865.080,97.589,-55.342,-1.141,-19.242,-3.026,3.793,1.000,0.000,0.181,1,10.734,2.130,0.959,""
3.440,204.752,864.690,97.526,-55.287,0.311,-19.191,-3.056,3.769,1.000,0.000,0.157,1,8.554,2.433,0.954,""
3.460,204.411,864.298,97.459,-55.230,1.759,-19.184,-3.251,3.767,1.000,0.000,0.137,0,0.000,2.736,0.946,""
3.480,204.164,863.906,97.387,-55.173,3.196,-19.176,-3.446,3.766,1.000,0.000,0.115,0,0.000,2.875,0.937,""
3.500,204.164,863.512,97.310,-55.114,4.610,-19.168,-3.641,3.764,1.000,0.000,0.087,0,0.000,3.002,0.926,""
3.520,204.164,863.118,97.229,-55.055,5.994,-19.161,-3.836,3.763,1.000,0.000,0.049,0,0.000,3.118,0.914,""
3.540,204.164,862.723,97.143,-54.993,7.340,-19.153,-4.030,3.761,1.000,0.000,0.005,0,0.000,3.221,0.900,""
