t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.220,271.220,934.502,119.974,-63.318,29.953,-28.754,4.257,-9.271,0.969,0.000,0.404,1,0.000,0.980,0.979,""
0.240,270.650,933.920,120.054,-63.501,29.840,-28.743,4.059,-9.268,1.000,0.000,0.417,1,0.000,1.004,0.977,""
0.260,270.095,933.338,120.130,-63.685,29.724,-28.731,3.862,-9.264,1.000,0.000,0.431,0,0.000,1.028,0.974,""
0.280,269.539,932.757,120.203,-63.869,29.606,-28.720,3.664,-9.260,1.000,0.000,0.443,0,0.000,1.049,0.972,""
0.300,268.982,932.177,120.271,-64.052,29.485,-28.708,3.466,-9.256,1.000,0.000,0.456,0,0.000,1.070,0.969,""
0.320,268.424,931.596,120.335,-64.236,29.362,-28.697,3.269,-9.253,1.000,0.000,0.469,0,0.000,1.089,0.965,""
0.340,267.867,931.016,120.395,-64.420,29.236,-28.685,3.071,-9.249,1.000,0.000,0.482,0,0.000,1.107,0.962,""
0.360,267.310,930.437,120.452,-64.604,29.109,-28.674,2.874,-9.245,1.000,0.000,0.492,0,0.000,1.124,0.958,""
0.380,266.752,929.858,120.504,-64.789,28.979,-28.662,2.677,-9.242,1.000,0.000,0.505,0,0.000,1.139,0.955,""
0.400,266.193,929.279,120.552,-64.973,28.848,-28.651,2.480,-9.238,1.000,0.000,0.516,0,0.000,1.153,0.951,""
0.420,265.642,928.700,120.596,-65.157,28.715,-28.639,2.282,-9.234,1.000,0.000,0.528,0,0.000,1.166,0.947,""
0.440,265.083,928.122,120.637,-65.342,28.582,-28.628,2.085,-9.231,1.000,0.000,0.538,0,0.000,1.178,0.943,""
0.460,264.523,927.545,120.673,-65.526,28.447,-28.616,1.888,-9.227,1.000,0.000,0.549,0,0.000,1.188,0.939,""
0.480,263.962,926.968,120.705,-65.711,28.311,-28.605,1.692,-9.223,1.000,0.000,0.559,0,0.000,1.197,0.935,""
0.500,263.416,926.391,120.734,-65.895,28.174,-28.593,1.495,-9.219,1.000,0.000,0.570,0,0.000,1.205,0.931,""
0.520,262.854,925.815,120.759,-66.080,28.037,-28.582,1.298,-9.216,1.000,0.000,0.578,0,0.000,1.212,0.927,""
0.540,262.291,925.239,120.779,-66.265,27.899,-28.571,1.101,-9.212,1.000,0.000,0.588,0,0.000,1.217,0.923,""
0.560,261.728,924.663,120.796,-66.449,27.761,-28.559,0.905,-9.208,1.000,0.000,0.598,0,0.000,1.221,0.919,""
0.580,261.183,924.088,120.809,-66.634,27.623,-28.548,0.708,-9.205,1.000,0.000,0.608,0,0.000,1.225,0.915,""
0.600,260.618,923.513,120.818,-66.819,27.485,-28.536,0.512,-9.201,1.000,0.000,0.617,0,0.000,1.227,0.912,""
0.620,260.053,922.939,120.823,-67.004,27.347,-28.525,0.316,-9.197,1.000,0.000,0.622,0,0.000,1.228,0.908,""
0.640,259.487,922.365,120.824,-67.189,27.209,-28.513,0.119,-9.194,1.000,0.000,0.631,0,0.000,1.228,0.904,""
0.660,258.940,921.791,120.821,-67.374,27.071,-28.502,-0.077,-9.190,1.000,0.000,0.639,0,0.000,1.227,0.901,""
0.680,258.372,921.218,120.815,-67.558,26.934,-28.491,-0.273,-9.186,1.000,0.000,0.647,0,0.000,1.225,0.898,""
0.700,257.804,920.646,120.804,-67.743,26.797,-28.479,-0.469,-9.183,1.000,0.000,0.651,0,0.000,1.222,0.895,""
0.720,257.235,920.073,120.790,-67.928,26.661,-28.468,-0.665,-9.179,1.000,0.000,0.658,0,0.000,1.218,0.892,""
0.740,256.683,919.501,120.772,-68.113,26.525,-28.456,-0.861,-9.175,1.000,0.000,0.666,0,0.000,1.214,0.889,""
0.760,256.112,918.930,120.750,-68.298,26.390,-28.445,-1.056,-9.172,1.000,0.000,0.672,0,0.000,1.208,0.887,""
0.780,255.540,918.359,120.724,-68.483,26.256,-28.434,-1.252,-9.168,1.000,0.000,0.675,0,0.000,1.202,0.884,""
0.800,254.968,917.788,120.694,-68.668,26.123,-28.422,-1.448,-9.164,1.000,0.000,0.681,0,0.000,1.194,0.882,""
0.820,254.411,917.218,120.661,-68.853,25.991,-28.411,-1.643,-9.161,1.000,0.000,0.687,0,0.000,1.186,0.880,""
0.840,253.836,916.648,120.623,-69.038,25.860,-28.400,-1.839,-9.157,1.000,0.000,0.688,0,0.000,1.178,0.879,""
0.860,253.261,916.078,120.582,-69.223,25.729,-28.388,-2.034,-9.153,1.000,0.000,0.693,0,0.000,1.168,0.877,""
0.880,252.686,915.509,120.537,-69.408,25.600,-28.377,-2.229,-9.150,1.000,0.000,0.698,0,0.000,1.158,0.876,""
0.900,252.121,914.940,120.488,-69.593,25.472,-28.366,-2.425,-9.146,1.000,0.000,0.703,0,0.000,1.147,0.874,""
0.920,251.543,914.372,120.435,-69.777,25.345,-28.354,-2.620,-9.142,1.000,0.000,0.702,0,0.000,1.136,0.874,""
0.940,250.965,913.804,120.379,-69.962,25.218,-28.343,-2.815,-9.139,1.000,0.000,0.706,0,0.000,1.124,0.873,""
0.960,250.394,913.236,120.318,-70.147,25.093,-28.332,-3.010,-9.135,1.000,0.000,0.710,0,0.000,1.111,0.872,""
0.980,249.813,912.669,120.254,-70.332,24.969,-28.320,-3.205,-9.131,1.000,0.000,0.713,0,0.000,1.098,0.872,""
1.000,249.232,912.102,120.186,-70.516,24.846,-28.309,-3.400,-9.128,1.000,0.000,0.712,0,0.000,1.084,0.872,""
1.020,248.650,911.536,120.114,-70.701,24.724,-28.298,-3.594,-9.124,1.000,0.000,0.714,0,0.000,1.070,0.872,""
1.040,248.070,910.970,120.039,-70.885,24.603,-28.286,-3.789,-9.120,1.000,0.000,0.717,0,0.000,1.055,0.872,""
1.060,247.486,910.404,119.959,-71.070,24.483,-28.275,-3.984,-9.117,1.000,0.000,0.715,0,0.000,1.039,0.873,""
1.080,246.902,909.839,119.876,-71.254,24.364,-28.264,-4.178,-9.113,1.000,0.000,0.717,0,0.000,1.024,0.873,""
1.100,246.316,909.274,119.789,-71.439,24.245,-28.252,-4.373,-9.109,1.000,0.000,0.719,0,0.000,1.007,0.874,""
1.120,245.728,908.709,119.698,-71.623,24.128,-28.241,-4.567,-9.106,1.000,0.000,0.720,0,0.000,0.991,0.875,""
1.140,245.141,908.145,119.603,-71.807,24.011,-28.230,-4.761,-9.102,1.000,0.000,0.717,0,0.000,0.974,0.876,""
1.160,244.553,907.581,119.504,-71.991,23.895,-28.218,-4.956,-9.099,1.000,0.000,0.720,0,0.000,0.956,0.878,""
1.180,243.958,907.017,119.402,-72.175,23.779,-28.207,-5.150,-9.095,1.000,0.000,0.722,0,0.000,0.938,0.879,""
1.200,243.368,906.454,119.295,-72.359,23.664,-28.196,-5.344,-9.091,1.000,0.000,0.719,0,0.000,0.920,0.881,""
1.220,242.778,905.891,119.185,-72.543,23.550,-28.185,-5.538,-9.088,1.000,0.000,0.725,0,0.000,0.902,0.882,""
1.240,242.188,905.329,119.071,-72.727,23.436,-28.173,-5.732,-9.084,1.000,0.000,0.731,0,0.000,0.883,0.884,""
1.260,241.586,904.767,118.953,-72.911,23.322,-28.162,-5.925,-9.080,1.000,0.000,0.736,0,0.000,0.864,0.886,""
1.280,240.993,904.205,118.832,-73.095,23.209,-28.151,-6.119,-9.077,1.000,0.000,0.738,0,0.000,0.845,0.889,""
1.300,240.401,903.644,118.706,-73.278,23.096,-28.139,-6.313,-9.073,1.000,0.000,0.746,0,0.000,0.825,0.891,""
1.320,239.799,903.083,118.577,-73.462,22.983,-28.128,-6.506,-9.069,1.000,0.000,0.754,0,0.000,0.806,0.893,""
1.340,239.205,902.522,118.444,-73.645,22.870,-28.117,-6.700,-9.066,1.000,0.000,0.755,0,0.000,0.786,0.896,""
1.360,238.611,901.961,118.307,-73.828,22.756,-28.106,-6.893,-9.062,1.000,0.000,0.764,0,0.000,0.766,0.898,""
1.380,238.016,901.401,118.166,-74.012,22.643,-28.094,-7.087,-9.059,1.000,0.000,0.773,0,0.000,0.746,0.901,""
1.400,237.432,900.842,118.021,-74.195,22.529,-28.083,-7.280,-9.055,1.000,0.000,0.782,0,0.000,0.725,0.904,""
1.420,236.836,900.282,117.873,-74.378,22.415,-28.072,-7.473,-9.051,1.000,0.000,0.782,0,0.000,0.705,0.906,""
1.440,236.240,899.723,117.721,-74.561,22.301,-28.061,-7.666,-9.048,1.000,0.000,0.789,0,0.000,0.684,0.909,""
1.460,235.683,899.164,117.564,-74.743,22.186,-28.050,-7.860,-9.044,1.000,0.000,0.797,0,0.000,0.664,0.912,""
1.480,235.085,898.606,117.404,-74.926,22.071,-28.038,-8.052,-9.040,1.000,0.000,0.795,0,0.000,0.643,0.915,""
1.500,234.487,898.048,117.240,-75.109,21.954,-28.027,-8.245,-9.037,1.000,0.000,0.800,0,0.000,0.622,0.918,""
1.520,233.937,897.490,117.073,-75.291,21.837,-28.016,-8.438,-9.033,1.000,0.000,0.806,0,0.000,0.602,0.921,""
1.540,233.337,896.933,116.901,-75.473,21.719,-28.005,-8.631,-9.030,1.000,0.000,0.801,0,0.000,0.581,0.924,""
1.560,232.737,896.375,116.726,-75.656,21.600,-27.994,-8.824,-9.026,1.000,0.000,0.800,0,0.000,0.560,0.927,""
1.580,232.144,895.818,116.546,-75.838,21.480,-27.982,-9.016,-9.022,1.000,0.000,0.800,0,0.000,0.540,0.930,""
1.600,231.574,895.262,116.363,-76.020,21.359,-27.971,-9.209,-9.019,1.000,0.000,0.791,0,0.000,0.520,0.933,""
1.620,230.973,894.706,116.176,-76.202,21.236,-27.960,-9.401,-9.015,1.000,0.000,0.788,0,0.000,0.499,0.935,""
1.640,230.052,894.150,115.985,-76.383,21.113,-27.949,-9.594,-9.012,1.000,0.000,0.773,0,0.000,0.480,0.938,""
1.660,229.463,893.594,115.791,-76.565,20.987,-27.938,-9.786,-9.008,1.000,0.000,0.762,0,0.000,0.460,0.941,""
1.680,228.874,893.038,115.592,-76.746,20.861,-27.926,-9.978,-9.004,1.000,0.000,0.760,0,0.000,0.440,0.944,""
1.700,227.544,892.483,115.390,-76.928,20.733,-27.915,-10.170,-9.001,1.000,0.000,0.724,0,0.000,0.421,0.947,""
1.720,227.035,891.928,115.183,-77.109,20.603,-27.904,-10.362,-8.997,1.000,0.000,0.725,0,0.000,0.403,0.950,""
1.740,226.271,891.513,115.026,-77.245,11.539,-18.385,9.337,-7.066,1.000,0.000,0.707,0,0.000,0.384,0.952,"Ground_Mountain_0_1:(0.430, 0.899, 0.087);"
1.760,225.942,891.148,115.210,-77.387,11.508,-18.378,9.137,-7.063,1.000,0.000,0.708,1,0.000,0.370,0.954,"Ground_Mountain_0_1:(0.430, 0.899, 0.087);"
1.780,225.516,890.789,115.394,-77.528,11.422,-18.278,9.089,-7.022,1.000,0.000,0.701,1,0.000,0.352,0.959,"Ground_Mountain_0_1:(0.465, 0.881, 0.085);"
1.800,225.095,890.430,115.574,-77.669,11.403,-18.249,8.925,-7.010,1.000,0.000,0.693,1,0.000,0.152,0.964,"Ground_Mountain_0_1:(0.465, 0.881, 0.085);"
1.820,224.625,890.072,115.751,-77.809,11.383,-18.218,8.764,-6.998,1.000,0.000,0.678,1,0.000,0.133,0.968,"Ground_Mountain_0_1:(0.465, 0.881, 0.085);"
1.840,224.208,889.720,115.929,-77.947,11.326,-18.114,8.717,-6.953,1.000,0.000,0.673,1,0.000,0.165,0.974,"Ground_Mountain_0_1:(0.478, 0.873, 0.102);"
1.860,223.795,889.367,116.102,-78.085,11.326,-18.087,8.549,-6.941,1.000,0.000,0.667,1,0.000,0.384,0.979,"Ground_Mountain_0_1:(0.478, 0.873, 0.102);"
1.880,223.384,889.014,116.271,-78.224,11.330,-18.080,8.350,-6.938,1.000,0.000,0.662,1,0.000,0.472,0.984,"Ground_Mountain_0_1:(0.441, 0.891, 0.105);"
1.900,222.976,888.661,116.435,-78.362,11.320,-18.072,8.150,-6.936,1.000,0.000,0.649,1,0.000,0.514,0.988,"Ground_Mountain_0_1:(0.423, 0.902, 0.083);"
1.920,222.638,888.309,116.595,-78.499,11.297,-18.065,7.951,-6.933,1.000,0.000,0.648,1,0.000,0.555,0.991,""
1.940,222.232,887.956,116.751,-78.637,11.262,-18.058,7.752,-6.930,1.000,0.000,0.646,1,0.000,0.596,0.994,""
1.960,221.828,887.603,116.903,-78.775,11.214,-18.051,7.552,-6.927,1.000,0.000,0.644,1,0.000,0.635,0.996,""
1.980,221.427,887.250,117.051,-78.912,11.154,-18.043,7.353,-6.925,1.000,0.000,0.643,1,0.000,0.673,0.997,""
2.000,221.027,886.897,117.194,-79.049,11.083,-18.036,7.154,-6.922,1.000,0.000,0.642,1,0.000,0.709,0.998,""
2.020,220.787,886.544,117.333,-79.187,11.001,-18.029,6.955,-6.919,1.000,0.000,0.645,1,0.000,0.745,0.998,""
2.040,220.387,886.192,117.468,-79.324,10.908,-18.022,6.756,-6.916,1.000,0.000,0.644,1,0.000,0.779,0.998,""
2.060,219.989,885.839,117.599,-79.461,10.806,-18.015,6.557,-6.914,1.000,0.000,0.644,1,0.000,0.812,0.998,""
2.080,219.593,885.486,117.726,-79.597,10.693,-18.007,6.359,-6.911,1.000,0.000,0.636,0,0.000,0.843,0.997,""
2.100,219.198,885.133,117.849,-79.734,10.571,-18.000,6.160,-6.908,1.000,0.000,0.637,0,0.000,0.874,0.996,""
2.120,219.126,884.780,117.968,-79.870,10.441,-17.993,5.961,-6.905,1.000,0.000,0.642,0,0.000,0.902,0.994,""
2.140,218.808,884.427,118.082,-80.007,10.302,-17.986,5.763,-6.902,1.000,0.000,0.644,0,0.000,0.930,0.992,""
2.160,218.423,884.074,118.193,-80.143,10.156,-17.979,5.565,-6.900,1.000,0.000,0.645,0,0.000,0.956,0.989,""
2.180,218.039,883.721,118.299,-80.279,10.002,-17.971,5.366,-6.897,1.000,0.000,0.645,0,0.000,0.980,0.987,""
2.200,217.655,883.368,118.401,-80.415,9.842,-17.964,5.168,-6.894,1.000,0.000,0.645,0,0.000,1.004,0.984,""
2.220,217.533,883.015,118.500,-80.551,9.675,-17.957,4.970,-6.891,1.000,0.000,0.647,0,0.000,1.025,0.981,""
2.240,217.474,882.661,118.594,-80.687,9.503,-17.950,4.772,-6.889,1.000,0.000,0.647,0,0.000,1.046,0.977,""
2.260,217.130,882.308,118.684,-80.823,9.325,-17.943,4.574,-6.886,1.000,0.000,0.645,0,0.000,1.065,0.974,""
2.280,216.784,881.955,118.770,-80.959,9.142,-17.935,4.376,-6.883,1.000,0.000,0.642,0,0.000,1.082,0.970,""
2.300,216.437,881.601,118.852,-81.094,8.954,-17.928,4.178,-6.880,1.000,0.000,0.638,0,0.000,1.098,0.966,""
2.320,216.090,881.248,118.931,-81.230,8.762,-17.921,3.980,-6.878,1.000,0.000,0.634,0,0.000,1.113,0.962,""
2.340,215.946,880.894,119.005,-81.365,8.567,-17.914,3.782,-6.875,1.000,0.000,0.629,0,0.000,1.126,0.958,""
2.360,215.767,880.541,119.075,-81.501,8.368,-17.907,3.585,-6.872,1.000,0.000,0.622,0,0.000,1.139,0.954,""
2.380,215.436,880.187,119.142,-81.636,8.166,-17.900,3.387,-6.869,1.000,0.000,0.614,0,0.000,1.149,0.950,""
2.400,215.104,879.833,119.204,-81.771,7.962,-17.892,3.190,-6.867,1.000,0.000,0.606,0,0.000,1.159,0.946,""
2.420,214.771,879.479,119.262,-81.906,7.755,-17.885,2.992,-6.864,1.000,0.000,0.596,0,0.000,1.167,0.942,""
2.440,214.436,879.125,119.317,-82.042,7.546,-17.878,2.795,-6.861,1.000,0.000,0.585,0,0.000,1.174,0.938,""
2.460,214.285,878.771,119.367,-82.177,7.336,-17.871,2.598,-6.858,1.000,0.000,0.569,0,0.000,1.180,0.934,""
2.480,213.953,878.417,119.414,-82.312,7.124,-17.864,2.400,-6.856,1.000,0.000,0.555,0,0.000,1.184,0.930,""
2.500,213.620,878.063,119.457,-82.447,6.911,-17.857,2.203,-6.853,1.000,0.000,0.540,0,0.000,1.188,0.926,""
2.520,213.285,877.709,119.495,-82.582,6.698,-17.850,2.006,-6.850,1.000,0.000,0.523,0,0.000,1.190,0.922,""
2.540,212.949,877.355,119.530,-82.716,6.483,-17.842,1.809,-6.847,1.000,0.000,0.506,0,0.000,1.191,0.918,""
2.560,212.583,877.001,119.561,-82.851,6.269,-17.835,1.613,-6.845,1.000,0.000,0.507,0,0.000,1.191,0.915,""
2.580,212.240,876.646,119.589,-82.986,6.054,-17.828,1.416,-6.842,1.000,0.000,0.490,0,0.000,1.190,0.911,""
2.600,211.895,876.292,119.612,-83.121,5.840,-17.821,1.219,-6.839,1.000,0.000,0.473,0,0.000,1.188,0.908,""
2.620,211.549,875.938,119.631,-83.256,5.625,-17.814,1.023,-6.836,1.000,0.000,0.455,0,0.000,1.186,0.905,""
2.640,211.201,875.583,119.647,-83.390,5.411,-17.807,0.826,-6.834,1.000,0.000,0.436,0,0.000,1.182,0.902,""
2.660,210.852,875.229,119.658,-83.525,5.198,-17.800,0.630,-6.831,1.000,0.000,0.417,0,0.000,1.177,0.899,""
2.680,210.501,874.874,119.666,-83.660,4.985,-17.793,0.433,-6.828,1.000,0.000,0.399,0,0.000,1.171,0.897,""
2.700,210.150,874.520,119.670,-83.795,4.773,-17.785,0.237,-6.826,1.000,0.000,0.383,0,0.000,1.165,0.895,""
2.720,209.796,874.165,119.670,-83.929,4.562,-17.778,0.041,-6.823,1.000,0.000,0.367,0,0.000,1.157,0.892,""
2.740,209.447,873.811,119.666,-84.064,4.353,-17.771,-0.155,-6.820,1.000,0.000,0.376,0,0.000,1.149,0.890,""
2.760,209.089,873.456,119.659,-84.198,4.144,-17.764,-0.351,-6.817,1.000,0.000,0.362,0,0.000,1.140,0.889,""
2.780,208.730,873.101,119.647,-84.333,3.937,-17.757,-0.547,-6.815,1.000,0.000,0.348,0,0.000,1.131,0.887,""
2.800,208.369,872.747,119.632,-84.468,3.730,-17.750,-0.743,-6.812,1.000,0.000,0.334,0,0.000,1.120,0.886,""
2.820,208.007,872.392,119.613,-84.602,3.526,-17.743,-0.939,-6.809,1.000,0.000,0.320,0,0.000,1.109,0.885,""
2.840,207.644,872.038,119.589,-84.737,3.323,-17.736,-1.135,-6.806,1.000,0.000,0.307,0,0.000,1.097,0.884,""
2.860,207.279,871.683,119.563,-84.871,3.121,-17.729,-1.331,-6.804,1.000,0.000,0.294,0,0.000,1.085,0.883,""
2.880,206.909,871.328,119.532,-85.006,2.921,-17.721,-1.526,-6.801,1.000,0.000,0.308,0,0.000,1.072,0.882,""
2.900,206.541,870.974,119.497,-85.141,2.722,-17.714,-1.722,-6.798,1.000,0.000,0.297,0,0.000,1.059,0.882,""
2.920,206.171,870.619,119.459,-85.275,2.525,-17.707,-1.917,-6.796,1.000,0.000,0.286,0,0.000,1.044,0.882,""
2.940,205.800,870.265,119.417,-85.410,2.329,-17.700,-2.112,-6.793,1.000,0.000,0.276,0,0.000,1.030,0.882,""
2.960,205.428,869.910,119.371,-85.544,2.136,-17.693,-2.308,-6.790,1.000,0.000,0.266,0,0.000,1.014,0.882,""
2.980,205.055,869.556,119.321,-85.679,1.943,-17.686,-2.503,-6.787,1.000,0.000,0.256,0,0.000,0.999,0.883,""
3.000,204.680,869.201,119.267,-85.814,1.753,-17.679,-2.698,-6.785,1.000,0.000,0.247,0,0.000,0.983,0.883,""
3.020,204.305,868.847,119.209,-85.948,1.564,-17.672,-2.893,-6.782,1.000,0.000,0.266,0,0.000,0.966,0.884,""
3.040,203.903,868.492,119.148,-86.083,1.377,-17.665,-3.088,-6.779,1.000,0.000,0.260,0,0.000,0.949,0.885,""
3.060,203.524,868.138,119.083,-86.217,1.191,-17.658,-3.283,-6.777,1.000,0.000,0.253,0,0.000,0.931,0.886,""
3.080,203.144,867.783,119.014,-86.352,1.007,-17.651,-3.478,-6.774,1.000,0.000,0.247,0,0.000,0.913,0.887,""
3.100,202.763,867.429,118.941,-86.487,0.825,-17.644,-3.673,-6.771,1.000,0.000,0.241,0,0.000,0.895,0.889,""
3.120,202.381,867.075,118.864,-86.621,0.644,-17.637,-3.867,-6.768,1.000,0.000,0.235,0,0.000,0.877,0.890,""
3.140,201.997,866.720,118.783,-86.756,0.465,-17.630,-4.062,-6.766,1.000,0.000,0.256,0,0.000,0.858,0.892,""
3.160,201.613,866.366,118.699,-86.891,0.287,-17.622,-4.256,-6.763,1.000,0.000,0.253,0,0.000,0.838,0.894,""
3.180,201.189,866.012,118.610,-87.025,0.111,-17.615,-4.451,-6.760,1.000,0.000,0.251,0,0.000,0.819,0.896,""
3.200,200.803,865.658,118.518,-87.160,-0.064,-17.608,-4.645,-6.758,1.000,0.000,0.248,0,0.000,0.799,0.898,""
3.220,200.415,865.304,118.422,-87.295,-0.237,-17.601,-4.839,-6.755,1.000,0.000,0.246,0,0.000,0.779,0.900,""
3.240,200.027,864.950,118.322,-87.429,-0.409,-17.594,-5.033,-6.752,1.000,0.000,0.245,0,0.000,0.759,0.903,""
3.260,199.637,864.596,118.219,-87.564,-0.579,-17.587,-5.228,-6.750,1.000,0.000,0.270,0,0.000,0.738,0.905,""
3.280,199.246,864.242,118.111,-87.699,-0.748,-17.580,-5.422,-6.747,1.000,0.000,0.270,0,0.000,0.717,0.907,""
3.300,198.842,863.888,118.000,-87.834,-0.916,-17.573,-5.616,-6.744,1.000,0.000,0.272,0,0.000,0.696,0.910,""
3.320,198.451,863.534,117.884,-87.968,-1.082,-17.566,-5.809,-6.741,1.000,0.000,0.273,0,0.000,0.675,0.913,""
3.340,198.058,863.181,117.765,-88.103,-1.247,-17.559,-6.003,-6.739,1.000,0.000,0.275,0,0.000,0.654,0.915,""
3.360,197.665,862.827,117.642,-88.238,-1.411,-17.552,-6.197,-6.736,1.000,0.000,0.277,0,0.000,0.632,0.918,""
3.380,197.270,862.474,117.516,-88.373,-1.573,-17.545,-6.391,-6.733,1.000,0.000,0.303,0,0.000,0.611,0.921,""
3.400,196.875,862.120,117.385,-88.508,-1.735,-17.538,-6.584,-6.731,1.000,0.000,0.306,0,0.000,0.589,0.924,""
3.420,196.477,861.767,117.250,-88.642,-1.895,-17.531,-6.778,-6.728,1.000,0.000,0.310,0,0.000,0.568,0.926,""
