time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.020,35.662,0.713,-631.215,8.959,14.232,4,7.800,0.050,"Ground_80_240:(0.000, 1.000, -0.003) separation=0.0094 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0052 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0002 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0137 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0195 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0119 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0105 impulse=0.000;",0.000,0.000,0.000,35.662,0.000,1.000,124.287,0.588,-0.039,-35.657,0.000,0.010
0.040,35.661,1.427,-631.203,8.958,13.519,4,7.909,0.007,"",0.169,0.000,0.000,35.661,0.000,1.000,123.573,0.588,-0.077,-35.656,0.000,0.016
0.060,35.660,2.140,-631.191,8.955,12.806,4,8.026,0.021,"",0.170,0.000,-0.001,35.660,0.000,1.000,122.860,0.588,-0.113,-35.655,-0.028,0.019
0.080,35.660,2.853,-631.179,8.953,12.093,4,8.153,0.038,"",0.170,0.000,0.002,35.660,0.000,1.000,122.147,0.588,-0.146,-35.655,0.044,0.021
0.100,35.659,3.567,-631.167,8.949,11.379,4,8.297,0.048,"",0.170,0.000,0.003,35.659,0.000,1.000,121.433,0.588,-0.176,-35.654,0.071,0.020
0.120,35.659,4.280,-631.156,8.945,10.666,4,8.458,0.051,"",0.170,0.000,-0.004,35.659,0.000,1.000,120.720,0.588,-0.203,-35.653,-0.099,0.019
0.140,35.658,4.993,-631.144,8.940,9.953,4,8.636,0.051,"",0.171,0.000,-0.005,35.659,0.000,1.000,120.007,0.588,-0.226,-35.653,-0.120,0.018
0.160,35.658,5.706,-631.132,8.936,9.240,4,8.825,0.049,"",0.171,0.000,0.006,35.658,0.000,1.000,119.294,0.588,-0.246,-35.653,0.140,0.015
0.180,35.658,6.420,-631.120,8.930,8.527,4,9.021,0.045,"",0.171,0.000,0.007,35.658,0.000,1.000,118.580,0.588,-0.262,-35.652,0.158,0.015
0.200,35.658,7.133,-631.109,8.925,7.814,4,9.218,0.040,"",0.171,0.000,-0.008,35.658,0.000,1.000,117.867,0.588,-0.274,-35.652,-0.174,0.011
0.220,35.658,7.846,-631.097,8.919,7.100,4,9.409,0.035,"",0.171,0.000,-0.008,35.658,0.000,1.000,117.154,0.588,-0.282,-35.652,-0.186,0.012
0.240,35.658,8.559,-631.085,8.913,6.387,4,9.591,0.030,"",0.171,0.000,0.009,35.658,0.000,1.000,116.441,0.588,-0.286,-35.652,0.198,0.008
