time,name,profile,lap,nextGate,speed,target,throttle,brake,grounded,recoveries,misses,x,y,z,roadDistance
3.011,YOU reference pilot,original,0,0,0.000,0.000,0.000,0.000,0,0,0,322.058,9.782,544.064,2.291
3.011,EMBER,tourer,0,0,0.000,0.000,0.000,0.000,0,0,0,318.010,11.281,535.877,2.291
3.011,GOLD,moto,0,0,0.000,0.000,0.000,0.000,0,0,0,322.375,12.467,528.988,2.254
3.011,BLUE,atv,0,0,0.000,0.000,0.000,0.000,0,0,0,317.798,13.848,522.232,2.254
3.260,YOU reference pilot,original,0,0,3.405,30.000,1.000,0.000,4,0,0,322.099,9.847,543.636,2.294
3.260,EMBER,tourer,0,0,3.095,30.000,1.000,0.000,4,0,0,318.014,11.352,535.502,2.289
3.260,GOLD,moto,0,0,4.270,30.000,1.000,0.000,4,0,0,322.362,12.568,528.433,2.251
3.260,BLUE,atv,0,0,4.045,30.000,1.000,0.000,4,0,0,317.781,13.944,521.704,2.250
3.540,YOU reference pilot,original,0,0,6.553,21.697,1.000,0.000,4,0,0,322.223,10.120,542.240,2.323
3.540,EMBER,tourer,0,0,6.010,19.715,1.000,0.000,4,0,0,318.029,11.612,534.222,2.286
3.540,GOLD,moto,0,0,8.251,30.000,1.000,0.000,4,0,0,322.220,12.924,526.682,2.151
3.540,BLUE,atv,0,0,7.752,30.000,1.000,0.000,4,0,0,317.742,14.303,520.056,2.238
3.800,YOU reference pilot,original,0,0,9.219,23.340,1.000,0.000,4,0,0,322.377,10.498,540.198,2.370
3.800,EMBER,tourer,0,0,8.509,21.594,1.000,0.000,4,0,0,318.063,11.986,532.343,2.251
3.800,GOLD,moto,0,0,11.612,30.000,1.000,0.000,4,0,0,321.789,13.450,524.151,1.803
3.800,BLUE,atv,0,0,10.869,30.000,1.000,0.000,4,0,0,317.710,14.819,517.654,2.191
4.060,YOU reference pilot,original,0,0,11.625,25.267,1.000,0.000,4,0,0,322.389,10.995,537.505,2.299
4.060,EMBER,tourer,0,0,10.829,23.722,1.000,0.000,4,0,0,318.117,12.475,529.851,2.171
4.060,GOLD,moto,0,0,14.722,30.000,1.000,0.000,4,0,0,321.010,14.120,520.848,1.167
