time,x,y,z,vx,vy,vz,speed,wheels,up,s,clearance,throttle,brake,steer
0.01999664,1186.382,152.5292,208.8662,-0.3269457,-0.04016253,-0.09281118,0.3398638,4,1,5.0068,0.2541962,1,0,1.430511E-06
0.0399971,1186.369,152.5277,208.8625,-0.6517764,-0.07283465,-0.185022,0.6775291,4,1,5.020378,0.2527466,1,0,5.245209E-07
0.05999756,1186.35,152.5258,208.8569,-0.9745058,-0.09838454,-0.2766363,1.01301,4,1,5.040679,0.2507782,1,0,4.768372E-07
0.07999802,1186.324,152.5234,208.8496,-1.295147,-0.11728,-0.3676579,1.346321,4,1,5.067583,0.2484283,1,0,0
0.09999847,1186.292,152.5208,208.8404,-1.613715,-0.1300922,-0.4580907,1.677475,4,1,5.101085,0.2458191,1,0,7.867813E-07
0.1199989,1186.253,152.5181,208.8295,-1.930221,-0.1374596,-0.5479385,2.006487,4,1,5.141185,0.2430725,1,0,1.478195E-06
0.1399994,1186.208,152.5153,208.8167,-2.24468,-0.1400765,-0.6372051,2.333371,4,1,5.187879,0.2402649,1,0,2.002716E-06
0.1599998,1186.157,152.5125,208.8022,-2.557105,-0.1386254,-0.7258942,2.65814,4,1,5.241045,0.2374878,1,0,9.536743E-07
0.1800003,1186.099,152.5098,208.7859,-2.867509,-0.1337982,-0.8140095,2.980809,4,1,5.300683,0.2348175,1,0,1.430512E-07
0.1999969,1186.036,152.5073,208.7679,-3.175905,-0.126275,-0.9015548,3.30139,4,1,5.366673,0.2322845,1,0,-4.291535E-07
0.2199974,1185.966,152.5049,208.7481,-3.482306,-0.1166665,-0.9885338,3.619897,4,1,5.439126,0.22995,1,0,1.215935E-06
0.2399979,1185.891,152.5028,208.7266,-3.786724,-0.1055648,-1.07495,3.936343,4,1,5.517804,0.2278442,1,0,9.536743E-08
0.2599983,1185.809,152.501,208.7034,-4.089173,-0.09350678,-1.160807,4.250743,4,1,5.602819,0.2259674,1,0,1.597405E-06
0.2799988,1185.721,152.4993,208.6785,-4.389666,-0.0809432,-1.246109,4.563108,4,1,5.694057,0.22435,1,0,7.390976E-07
0.2999992,1185.627,152.498,208.6519,-4.688215,-0.06829223,-1.33086,4.873454,4,1,5.791511,0.2229767,1,0,1.001358E-06
0.3199997,1185.528,152.4969,208.6236,-4.984833,-0.05588511,-1.415061,5.181792,4,1,5.895181,0.2218628,1,0,8.583069E-07
0.3400002,1185.422,152.496,208.5936,-5.279532,-0.0440198,-1.498719,5.488134,4,1,6.004942,0.2209778,1,0,2.861023E-07
0.3599968,1185.311,152.4953,208.562,-5.572325,-0.03290689,-1.581834,5.792496,4,1,6.120794,0.2203217,1,0,-3.33786E-07
0.3799973,1185.193,152.4949,208.5287,-5.863223,-0.02272315,-1.664413,6.094888,4,1,6.242737,0.2198639,1,0,-9.775162E-07
0.3999977,1185.07,152.4946,208.4938,-6.15224,-0.01357738,-1.746457,6.395324,4,1,6.370646,0.2195892,1,0,-1.549721E-06
0.4199982,1184.941,152.4945,208.4572,-6.439387,-0.005541074,-1.82797,6.693817,4,1,6.504519,0.2194824,1,0,-1.835823E-06
0.4399986,1184.807,152.4945,208.419,-6.724676,0.001345513,-1.908956,6.990378,4,1,6.644352,0.2195129,1,0,-1.66893E-06
0.4599991,1184.667,152.4946,208.3792,-7.00812,0.007088269,-1.989419,7.285022,4,1,6.79003,0.2196503,1,0,-2.574921E-06
0.4799995,1184.521,152.4949,208.3378,-7.28973,0.01173182,-2.06936,7.577758,4,1,6.941542,0.2198792,1,0,-1.239777E-06
0.5,1184.37,152.4952,208.2949,-7.569519,0.0153334,-2.148785,7.868602,4,1,7.09889,0.2201843,1,0,-6.198883E-07
0.5199966,1184.213,152.4955,208.2503,-7.847497,0.01796095,-2.227695,8.157563,4,1,7.262073,0.2205505,1,0,-6.67572E-07
0.5399971,1184.05,152.4959,208.2042,-8.123677,0.01969132,-2.306095,8.444656,4,1,7.43097,0.2209473,1,0,-1.311302E-06
0.5599976,1183.882,152.4964,208.1565,-8.39807,0.02062872,-2.383989,8.729891,4,1,7.605576,0.2213593,1,0,-8.821488E-07
0.579998,1183.709,152.4968,208.1073,-8.67069,0.02088043,-2.461378,9.013282,4,1,7.785887,0.2217712,1,0,-7.390976E-07
0.5999985,1183.53,152.4972,208.0565,-8.941545,0.02055643,-2.538266,9.294839,4,1,7.971786,0.2221832,1,0,-2.241135E-06
0.6199989,1183.346,152.4976,208.0042,-9.210648,0.01974901,-2.614658,9.574574,4,1,8.163269,0.22258,1,0,-2.288818E-06
0.6399994,1183.156,152.4979,207.9504,-9.478009,0.01855552,-2.690555,9.852499,4,1,8.360334,0.2229462,1,0,-2.098084E-06
0.6599998,1182.961,152.4983,207.8951,-9.743642,0.0170775,-2.765961,10.12863,4,1,8.562859,0.2232819,1,0,-1.907349E-06
0.6799965,1182.761,152.4986,207.8383,-10.00756,0.01540021,-2.84088,10.40297,4,1,8.770963,0.223587,1,0,-1.192093E-06
0.6999969,1182.556,152.4989,207.78,-10.26976,0.01359528,-2.915314,10.67554,4,1,8.98452,0.2238617,1,0,-1.740456E-06
0.7199974,1182.345,152.4991,207.7202,-10.53027,0.01172285,-2.989267,10.94634,4,1,9.203413,0.2240906,1,0,-3.33786E-06
0.7399979,1182.129,152.4993,207.6589,-10.7891,0.009853205,-3.062741,11.21539,4,1,9.427757,0.2242889,1,0,-2.551079E-06
0.7599983,1181.908,152.4995,207.5962,-11.04625,0.008025564,-3.135741,11.48271,4,1,9.657432,0.2244568,1,0,-4.196167E-06
0.7799988,1181.682,152.4996,207.5321,-11.30174,0.006272845,-3.208268,11.74829,4,1,9.892435,0.2245789,1,0,-4.911423E-06
0.7999992,1181.451,152.4997,207.4664,-11.55557,0.004642521,-3.280327,12.01215,4,1,10.13265,0.2246704,1,0,-6.175041E-06
0.8199997,1181.215,152.4997,207.3994,-11.80776,0.00315461,-3.35192,12.27431,4,1,10.37818,0.2247314,1,0,-4.649162E-06
0.8399963,1180.974,152.4998,207.3309,-12.05832,0.001825973,-3.42305,12.53477,4,1,10.62892,0.224762,1,0,-6.628037E-06
0.8599968,1180.728,152.4998,207.2611,-12.30726,0.0006707011,-3.49372,12.79355,4,1,10.88474,0.2247772,1,0,-7.367134E-06
0.8799973,1180.477,152.4998,207.1898,-12.55459,-0.0003191743,-3.563934,13.05065,4,1,11.14576,0.2247772,1,0,-6.29425E-06
0.8999977,1180.221,152.4997,207.1171,-12.80032,-0.001150327,-3.633693,13.30609,4,1,11.41186,0.2247467,1,0,-6.937981E-06
0.9199982,1179.96,152.4997,207.0431,-13.04446,-0.00180856,-3.703002,13.55987,4,1,11.68303,0.2247162,1,0,-5.841255E-06
0.9399986,1179.694,152.4997,206.9676,-13.28702,-0.002321596,-3.771862,13.81202,4,1,11.95928,0.2246704,1,0,-4.506111E-06
0.9599991,1179.423,152.4996,206.8908,-13.52801,-0.002692903,-3.840278,14.06253,4,1,12.24048,0.2246094,1,0,-4.48227E-06
0.9799995,1179.148,152.4995,206.8126,-13.76744,-0.002925358,-3.908251,14.31143,4,1,12.52675,0.2245483,1,0,-2.241135E-06
1,1178.868,152.4995,206.7331,-14.00533,-0.003041213,-3.975785,14.55871,4,1,12.81797,0.2244873,1,0,-2.765656E-06
1.019997,1178.583,152.4994,206.6523,-14.24167,-0.003059176,-4.042882,14.80439,4,1,13.11402,0.2244263,1,0,-4.196167E-06
1.039997,1178.294,152.4994,206.5701,-14.47648,-0.002994948,-4.109545,15.04849,4,1,13.415,0.2243652,1,0,-2.932549E-06
1.059998,1177.999,152.4993,206.4866,-14.70978,-0.002861726,-4.175776,15.291,4,1,13.72082,0.2243042,1,0,-4.029274E-06
1.079998,1177.701,152.4992,206.4017,-14.94157,-0.002670546,-4.24158,15.53195,4,1,14.03146,0.2242432,1,0,-4.243851E-06
1.099998,1177.397,152.4992,206.3156,-15.17185,-0.002430688,-4.306959,15.77134,4,1,14.34691,0.2241974,1,0,-3.242493E-06
1.119999,1177.089,152.4991,206.2282,-15.40065,-0.002169814,-4.371914,16.00918,4,1,14.66706,0.2241516,1,0,-4.291534E-06
1.139999,1176.777,152.4991,206.1394,-15.62797,-0.001891288,-4.436449,16.24548,4,1,14.99192,0.2241211,1,0,-3.790856E-06
1.16,1176.46,152.4991,206.0494,-15.85382,-0.001617753,-4.500566,16.48025,4,1,15.32146,0.2240906,1,0,-1.907349E-06
1.179996,1176.138,152.4991,205.9581,-16.0782,-0.001348433,-4.56427,16.7135,4,1,15.6557,0.2240601,1,0,-1.430512E-07
1.199997,1175.812,152.499,205.8656,-16.30114,-0.001082628,-4.627561,16.94525,4,1,15.99463,0.2240448,1,0,2.384186E-07
1.219997,1175.482,152.499,205.7718,-16.52263,-0.0008396127,-4.690442,17.17549,4,1,16.33813,0.2240295,1,0,-9.536743E-07
1.239998,1175.147,152.499,205.6767,-16.74269,-0.0006157229,-4.752916,17.40425,4,1,16.6862,0.2240143,1,0,-2.861023E-07
1.259998,1174.807,152.499,205.5804,-16.96132,-0.0004078902,-4.814986,17.63152,4,1,17.03884,0.223999,1,0,5.960464E-07
1.279999,1174.464,152.499,205.4829,-17.17854,-0.0002135674,-4.876653,17.85733,4,1,17.39604,0.223999,1,0,5.960464E-07
1.299999,1174.116,152.499,205.3841,-17.39436,-5.040536E-05,-4.937922,18.08167,4,1,17.75769,0.223999,1,0,-6.67572E-07
1.32,1173.764,152.499,205.2842,-17.60878,8.65858E-05,-4.998794,18.30457,4,1,18.12378,0.223999,1,0,-1.049042E-06
1.339996,1173.407,152.499,205.183,-17.82182,0.0002016214,-5.059272,18.52602,4,1,18.49431,0.223999,1,0,-9.298325E-07
1.359997,1173.047,152.499,205.0806,-18.03347,0.0002982168,-5.119358,18.74604,4,1,18.86927,0.223999,1,0,-1.192093E-06
1.379997,1172.682,152.499,204.977,-18.24376,0.0003793212,-5.179056,18.96463,4,1,19.24856,0.223999,1,0,-2.384186E-06
1.399998,1172.313,152.499,204.8723,-18.45268,0.0004474369,-5.238367,19.18182,4,1,19.63216,0.2240143,1,0,-2.408028E-06
1.419998,1171.94,152.499,204.7663,-18.66026,0.0004847941,-5.297296,19.39759,4,1,20.02007,0.2240295,1,0,-1.215935E-06
1.439999,1171.562,152.499,204.6592,-18.86649,0.0004963379,-5.355843,19.61198,4,1,20.41231,0.2240448,1,0,-3.099442E-07
1.459999,1171.181,152.4991,204.5509,-19.07139,0.0004861942,-5.414012,19.82497,4,1,20.80884,0.2240601,1,0,3.33786E-07
1.48,1170.795,152.4991,204.4415,-19.27496,0.0004578487,-5.471805,20.03658,4,1,21.20958,0.2240753,1,0,-9.536743E-07
1.499996,1170.406,152.4991,204.3309,-19.47721,0.0004142206,-5.529223,20.24683,4,1,21.61449,0.2240906,1,0,-7.152557E-07
1.519997,1170.012,152.4991,204.2192,-19.67816,0.0003577678,-5.58627,20.45572,4,1,22.0236,0.2240906,1,0,-2.861023E-07
1.539997,1169.615,152.4991,204.1063,-19.87781,0.0003103415,-5.642947,20.66325,4,1,22.43689,0.2240906,1,0,2.145767E-07
1.559998,1169.213,152.4991,203.9923,-20.07616,0.0002705415,-5.699257,20.86945,4,1,22.85424,0.2240906,1,0,-5.483627E-07
1.579998,1168.808,152.4991,203.8772,-20.27324,0.0002371167,-5.755203,21.07431,4,1,23.27578,0.2240906,1,0,5.245209E-07
1.599998,1168.398,152.4991,203.761,-20.46903,0.000209069,-5.810787,21.27784,4,1,23.70138,0.2240906,1,0,-1.335144E-06
1.619999,1167.985,152.4991,203.6437,-20.66356,0.0001855048,-5.866012,21.48006,4,1,24.13103,0.2240906,1,0,-2.622604E-06
1.639999,1167.568,152.4991,203.5253,-20.85684,0.0001657091,-5.920878,21.68097,4,1,24.56463,0.2240906,1,0,-3.409386E-06
1.66,1167.147,152.4991,203.4058,-21.04886,0.0001490861,-5.975392,21.88058,4,1,25.00229,0.2240906,1,0,-1.859665E-06
1.679996,1166.722,152.4991,203.2852,-21.23964,0.0001351293,-6.029552,22.0789,4,1,25.44388,0.2240906,1,0,-2.908707E-06
1.699997,1166.293,152.4991,203.1635,-21.42918,0.0001234067,-6.083364,22.27593,4,1,25.8894,0.2240906,1,0,-2.932549E-06
1.719997,1165.861,152.4991,203.0408,-21.6175,0.0001135759,-6.136827,22.47169,4,1,26.33886,0.2240906,1,0,-1.955032E-06
1.739998,1165.425,152.4991,202.917,-21.8046,0.000105324,-6.189944,22.66619,4,1,26.79213,0.2240906,1,0,-1.907349E-06
1.759998,1164.985,152.4991,202.7921,-21.99049,9.83828E-05,-6.242719,22.85943,4,1,27.24932,0.2240906,1,0,-1.907349E-07
1.779999,1164.542,152.4991,202.6662,-22.17518,9.254388E-05,-6.295152,23.05141,4,1,27.71033,0.2240906,1,0,-9.536743E-07
1.799999,1164.094,152.4991,202.5393,-22.35867,8.765826E-05,-6.347247,23.24216,4,1,28.17514,0.2240906,1,0,0
1.82,1163.644,152.4991,202.4113,-22.54098,8.356207E-05,-6.399004,23.43167,4,1,28.64376,0.2240906,1,0,4.768372E-07
1.839996,1163.189,152.4991,202.2823,-22.72211,8.010639E-05,-6.450427,23.61995,4,1,29.11619,0.2240906,1,0,7.629395E-07
1.859997,1162.731,152.4991,202.1523,-22.90206,7.720182E-05,-6.501515,23.80702,4,1,29.5923,0.2240906,1,0,1.001358E-06
1.879997,1162.27,152.4991,202.0212,-23.08085,7.477391E-05,-6.552273,23.99288,4,1,30.0722,0.2240906,1,0,2.622604E-06
1.899998,1161.804,152.4991,201.8892,-23.25849,7.273327E-05,-6.602703,24.17753,4,1,30.55579,0.2240906,1,0,1.621246E-06
1.919998,1161.336,152.4991,201.7561,-23.43497,7.102032E-05,-6.652805,24.36099,4,1,31.04306,0.2240906,1,0,5.722046E-07
1.939999,1160.863,152.4991,201.6221,-23.61031,6.959038E-05,-6.702583,24.54326,4,1,31.53389,0.2240906,1,0,-5.245209E-07
1.959999,1160.388,152.4991,201.487,-23.78452,6.838387E-05,-6.752039,24.72436,4,1,32.02839,0.2240906,1,0,7.629395E-07
1.98,1159.909,152.4991,201.351,-23.95761,6.737099E-05,-6.801175,24.90428,4,1,32.52645,0.2240906,1,0,5.722046E-07
1.999996,1159.426,152.4991,201.214,-24.12957,6.650707E-05,-6.849992,25.08304,4,1,33.02806,0.2240906,1,0,1.239777E-06
2.019997,1158.94,152.4991,201.076,-24.30042,6.57772E-05,-6.898495,25.26064,4,1,33.53323,0.2240906,1,0,2.384186E-06
