vehicle,line,startX,startY,startZ,runup,launchX,launchY,launchZ,speed,landingX,landingY,landingZ,minClearance,air,headingDot,minUp
moto,0,1187.208,152.53,205.9821,215,978.8682,179.6891,146.9688,42.83623,759.6467,109.3785,85.35111,0.6743469,7.519993,0.9999961,0.7624668
moto,3,1186.389,152.53,208.868,215,978.1331,179.6657,149.6616,42.79625,759.3792,109.2221,86.89587,0.4020157,7.519993,0.9999977,-0.2252883
atv,0,1187.208,152.53,205.9821,215,979.2296,179.3007,147.0031,40.91109,782.8215,121.7051,90.95716,0.4525452,7.019994,0.9999993,0.7716672
atv,3,1186.389,152.53,208.868,215,978.4884,179.2592,149.7933,40.8552,782.749,122.2439,94.37587,0.5200272,6.999994,0.9999835,0.7720065
