"Mode","Case","Time","Before","At","AfterHalfSecond","Drop","VelocityBefore","VelocityAt","VelocityAfter","X","Y","Z","Travel","Throttle","Brake","Steering","Grounded","Water","Up","Lift","Torque","Contact"
"StreetLoopReverse-roam-opposite-yes","atv-24--4.7","2.940","8.430","4.815","11.477","3.615","8.496","4.882","11.485","-631.257","8.510","-82.268","67.801","1.000","0.000","-0.500","4","0.000","0.998","12.959","1.023","Reverse supported roadworks transition:(-0.03, 1.00, -0.04)"
"StreetLoopReverse-roam-opposite-yes","atv-24--4.7","3.560","12.647","6.762","8.957","5.885","12.650","6.768","8.959","-631.178","9.341","-76.806","73.260","1.000","0.000","-0.409","4","0.000","0.978","10.429","0.850","Reverse supported roadworks transition:(-0.13, 0.98, -0.15)"
"StreetLoopReverse-roam-opposite-yes","atv-24--4.7","3.580","6.762","2.523","7.182","4.239","6.768","2.540","7.195","-631.181","9.353","-76.758","73.308","1.000","0.000","0.359","4","0.000","0.977","10.202","0.955","Reverse supported roadworks transition:(-0.14, 0.98, -0.15)"
"StreetLoopReverse-roam-opposite-yes","atv-24--4.7","4.080","8.957","7.182","12.989","1.775","8.959","7.195","12.993","-631.492","9.862","-73.806","76.265","1.000","0.000","-0.467","4","0.000","0.934","8.339","1.533","Reverse supported roadworks transition:(-0.30, 0.94, -0.17)"
"StreetLoopReverse-roam-opposite-yes","atv-24--4.7","5.880","19.241","7.594","13.915","11.647","19.282","7.837","13.939","-632.113","9.598","-47.101","102.976","1.000","0.000","-0.237","2","0.000","0.977","8.009","16.273","Reverse supported roadworks transition:(-0.14, 0.99, 0.09)"
"StreetLoopReverse-roam-opposite-yes","atv-24-0","2.820","23.892","17.851","14.677","6.041","23.892","17.851","14.682","-626.615","8.439","-82.763","67.229","0.054","0.000","-0.029","4","0.000","1.000","17.583","0.417","Reverse supported roadworks transition:(0.00, 1.00, -0.10)"
"StreetLoopReverse-roam-opposite-yes","atv-24-0","2.860","18.036","9.298","15.080","8.738","18.037","9.298","15.098","-626.625","8.468","-82.230","67.761","1.000","0.000","0.078","4","0.000","0.997","21.243","4.297","Reverse supported roadworks transition:(0.00, 0.99, -0.11)"
"StreetLoopReverse-roam-opposite-yes","atv-24-0","5.120","22.002","7.885","14.741","14.117","22.011","7.937","14.742","-627.094","9.203","-41.683","108.311","1.000","0.000","0.279","4","0.000","0.997","25.812","0.380","Reverse supported roadworks transition:(0.00, 1.00, 0.07)"
"StreetLoopReverse-roam-opposite-yes","atv-24-1.7","2.800","23.893","18.574","10.361","5.319","23.893","18.584","10.367","-624.907","8.425","-83.193","66.770","0.053","0.000","0.019","4","0.000","1.000","14.476","0.544","Reverse supported roadworks transition:(0.02, 1.00, -0.03)"
"StreetLoopReverse-roam-opposite-yes","atv-24-1.7","2.820","18.574","6.844","10.611","11.73","18.584","6.924","10.615","-624.903","8.429","-83.057","66.907","0.054","0.000","-0.025","4","0.000","1.000","15.624","0.227","Reverse supported roadworks transition:(0.00, 1.00, -0.03)"
"StreetLoopReverse-roam-opposite-yes","atv-24-1.7","3.060","9.345","7.330","13.396","2.015","9.360","7.359","13.405","-625.245","8.640","-81.191","68.778","1.000","0.000","0.500","4","0.000","0.996","11.236","0.829","Reverse supported roadworks transition:(0.04, 0.99, -0.10)"
"StreetLoopReverse-roam-opposite-yes","atv-24-1.7","3.600","13.614","7.448","13.019","6.166","13.624","7.480","13.020","-625.427","9.584","-75.600","74.371","1.000","0.000","-0.368","4","0.000","0.974","9.649","0.990","Reverse supported roadworks transition:(0.15, 0.98, -0.16)"
"StreetLoopReverse-roam-opposite-yes","atv-24-1.7","5.720","18.496","15.463","16.676","3.033","18.497","15.518","16.688","-625.604","9.261","-42.633","107.336","1.000","0.000","0.500","4","0.000","0.893","16.236","6.814","Reverse supported roadworks transition:(0.42, 0.90, 0.06)"
"StreetLoopReverse-roam-opposite-yes","atv-24-1.7","6.100","18.262","15.127","20.934","3.135","18.350","15.150","20.936","-625.409","8.825","-36.451","113.514","1.000","0.000","0.224","4","0.000","0.976","16.049","1.351","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-yes","atv-36--1.5","1.880","35.753","23.918","16.544","11.835","35.753","23.972","16.548","-628.109","8.430","-83.067","66.950","0.123","0.000","0.014","4","0.000","1.000","16.221","0.856","Reverse supported roadworks transition:(0.00, 1.00, -0.08)"
"StreetLoopReverse-roam-opposite-yes","atv-36--1.5","1.900","23.918","15.024","16.741","8.894","23.972","15.035","16.748","-628.109","8.436","-82.772","67.244","0.123","0.000","-0.020","4","0.000","0.999","20.098","3.171","Reverse supported roadworks transition:(0.00, 1.00, -0.10)"
"StreetLoopReverse-roam-opposite-yes","atv-36--1.5","1.920","15.024","11.923","16.931","3.101","15.035","11.950","16.944","-628.109","8.444","-82.539","67.477","1.000","0.000","0.181","4","0.000","0.998","22.485","5.660","Reverse supported roadworks transition:(0.00, 0.99, -0.10)"
"StreetLoopReverse-roam-opposite-yes","atv-36--3","1.880","35.753","18.913","15.390","16.84","35.753","18.956","15.397","-629.607","8.429","-83.191","66.850","0.123","0.000","0.014","4","0.000","1.000","16.221","0.856","Reverse supported roadworks transition:(0.00, 1.00, -0.09)"
"StreetLoopReverse-roam-opposite-yes","atv-36--3","1.900","18.913","17.023","15.595","1.89","18.956","17.053","15.605","-629.616","8.437","-82.854","67.188","0.123","0.000","-0.020","4","0.000","0.999","18.532","2.390","Reverse supported roadworks transition:(0.00, 1.00, -0.09)"
"StreetLoopReverse-roam-opposite-yes","atv-36--3","1.920","17.023","10.021","15.797","7.002","17.053","10.062","15.809","-629.616","8.445","-82.658","67.384","1.000","0.000","0.179","4","0.000","0.999","20.246","2.612","Reverse supported roadworks transition:(0.00, 0.99, -0.10)"
"StreetLoopReverse-roam-opposite-yes","atv-36--4.7","1.880","35.753","16.059","11.816","19.694","35.753","16.181","11.888","-631.306","8.427","-83.273","66.796","0.123","0.000","-0.013","4","0.000","1.000","15.106","0.667","Reverse supported roadworks transition:(-0.03, 1.00, -0.08)"
"StreetLoopReverse-roam-opposite-yes","atv-36--4.7","1.900","16.059","5.966","12.020","10.093","16.181","6.350","12.098","-631.325","8.431","-83.149","66.920","0.123","0.000","-0.018","4","0.000","1.000","16.101","2.705","Reverse supported roadworks transition:(-0.03, 1.00, -0.09)"
"StreetLoopReverse-roam-opposite-yes","atv-36-0","1.880","35.753","30.501","15.422","5.252","35.753","30.704","15.423","-626.612","8.432","-82.907","67.085","0.123","0.000","0.014","4","0.000","1.000","16.221","0.856","Reverse supported roadworks transition:(0.00, 1.00, -0.08)"
"StreetLoopReverse-roam-opposite-yes","atv-36-0","1.900","30.501","10.072","15.624","20.429","30.704","10.275","15.630","-626.580","8.436","-82.714","67.277","0.123","0.000","-0.020","4","0.000","0.998","20.522","2.780","Reverse supported roadworks transition:(0.00, 1.00, -0.10)"
"StreetLoopReverse-roam-opposite-yes","atv-36-0","4.180","22.216","13.727","19.734","8.489","22.222","13.764","19.734","-627.370","9.138","-40.718","109.281","1.000","0.000","-0.248","4","0.000","0.997","23.419","0.156","Reverse supported roadworks transition:(0.00, 1.00, 0.07)"
"StreetLoopReverse-roam-opposite-yes","atv-36-1.7","1.880","35.753","15.862","10.994","19.891","35.753","15.986","11.052","-624.906","8.427","-83.171","66.793","0.123","0.000","0.013","4","0.000","1.000","14.684","0.864","Reverse supported roadworks transition:(0.02, 1.00, -0.02)"
"StreetLoopReverse-roam-opposite-yes","atv-36-1.7","1.900","15.862","5.829","11.209","10.033","15.986","6.220","11.272","-624.892","8.431","-83.049","66.914","0.123","0.000","-0.017","4","0.000","1.000","15.809","2.038","Reverse supported roadworks transition:(0.00, 1.00, -0.02)"
"StreetLoopReverse-roam-opposite-yes","moto-12--1.5","5.700","11.814","9.736","11.737","2.078","11.815","9.744","11.746","-628.117","8.515","-82.473","67.543","0.102","0.000","-0.120","4","0.000","0.998","14.915","1.318","Reverse supported roadworks transition:(0.00, 0.99, -0.10)"
"StreetLoopReverse-roam-opposite-yes","moto-12--3","5.700","11.814","5.280","11.331","6.534","11.815","5.306","11.339","-629.615","8.512","-82.585","67.456","0.102","0.000","-0.120","4","0.000","0.998","14.915","1.318","Reverse supported roadworks transition:(0.00, 0.99, -0.10)"
"StreetLoopReverse-roam-opposite-yes","moto-12--4.7","5.600","11.887","10.306","7.282","1.581","11.887","10.308","7.322","-631.300","8.439","-83.683","66.386","0.062","0.000","-0.041","4","0.000","1.000","12.907","0.475","Reverse supported roadworks transition:(-0.01, 1.00, -0.08)"
"StreetLoopReverse-roam-opposite-yes","moto-12--4.7","5.740","11.294","6.824","9.296","4.47","11.299","6.834","9.302","-631.314","8.544","-82.247","67.822","0.407","0.000","-0.146","4","0.000","0.998","13.195","0.729","Reverse supported roadworks transition:(-0.04, 1.00, -0.08)"
"StreetLoopReverse-roam-opposite-yes","moto-12--4.7","5.980","10.064","6.447","3.862","3.617","10.074","6.477","3.876","-631.417","8.800","-80.249","69.822","1.000","0.000","0.234","4","0.000","0.992","10.602","1.418","Reverse supported roadworks transition:(-0.07, 0.99, -0.11)"
"StreetLoopReverse-roam-opposite-yes","moto-12--4.7","6.300","9.844","6.135","8.511","3.709","9.852","6.147","8.515","-631.386","9.215","-77.754","72.315","1.000","0.000","-0.356","4","0.000","0.972","11.013","2.103","Reverse supported roadworks transition:(-0.19, 0.97, -0.13)"
"StreetLoopReverse-roam-opposite-yes","moto-12--4.7","6.320","6.135","1.292","8.785","4.843","6.147","1.392","8.787","-631.392","9.227","-77.728","72.342","1.000","0.000","-0.351","4","0.000","0.973","10.465","2.738","Reverse supported roadworks transition:(-0.20, 0.97, -0.12)"
"StreetLoopReverse-roam-opposite-yes","moto-12-0","5.640","11.901","8.505","11.422","3.396","11.902","8.510","11.432","-626.606","8.462","-83.170","66.822","0.053","0.000","-0.063","4","0.000","0.999","14.040","0.379","Reverse supported roadworks transition:(0.00, 1.00, -0.09)"
"StreetLoopReverse-roam-opposite-yes","moto-12-0","5.700","9.105","7.435","11.559","1.67","9.112","7.446","11.567","-626.615","8.507","-82.668","67.324","1.000","0.000","0.094","4","0.000","0.999","12.573","0.261","Reverse supported roadworks transition:(0.00, 1.00, -0.10)"
"StreetLoopReverse-roam-opposite-yes","moto-12-1.7","5.600","11.887","9.191","10.344","2.696","11.888","9.196","10.366","-624.896","8.438","-83.599","66.365","0.062","0.000","-0.039","4","0.000","1.000","12.871","0.666","Reverse supported roadworks transition:(0.00, 1.00, -0.08)"
"StreetLoopReverse-roam-opposite-yes","moto-12-1.7","5.620","9.191","3.108","10.559","6.083","9.196","3.185","10.581","-624.892","8.449","-83.534","66.429","0.056","0.000","-0.047","4","0.000","1.000","12.256","1.808","Reverse supported roadworks transition:(0.00, 1.00, -0.08)"
"StreetLoopReverse-roam-opposite-yes","moto-24--1.5","2.780","23.851","12.570","12.762","11.281","23.851","12.614","12.788","-628.095","8.425","-83.953","66.063","0.077","0.000","-0.014","4","0.000","1.000","13.645","0.350","Reverse supported roadworks transition:(0.00, 1.00, -0.07)"
"StreetLoopReverse-roam-opposite-yes","moto-24--1.5","2.800","12.570","11.318","13.014","1.252","12.614","11.395","13.036","-628.100","8.441","-83.726","66.290","0.074","0.000","0.019","4","0.000","1.000","9.743","4.866","Reverse supported roadworks transition:(0.00, 1.00, -0.07)"
"StreetLoopReverse-roam-opposite-yes","moto-24--1.5","3.000","13.777","12.477","15.397","1.3","13.783","12.502","15.406","-628.337","8.655","-81.238","68.782","1.000","0.000","0.301","4","0.000","0.996","15.213","1.330","Reverse supported roadworks transition:(0.00, 0.99, -0.13)"
"StreetLoopReverse-roam-opposite-yes","moto-24--1.5","3.020","12.477","11.112","15.628","1.365","12.502","11.138","15.634","-628.360","8.684","-81.020","69.000","1.000","0.000","0.297","4","0.000","0.995","15.115","0.623","Reverse supported roadworks transition:(0.00, 0.99, -0.13)"
"StreetLoopReverse-roam-opposite-yes","moto-24--1.5","3.260","13.950","12.513","18.163","1.437","13.964","12.537","18.190","-628.463","9.176","-78.032","71.990","1.000","0.000","0.383","4","0.000","0.990","11.763","0.542","Reverse supported roadworks transition:(0.00, 0.98, -0.18)"
"StreetLoopReverse-roam-opposite-yes","moto-24--3","2.800","23.845","8.477","5.423","15.368","23.845","8.517","5.487","-629.600","8.437","-83.590","66.452","0.074","0.000","0.019","4","0.000","1.000","15.160","0.240","Reverse supported roadworks transition:(0.00, 1.00, -0.08)"
"StreetLoopReverse-roam-opposite-yes","moto-24--3","3.160","13.093","11.717","10.412","1.376","13.139","11.749","10.448","-630.088","8.890","-79.701","70.348","1.000","0.000","0.323","4","0.000","0.993","13.120","0.727","Reverse supported roadworks transition:(0.00, 0.99, -0.16)"
"StreetLoopReverse-roam-opposite-yes","moto-24--3","3.220","12.248","4.223","11.178","8.025","12.264","4.290","11.188","-630.121","8.995","-79.140","70.909","1.000","0.000","0.354","4","0.000","0.993","12.043","0.300","Reverse supported roadworks transition:(0.00, 0.99, -0.17)"
"StreetLoopReverse-roam-opposite-yes","moto-24--3","5.460","18.700","14.910","12.649","3.79","19.303","15.204","12.675","-631.361","9.510","-44.586","105.478","1.000","0.000","0.500","4","0.000","0.996","17.247","3.215","Reverse supported roadworks transition:(0.00, 1.00, 0.09)"
"StreetLoopReverse-roam-opposite-yes","moto-24--3","5.540","15.880","6.722","13.782","9.158","15.917","7.112","13.800","-631.729","9.461","-43.565","106.506","1.000","0.000","0.500","4","0.000","0.993","10.503","2.535","Reverse supported roadworks transition:(-0.01, 1.00, 0.09)"
"StreetLoopReverse-roam-opposite-yes","moto-24--4.7","2.780","23.851","12.567","9.339","11.284","23.851","12.641","9.344","-631.298","8.423","-84.004","66.065","0.077","0.000","0.014","4","0.000","1.000","13.329","0.508","Reverse supported roadworks transition:(-0.02, 1.00, -0.05)"
"StreetLoopReverse-roam-opposite-yes","moto-24--4.7","2.800","12.567","10.805","9.620","1.762","12.641","10.941","9.626","-631.305","8.440","-83.786","66.283","0.074","0.000","-0.019","4","0.000","1.000","9.687","6.947","Reverse supported roadworks transition:(-0.02, 1.00, -0.07)"
"StreetLoopReverse-roam-opposite-yes","moto-24--4.7","2.820","10.805","8.047","9.899","2.758","10.941","8.272","9.904","-631.312","8.457","-83.621","66.448","1.000","0.000","-0.246","4","0.000","1.000","6.624","4.102","Reverse supported roadworks transition:(-0.03, 1.00, -0.08)"
"StreetLoopReverse-roam-opposite-yes","moto-24--4.7","2.880","8.373","2.997","9.592","5.376","8.558","3.271","9.601","-631.310","8.505","-83.220","66.849","1.000","0.000","-0.500","4","0.000","0.999","6.719","3.766","Reverse supported roadworks transition:(-0.02, 1.00, -0.08)"
"StreetLoopReverse-roam-opposite-yes","moto-24--4.7","3.400","9.592","2.916","10.163","6.676","9.601","2.988","10.164","-631.399","8.896","-79.676","70.394","1.000","0.000","-0.290","4","0.000","0.990","10.649","1.485","Reverse supported roadworks transition:(-0.12, 0.99, -0.12)"
"StreetLoopReverse-roam-opposite-yes","moto-24-0","2.780","23.851","17.540","7.328","6.311","23.851","17.582","7.372","-626.597","8.422","-83.831","66.161","0.077","0.000","-0.014","4","0.000","1.000","13.645","0.350","Reverse supported roadworks transition:(0.00, 1.00, -0.07)"
"StreetLoopReverse-roam-opposite-yes","moto-24-0","2.800","17.540","8.677","7.620","8.863","17.582","8.716","7.656","-626.594","8.439","-83.658","66.334","0.074","0.000","0.019","4","0.000","1.000","12.233","2.352","Reverse supported roadworks transition:(0.00, 1.00, -0.08)"
"StreetLoopReverse-roam-opposite-yes","moto-24-0","3.080","12.404","10.886","11.387","1.518","12.414","10.916","11.401","-626.436","8.731","-80.695","69.294","1.000","0.000","-0.290","4","0.000","0.995","14.017","0.954","Reverse supported roadworks transition:(0.00, 0.99, -0.14)"
"StreetLoopReverse-roam-opposite-yes","moto-24-0","3.180","11.893","5.862","12.636","6.031","11.936","5.906","12.645","-626.422","8.892","-79.669","70.319","1.000","0.000","0.311","4","0.000","0.994","12.663","0.448","Reverse supported roadworks transition:(0.00, 0.99, -0.16)"
"StreetLoopReverse-roam-opposite-yes","moto-24-1.7","2.780","23.851","12.310","7.720","11.541","23.851","12.386","7.725","-624.891","8.424","-83.904","66.059","0.077","0.000","-0.014","4","0.000","1.000","13.199","0.736","Reverse supported roadworks transition:(0.03, 1.00, -0.06)"
"StreetLoopReverse-roam-opposite-yes","moto-24-1.7","2.860","12.648","3.428","6.394","9.22","12.810","3.730","6.406","-624.911","8.492","-83.076","66.888","1.000","0.000","0.500","4","0.000","0.999","8.374","4.091","Reverse supported roadworks transition:(0.04, 1.00, -0.03)"
"StreetLoopReverse-roam-opposite-yes","moto-24-1.7","3.060","6.466","4.542","3.933","1.924","6.475","4.552","3.962","-624.882","8.602","-82.061","67.902","1.000","0.000","-0.165","4","0.000","0.996","8.613","0.712","Reverse supported roadworks transition:(0.10, 1.00, -0.01)"
"StreetLoopReverse-roam-opposite-yes","moto-24-1.7","3.360","7.689","6.394","8.385","1.295","7.696","6.406","8.389","-624.875","8.804","-80.135","69.828","1.000","0.000","0.238","4","0.000","0.986","10.531","0.817","Reverse supported roadworks transition:(0.24, 0.96, -0.14)"
"StreetLoopReverse-roam-opposite-yes","moto-24-1.7","3.380","6.394","4.629","8.663","1.765","6.406","4.653","8.667","-624.873","8.819","-80.042","69.921","1.000","0.000","0.244","4","0.000","0.986","10.183","1.119","Reverse supported roadworks transition:(0.26, 0.96, -0.14)"
"StreetLoopReverse-roam-opposite-yes","moto-24-1.7","3.480","5.314","2.660","10.020","2.654","5.343","2.718","10.027","-624.876","8.901","-79.570","70.393","1.000","0.000","0.340","4","0.000","0.982","8.369","1.375","Reverse supported roadworks transition:(0.17, 0.98, -0.08)"
"StreetLoopReverse-roam-opposite-yes","moto-24-1.7","5.860","21.150","16.867","14.764","4.283","21.164","16.997","14.782","-624.549","8.942","-44.146","105.806","1.000","0.000","-0.500","4","0.000","0.876","14.044","5.561","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-yes","moto-24-1.7","5.940","17.174","14.949","15.819","2.225","17.604","15.616","15.837","-624.246","8.728","-42.852","107.095","1.000","0.000","-0.453","4","0.000","0.905","14.186","2.913","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-yes","moto-24-1.7","5.960","14.949","11.488","16.076","3.461","15.616","12.201","16.094","-624.188","8.695","-42.617","107.329","1.000","0.000","-0.337","4","0.000","0.908","14.233","2.458","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-yes","moto-24-1.7","6.120","13.451","11.309","18.075","2.142","13.521","11.354","18.081","-624.022","8.603","-40.610","109.334","1.000","0.000","0.046","4","0.000","0.923","10.209","0.647","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-yes","moto-36--1.5","1.860","35.796","12.193","12.967","23.603","35.796","12.288","12.990","-628.097","8.440","-83.934","66.082","0.102","0.000","-0.012","4","0.000","1.000","13.554","0.751","Reverse supported roadworks transition:(0.00, 1.00, -0.07)"
"StreetLoopReverse-roam-opposite-yes","moto-36--1.5","1.880","12.193","10.751","13.220","1.442","12.288","10.904","13.238","-628.100","8.464","-83.716","66.301","0.102","0.000","0.015","4","0.000","1.000","7.698","8.011","Reverse supported roadworks transition:(0.00, 1.00, -0.07)"
"StreetLoopReverse-roam-opposite-yes","moto-36--1.5","2.160","14.257","12.099","16.430","2.158","14.273","12.120","16.461","-627.899","8.788","-80.230","69.782","1.000","0.000","-0.289","4","0.000","0.993","17.016","2.202","Reverse supported roadworks transition:(0.00, 0.99, -0.15)"
"StreetLoopReverse-roam-opposite-yes","moto-36--1.5","2.280","13.360","11.965","17.708","1.395","13.372","11.977","17.711","-627.898","9.033","-78.730","71.282","1.000","0.000","0.336","4","0.000","0.990","14.012","0.574","Reverse supported roadworks transition:(0.00, 0.99, -0.17)"
"StreetLoopReverse-roam-opposite-yes","moto-36--3","1.860","35.796","21.682","7.639","14.114","35.796","21.690","7.657","-629.599","8.432","-83.775","66.266","0.102","0.000","-0.012","4","0.000","1.000","13.554","0.751","Reverse supported roadworks transition:(0.00, 1.00, -0.07)"
"StreetLoopReverse-roam-opposite-yes","moto-36--3","1.880","21.682","9.329","7.925","12.353","21.690","9.399","7.943","-629.602","8.454","-83.589","66.452","0.102","0.000","0.015","4","0.000","1.000","9.811","2.619","Reverse supported roadworks transition:(0.00, 1.00, -0.08)"
"StreetLoopReverse-roam-opposite-yes","moto-36--3","2.160","12.898","4.612","11.672","8.286","12.924","4.668","11.682","-630.012","8.753","-80.633","69.415","1.000","0.000","0.358","4","0.000","0.995","14.719","1.064","Reverse supported roadworks transition:(0.00, 0.99, -0.14)"
"StreetLoopReverse-roam-opposite-yes","moto-36--4.7","1.860","35.796","13.422","5.684","22.374","35.796","13.729","5.695","-631.303","8.437","-83.957","66.112","0.102","0.000","-0.012","4","0.000","1.000","13.172","0.942","Reverse supported roadworks transition:(-0.02, 1.00, -0.05)"
"StreetLoopReverse-roam-opposite-yes","moto-36--4.7","1.880","13.422","8.793","5.993","4.629","13.729","9.220","6.002","-631.318","8.462","-83.772","66.297","0.102","0.000","0.014","4","0.000","0.999","7.956","12.859","Reverse supported roadworks transition:(-0.02, 1.00, -0.07)"
"StreetLoopReverse-roam-opposite-yes","moto-36--4.7","1.940","9.339","5.664","6.906","3.675","9.572","5.877","6.910","-631.318","8.529","-83.278","66.792","1.000","0.000","-0.500","4","0.000","0.998","2.977","3.928","Reverse supported roadworks transition:(-0.04, 0.99, -0.10)"
"StreetLoopReverse-roam-opposite-yes","moto-36--4.7","2.020","6.672","4.889","8.084","1.783","6.754","4.998","8.086","-631.298","8.595","-82.794","67.275","1.000","0.000","-0.270","4","0.000","0.996","3.502","2.110","Reverse supported roadworks transition:(-0.07, 1.00, 0.02)"
"StreetLoopReverse-roam-opposite-yes","moto-36--4.7","2.200","7.181","3.114","10.583","4.067","7.185","3.123","10.590","-631.369","8.661","-81.758","68.312","1.000","0.000","0.365","4","0.000","0.997","8.970","1.910","Reverse supported roadworks transition:(-0.07, 1.00, -0.01)"
"StreetLoopReverse-roam-opposite-yes","moto-36--4.7","5.460","22.143","20.322","12.700","1.821","22.207","20.460","12.775","-631.689","8.570","-26.259","123.809","1.000","0.000","0.388","4","0.000","0.999","16.896","2.592","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-yes","moto-36--4.7","5.480","20.322","6.269","12.948","14.053","20.460","7.115","13.027","-631.744","8.589","-26.123","123.946","1.000","0.000","0.320","4","0.000","0.999","14.842","2.705","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-yes","moto-36-0","1.860","35.796","16.632","11.532","19.164","35.796","16.695","11.549","-626.594","8.436","-83.824","66.167","0.102","0.000","-0.012","4","0.000","1.000","13.554","0.751","Reverse supported roadworks transition:(0.00, 1.00, -0.07)"
"StreetLoopReverse-roam-opposite-yes","moto-36-0","1.880","16.632","8.547","11.790","8.085","16.695","8.646","11.810","-626.591","8.459","-83.651","66.340","0.102","0.000","0.015","4","0.000","1.000","7.520","5.285","Reverse supported roadworks transition:(0.00, 1.00, -0.08)"
"StreetLoopReverse-roam-opposite-yes","moto-36-0","2.360","13.824","11.532","17.363","2.292","13.835","11.549","17.379","-626.468","9.129","-78.209","71.779","1.000","0.000","0.342","4","0.000","0.990","12.894","0.600","Reverse supported roadworks transition:(0.00, 0.98, -0.18)"
"StreetLoopReverse-roam-opposite-yes","moto-36-0","4.260","21.865","17.699","16.089","4.166","21.881","17.700","16.090","-627.345","9.352","-42.680","107.318","1.000","0.000","-0.216","4","0.000","0.997","25.003","2.141","Reverse supported roadworks transition:(0.00, 1.00, 0.08)"
"StreetLoopReverse-roam-opposite-yes","moto-36-0","4.300","17.963","9.244","16.630","8.719","17.964","9.264","16.631","-627.354","9.321","-42.134","107.864","1.000","0.000","-0.200","4","0.000","0.996","18.775","0.752","Reverse supported roadworks transition:(0.00, 1.00, 0.08)"
"StreetLoopReverse-roam-opposite-yes","moto-36-1.7","1.860","35.796","13.352","0.821","22.444","35.796","13.666","0.828","-624.886","8.438","-83.853","66.110","0.102","0.000","-0.011","4","0.000","1.000","13.049","0.778","Reverse supported roadworks transition:(0.03, 1.00, -0.06)"
"StreetLoopReverse-roam-opposite-yes","moto-36-1.7","1.880","13.352","10.891","0.301","2.461","13.666","11.350","0.320","-624.884","8.464","-83.627","66.337","0.102","0.000","0.014","4","0.000","0.999","7.431","13.042","Reverse supported roadworks transition:(0.09, 0.99, -0.09)"
"StreetLoopReverse-roam-opposite-yes","moto-36-1.7","1.900","10.891","2.736","0.069","8.155","11.350","3.752","0.140","-624.853","8.490","-83.557","66.406","1.000","0.000","0.480","4","0.000","0.998","2.259","5.787","Reverse supported roadworks transition:(0.09, 0.99, -0.09)"
"StreetLoopReverse-roam-opposite-yes","moto-36-1.7","1.920","2.736","0.977","0.022","1.759","3.752","2.195","0.145","-624.828","8.516","-83.524","66.438","1.000","0.000","0.500","4","0.000","0.997","5.137","8.120","Reverse supported roadworks transition:(0.06, 0.99, -0.09)"
"StreetLoopReverse-roam-opposite-yes","moto-36-1.7","2.340","7.713","3.634","1.756","4.079","7.721","3.640","1.764","-624.989","8.631","-81.624","68.341","1.000","0.000","0.155","4","0.000","0.994","15.432","1.752","Reverse supported roadworks transition:(0.10, 0.99, -0.05)"
"StreetLoopReverse-roam-opposite-yes","moto-36-1.7","2.360","3.634","0.821","2.096","2.813","3.640","0.828","2.103","-624.991","8.635","-81.609","68.355","1.000","0.000","0.154","4","0.000","0.993","14.417","0.326","Reverse supported roadworks transition:(0.13, 0.99, -0.02)"
"StreetLoopReverse-roam-opposite-yes","moto-36-1.7","3.700","13.713","11.456","6.786","2.257","13.719","11.464","6.787","-625.013","9.810","-74.468","75.496","1.000","0.000","0.430","4","0.000","0.961","8.591","1.389","Reverse supported roadworks transition:(0.59, 0.79, -0.15)"
"StreetLoopReverse-roam-opposite-yes","moto-36-1.7","3.740","11.711","5.020","7.355","6.691","11.720","5.072","7.356","-625.006","9.880","-74.136","75.828","1.000","0.000","-0.405","4","0.000","0.959","7.860","2.565","Reverse supported roadworks transition:(0.61, 0.77, -0.15)"
"StreetLoopReverse-roam-opposite-yes","moto-36-1.7","3.760","5.020","1.051","7.638","3.969","5.072","1.634","7.639","-624.982","9.894","-74.112","75.852","1.000","0.000","0.387","4","0.000","0.957","6.776","8.091","Reverse supported roadworks transition:(0.25, 0.96, -0.13)"
"StreetLoopReverse-roam-opposite-yes","moto-36-1.7","5.800","19.623","10.323","12.052","9.3","19.678","10.370","12.139","-625.278","9.737","-48.469","101.496","1.000","0.000","0.234","4","0.000","0.735","23.141","6.104","Reverse supported roadworks transition:(0.58, 0.81, 0.08)"
"StreetLoopReverse-roam-opposite-yes","moto-36-1.7","6.220","15.296","10.913","17.661","4.383","15.450","11.074","17.666","-624.243","8.744","-43.101","106.846","1.000","0.000","-0.413","4","0.000","0.883","15.534","2.458","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-yes","original-12--4.7","6.500","11.679","0.530","5.400","11.149","11.697","1.901","5.416","-631.789","9.847","-73.396","76.679","0.159","0.000","-0.401","3","0.000","0.917","8.621","4.196","Reverse supported roadworks transition:(-0.36, 0.92, -0.15)"
"StreetLoopReverse-roam-opposite-yes","original-12-1.7","6.280","11.748","1.110","6.883","10.638","11.756","1.961","6.887","-624.814","9.454","-75.815","74.146","0.123","0.000","-0.376","4","0.000","0.953","9.725","2.207","Reverse supported roadworks transition:(0.26, 0.96, -0.13)"
