"Mode","Case","Time","Before","At","AfterHalfSecond","Drop","VelocityBefore","VelocityAt","VelocityAfter","X","Y","Z","Travel","Throttle","Brake","Steering","Grounded","Water","Up","Lift","Torque","Contact"
"StreetLoopReverse-roam-opposite-no","atv-24-1.7","2.620","14.670","10.666","16.299","4.004","14.689","10.742","16.301","-625.886","9.502","-44.399","59.425","1.000","0.000","-0.443","4","0.000","0.973","10.003","0.688","Reverse supported roadworks transition:(0.47, 0.88, 0.03)"
"StreetLoopReverse-roam-opposite-no","atv-24-1.7","3.200","16.930","8.909","14.539","8.021","16.930","8.920","14.551","-625.360","10.146","-52.345","67.378","1.000","0.000","0.264","4","0.000","0.932","8.852","2.865","Reverse supported roadworks transition:(0.33, 0.94, 0.11)"
"StreetLoopReverse-roam-opposite-no","atv-36--1.5","1.440","35.751","22.621","26.842","13.13","35.755","22.630","26.843","-628.881","8.891","-36.225","51.203","0.123","0.000","0.070","4","0.000","0.999","16.779","0.259","Reverse supported roadworks transition:(0.00, 1.00, 0.05)"
"StreetLoopReverse-roam-opposite-no","atv-36--3","1.420","35.754","30.432","32.508","5.322","35.758","30.563","32.523","-630.390","8.861","-35.696","50.648","0.122","0.000","-0.063","4","0.000","1.000","16.889","0.253","Reverse supported roadworks transition:(0.00, 1.00, 0.05)"
"StreetLoopReverse-roam-opposite-no","atv-36--3","2.000","32.607","23.927","11.709","8.68","32.609","23.928","11.716","-631.559","10.371","-53.744","68.675","1.000","0.000","0.137","2","0.000","0.985","9.007","4.908","Reverse supported roadworks transition:(-0.13, 0.99, 0.11)"
"StreetLoopReverse-roam-opposite-no","atv-36--3","2.300","25.871","9.301","11.579","16.57","25.872","9.304","11.659","-631.461","11.306","-60.858","75.790","1.000","0.000","-0.500","2","0.000","0.974","7.941","4.568","Reverse supported roadworks transition:(-0.18, 0.97, 0.13)"
"StreetLoopReverse-roam-opposite-no","atv-36--3","3.780","21.500","20.011","15.071","1.489","21.544","20.028","15.108","-631.286","8.514","-82.031","96.963","1.000","0.000","-0.478","4","0.000","0.986","18.565","3.631","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","atv-36--3","3.860","20.699","16.728","16.034","3.971","20.704","16.745","16.044","-631.286","8.366","-83.582","98.513","1.000","0.000","-0.411","4","0.000","0.994","18.309","3.165","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","atv-36--3","3.920","17.150","12.889","16.743","4.261","17.218","12.990","16.745","-631.307","8.308","-84.522","99.452","1.000","0.000","-0.500","4","0.000","0.996","16.259","2.495","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","atv-36--3","3.960","13.143","10.969","17.206","2.174","13.230","11.045","17.207","-631.336","8.294","-85.004","99.934","1.000","0.000","-0.500","4","0.000","0.997","14.560","2.294","Ground_80_320:(-0.01, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","atv-36--4.7","1.340","35.765","27.421","23.355","8.344","35.766","27.462","23.368","-632.146","8.717","-32.808","47.732","0.117","0.000","0.027","4","0.000","1.000","15.439","0.206","Reverse supported roadworks transition:(-0.14, 0.99, 0.03)"
"StreetLoopReverse-roam-opposite-no","atv-36--4.7","1.360","27.421","20.876","23.522","6.545","27.462","21.019","23.542","-632.142","8.732","-33.228","48.151","0.117","0.000","-0.033","4","0.000","0.999","15.459","0.417","Reverse supported roadworks transition:(-0.15, 0.99, 0.02)"
"StreetLoopReverse-roam-opposite-no","atv-36--4.7","1.600","22.797","21.371","14.128","1.426","22.842","21.475","14.139","-631.485","9.058","-38.426","53.360","1.000","0.000","0.319","4","0.000","0.995","11.552","0.350","Reverse supported roadworks transition:(-0.09, 1.00, 0.03)"
"StreetLoopReverse-roam-opposite-no","atv-36--4.7","2.020","24.684","18.638","6.052","6.046","24.688","18.648","6.056","-631.607","9.795","-47.991","62.921","1.000","0.000","0.221","4","0.000","0.982","7.036","0.609","Reverse supported roadworks transition:(-0.16, 0.98, 0.07)"
"StreetLoopReverse-roam-opposite-no","atv-36--4.7","2.060","18.833","13.659","6.571","5.174","18.850","13.683","6.587","-631.619","9.850","-48.637","63.568","1.000","0.000","-0.175","4","0.000","0.979","7.944","1.250","Reverse supported roadworks transition:(-0.18, 0.98, 0.07)"
"StreetLoopReverse-roam-opposite-no","atv-36--4.7","2.200","15.051","9.120","8.407","5.931","15.053","9.135","8.410","-631.744","9.991","-50.545","65.473","1.000","0.000","-0.274","4","0.000","0.962","9.948","0.944","Reverse supported roadworks transition:(-0.25, 0.96, 0.09)"
"StreetLoopReverse-roam-opposite-no","atv-36--4.7","2.520","12.717","6.052","12.159","6.665","12.717","6.056","12.161","-631.792","10.329","-53.966","68.893","1.000","0.000","-0.287","4","0.000","0.913","8.054","2.032","Reverse supported roadworks transition:(-0.39, 0.92, 0.10)"
"StreetLoopReverse-roam-opposite-no","atv-36--4.7","4.440","17.927","12.845","9.755","5.082","18.000","13.109","9.864","-631.076","8.918","-79.546","94.481","1.000","0.000","0.468","4","0.000","0.938","10.725","2.789","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","atv-36--4.7","4.720","15.740","12.839","13.339","2.901","15.756","12.959","13.409","-631.767","8.361","-83.369","98.293","1.000","0.000","-0.500","4","0.000","0.991","15.968","2.746","Ground_80_320:(-0.01, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","atv-36--4.7","4.780","13.093","8.252","14.030","4.841","13.389","8.857","14.087","-631.938","8.303","-84.042","98.962","1.000","0.000","-0.446","4","0.000","0.996","18.285","2.891","Ground_80_320:(-0.01, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","atv-36-0","1.440","35.751","22.622","26.842","13.129","35.755","22.630","26.843","-627.382","8.891","-36.201","51.203","0.123","0.000","0.070","4","0.000","0.999","16.779","0.259","Reverse supported roadworks transition:(0.00, 1.00, 0.05)"
"StreetLoopReverse-roam-opposite-no","atv-36-1.7","1.380","35.761","16.685","20.073","19.076","35.763","17.523","20.233","-625.704","8.761","-33.929","48.959","0.118","0.000","-0.038","4","0.000","0.999","15.623","0.309","Reverse supported roadworks transition:(0.02, 1.00, 0.03)"
"StreetLoopReverse-roam-opposite-no","moto-12--3","8.380","11.859","6.665","11.745","5.194","11.864","6.680","11.751","-629.521","8.396","-83.927","98.888","0.032","0.000","-0.314","4","0.000","0.994","14.014","0.552","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","moto-12--4.7","7.820","11.867","9.892","11.003","1.975","11.877","9.898","11.015","-632.195","8.902","-77.745","92.662","0.089","0.000","-0.427","4","0.000","0.798","11.978","0.789","Reverse supported roadworks transition:(-0.61, 0.79, -0.10)"
"StreetLoopReverse-roam-opposite-no","moto-12--4.7","8.140","11.875","8.443","11.843","3.432","11.879","8.452","11.848","-632.218","8.551","-81.278","96.194","0.082","0.000","0.138","4","0.000","0.938","12.215","0.784","Ground_80_320:(-0.01, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","moto-12-0","8.260","11.895","8.904","8.414","2.991","11.905","8.913","8.426","-626.740","8.525","-82.510","97.516","0.077","0.000","-0.425","4","0.000","0.988","13.002","0.353","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","moto-12-0","8.320","9.532","7.178","9.362","2.354","9.569","7.223","9.372","-626.732","8.479","-83.028","98.034","1.000","0.000","0.395","4","0.000","0.989","11.276","0.576","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","moto-12-0","8.620","9.479","6.097","11.727","3.382","9.489","6.116","11.729","-626.556","8.348","-85.490","100.499","1.000","0.000","0.289","4","0.000","0.996","11.261","0.679","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","moto-12-1.7","7.760","11.877","8.731","10.319","3.146","11.883","8.734","10.376","-624.217","8.980","-76.875","91.924","0.087","0.000","0.456","4","0.000","0.760","11.382","0.393","Reverse supported roadworks transition:(0.66, 0.75, -0.09)"
"StreetLoopReverse-roam-opposite-no","moto-12-1.7","7.780","8.731","3.241","10.554","5.49","8.734","3.343","10.617","-624.214","8.988","-76.942","91.990","0.062","0.000","0.454","4","0.000","0.782","9.201","2.083","Reverse supported roadworks transition:(0.64, 0.76, -0.09)"
"StreetLoopReverse-roam-opposite-no","moto-24--4.7","2.380","23.850","19.629","8.472","4.221","23.853","19.663","8.475","-632.110","9.256","-41.730","56.653","0.074","0.000","0.121","4","0.000","0.981","10.603","0.722","Reverse supported roadworks transition:(-0.18, 0.98, 0.05)"
"StreetLoopReverse-roam-opposite-no","moto-24--4.7","2.420","19.816","13.782","8.667","6.034","19.883","13.953","8.671","-632.118","9.312","-42.411","57.334","1.000","0.000","0.156","4","0.000","0.976","6.968","5.314","Reverse supported roadworks transition:(-0.20, 0.98, 0.03)"
"StreetLoopReverse-roam-opposite-no","moto-24--4.7","2.460","13.997","11.638","9.294","2.359","14.182","11.841","9.305","-632.125","9.369","-42.936","57.859","1.000","0.000","0.286","4","0.000","0.969","4.174","6.481","Reverse supported roadworks transition:(0.00, 1.00, 0.08)"
"StreetLoopReverse-roam-opposite-no","moto-24--4.7","2.520","12.172","3.008","8.563","9.164","12.325","3.513","8.609","-632.133","9.453","-43.496","58.418","1.000","0.000","0.364","4","0.000","0.957","2.697","5.107","Reverse supported roadworks transition:(0.00, 1.00, 0.08)"
"StreetLoopReverse-roam-opposite-no","moto-24--4.7","2.980","9.294","7.974","13.247","1.32","9.305","8.003","13.254","-632.336","9.457","-46.469","61.388","1.000","0.000","-0.218","4","0.000","0.867","13.129","2.624","Reverse supported roadworks transition:(-0.54, 0.84, 0.04)"
"StreetLoopReverse-roam-opposite-no","moto-24--4.7","3.100","9.113","7.975","14.763","1.138","9.164","8.049","14.777","-632.395","9.441","-47.487","62.405","1.000","0.000","0.108","4","0.000","0.847","13.329","1.866","Reverse supported roadworks transition:(-0.57, 0.82, 0.01)"
"StreetLoopReverse-roam-opposite-no","moto-24--4.7","5.000","21.768","15.394","11.694","6.374","21.923","15.543","11.753","-632.310","8.621","-81.291","96.205","1.000","0.000","-0.500","2","0.000","0.770","11.248","5.819","Ground_80_320:(-0.01, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","moto-24--4.7","5.020","15.394","4.213","11.958","11.181","15.543","4.617","12.023","-632.271","8.638","-81.372","96.287","1.000","0.000","-0.500","2","0.000","0.828","10.829","4.332","Ground_80_320:(-0.01, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","moto-24-1.7","2.400","23.847","20.494","7.891","3.353","23.850","20.518","7.926","-625.463","9.292","-42.112","57.145","0.075","0.000","-0.127","4","0.000","0.980","10.824","0.834","Reverse supported roadworks transition:(0.40, 0.92, 0.03)"
"StreetLoopReverse-roam-opposite-no","moto-24-1.7","2.460","20.889","15.780","8.816","5.109","20.945","15.880","8.851","-625.427","9.382","-43.265","58.299","1.000","0.000","-0.181","4","0.000","0.972","6.448","3.512","Reverse supported roadworks transition:(0.44, 0.90, 0.05)"
"StreetLoopReverse-roam-opposite-no","moto-24-1.7","2.500","16.008","10.291","7.909","5.717","16.114","10.465","7.956","-625.403","9.439","-43.801","58.835","1.000","0.000","-0.244","4","0.000","0.965","4.508","4.596","Reverse supported roadworks transition:(0.45, 0.89, 0.05)"
"StreetLoopReverse-roam-opposite-no","moto-24-1.7","2.640","11.964","7.678","9.965","4.286","12.078","7.843","9.991","-625.350","9.610","-45.331","60.365","1.000","0.000","-0.251","3","0.000","0.927","1.282","2.884","Reverse supported roadworks transition:(0.36, 0.93, -0.05)"
"StreetLoopReverse-roam-opposite-no","moto-24-1.7","2.760","8.980","7.350","11.663","1.63","9.065","7.443","11.674","-625.276","9.679","-46.336","61.371","1.000","0.000","-0.187","2","0.000","0.893","2.065","2.175","Reverse supported roadworks transition:(0.43, 0.90, -0.07)"
"StreetLoopReverse-roam-opposite-no","moto-24-1.7","2.880","8.975","7.575","13.262","1.4","9.001","7.607","13.286","-625.171","9.670","-47.313","62.350","1.000","0.000","0.236","4","0.000","0.864","3.447","1.549","Reverse supported roadworks transition:(0.57, 0.82, 0.05)"
"StreetLoopReverse-roam-opposite-no","moto-24-1.7","3.000","9.118","7.909","14.800","1.209","9.151","7.956","14.807","-625.076","9.638","-48.310","63.348","1.000","0.000","-0.035","4","0.000","0.840","9.718","1.575","Reverse supported roadworks transition:(0.59, 0.81, 0.06)"
"StreetLoopReverse-roam-opposite-no","moto-24-1.7","4.820","21.152","12.201","5.980","8.951","21.281","12.368","6.029","-623.987","8.704","-79.873","94.925","1.000","0.000","0.500","2","0.000","0.783","11.272","8.198","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","moto-24-1.7","4.840","12.201","9.621","6.313","2.58","12.368","9.878","6.346","-623.997","8.683","-80.063","95.115","1.000","0.000","0.500","2","0.000","0.830","8.243","11.372","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","moto-24-1.7","5.060","12.489","8.408","9.787","4.081","12.499","8.460","9.793","-623.413","8.364","-82.349","97.410","1.000","0.000","0.500","4","0.000","0.994","15.738","10.036","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","moto-24-1.7","5.180","9.230","5.758","11.543","3.472","9.373","5.965","11.548","-623.145","8.336","-83.320","98.385","1.000","0.000","0.415","4","0.000","0.998","12.253","3.419","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","moto-24-1.7","5.200","5.758","4.057","11.830","1.701","5.965","4.321","11.834","-623.122","8.342","-83.404","98.469","1.000","0.000","0.340","4","0.000","0.998","10.888","3.094","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","moto-36--1.5","1.260","35.809","30.264","12.043","5.545","35.809","30.359","12.058","-628.984","8.682","-30.000","44.976","0.095","0.000","-0.015","4","0.000","1.000","15.566","0.126","Reverse supported roadworks transition:(0.00, 1.00, 0.03)"
"StreetLoopReverse-roam-opposite-no","moto-36--1.5","1.280","30.264","16.188","12.317","14.076","30.359","16.259","12.339","-628.988","8.706","-30.328","45.304","0.095","0.000","0.020","4","0.000","1.000","12.709","2.450","Reverse supported roadworks transition:(0.00, 1.00, 0.03)"
"StreetLoopReverse-roam-opposite-no","moto-36--1.5","1.300","16.188","12.239","12.588","3.949","16.259","12.348","12.616","-628.991","8.730","-30.577","45.553","1.000","0.000","0.197","4","0.000","1.000","5.900","4.324","Reverse supported roadworks transition:(0.00, 1.00, 0.03)"
"StreetLoopReverse-roam-opposite-no","moto-36--1.5","1.400","13.344","11.804","13.934","1.54","13.422","11.879","13.950","-628.968","8.822","-31.860","46.836","1.000","0.000","0.145","4","0.000","0.999","3.257","2.107","Reverse supported roadworks transition:(0.00, 1.00, 0.04)"
"StreetLoopReverse-roam-opposite-no","moto-36--1.5","1.620","13.745","11.885","16.735","1.86","13.750","11.901","16.738","-628.929","8.895","-34.580","49.556","1.000","0.000","-0.043","4","0.000","1.000","12.204","1.025","Reverse supported roadworks transition:(0.00, 1.00, 0.05)"
"StreetLoopReverse-roam-opposite-no","moto-36--1.5","1.740","13.266","11.987","18.163","1.279","13.282","11.998","18.164","-628.851","8.960","-36.083","51.061","1.000","0.000","0.237","4","0.000","1.000","12.669","0.700","Reverse supported roadworks transition:(0.00, 1.00, 0.05)"
"StreetLoopReverse-roam-opposite-no","moto-36--3","1.280","35.808","11.555","11.941","24.253","35.808","11.642","11.952","-630.474","8.707","-30.368","45.320","0.095","0.000","0.020","4","0.000","1.000","15.973","0.169","Reverse supported roadworks transition:(0.00, 1.00, 0.03)"
"StreetLoopReverse-roam-opposite-no","moto-36--3","1.440","13.512","11.317","14.126","2.195","13.568","11.376","14.131","-630.433","8.850","-32.386","47.338","1.000","0.000","0.128","4","0.000","0.999","3.186","1.285","Reverse supported roadworks transition:(0.00, 1.00, 0.04)"
"StreetLoopReverse-roam-opposite-no","moto-36--3","1.640","13.924","9.896","16.655","4.028","13.928","9.906","16.657","-630.391","8.905","-34.874","49.826","1.000","0.000","-0.032","4","0.000","1.000","12.797","1.189","Reverse supported roadworks transition:(0.00, 1.00, 0.05)"
"StreetLoopReverse-roam-opposite-no","moto-36--4.7","1.260","35.810","21.072","3.576","14.738","35.810","21.268","3.606","-632.197","8.685","-29.872","44.795","0.095","0.000","-0.013","4","0.000","1.000","14.991","0.921","Reverse supported roadworks transition:(-0.03, 1.00, 0.02)"
"StreetLoopReverse-roam-opposite-no","moto-36--4.7","1.280","21.072","13.301","3.888","7.771","21.268","13.794","3.939","-632.205","8.705","-30.154","45.077","0.095","0.000","0.017","4","0.000","0.999","7.031","6.222","Reverse supported roadworks transition:(-0.04, 1.00, 0.01)"
"StreetLoopReverse-roam-opposite-no","moto-36--4.7","1.300","13.301","12.139","4.205","1.162","13.794","12.698","4.267","-632.205","8.726","-30.413","45.336","1.000","0.000","0.303","4","0.000","0.998","7.324","10.416","Reverse supported roadworks transition:(-0.04, 1.00, -0.01)"
"StreetLoopReverse-roam-opposite-no","moto-36--4.7","1.320","12.139","4.309","4.523","7.83","12.698","5.226","4.586","-632.236","8.757","-30.515","45.438","1.000","0.000","0.500","4","0.000","0.996","5.869","9.135","Reverse supported roadworks transition:(-0.05, 1.00, -0.03)"
"StreetLoopReverse-roam-opposite-no","moto-36--4.7","1.420","5.777","2.937","6.137","2.84","6.086","3.468","6.155","-632.295","8.884","-31.040","45.962","1.000","0.000","0.315","2","0.000","0.986","0.929","5.595","Reverse supported roadworks transition:(-0.06, 0.99, -0.14)"
"StreetLoopReverse-roam-opposite-no","moto-36--4.7","1.760","8.494","3.576","11.153","4.918","8.499","3.606","11.166","-632.356","8.851","-33.014","47.934","1.000","0.000","-0.331","4","0.000","0.985","10.082","1.632","Reverse supported roadworks transition:(-0.16, 0.99, 0.01)"
"StreetLoopReverse-roam-opposite-no","moto-36--4.7","3.240","22.590","17.058","5.987","5.532","22.595","17.078","6.029","-631.802","10.405","-53.646","68.573","1.000","0.000","0.258","4","0.000","0.953","10.723","0.139","Reverse supported roadworks transition:(-0.29, 0.95, 0.09)"
"StreetLoopReverse-roam-opposite-no","moto-36--4.7","3.440","19.024","3.136","8.775","15.888","19.030","3.447","8.781","-631.814","10.807","-56.955","71.881","1.000","0.000","-0.237","4","0.000","0.916","9.145","2.595","Reverse supported roadworks transition:(-0.38, 0.92, 0.09)"
"StreetLoopReverse-roam-opposite-no","moto-36--4.7","5.440","21.615","11.489","13.449","10.126","21.638","11.511","13.493","-631.253","8.623","-81.604","96.536","1.000","0.000","-0.399","4","0.000","0.978","16.414","2.704","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","moto-36--4.7","5.740","14.834","13.340","17.399","1.494","14.873","13.427","17.405","-632.081","8.309","-85.388","100.306","1.000","0.000","-0.500","4","0.000","0.998","15.751","1.887","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","moto-36--4.7","5.800","12.748","11.704","18.146","1.044","12.928","11.955","18.148","-632.222","8.294","-86.141","101.056","1.000","0.000","-0.356","4","0.000","0.999","15.184","0.605","Ground_80_320:(0.00, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-no","moto-36-0","1.260","35.809","25.157","6.536","10.652","35.809","25.231","6.563","-627.486","8.685","-29.874","44.875","0.095","0.000","-0.015","4","0.000","1.000","15.566","0.126","Reverse supported roadworks transition:(0.00, 1.00, 0.03)"
"StreetLoopReverse-roam-opposite-no","moto-36-0","1.280","25.157","19.816","6.856","5.341","25.231","19.871","6.880","-627.479","8.706","-30.273","45.274","0.095","0.000","0.020","4","0.000","1.000","9.901","4.200","Reverse supported roadworks transition:(0.00, 1.00, 0.03)"
"StreetLoopReverse-roam-opposite-no","moto-36-0","1.300","19.816","9.042","7.175","10.774","19.871","9.229","7.197","-627.481","8.733","-30.461","45.462","1.000","0.000","0.171","4","0.000","1.000","5.954","3.226","Reverse supported roadworks transition:(0.00, 1.00, 0.03)"
"StreetLoopReverse-roam-opposite-no","moto-36-0","1.360","9.585","6.656","8.119","2.929","9.772","6.881","8.135","-627.466","8.805","-30.988","45.990","1.000","0.000","0.276","4","0.000","0.998","3.568","4.608","Reverse supported roadworks transition:(0.00, 1.00, 0.04)"
"StreetLoopReverse-roam-opposite-no","moto-36-0","1.680","11.380","9.552","12.728","1.828","11.381","9.561","12.730","-627.392","8.883","-33.941","48.943","1.000","0.000","0.084","4","0.000","1.000","12.989","1.398","Reverse supported roadworks transition:(0.00, 1.00, 0.05)"
"StreetLoopReverse-roam-opposite-no","moto-36-0","1.740","10.133","6.215","13.529","3.918","10.152","6.246","13.530","-627.381","8.893","-34.463","49.465","1.000","0.000","0.157","4","0.000","1.000","13.547","0.871","Reverse supported roadworks transition:(0.00, 1.00, 0.05)"
"StreetLoopReverse-roam-opposite-no","moto-36-1.7","1.260","35.809","21.019","17.619","14.79","35.810","21.215","17.743","-625.779","8.683","-29.767","44.796","0.095","0.000","0.013","4","0.000","1.000","14.994","0.855","Reverse supported roadworks transition:(0.04, 1.00, 0.03)"
"StreetLoopReverse-roam-opposite-no","moto-36-1.7","1.300","20.951","13.490","17.983","7.461","21.361","14.668","18.124","-625.763","8.723","-30.494","45.523","1.000","0.000","-0.314","4","0.000","0.999","5.149","6.143","Reverse supported roadworks transition:(0.05, 1.00, 0.00)"
"StreetLoopReverse-roam-opposite-yes","atv-12--4.7","5.760","11.892","10.116","11.002","1.776","11.896","10.121","11.012","-631.338","8.543","-81.809","68.261","0.054","0.000","0.120","4","0.000","0.998","14.152","0.869","Reverse supported roadworks transition:(-0.02, 1.00, -0.05)"
"StreetLoopReverse-roam-opposite-yes","atv-12--4.7","5.780","10.116","6.917","11.108","3.199","10.121","6.955","11.113","-631.342","8.558","-81.672","68.397","0.054","0.000","0.134","4","0.000","0.998","13.819","0.682","Reverse supported roadworks transition:(-0.03, 1.00, -0.07)"
"StreetLoopReverse-roam-opposite-yes","atv-12--4.7","5.900","8.175","6.810","8.425","1.365","8.237","6.860","8.430","-631.284","8.691","-80.781","69.288","1.000","0.000","-0.500","4","0.000","0.995","10.543","1.270","Reverse supported roadworks transition:(-0.05, 0.99, -0.10)"
"StreetLoopReverse-roam-opposite-yes","atv-12--4.7","6.340","11.275","7.652","3.634","3.623","11.277","7.655","3.648","-631.067","9.371","-76.719","73.345","0.400","0.000","0.362","4","0.000","0.977","11.600","1.646","Reverse supported roadworks transition:(-0.14, 0.98, -0.16)"
"StreetLoopReverse-roam-opposite-yes","atv-12--4.7","6.740","11.297","10.187","8.775","1.11","11.298","10.191","8.787","-631.292","10.105","-72.824","77.243","0.385","0.000","0.426","4","0.000","0.947","8.716","0.641","Reverse supported roadworks transition:(-0.26, 0.95, -0.18)"
"StreetLoopReverse-roam-opposite-yes","atv-12--4.7","6.760","10.187","2.502","9.000","7.685","10.191","2.518","9.007","-631.300","10.111","-72.776","77.292","0.352","0.000","0.433","4","0.000","0.945","8.731","0.230","Reverse supported roadworks transition:(-0.27, 0.95, -0.18)"
"StreetLoopReverse-roam-opposite-yes","atv-12--4.7","8.720","11.849","6.571","11.726","5.278","11.877","6.695","11.728","-632.069","10.183","-53.197","96.880","0.076","0.000","0.346","2","0.000","0.946","8.696","10.298","Reverse supported roadworks transition:(-0.28, 0.95, 0.11)"
"StreetLoopReverse-roam-opposite-yes","atv-12-1.7","5.720","11.891","9.137","10.153","2.754","11.892","9.141","10.155","-624.915","8.500","-82.193","67.770","0.057","0.000","-0.093","4","0.000","0.999","14.077","0.064","Reverse supported roadworks transition:(0.02, 1.00, -0.06)"
"StreetLoopReverse-roam-opposite-yes","atv-12-1.7","5.740","9.137","3.539","10.383","5.598","9.141","3.564","10.384","-624.914","8.509","-82.125","67.839","0.055","0.000","0.103","4","0.000","0.998","13.975","0.981","Reverse supported roadworks transition:(0.01, 1.00, -0.06)"
"StreetLoopReverse-roam-opposite-yes","atv-12-1.7","6.340","11.002","3.951","7.200","7.051","11.008","3.966","7.203","-625.167","9.159","-77.650","72.318","0.558","0.000","0.379","4","0.000","0.979","11.384","0.752","Reverse supported roadworks transition:(0.14, 0.98, -0.14)"
"StreetLoopReverse-roam-opposite-yes","atv-12-1.7","6.780","9.495","6.413","9.466","3.082","9.496","6.413","9.498","-625.098","9.691","-74.660","75.305","1.000","0.000","-0.427","4","0.000","0.947","8.750","1.640","Reverse supported roadworks transition:(0.27, 0.95, -0.16)"
"StreetLoopReverse-roam-opposite-yes","atv-12-1.7","6.980","8.681","5.715","11.091","2.966","8.692","5.761","11.091","-625.051","9.950","-73.188","76.777","1.000","0.000","0.500","4","0.000","0.922","8.678","1.615","Reverse supported roadworks transition:(0.33, 0.93, -0.17)"
"StreetLoopReverse-roam-opposite-yes","atv-24--1.5","2.820","23.892","17.850","16.005","6.042","23.892","17.851","16.027","-628.114","8.439","-82.788","67.229","0.054","0.000","-0.029","4","0.000","1.000","17.583","0.417","Reverse supported roadworks transition:(0.00, 1.00, -0.10)"
"StreetLoopReverse-roam-opposite-yes","atv-24--1.5","2.840","17.850","14.226","16.209","3.624","17.851","14.277","16.222","-628.119","8.451","-82.509","67.508","0.054","0.000","0.039","4","0.000","0.999","19.698","3.039","Reverse supported roadworks transition:(0.00, 0.99, -0.10)"
"StreetLoopReverse-roam-opposite-yes","atv-24--1.5","2.860","14.226","10.836","16.413","3.39","14.277","10.860","16.419","-628.122","8.464","-82.297","67.719","1.000","0.000","0.078","4","0.000","0.997","21.270","4.751","Reverse supported roadworks transition:(0.00, 0.99, -0.11)"
"StreetLoopReverse-roam-opposite-yes","atv-24--1.5","5.080","22.284","18.503","20.557","3.781","22.291","18.656","20.605","-629.121","9.119","-40.555","109.472","0.920","0.000","-0.265","4","0.000","0.997","25.250","0.420","Reverse supported roadworks transition:(0.00, 1.00, 0.07)"
"StreetLoopReverse-roam-opposite-yes","atv-24--1.5","5.100","18.503","15.907","20.771","2.596","18.656","16.274","20.802","-629.101","9.104","-40.231","109.796","0.858","0.000","-0.231","4","0.000","0.998","22.971","0.684","Reverse supported roadworks transition:(0.00, 1.00, 0.07)"
"StreetLoopReverse-roam-opposite-yes","atv-24--3","2.800","23.893","21.389","14.784","2.504","23.893","21.418","14.802","-629.607","8.428","-83.215","66.827","0.053","0.000","0.021","4","0.000","1.000","15.745","0.525","Reverse supported roadworks transition:(0.00, 1.00, -0.09)"
"StreetLoopReverse-roam-opposite-yes","atv-24--3","2.820","21.389","19.093","14.989","2.296","21.418","19.100","15.009","-629.617","8.439","-82.836","67.205","0.054","0.000","-0.029","4","0.000","1.000","17.321","1.196","Reverse supported roadworks transition:(0.00, 1.00, -0.09)"
"StreetLoopReverse-roam-opposite-yes","atv-24--3","2.840","19.093","9.428","15.197","9.665","19.100","9.459","15.213","-629.619","8.449","-82.653","67.388","1.000","0.000","0.140","4","0.000","0.999","18.770","2.228","Reverse supported roadworks transition:(0.00, 0.99, -0.10)"
"StreetLoopReverse-roam-opposite-yes","atv-24--4.7","2.800","23.893","18.909","9.751","4.984","23.893","18.918","9.759","-631.306","8.426","-83.292","66.777","0.053","0.000","0.019","4","0.000","1.000","14.737","0.719","Reverse supported roadworks transition:(0.00, 1.00, -0.05)"
"StreetLoopReverse-roam-opposite-yes","atv-24--4.7","2.820","18.909","7.178","10.006","11.731","18.918","7.255","10.010","-631.314","8.431","-83.149","66.920","0.053","0.000","-0.026","4","0.000","1.000","15.758","0.249","Reverse supported roadworks transition:(-0.02, 1.00, -0.08)"
