"Mode","Case","Time","Before","At","AfterHalfSecond","Drop","VelocityBefore","VelocityAt","VelocityAfter","X","Y","Z","Travel","Throttle","Brake","Steering","Grounded","Water","Up","Lift","Torque","Contact"
"opposite-full","tourer-36--3","4.160","31.546","30.056","31.452","1.4899999999999984","34.084","31.452","31.474","-632.938","8.537","-6.191","143.895","1.000","0.000","0.500","4","0.000","1.000","45.000","3.234","Ground_80_320:(-0.009, 1.000, -0.004) separation=-0.0549 impulse=11158.370;Ground_80_320:(-0.009, 1.000, -0.004) separation=-0.0015 impulse=11158.370;Ground_80_320:(-0.009, 1.000, -0.004) separation=-0.0680 impulse=11158.370;Ground_80_320:(-0.009, 1.000, -0.004) separation=-0.0183 impulse=11158.370;Ground_80_320:(-0.009, 1.000, -0.004) separation=-0.0707 impulse=11158.370;Ground_80_320:(-0.009, 1.000, -0.004) separation=-0.0694 impulse=11158.370;"
