"Mode","Case","Time","Before","At","AfterHalfSecond","Drop","VelocityBefore","VelocityAt","VelocityAfter","X","Y","Z","Travel","Throttle","Brake","Steering","Grounded","Water","Up","Lift","Torque","Contact"
"high-StreetLoopGreybox-roam-no","moto-43-1.7","4.260","-17.297","-18.431","-17.149","1.1340000000000003","38.299","38.350","33.246","-622.942","10.954","16.535","166.453","1.000","0.000","0.500","0","0.000","0.026","0.000","1.216",""
"high-StreetLoopGreybox-roam-no","moto-43-1.7","4.280","-18.431","-19.552","-16.921","1.1209999999999987","38.350","38.401","33.116","-622.933","10.698","17.255","167.172","1.000","0.000","0.500","0","0.000","0.049","0.000","1.206",""
"high-StreetLoopGreybox-roam-no","moto-43-1.7","4.300","-19.552","-20.657","-16.836","1.1050000000000004","38.401","38.453","33.100","-622.923","10.439","17.974","167.891","1.000","0.000","0.500","0","0.000","0.073","0.000","1.197",""
"high-StreetLoopGreybox-roam-no","moto-43-1.7","4.320","-20.657","-21.745","-16.749","1.088000000000001","38.453","38.506","33.085","-622.913","10.176","18.693","168.610","1.000","0.000","0.500","0","0.000","0.097","0.000","1.186",""
"high-StreetLoopGreybox-roam-no","moto-43-1.7","4.340","-21.745","-22.814","-16.661","1.068999999999999","38.506","38.559","33.072","-622.903","9.909","19.411","169.327","1.000","0.000","0.500","0","0.000","0.122","0.000","1.175",""
"high-StreetLoopGreybox-roam-no","moto-43-1.7","4.360","-22.814","-23.861","-16.540","1.0470000000000006","38.559","38.614","33.025","-622.893","9.639","20.128","170.045","1.000","0.000","0.500","0","0.000","0.146","0.000","1.164","Ground_80_320:(0.001, 1.000, -0.004) separation=0.7090 impulse=0.000;Ground_80_320:(0.001, 1.000, -0.004) separation=0.6834 impulse=0.000;Ground_80_320:(0.001, 1.000, -0.004) separation=0.6149 impulse=0.000;"
"high-StreetLoopGreybox-roam-no","tourer-43-1.7","1.620","40.986","1.160","5.616","39.826","41.029","6.344","5.686","-624.381","10.777","-82.606","67.349","0.863","0.000","0.435","2","0.000","0.807","8.001","18.246","Takeoff - 40m x 6m, 6.2m rise:(0.030, -0.205, -0.978) separation=-0.0028 impulse=59718.560;Takeoff - 40m x 6m, 6.2m rise:(0.030, -0.205, -0.978) separation=-0.0115 impulse=59718.560;Takeoff - 40m x 6m, 6.2m rise:(0.030, -0.205, -0.978) separation=-0.0077 impulse=59718.560;Takeoff - 40m x 6m, 6.2m rise:(0.845, 0.524, -0.106) separation=0.0003 impulse=59718.560;Takeoff - 40m x 6m, 6.2m rise:(0.845, 0.524, -0.106) separation=-0.0108 impulse=59718.560;Takeoff - 40m x 6m, 6.2m rise:(0.845, 0.524, -0.106) separation=0.0100 impulse=59718.560;Takeoff - 40m x 6m, 6.2m rise:(0.004, 0.975, -0.222) separation=0.0093 impulse=59718.560;Takeoff - 40m x 6m, 6.2m rise:(0.004, 0.975, -0.222) separation=0.0003 impulse=59718.560;Takeoff - 40m x 6m, 6.2m rise:(0.004, 0.975, -0.222) separation=-0.0101 impulse=59718.560;Takeoff - 40m x 6m, 6.2m rise:(0.848, 0.530, 0.012) separation=0.0003 impulse=59718.560;Takeoff - 40m x 6m, 6.2m rise:(0.848, 0.530, 0.012) separation=0.0098 impulse=59718.560;"
"high-StreetLoopGreybox-roam-yes","atv-43--3","1.520","42.146","40.472","39.317","1.6739999999999995","42.208","40.594","39.518","-630.142","8.803","-49.672","64.627","0.289","0.000","0.119","4","0.000","0.986","34.457","16.240","Ground_80_320:(0.000, 1.000, -0.004) separation=0.4475 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.1937 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.1933 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.4479 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.1935 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.1936 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.984, 0.178) separation=0.0830 impulse=2072.081;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.984, 0.178) separation=-0.0400 impulse=2072.081;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.984, 0.178) separation=0.0832 impulse=2072.081;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.984, 0.178) separation=-0.0401 impulse=2072.081;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.984, 0.178) separation=-0.0352 impulse=2072.081;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.984, 0.178) separation=-0.0350 impulse=2072.081;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.972, 0.235) separation=0.0185 impulse=2072.081;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.972, 0.235) separation=0.0185 impulse=2072.081;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.972, 0.235) separation=0.0185 impulse=2072.081;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.972, 0.235) separation=0.0185 impulse=2072.081;Takeoff - 40m x 6m, 6.2m rise:(-0.222, 0.953, 0.208) separation=-0.4771 impulse=2072.081;Takeoff - 40m x 6m, 6.2m rise:(-0.222, 0.953, 0.208) separation=-0.4771 impulse=2072.081;Takeoff - 40m x 6m, 6.2m rise:(-0.176, 0.966, 0.191) separation=-0.3730 impulse=2072.081;Takeoff - 40m x 6m, 6.2m rise:(-0.176, 0.966, 0.191) separation=-0.3730 impulse=2072.081;"
"high-StreetLoopGreybox-roam-yes","atv-43--4.7","4.400","-17.992","-19.544","-20.660","1.5519999999999996","38.575","37.269","35.285","-640.238","7.828","-155.925","170.699","1.000","0.000","0.500","1","0.000","0.977","11.250","0.721","Ground_80_240:(-0.050, 0.999, -0.004) separation=0.6601 impulse=432.658;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.1944 impulse=432.658;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.3036 impulse=432.658;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.4110 impulse=432.658;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.2516 impulse=432.658;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.3749 impulse=432.658;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.2589 impulse=921.257;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.2589 impulse=921.257;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.2589 impulse=921.257;Ground_0_240:(-0.014, 1.000, -0.003) separation=0.7729 impulse=921.257;Ground_0_240:(-0.014, 1.000, -0.003) separation=0.7045 impulse=921.257;Ground_0_240:(-0.014, 1.000, -0.003) separation=0.6211 impulse=921.257;Ground_0_240:(-0.014, 1.000, -0.003) separation=0.7020 impulse=921.257;Ground_0_240:(-0.014, 1.000, -0.003) separation=0.5176 impulse=921.257;"
"high-StreetLoopGreybox-roam-yes","atv-43--4.7","4.420","-19.544","-20.660","-20.660","1.1159999999999997","37.269","35.285","35.285","-640.306","7.737","-156.634","171.406","1.000","0.000","0.500","3","0.000","0.985","33.750","5.060","Ground_80_240:(-0.050, 0.999, -0.004) separation=0.4879 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.0390 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.1168 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.2458 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.2521 impulse=0.000;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.3196 impulse=0.000;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.1008 impulse=1643.096;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.1008 impulse=1643.096;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.1008 impulse=1643.096;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.3969 impulse=1643.096;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.4846 impulse=1643.096;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.2243 impulse=1643.096;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.6315 impulse=1643.096;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.3203 impulse=1643.096;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.4002 impulse=1643.096;"
"high-StreetLoopGreybox-roam-yes","atv-43-0","1.500","42.523","41.200","39.281","1.3230000000000004","42.526","41.241","39.613","-627.193","8.681","-48.822","63.826","0.201","0.000","-0.007","4","0.000","0.991","22.123","6.600","Ground_80_320:(0.000, 1.000, -0.004) separation=0.2992 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2284 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2301 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2974 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2292 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2483 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.991, 0.137) separation=0.1848 impulse=1504.136;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.991, 0.137) separation=-0.0258 impulse=1504.136;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.991, 0.137) separation=0.1830 impulse=1504.136;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.991, 0.137) separation=-0.0241 impulse=1504.136;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.991, 0.137) separation=0.0067 impulse=1504.136;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.991, 0.137) separation=0.0067 impulse=1504.136;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.991, 0.137) separation=0.1850 impulse=1504.136;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.991, 0.137) separation=0.0918 impulse=1504.136;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.991, 0.137) separation=0.0776 impulse=1504.136;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.991, 0.137) separation=0.1868 impulse=1504.136;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.991, 0.137) separation=0.1223 impulse=1504.136;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.991, 0.137) separation=0.1241 impulse=1504.136;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=0.0463 impulse=1504.136;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=0.0463 impulse=1504.136;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=0.0299 impulse=1504.136;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=0.0299 impulse=1504.136;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=0.0299 impulse=1504.136;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=0.0299 impulse=1504.136;Takeoff - 40m x 6m, 6.2m rise:(0.170, 0.970, 0.175) separation=-0.3604 impulse=1504.136;Takeoff - 40m x 6m, 6.2m rise:(0.170, 0.970, 0.175) separation=-0.3604 impulse=1504.136;"
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.340","25.232","24.212","-8.151","1.0199999999999996","38.307","38.259","37.387","-622.248","16.697","-80.865","95.946","1.000","0.000","-0.500","0","0.000","0.542","0.000","3.325",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.360","24.212","23.157","-9.439","1.0549999999999997","38.259","38.212","37.366","-622.181","16.819","-81.623","96.704","1.000","0.000","-0.500","0","0.000","0.544","0.000","3.248",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.380","23.157","22.069","-10.702","1.088000000000001","38.212","38.166","37.345","-622.114","16.938","-82.380","97.462","1.000","0.000","-0.500","0","0.000","0.547","0.000","3.169",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.400","22.069","20.948","-11.937","1.1209999999999987","38.166","38.121","37.326","-622.048","17.053","-83.136","98.219","1.000","0.000","-0.500","0","0.000","0.552","0.000","3.091",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.420","20.948","19.796","-13.141","1.152000000000001","38.121","38.077","37.307","-621.982","17.165","-83.891","98.976","1.000","0.000","-0.500","0","0.000","0.557","0.000","3.011",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.440","19.796","18.613","-14.311","1.1829999999999998","38.077","38.034","37.290","-621.917","17.273","-84.646","99.732","1.000","0.000","-0.500","0","0.000","0.564","0.000","2.931",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.460","18.613","17.402","-15.447","1.2109999999999985","38.034","37.992","37.274","-621.851","17.377","-85.401","100.487","1.000","0.000","-0.500","0","0.000","0.571","0.000","2.851",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.480","17.402","16.164","-16.546","1.2379999999999995","37.992","37.951","37.258","-621.786","17.477","-86.154","101.242","1.000","0.000","-0.500","0","0.000","0.579","0.000","2.771",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.500","16.164","14.901","-17.606","1.2630000000000017","37.951","37.911","37.244","-621.722","17.573","-86.908","101.996","1.000","0.000","-0.500","0","0.000","0.588","0.000","2.691",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.520","14.901","13.614","-18.625","1.286999999999999","37.911","37.872","37.231","-621.657","17.666","-87.660","102.749","1.000","0.000","-0.500","0","0.000","0.598","0.000","2.610",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.540","13.614","12.305","-19.604","1.309000000000001","37.872","37.834","37.219","-621.593","17.755","-88.411","103.502","1.000","0.000","-0.500","0","0.000","0.608","0.000","2.530",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.560","12.305","10.977","-20.539","1.3279999999999994","37.834","37.797","37.208","-621.529","17.840","-89.162","104.254","1.000","0.000","-0.500","0","0.000","0.619","0.000","2.450",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.580","10.977","9.633","-21.431","1.3440000000000012","37.797","37.761","37.197","-621.466","17.922","-89.913","105.005","1.000","0.000","-0.500","0","0.000","0.630","0.000","2.370",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.600","9.633","8.273","-22.279","1.3599999999999994","37.761","37.726","37.188","-621.402","18.000","-90.662","105.755","1.000","0.000","-0.500","0","0.000","0.642","0.000","2.291",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.620","8.273","6.902","-23.083","1.3709999999999996","37.726","37.692","37.180","-621.339","18.073","-91.411","106.505","1.000","0.000","-0.500","0","0.000","0.654","0.000","2.212",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.640","6.902","5.522","-23.842","1.38","37.692","37.659","37.173","-621.276","18.143","-92.159","107.254","1.000","0.000","-0.500","0","0.000","0.667","0.000","2.134",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.660","5.522","4.135","-24.556","1.3870000000000005","37.659","37.627","37.167","-621.212","18.209","-92.906","108.002","1.000","0.000","-0.500","0","0.000","0.680","0.000","2.057",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.680","4.135","2.744","-25.225","1.3909999999999996","37.627","37.596","37.163","-621.150","18.271","-93.653","108.750","1.000","0.000","-0.500","0","0.000","0.693","0.000","1.981",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.700","2.744","1.353","-25.851","1.3910000000000002","37.596","37.567","37.159","-621.087","18.330","-94.399","109.497","1.000","0.000","-0.500","0","0.000","0.706","0.000","1.906",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.720","1.353","-0.036","-26.433","1.389","37.567","37.538","37.156","-621.024","18.384","-95.144","110.243","1.000","0.000","-0.500","0","0.000","0.719","0.000","1.833",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.740","-0.036","-1.419","-26.973","1.383","37.538","37.510","37.154","-620.961","18.434","-95.888","110.988","1.000","0.000","-0.500","0","0.000","0.733","0.000","1.762",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.760","-1.419","-2.794","-27.471","1.375","37.510","37.483","37.153","-620.898","18.481","-96.632","111.732","1.000","0.000","-0.500","0","0.000","0.746","0.000","1.693",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.780","-2.794","-4.158","-27.928","1.3640000000000003","37.483","37.458","37.153","-620.836","18.523","-97.375","112.476","1.000","0.000","-0.500","0","0.000","0.759","0.000","1.626",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.800","-4.158","-5.507","-28.346","1.3489999999999993","37.458","37.433","37.155","-620.773","18.562","-98.117","113.219","1.000","0.000","-0.500","0","0.000","0.772","0.000","1.563",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.820","-5.507","-6.839","-28.725","1.3320000000000007","37.433","37.410","37.157","-620.710","18.596","-98.858","113.962","1.000","0.000","-0.500","0","0.000","0.785","0.000","1.502",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.840","-6.839","-8.151","-29.068","1.3119999999999994","37.410","37.387","37.160","-620.647","18.626","-99.599","114.703","1.000","0.000","-0.500","0","0.000","0.797","0.000","1.446",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.860","-8.151","-9.439","-29.376","1.2880000000000003","37.387","37.366","37.165","-620.584","18.653","-100.339","115.444","1.000","0.000","-0.500","0","0.000","0.810","0.000","1.394",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.880","-9.439","-10.702","-29.650","1.263","37.366","37.345","37.170","-620.521","18.675","-101.078","116.184","1.000","0.000","-0.500","0","0.000","0.821","0.000","1.347",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.900","-10.702","-11.937","-29.891","1.2349999999999994","37.345","37.326","37.177","-620.458","18.694","-101.816","116.924","1.000","0.000","-0.500","0","0.000","0.833","0.000","1.306",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.920","-11.937","-13.141","-30.103","1.2040000000000006","37.326","37.307","37.184","-620.395","18.708","-102.554","117.663","1.000","0.000","-0.500","0","0.000","0.844","0.000","1.270",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.940","-13.141","-14.311","-30.285","1.17","37.307","37.290","37.192","-620.331","18.718","-103.292","118.401","1.000","0.000","-0.500","0","0.000","0.854","0.000","1.240",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.960","-14.311","-15.447","-30.441","1.1359999999999992","37.290","37.274","37.202","-620.267","18.724","-104.028","119.138","1.000","0.000","-0.500","0","0.000","0.864","0.000","1.217",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","2.980","-15.447","-16.546","-30.571","1.0990000000000002","37.274","37.258","37.212","-620.203","18.726","-104.764","119.875","1.000","0.000","-0.500","0","0.000","0.874","0.000","1.201",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","3.000","-16.546","-17.606","-30.677","1.0600000000000023","37.258","37.244","37.224","-620.139","18.724","-105.500","120.612","1.000","0.000","-0.500","0","0.000","0.883","0.000","1.191",""
"high-StreetLoopGreybox-roam-yes","atv-43-1.7","3.020","-17.606","-18.625","-30.761","1.0189999999999984","37.244","37.231","37.236","-620.075","18.718","-106.234","121.347","1.000","0.000","-0.500","0","0.000","0.891","0.000","1.188",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.500","18.502","17.484","-12.289","1.0179999999999971","38.711","38.672","38.005","-623.411","17.401","-87.801","102.861","1.000","0.000","-0.500","0","0.000","0.272","0.000","1.765",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.520","17.484","16.448","-13.519","1.0360000000000014","38.672","38.633","37.992","-623.382","17.492","-88.573","103.634","1.000","0.000","-0.500","0","0.000","0.277","0.000","1.733",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.540","16.448","15.393","-14.737","1.0549999999999997","38.633","38.595","37.979","-623.354","17.580","-89.345","104.406","1.000","0.000","-0.500","0","0.000","0.283","0.000","1.701",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.560","15.393","14.319","-15.942","1.0739999999999998","38.595","38.558","37.968","-623.325","17.664","-90.117","105.178","1.000","0.000","-0.500","0","0.000","0.289","0.000","1.669",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.580","14.319","13.228","-17.132","1.091000000000001","38.558","38.523","37.958","-623.297","17.744","-90.888","105.950","1.000","0.000","-0.500","0","0.000","0.297","0.000","1.637",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.600","13.228","12.119","-18.304","1.109","38.523","38.488","37.948","-623.269","17.820","-91.658","106.720","1.000","0.000","-0.500","0","0.000","0.305","0.000","1.606",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.620","12.119","10.994","-19.457","1.125","38.488","38.454","37.940","-623.241","17.892","-92.428","107.491","1.000","0.000","-0.500","0","0.000","0.314","0.000","1.574",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.640","10.994","9.852","-20.589","1.1419999999999995","38.454","38.421","37.932","-623.213","17.961","-93.198","108.261","1.000","0.000","-0.500","0","0.000","0.324","0.000","1.543",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.660","9.852","8.695","-21.697","1.157","38.421","38.390","37.926","-623.185","18.026","-93.967","109.030","1.000","0.000","-0.500","0","0.000","0.334","0.000","1.511",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.680","8.695","7.524","-22.781","1.1710000000000003","38.390","38.359","37.921","-623.158","18.087","-94.735","109.799","1.000","0.000","-0.500","0","0.000","0.345","0.000","1.480",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.700","7.524","6.338","-23.837","1.186","38.359","38.329","37.916","-623.130","18.145","-95.503","110.567","1.000","0.000","-0.500","0","0.000","0.357","0.000","1.449",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.720","6.338","5.140","-24.865","1.1980000000000004","38.329","38.301","37.913","-623.103","18.199","-96.271","111.335","1.000","0.000","-0.500","0","0.000","0.369","0.000","1.417",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.740","5.140","3.930","-25.862","1.2099999999999995","38.301","38.273","37.911","-623.076","18.248","-97.037","112.102","1.000","0.000","-0.500","0","0.000","0.382","0.000","1.386",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.760","3.930","2.709","-26.828","1.221","38.273","38.246","37.910","-623.049","18.295","-97.804","112.869","1.000","0.000","-0.500","0","0.000","0.395","0.000","1.355",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.780","2.709","1.478","-27.759","1.231","38.246","38.221","37.909","-623.023","18.337","-98.570","113.635","1.000","0.000","-0.500","0","0.000","0.409","0.000","1.323",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.800","1.478","0.239","-28.656","1.2389999999999999","38.221","38.196","37.910","-622.996","18.375","-99.335","114.400","1.000","0.000","-0.500","0","0.000","0.423","0.000","1.292",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.820","0.239","-1.007","-29.516","1.246","38.196","38.172","37.912","-622.970","18.410","-100.099","115.165","1.000","0.000","-0.500","0","0.000","0.438","0.000","1.261",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.840","-1.007","-2.258","-30.337","1.2510000000000001","38.172","38.150","37.914","-622.943","18.441","-100.863","115.930","1.000","0.000","-0.500","0","0.000","0.453","0.000","1.229",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.860","-2.258","-3.514","-31.120","1.2559999999999998","38.150","38.128","37.918","-622.917","18.468","-101.627","116.693","1.000","0.000","-0.500","0","0.000","0.468","0.000","1.198",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.880","-3.514","-4.773","-31.862","1.259","38.128","38.107","37.923","-622.891","18.491","-102.390","117.457","1.000","0.000","-0.500","0","0.000","0.483","0.000","1.166",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.900","-4.773","-6.033","-32.563","1.2600000000000007","38.107","38.088","37.929","-622.865","18.510","-103.152","118.219","1.000","0.000","-0.500","0","0.000","0.499","0.000","1.135",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.920","-6.033","-7.292","-33.221","1.2589999999999995","38.088","38.069","37.936","-622.839","18.526","-103.914","118.981","1.000","0.000","-0.500","0","0.000","0.515","0.000","1.103",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.940","-7.292","-8.549","-33.837","1.2569999999999997","38.069","38.052","37.943","-622.813","18.537","-104.675","119.743","1.000","0.000","-0.500","0","0.000","0.532","0.000","1.071",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.960","-8.549","-9.802","-34.409","1.2530000000000001","38.052","38.035","37.952","-622.788","18.545","-105.435","120.503","1.000","0.000","-0.500","0","0.000","0.548","0.000","1.039",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","2.980","-9.802","-11.050","-34.936","1.248000000000001","38.035","38.020","37.962","-622.762","18.549","-106.195","121.263","1.000","0.000","-0.500","0","0.000","0.564","0.000","1.007",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","3.000","-11.050","-12.289","-35.419","1.238999999999999","38.020","38.005","37.973","-622.736","18.548","-106.954","122.023","1.000","0.000","-0.500","0","0.000","0.581","0.000","0.976",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","3.020","-12.289","-13.519","-35.857","1.2300000000000004","38.005","37.992","37.984","-622.711","18.544","-107.713","122.782","1.000","0.000","-0.500","0","0.000","0.597","0.000","0.944",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","3.040","-13.519","-14.737","-36.250","1.218","37.992","37.979","37.997","-622.685","18.536","-108.471","123.540","1.000","0.000","-0.500","0","0.000","0.614","0.000","0.912",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","3.060","-14.737","-15.942","-36.598","1.205","37.979","37.968","38.011","-622.660","18.524","-109.228","124.298","1.000","0.000","-0.500","0","0.000","0.630","0.000","0.881",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","3.080","-15.942","-17.132","-36.901","1.1900000000000013","37.968","37.958","38.025","-622.634","18.508","-109.985","125.055","1.000","0.000","-0.500","0","0.000","0.646","0.000","0.849",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","3.100","-17.132","-18.304","-37.159","1.171999999999997","37.958","37.948","38.041","-622.609","18.489","-110.741","125.812","1.000","0.000","-0.500","0","0.000","0.662","0.000","0.818",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","3.120","-18.304","-19.457","-37.373","1.1530000000000022","37.948","37.940","38.058","-622.583","18.465","-111.497","126.567","1.000","0.000","-0.500","0","0.000","0.678","0.000","0.788",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","3.140","-19.457","-20.589","-37.543","1.131999999999998","37.940","37.932","38.075","-622.558","18.437","-112.251","127.323","1.000","0.000","-0.500","0","0.000","0.694","0.000","0.758",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","3.160","-20.589","-21.697","-37.669","1.1080000000000005","37.932","37.926","38.094","-622.532","18.405","-113.006","128.077","1.000","0.000","-0.500","0","0.000","0.710","0.000","0.728",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","3.180","-21.697","-22.781","-37.753","1.0839999999999996","37.926","37.921","38.114","-622.507","18.369","-113.760","128.831","1.000","0.000","-0.500","0","0.000","0.725","0.000","0.700",""
"high-StreetLoopGreybox-roam-yes","moto-43-1.7","3.200","-22.781","-23.837","-37.794","1.056000000000001","37.921","37.916","38.134","-622.481","18.330","-114.513","129.585","1.000","0.000","-0.500","0","0.000","0.740","0.000","0.672",""
