time,x,y,z,speed,wheels,up,station,clearance,throttle,brake,steer
0.01999999,855.0072,110.5692,-275,0.3598559,4,1,5.007202,0.1791992,1,0,0
0.03999998,855.0215,110.5677,-275,0.717445,4,1,5.021545,0.177742,1,0,0
0.05999998,855.043,110.5658,-275,1.072782,4,1,5.04303,0.175766,1,0,0
0.07999997,855.0715,110.5634,-275,1.42588,4,1,5.071533,0.1734161,1,0,0
0.09999996,855.1071,110.5608,-275,1.776754,4,1,5.107056,0.1708221,1,0,0
0.12,855.1495,110.5581,-275,2.125417,4,1,5.149536,0.1680603,1,0,0
0.14,855.199,110.5553,-275,2.471884,4,1,5.198975,0.1652679,1,0,0
0.1599999,855.2553,110.5525,-275,2.816169,4,1,5.25531,0.1624908,1,0,0
0.1799999,855.3185,110.5498,-275,3.158285,4,1,5.318481,0.1598053,1,0,0
0.1999999,855.3884,110.5473,-275,3.498246,4,1,5.388428,0.1572876,1,0,0
0.2199999,855.4651,110.545,-275,3.836066,4,1,5.465149,0.154953,1,0,0
0.2399999,855.5486,110.5428,-275,4.171757,4,1,5.548584,0.1528397,1,0,0
0.2599999,855.6387,110.541,-275,4.505333,4,1,5.638672,0.1509628,1,0,0
0.2799999,855.7354,110.5393,-275,4.836809,4,1,5.735413,0.1493454,1,0,0
0.2999999,855.8387,110.538,-275,5.166196,4,1,5.838745,0.1479797,1,0,0
0.3199999,855.9486,110.5369,-275,5.493509,4,1,5.948608,0.1468582,1,0,0
0.3399999,856.065,110.536,-275,5.818759,4,1,6.065002,0.1459732,1,0,0
0.3599999,856.1879,110.5353,-275,6.141962,4,1,6.187866,0.1453018,1,0,0
0.3799999,856.3171,110.5349,-275,6.463128,4,1,6.317139,0.1448441,1,0,0
0.3999999,856.4528,110.5346,-275,6.782271,4,1,6.452759,0.144577,1,0,0
0.4199998,856.5947,110.5345,-275,7.099403,4,1,6.594727,0.1444626,1,0,0
0.4399998,856.743,110.5345,-275,7.414538,4,1,6.743042,0.1444855,1,0,0
0.4599998,856.8976,110.5346,-275,7.727688,4,1,6.897583,0.1446228,1,0,0
0.4799998,857.0583,110.5349,-275,8.038865,4,1,7.05835,0.1448593,1,0,0
0.4999998,857.2253,110.5352,-275,8.348082,4,1,7.225281,0.1451645,1,0,0
0.5199998,857.3984,110.5355,-275,8.655351,4,1,7.398376,0.1455154,1,0,0
0.5399998,857.5776,110.5359,-275,8.960684,4,1,7.577576,0.1459198,1,0,0
0.5599998,857.7629,110.5363,-275,9.264094,4,1,7.762878,0.1463318,1,0,0
0.5799998,857.9542,110.5368,-275,9.565593,4,1,7.954163,0.1467438,1,0,0
0.5999998,858.1515,110.5372,-275,9.865192,4,1,8.151489,0.1471634,1,0,0
0.6199998,858.3547,110.5376,-275,10.1629,4,1,8.354736,0.1475525,1,0,0
0.6399997,858.5639,110.5379,-275,10.45874,4,1,8.563904,0.1479263,1,0,0
0.6599998,858.7789,110.5383,-275,10.75271,4,1,8.778931,0.1482697,1,0,0
0.6799998,858.9998,110.5386,-275,11.04484,4,1,8.999817,0.1485825,1,0,0
0.6999997,859.2265,110.5389,-275,11.33512,4,1,9.226501,0.1488571,1,0,0
0.7199997,859.459,110.5391,-275,11.62357,4,1,9.458984,0.1490936,1,0,0
0.7399997,859.6972,110.5393,-275,11.91021,4,1,9.697205,0.1492844,1,0,0
0.7599998,859.9411,110.5395,-275,12.19504,4,1,9.941101,0.1494446,1,0,0
0.7799997,860.1907,110.5396,-275,12.47807,4,1,10.19067,0.1495743,1,0,0
0.7999997,860.4459,110.5397,-275,12.75933,4,1,10.44586,0.1496582,1,0,0
0.8199997,860.7067,110.5397,-275,13.03881,4,1,10.70667,0.1497269,1,0,0
0.8399997,860.973,110.5398,-275,13.31653,4,1,10.97302,0.149765,1,0,0
0.8599997,861.2449,110.5398,-275,13.5925,4,1,11.24487,0.149765,1,0,0
0.8799997,861.5222,110.5398,-275,13.86673,4,1,11.52222,0.149765,1,0,0
0.8999997,861.805,110.5397,-275,14.13924,4,1,11.80499,0.1497421,1,0,0
0.9199997,862.0932,110.5397,-275,14.41002,4,1,12.0932,0.149704,1,0,0
0.9399996,862.3868,110.5397,-275,14.67911,4,1,12.38678,0.1496582,1,0,0
0.9599997,862.6857,110.5396,-275,14.9465,4,1,12.68573,0.1496048,1,0,0
0.9799997,862.99,110.5395,-275,15.2122,4,1,12.98999,0.1495438,1,0,0
0.9999996,863.2995,110.5395,-275,15.47623,4,1,13.2995,0.1494751,1,0,0
1.02,863.6143,110.5394,-275,15.7386,4,1,13.61426,0.1494141,1,0,0
1.04,863.9343,110.5394,-275,15.99931,4,1,13.93427,0.1493607,1,0,0
1.06,864.2595,110.5393,-275,16.25838,4,1,14.25946,0.149292,1,0,0
1.08,864.5898,110.5392,-275,16.51582,4,1,14.58978,0.1492462,1,0,0
