course,vehicle,speed,line,seconds,travel,air,minUp,recovered,outcome,scoredDistance,scoredAirtime,awards,contactCorrections
Forest Loop,moto,12,-1.5,13.800,150.200,1.520,0.911,True,completed,14.659,1.300,0,34
Forest Loop,moto,12,-3,13.540,150.107,1.280,0.932,True,completed,14.527,1.280,0,21
Forest Loop,moto,12,0,13.480,150.052,1.360,0.888,True,completed,15.290,1.360,0,35
Forest Loop,moto,12,-4.7,14.460,150.107,0.840,0.151,True,completed,0.000,0.000,0,239
Forest Loop,moto,12,1.7,13.400,150.208,1.300,-0.136,True,completed,0.000,0.000,0,282
Forest Loop,moto,24,-1.5,7.800,150.019,2.020,0.943,True,completed,44.889,2.020,0,124
Forest Loop,moto,24,-3,7.460,150.206,2.060,0.933,True,completed,45.568,2.060,0,129
Forest Loop,moto,24,0,8.460,150.169,2.020,0.944,True,completed,44.856,2.020,0,133
Forest Loop,moto,24,-4.7,9.440,150.065,2.000,-0.953,True,completed,0.000,0.000,0,153
Forest Loop,moto,24,1.7,7.360,150.289,2.460,0.792,True,completed,0.000,0.000,0,238
Forest Loop,moto,36,-1.5,5.500,165.714,2.540,0.958,True,completed,84.004,2.540,0,204
Forest Loop,moto,36,-3,5.500,165.710,2.540,0.958,True,completed,84.001,2.540,0,198
Forest Loop,moto,36,0,5.500,165.720,2.540,0.958,True,completed,84.005,2.540,0,194
Forest Loop,moto,36,-4.7,5.140,150.091,2.540,-0.887,True,completed,0.000,0.000,0,112
Forest Loop,moto,36,1.7,22.620,90.878,20.220,-1.000,True,stalled/crashed,0.000,0.000,0,117
Forest Loop,atv,12,-1.5,13.700,150.114,1.380,0.935,True,completed,14.241,1.260,0,49
Forest Loop,atv,12,-3,13.560,150.091,1.460,0.907,True,completed,14.863,1.320,0,36
Forest Loop,atv,12,0,13.600,150.213,1.280,0.924,True,completed,14.417,1.280,0,13
Forest Loop,atv,12,-4.7,13.420,150.114,1.400,0.311,True,completed,0.000,0.000,0,182
Forest Loop,atv,12,1.7,13.440,150.167,1.480,0.331,True,completed,0.000,0.000,0,208
Forest Loop,atv,24,-1.5,8.520,150.324,2.040,0.937,True,completed,45.054,2.040,0,32
Forest Loop,atv,24,-3,8.500,150.315,2.040,0.937,True,completed,45.037,2.040,0,38
Forest Loop,atv,24,0,7.280,150.254,2.040,0.937,True,completed,45.039,2.040,0,32
Forest Loop,atv,24,-4.7,7.640,150.275,2.100,-0.178,True,completed,0.000,0.000,0,120
Forest Loop,atv,24,1.7,7.320,150.292,2.160,-0.855,True,completed,0.000,0.000,0,105
Forest Loop,atv,36,-1.5,5.500,165.216,2.540,0.961,True,completed,83.658,2.540,0,193
Forest Loop,atv,36,-3,5.500,165.221,2.540,0.962,True,completed,83.660,2.540,0,190
Forest Loop,atv,36,0,5.500,165.215,2.540,0.961,True,completed,83.658,2.540,0,182
Forest Loop,atv,36,-4.7,5.320,150.145,2.520,-0.344,True,completed,75.800,2.520,0,105
Forest Loop,atv,36,1.7,5.180,150.009,2.580,-0.727,True,completed,81.549,2.580,0,171
