lap-seam,False,0,False,(0.04, 0.00, 1.00)
lap-seam,True,3.479997,True,(-0.14, 0.00, 0.99)
ordinary,False,0,False,(-0.88, 0.00, 0.48)
ordinary,True,3.479997,True,(-0.85, 0.00, 0.52)
Echo Cave,False,0,False,(-0.45, 0.00, -0.89)
Echo Cave,True,3.479997,True,(-0.53, 0.00, -0.85)
