vehicle,line,startX,startY,startZ,runup,launchX,launchY,launchZ,speed,landingX,landingY,landingZ,minClearance,air,headingDot,minUp
moto,0,990,152.57,280,215,989.9335,179.7123,63.48205,42.82122,989.5598,109.3113,-164.2217,0.5927048,7.519993,0.1336733,0.7623816
moto,3,987,152.57,280,215,986.9335,179.707,63.48855,42.81522,986.5582,109.2974,-164.1865,0.5477753,7.519993,0.1343727,0.7624779
atv,0,990,152.57,280,215,989.9526,179.3029,63.86511,40.869,989.967,121.5979,-140.2486,0.2903137,7.019994,0.1326223,0.7718409
atv,3,987,152.57,280,215,986.9603,179.2998,63.8681,40.86471,986.8895,121.5667,-140.2518,0.2445602,7.019994,0.1337233,0.7720745
