time,x,y,z,speed,wheels,up,throttle,brake,nextGate,lap,recoveries,groundBelow,targetSpeed,obstacle
0.01621866,740.8078,79.85822,-18.31991,0.3391927,4,0.9999985,1,0,0,0,0,79.40766,14.4524,
0.1362185,740.9172,79.88836,-18.46993,2.337784,4,0.999858,1,0,0,0,0,79.39481,14.4524,
0.2562184,741.1627,79.89425,-18.81131,4.278637,4,0.999603,1,0,0,0,0,79.37498,13.88026,
0.3762186,741.5299,79.87426,-19.34382,6.153799,4,0.9994156,1,0,0,0,0,79.35861,14.75967,
0.4962184,741.9961,79.83366,-20.07284,7.956513,4,0.9993616,1,0,0,0,0,79.32179,14.75967,
0.6162183,742.528,79.79025,-21.00767,9.67507,4,0.9994085,1,0,0,0,0,79.29719,15.39322,
0.7362182,743.0797,79.74719,-22.15849,11.30169,4,0.9994939,1,0,0,0,0,79.25561,16.11691,
0.8362184,743.5125,79.71193,-23.28765,12.58096,4,0.9995399,1,0,0,0,0,79.218,14.91307,
0.9562182,743.9293,79.67247,-24.78806,13.26573,4,0.9996223,1,0,0,0,0,79.17662,14.46768,
1.076218,744.1784,79.63467,-26.40353,13.70644,4,0.9996877,0.7259194,0,0,0,0,79.13681,14.4524,
1.196218,744.2238,79.59676,-28.08515,14.14123,4,0.999693,0.5941948,0,0,0,0,79.09862,14.75967,
1.316218,744.0447,79.55868,-29.82187,14.80906,4,0.9997457,0.5566307,0,0,0,0,79.06237,15.39322,
1.416218,743.7106,79.52746,-31.31181,15.62673,4,0.9997977,1,0,0,0,0,79.0321,17.81028,
1.536218,743.0602,79.49366,-33.17194,16.90155,4,0.9998652,1,0,0,0,0,79.00425,20.47728,
1.656218,742.1238,79.46642,-35.07378,18.1272,4,0.9999223,1,0,0,0,0,78.9808,20.5104,
1.776218,740.9041,79.45006,-36.98202,19.34769,4,0.9999686,1,0,0,0,0,78.97384,20.59264,
1.896218,739.4356,79.44752,-38.85469,19.77707,4,0.9999929,0.08866882,0,0,0,0,78.97372,19.90499,
2.016218,737.8453,79.4569,-40.49642,17.94348,4,0.9999999,0,0.818876,0,0,0,78.97915,15.14065,
2.136218,736.2944,79.47271,-41.79505,16.23161,4,0.9999971,0,0.3079486,0,0,0,78.9877,15.1854,
