t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,472.103,1044.764,153.408,41.107,31.706,-11.099,-0.031,29.700,0.000,0.000,-0.093,2,10.494,1.877,1.000,"Mountain trunk:(0.918, 0.000, -0.397);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Ground_Mountain_0_4:(-0.320, 0.918, 0.233);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Ground_Mountain_0_4:(-0.320, 0.918, 0.233);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Ground_Mountain_0_4:(-0.320, 0.918, 0.233);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Ground_Mountain_0_4:(-0.320, 0.919, 0.230);Ground_Mountain_0_4:(-0.320, 0.919, 0.230);Ground_Mountain_0_4:(-0.320, 0.919, 0.230);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Ground_Mountain_0_4:(-0.320, 0.919, 0.231);Ground_Mountain_0_4:(-0.320, 0.919, 0.231);Ground_Mountain_0_4:(-0.320, 0.919, 0.231);Ground_Mountain_0_4:(-0.320, 0.919, 0.231);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Ground_Mountain_0_4:(-0.320, 0.919, 0.231);Ground_Mountain_0_4:(-0.320, 0.919, 0.231);Ground_Mountain_0_4:(-0.320, 0.919, 0.231);Ground_Mountain_0_4:(-0.320, 0.919, 0.231);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Ground_Mountain_0_4:(-0.321, 0.919, 0.231);Ground_Mountain_0_4:(-0.321, 0.919, 0.231);Ground_Mountain_0_4:(-0.321, 0.919, 0.231);"
0.040,472.773,1044.555,153.421,41.692,31.560,-10.992,0.671,29.579,0.147,0.000,-0.097,4,16.135,0.540,0.999,"Ground_Mountain_2_3:(0.063, 0.987, -0.145);"
0.060,473.390,1044.342,153.452,42.265,31.386,-10.876,1.427,29.424,0.220,0.000,-0.103,4,22.966,6.135,0.997,"Ground_Mountain_2_3:(0.059, 0.988, -0.143);Ground_Mountain_2_3:(0.059, 0.988, -0.143);Ground_Mountain_2_3:(0.059, 0.988, -0.143);Ground_Mountain_2_3:(0.059, 0.988, -0.143);"
0.080,473.998,1044.127,153.491,42.841,31.339,-10.868,1.944,29.366,0.307,0.000,-0.106,4,31.684,6.576,0.994,"Ground_Mountain_2_3:(0.065, 0.988, -0.142);Ground_Mountain_2_3:(0.065, 0.988, -0.142);Ground_Mountain_2_3:(0.065, 0.988, -0.142);Ground_Mountain_2_3:(0.065, 0.988, -0.142);Ground_Mountain_2_3:(0.065, 0.988, -0.142);Ground_Mountain_2_3:(0.065, 0.988, -0.142);"
0.100,474.655,1043.911,153.539,43.419,31.307,-10.881,2.482,29.297,0.331,0.000,-0.110,4,36.306,5.550,0.991,"Ground_Mountain_2_3:(0.064, 0.988, -0.141);Ground_Mountain_2_3:(0.064, 0.988, -0.141);Ground_Mountain_2_3:(0.064, 0.988, -0.141);Ground_Mountain_2_3:(0.064, 0.988, -0.141);"
0.120,475.272,1043.695,153.600,43.997,31.274,-10.894,3.087,29.201,0.347,0.000,-0.113,4,39.403,4.523,0.989,"Ground_Mountain_2_3:(0.064, 0.988, -0.141);Ground_Mountain_2_3:(0.064, 0.988, -0.141);Ground_Mountain_2_3:(0.064, 0.988, -0.141);Ground_Mountain_2_3:(0.064, 0.988, -0.141);"
0.140,475.890,1043.479,153.691,44.570,31.084,-10.798,4.566,28.791,0.363,0.000,-0.116,4,40.869,3.880,0.988,"Ground_Mountain_2_3:(0.064, 0.988, -0.142);Ground_Mountain_2_3:(0.064, 0.988, -0.142);Ground_Mountain_2_3:(0.064, 0.988, -0.142);Ground_Mountain_2_3:(0.064, 0.988, -0.142);Ground_Mountain_2_3:(0.064, 0.988, -0.142);Ground_Mountain_2_3:(0.064, 0.988, -0.142);"
0.160,476.548,1043.262,153.793,45.143,31.089,-10.825,5.088,28.699,0.458,0.000,-0.122,4,35.948,1.289,0.987,"Ground_Mountain_2_3:(0.064, 0.988, -0.142);Ground_Mountain_2_3:(0.064, 0.988, -0.142);Ground_Mountain_2_3:(0.064, 0.988, -0.142);Ground_Mountain_2_3:(0.064, 0.988, -0.142);Ground_Mountain_2_3:(0.064, 0.988, -0.142);Ground_Mountain_2_3:(0.064, 0.988, -0.142);"
0.180,477.167,1043.044,153.903,45.714,31.094,-10.857,5.533,28.615,0.456,0.000,-0.127,4,32.160,0.962,0.987,"Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);"
0.200,477.788,1042.826,154.021,46.285,31.097,-10.901,5.896,28.538,0.453,0.000,-0.130,4,28.080,0.714,0.987,"Ground_Mountain_2_3:(0.064, 0.988, -0.143);Ground_Mountain_2_3:(0.064, 0.988, -0.143);Ground_Mountain_2_3:(0.064, 0.988, -0.143);Ground_Mountain_2_3:(0.064, 0.988, -0.143);Ground_Mountain_2_3:(0.064, 0.988, -0.143);Ground_Mountain_2_3:(0.064, 0.988, -0.143);"
0.220,478.442,1042.606,154.145,46.854,31.098,-10.960,6.178,28.469,0.452,0.000,-0.132,4,23.944,0.516,0.987,""
0.240,479.062,1042.385,154.272,47.422,31.098,-11.038,6.381,28.405,0.451,0.000,-0.134,4,19.939,0.382,0.987,""
