course,vehicle,lip,direction,target,line,completed,minUp,recovered,awards
StreetLoopReverse,moto,537,1,24,0,True,0.914,True,1
StreetLoopReverse,moto,537,1,24,-2,True,0.941,True,1
StreetLoopReverse,moto,537,1,24,2,True,0.921,True,1
StreetLoopReverse,moto,537,1,24,-6.675,True,0.906,True,1
StreetLoopReverse,moto,537,1,24,6.675,True,0.884,True,1
StreetLoopReverse,moto,537,1,32,0,True,0.110,True,0
StreetLoopReverse,moto,537,1,32,-2,True,0.939,True,0
StreetLoopReverse,moto,537,1,32,2,False,-0.619,True,0
StreetLoopReverse,moto,537,1,32,-6.675,True,0.932,True,1
StreetLoopReverse,moto,537,1,32,6.675,False,-0.956,True,0
StreetLoopReverse,atv,213,1,16,0,True,0.918,True,1
StreetLoopReverse,atv,213,1,16,-2,True,0.934,True,1
StreetLoopReverse,atv,213,1,16,2,True,0.916,True,1
StreetLoopReverse,atv,213,1,16,-15.275,False,0.902,True,0
StreetLoopReverse,atv,213,1,16,15.275,False,0.224,True,0
StreetLoopReverse,atv,213,1,24,0,True,0.921,True,1
StreetLoopReverse,atv,213,1,24,-2,True,0.913,True,1
StreetLoopReverse,atv,213,1,24,2,True,0.914,True,1
StreetLoopReverse,atv,213,1,24,-15.275,False,-0.066,True,0
StreetLoopReverse,atv,213,1,24,15.275,False,0.277,True,0
StreetLoopReverse,atv,213,1,32,0,True,0.937,True,1
StreetLoopReverse,atv,213,1,32,-2,False,0.215,True,0
StreetLoopReverse,atv,213,1,32,2,True,0.934,True,1
StreetLoopReverse,atv,213,1,32,-15.275,False,0.385,True,0
StreetLoopReverse,atv,213,1,32,15.275,False,0.132,True,0
StreetLoopReverse,atv,537,1,16,0,True,0.953,True,1
StreetLoopReverse,atv,537,1,16,-2,True,0.933,True,1
StreetLoopReverse,atv,537,1,16,2,True,0.910,True,1
StreetLoopReverse,atv,537,1,16,-6.275,True,0.881,True,1
StreetLoopReverse,atv,537,1,16,6.275,True,0.954,True,1
StreetLoopReverse,atv,537,1,24,0,True,0.942,True,1
StreetLoopReverse,atv,537,1,24,-2,True,0.943,True,1
StreetLoopReverse,atv,537,1,24,2,True,0.921,True,1
StreetLoopReverse,atv,537,1,24,-6.275,True,0.910,True,1
StreetLoopReverse,atv,537,1,24,6.275,True,0.956,True,1
StreetLoopReverse,atv,537,1,32,0,False,0.888,True,1
StreetLoopReverse,atv,537,1,32,-2,True,0.951,True,1
StreetLoopReverse,atv,537,1,32,2,False,0.198,True,0
StreetLoopReverse,atv,537,1,32,-6.275,True,0.939,True,1
StreetLoopReverse,atv,537,1,32,6.275,False,-0.070,True,0
