t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.139,829.704,100.772,-120.850,23.398,20.300,0.961,11.596,0.000,0.000,-0.142,2,12.815,2.446,0.999,"Ground_Mountain_0_1:(-0.172, 0.979, -0.114);Ground_Mountain_0_1:(-0.172, 0.979, -0.114);"
0.040,148.588,830.097,100.793,-120.627,23.334,20.262,1.077,11.544,0.301,0.000,-0.148,2,4.376,5.385,0.997,"Ground_Mountain_0_1:(-0.172, 0.979, -0.112);Ground_Mountain_0_1:(-0.172, 0.979, -0.112);Ground_Mountain_0_1:(-0.172, 0.979, -0.112);"
0.060,149.034,830.491,100.821,-120.403,23.306,20.233,1.442,11.534,0.333,0.000,-0.152,4,23.410,6.550,0.994,"Ground_Mountain_0_1:(-0.168, 0.979, -0.115);Ground_Mountain_0_1:(-0.168, 0.979, -0.115);Ground_Mountain_0_1:(-0.168, 0.979, -0.115);Ground_Mountain_0_1:(-0.168, 0.979, -0.115);Ground_Mountain_0_1:(-0.168, 0.979, -0.115);"
0.080,149.483,830.886,100.859,-120.179,23.277,20.178,1.950,11.518,0.347,0.000,-0.156,4,31.508,5.883,0.990,"Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);"
0.100,149.935,831.281,100.908,-119.954,23.262,20.105,2.501,11.512,0.362,0.000,-0.160,4,35.999,5.128,0.986,"Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);"
0.120,150.387,831.677,100.968,-119.727,23.257,20.013,3.066,11.513,0.369,0.000,-0.162,4,38.063,4.187,0.983,"Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);"
0.140,150.844,832.071,101.040,-119.500,23.256,19.900,3.651,11.516,0.371,0.000,-0.164,4,39.163,3.343,0.981,"Ground_Mountain_0_1:(-0.164, 0.979, -0.122);Ground_Mountain_0_1:(-0.164, 0.979, -0.122);Ground_Mountain_0_1:(-0.164, 0.979, -0.122);Ground_Mountain_0_1:(-0.164, 0.979, -0.122);Ground_Mountain_0_1:(-0.164, 0.979, -0.122);Ground_Mountain_0_1:(-0.164, 0.979, -0.122);"
0.160,151.303,832.463,101.125,-119.271,23.247,19.750,4.291,11.513,0.372,0.000,-0.164,4,39.342,2.604,0.979,"Ground_Mountain_0_1:(-0.162, 0.980, -0.118);Ground_Mountain_0_1:(-0.162, 0.980, -0.118);Ground_Mountain_0_1:(-0.162, 0.980, -0.118);Ground_Mountain_0_1:(-0.162, 0.980, -0.118);Ground_Mountain_0_1:(-0.162, 0.980, -0.118);Ground_Mountain_0_1:(-0.162, 0.980, -0.118);"
0.180,151.755,832.853,101.223,-119.040,23.238,19.590,4.889,11.525,0.377,0.000,-0.165,4,36.997,1.794,0.978,"Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);"
0.200,152.216,833.241,101.330,-118.808,23.241,19.456,5.342,11.573,0.381,0.000,-0.164,4,32.612,1.123,0.978,"Ground_Mountain_0_1:(-0.167, 0.979, -0.116);Ground_Mountain_0_1:(-0.167, 0.979, -0.116);Ground_Mountain_0_1:(-0.167, 0.979, -0.116);Ground_Mountain_0_1:(-0.167, 0.979, -0.116);Ground_Mountain_0_1:(-0.167, 0.979, -0.116);Ground_Mountain_0_1:(-0.167, 0.979, -0.116);"
0.220,152.678,833.627,101.444,-118.575,23.243,19.325,5.716,11.642,0.379,0.000,-0.163,4,28.575,0.802,0.977,"Ground_Mountain_0_1:(-0.168, 0.979, -0.117);Ground_Mountain_0_1:(-0.168, 0.979, -0.117);Ground_Mountain_0_1:(-0.168, 0.979, -0.117);Ground_Mountain_0_1:(-0.168, 0.979, -0.117);Ground_Mountain_0_1:(-0.168, 0.979, -0.117);Ground_Mountain_0_1:(-0.168, 0.979, -0.117);"
0.240,153.140,834.010,101.564,-118.340,23.243,19.199,6.008,11.731,0.378,0.000,-0.162,4,24.425,0.649,0.977,""
0.260,153.591,834.392,101.688,-118.103,23.241,19.080,6.221,11.839,0.379,0.000,-0.160,4,20.366,0.464,0.977,""
0.280,154.053,834.771,101.816,-117.864,23.238,18.966,6.361,11.964,0.380,0.000,-0.157,4,16.611,0.326,0.977,""
0.300,154.516,835.149,101.944,-117.621,23.235,18.858,6.435,12.105,0.381,0.000,-0.154,4,13.209,0.270,0.978,""
0.320,154.979,835.524,102.074,-117.376,23.231,18.755,6.450,12.258,0.383,0.000,-0.151,4,10.213,0.211,0.978,""
0.340,155.428,835.898,102.202,-117.128,23.227,18.654,6.416,12.423,0.385,0.000,-0.148,4,7.696,0.177,0.978,""
0.360,155.891,836.269,102.329,-116.876,23.224,18.556,6.339,12.597,0.386,0.000,-0.144,4,5.528,0.121,0.978,""
0.380,156.354,836.639,102.453,-116.621,23.221,18.459,6.229,12.779,0.388,0.000,-0.140,4,3.817,0.107,0.978,""
0.400,156.817,837.007,102.575,-116.362,23.219,18.363,6.094,12.965,0.389,0.000,-0.135,4,2.554,0.123,0.978,""
0.420,157.262,837.373,102.694,-116.099,23.217,18.265,5.943,13.156,0.391,0.000,-0.131,4,1.719,0.150,0.979,""
0.440,157.725,837.737,102.810,-115.833,23.216,18.166,5.782,13.348,0.391,0.000,-0.126,4,1.245,0.184,0.979,""
0.460,158.188,838.098,102.922,-115.562,23.215,18.066,5.617,13.540,0.392,0.000,-0.122,4,1.014,0.171,0.979,""
0.480,158.634,838.458,103.031,-115.288,23.215,17.964,5.452,13.732,0.392,0.000,-0.117,4,1.026,0.203,0.979,""
0.500,159.097,838.816,103.137,-115.010,23.216,17.861,5.292,13.921,0.392,0.000,-0.112,4,1.263,0.188,0.979,""
0.520,159.561,839.172,103.240,-114.728,23.217,17.755,5.139,14.108,0.392,0.000,-0.107,4,1.643,0.210,0.979,""
0.540,160.025,839.525,103.340,-114.443,23.218,17.648,4.996,14.290,0.392,0.000,-0.101,4,2.194,0.228,0.979,""
0.560,160.474,839.877,103.437,-114.154,23.220,17.539,4.867,14.466,0.391,0.000,-0.096,4,2.870,0.212,0.979,""
0.580,160.938,840.226,103.532,-113.862,23.223,17.429,4.752,14.638,0.390,0.000,-0.091,4,3.605,0.223,0.979,""
0.600,161.403,840.572,103.625,-113.566,23.226,17.318,4.652,14.802,0.389,0.000,-0.085,4,4.416,0.233,0.979,""
0.620,161.867,840.917,103.717,-113.267,23.229,17.207,4.569,14.961,0.387,0.000,-0.080,4,5.243,0.211,0.979,""
0.640,162.318,841.259,103.807,-112.966,23.232,17.096,4.502,15.112,0.386,0.000,-0.074,4,6.060,0.211,0.979,""
0.660,162.783,841.599,103.896,-112.661,23.236,16.985,4.450,15.255,0.384,0.000,-0.069,4,6.855,0.210,0.979,""
0.680,163.248,841.937,103.984,-112.353,23.240,16.875,4.412,15.392,0.382,0.000,-0.063,4,7.590,0.195,0.979,""
0.700,163.713,842.273,104.072,-112.043,23.245,16.767,4.387,15.521,0.380,0.000,-0.057,4,8.264,0.185,0.979,""
0.720,164.169,842.606,104.159,-111.731,23.249,16.662,4.375,15.642,0.378,0.000,-0.052,4,8.896,0.178,0.979,""
0.740,164.634,842.938,104.247,-111.416,23.254,16.558,4.373,15.756,0.375,0.000,-0.046,4,9.442,0.167,0.979,""
0.760,165.100,843.267,104.334,-111.099,23.258,16.458,4.380,15.863,0.373,0.000,-0.041,4,9.908,0.156,0.979,""
0.780,165.565,843.595,104.422,-110.780,23.263,16.362,4.394,15.963,0.371,0.000,-0.035,4,10.291,0.146,0.979,""
0.800,166.026,843.920,104.511,-110.459,23.268,16.269,4.414,16.056,0.368,0.000,-0.030,4,10.591,0.132,0.979,""
0.820,166.492,844.244,104.599,-110.136,23.273,16.182,4.438,16.143,0.366,0.000,-0.024,4,10.815,0.121,0.979,""
0.840,166.957,844.566,104.689,-109.812,23.277,16.098,4.466,16.223,0.364,0.000,-0.019,4,10.979,0.108,0.979,""
0.860,167.423,844.887,104.779,-109.486,23.282,16.020,4.495,16.296,0.361,0.000,-0.013,4,11.086,0.099,0.979,""
0.880,167.888,845.206,104.869,-109.159,23.287,15.948,4.526,16.364,0.359,0.000,-0.008,4,11.146,0.088,0.979,""
0.900,168.354,845.523,104.960,-108.830,23.291,15.880,4.557,16.425,0.357,0.000,-0.003,4,11.161,0.078,0.979,""
0.920,168.820,845.840,105.052,-108.501,23.296,15.819,4.587,16.480,0.354,0.000,0.002,4,11.130,0.068,0.979,""
0.940,169.286,846.155,105.144,-108.170,23.300,15.764,4.616,16.530,0.352,0.000,0.008,4,11.065,0.058,0.979,""
0.960,169.755,846.469,105.237,-107.839,23.304,15.714,4.643,16.574,0.350,0.000,0.013,4,10.975,0.050,0.979,""
0.980,170.221,846.783,105.330,-107.507,23.308,15.671,4.668,16.612,0.348,0.000,0.017,4,10.883,0.045,0.979,""
1.000,170.687,847.095,105.424,-107.174,23.311,15.634,4.691,16.645,0.346,0.000,0.022,4,10.774,0.043,0.979,""
1.020,171.153,847.407,105.519,-106.840,23.315,15.603,4.712,16.672,0.344,0.000,0.027,4,10.640,0.033,0.979,""
1.040,171.626,847.719,105.613,-106.507,23.318,15.578,4.730,16.694,0.343,0.000,0.032,4,10.502,0.023,0.979,""
1.060,172.092,848.030,105.708,-106.172,23.321,15.560,4.745,16.711,0.341,0.000,0.036,4,10.368,0.017,0.979,""
1.080,172.557,848.341,105.803,-105.838,23.324,15.548,4.758,16.722,0.340,0.000,0.041,4,10.241,0.014,0.979,""
1.100,173.023,848.652,105.899,-105.503,23.326,15.541,4.768,16.728,0.338,0.000,0.045,4,10.135,0.007,0.979,""
1.120,173.499,848.963,105.994,-105.169,23.328,15.541,4.777,16.729,0.337,0.000,0.049,4,10.040,0.020,0.979,""
1.140,173.965,849.273,106.090,-104.834,23.330,15.546,4.784,16.725,0.336,0.000,0.054,4,9.939,0.012,0.979,""
1.160,174.431,849.584,106.185,-104.500,23.331,15.558,4.789,16.715,0.335,0.000,0.057,4,9.832,0.024,0.979,""
1.180,174.896,849.896,106.281,-104.166,23.333,15.575,4.792,16.700,0.334,0.000,0.061,4,9.734,0.023,0.979,""
1.200,175.373,850.208,106.377,-103.832,23.333,15.597,4.794,16.681,0.334,0.000,0.065,4,9.637,0.027,0.979,""
1.220,175.839,850.520,106.473,-103.499,23.334,15.625,4.794,16.656,0.333,0.000,0.069,4,9.570,0.027,0.979,""
1.240,176.304,850.833,106.569,-103.166,23.335,15.658,4.793,16.626,0.333,0.000,0.072,4,9.522,0.009,0.979,""
1.260,176.770,851.147,106.665,-102.834,23.335,15.697,4.791,16.592,0.333,0.000,0.075,4,9.471,0.017,0.979,""
1.280,177.247,851.462,106.761,-102.503,23.335,15.740,4.788,16.552,0.333,0.000,0.078,4,9.410,0.031,0.979,""
1.300,177.712,851.777,106.856,-102.173,23.334,15.788,4.785,16.508,0.333,0.000,0.082,4,9.365,0.045,0.979,""
1.320,178.178,852.094,106.952,-101.843,23.334,15.840,4.780,16.459,0.333,0.000,0.085,4,9.331,0.037,0.979,""
1.340,178.643,852.412,107.047,-101.515,23.333,15.897,4.776,16.406,0.333,0.000,0.087,4,9.341,0.052,0.979,""
1.360,179.121,852.731,107.143,-101.188,23.332,15.958,4.773,16.347,0.334,0.000,0.090,4,9.350,0.031,0.979,""
1.380,179.586,853.051,107.238,-100.862,23.331,16.023,4.770,16.284,0.334,0.000,0.092,4,9.394,0.042,0.979,""
1.400,180.052,853.373,107.334,-100.538,23.329,16.091,4.768,16.216,0.335,0.000,0.095,4,9.418,0.058,0.979,""
1.420,180.517,853.696,107.429,-100.215,23.328,16.163,4.765,16.144,0.335,0.000,0.097,4,9.381,0.066,0.979,""
1.440,180.982,854.020,107.524,-99.893,23.326,16.238,4.761,16.068,0.336,0.000,0.099,4,9.361,0.056,0.979,""
1.460,181.456,854.346,107.619,-99.573,23.324,16.317,4.758,15.988,0.337,0.000,0.101,4,9.360,0.072,0.979,""
1.480,181.921,854.674,107.714,-99.255,23.322,16.399,4.755,15.903,0.338,0.000,0.103,4,9.370,0.056,0.979,""
1.500,182.386,855.004,107.809,-98.938,23.320,16.483,4.753,15.815,0.339,0.000,0.105,4,9.396,0.063,0.979,""
1.520,182.852,855.335,107.904,-98.624,23.318,16.570,4.750,15.723,0.340,0.000,0.106,4,9.365,0.063,0.979,""
1.540,183.324,855.668,107.999,-98.311,23.316,16.660,4.745,15.627,0.341,0.000,0.108,4,9.304,0.081,0.979,""
1.560,183.789,856.003,108.094,-98.000,23.313,16.751,4.741,15.527,0.342,0.000,0.109,4,9.302,0.088,0.979,""
1.580,184.254,856.339,108.189,-97.691,23.311,16.845,4.737,15.424,0.343,0.000,0.110,4,9.313,0.086,0.979,""
1.600,184.719,856.678,108.284,-97.385,23.309,16.941,4.733,15.318,0.344,0.000,0.111,4,9.301,0.074,0.979,""
1.620,185.189,857.019,108.378,-97.080,23.306,17.039,4.731,15.208,0.346,0.000,0.112,4,9.360,0.081,0.979,""
1.640,185.654,857.361,108.473,-96.778,23.304,17.137,4.729,15.094,0.347,0.000,0.113,4,9.414,0.089,0.979,""
1.660,186.119,857.706,108.567,-96.478,23.302,17.237,4.728,14.978,0.348,0.000,0.114,4,9.444,0.109,0.979,""
1.680,186.584,858.052,108.662,-96.181,23.299,17.338,4.729,14.858,0.349,0.000,0.114,4,9.536,0.094,0.979,""
1.700,187.050,858.401,108.756,-95.886,23.297,17.439,4.731,14.736,0.350,0.000,0.115,4,9.616,0.108,0.979,""
1.720,187.518,858.751,108.851,-95.593,23.295,17.541,4.736,14.610,0.352,0.000,0.116,4,9.722,0.118,0.979,""
1.740,187.983,859.103,108.946,-95.303,23.292,17.642,4.745,14.481,0.353,0.000,0.116,4,9.944,0.118,0.979,""
1.760,188.448,859.458,109.041,-95.016,23.290,17.744,4.758,14.349,0.354,0.000,0.116,4,10.135,0.124,0.979,""
1.780,188.913,859.814,109.137,-94.732,23.287,17.845,4.776,14.215,0.355,0.000,0.116,4,10.377,0.130,0.979,""
1.800,189.378,860.173,109.233,-94.450,23.285,17.944,4.801,14.077,0.356,0.000,0.116,4,10.735,0.142,0.978,""
1.820,189.849,860.533,109.329,-94.171,23.282,18.043,4.831,13.936,0.358,0.000,0.116,4,11.059,0.166,0.978,""
1.840,190.313,860.895,109.426,-93.895,23.280,18.140,4.871,13.792,0.359,0.000,0.117,4,11.458,0.134,0.978,""
1.860,190.778,861.259,109.525,-93.623,23.277,18.234,4.919,13.645,0.360,0.000,0.116,4,11.927,0.173,0.977,""
1.880,191.243,861.625,109.624,-93.353,23.274,18.327,4.975,13.495,0.362,0.000,0.116,4,12.330,0.228,0.977,""
1.900,191.707,861.992,109.725,-93.086,23.271,18.417,5.041,13.342,0.363,0.000,0.115,4,12.827,0.203,0.976,""
1.920,192.173,862.361,109.827,-92.822,23.267,18.505,5.115,13.186,0.365,0.000,0.115,4,13.279,0.267,0.976,""
1.940,192.637,862.732,109.930,-92.562,23.264,18.590,5.196,13.028,0.366,0.000,0.115,4,13.611,0.322,0.975,""
1.960,193.101,863.104,110.036,-92.305,23.260,18.672,5.285,12.867,0.368,0.000,0.114,4,14.010,0.269,0.975,""
1.980,193.566,863.478,110.143,-92.051,23.257,18.752,5.380,12.705,0.370,0.000,0.114,4,14.314,0.329,0.974,""
2.000,194.030,863.854,110.253,-91.800,23.253,18.829,5.479,12.540,0.372,0.000,0.113,4,14.535,0.291,0.973,""
2.020,194.490,864.231,110.364,-91.553,23.249,18.904,5.582,12.375,0.374,0.000,0.112,4,14.745,0.341,0.973,""
2.040,194.954,864.609,110.477,-91.309,23.245,18.976,5.686,12.208,0.376,0.000,0.111,4,14.831,0.385,0.972,""
2.060,195.418,864.989,110.593,-91.068,23.241,19.047,5.792,12.040,0.378,0.000,0.110,4,14.865,0.317,0.971,""
2.080,195.882,865.370,110.711,-90.831,23.237,19.115,5.897,11.872,0.380,0.000,0.110,4,14.904,0.364,0.971,""
2.100,196.346,865.753,110.830,-90.597,23.232,19.182,6.002,11.703,0.382,0.000,0.109,4,14.860,0.363,0.970,""
2.120,196.803,866.136,110.952,-90.367,23.228,19.246,6.106,11.534,0.384,0.000,0.108,4,14.831,0.370,0.969,""
2.140,197.266,866.521,111.076,-90.140,23.224,19.309,6.208,11.365,0.386,0.000,0.107,4,14.696,0.412,0.968,""
2.160,197.730,866.908,111.202,-89.916,23.219,19.371,6.305,11.196,0.388,0.000,0.105,4,14.505,0.386,0.967,""
2.180,198.193,867.295,111.330,-89.695,23.215,19.431,6.400,11.028,0.390,0.000,0.104,4,14.373,0.374,0.967,""
2.200,198.657,867.684,111.459,-89.478,23.210,19.490,6.492,10.861,0.393,0.000,0.103,4,14.204,0.357,0.966,""
2.220,199.111,868.073,111.591,-89.264,23.205,19.546,6.582,10.694,0.395,0.000,0.102,4,14.088,0.363,0.965,""
2.240,199.574,868.464,111.724,-89.054,23.201,19.602,6.667,10.528,0.397,0.000,0.101,4,13.878,0.415,0.964,""
2.260,200.038,868.856,111.858,-88.847,23.196,19.657,6.747,10.363,0.400,0.000,0.100,4,13.600,0.386,0.963,""
2.280,200.501,869.249,111.995,-88.643,23.191,19.710,6.824,10.199,0.402,0.000,0.099,4,13.423,0.367,0.962,""
2.300,200.964,869.643,112.132,-88.442,23.186,19.762,6.897,10.036,0.404,0.000,0.098,4,13.267,0.340,0.962,""
2.320,201.427,870.038,112.271,-88.244,23.181,19.812,6.970,9.874,0.407,0.000,0.097,4,13.224,0.339,0.961,""
2.340,201.880,870.434,112.412,-88.050,23.176,19.860,7.041,9.714,0.409,0.000,0.097,4,13.109,0.409,0.960,""
2.360,202.343,870.831,112.554,-87.859,23.171,19.908,7.107,9.554,0.412,0.000,0.096,4,12.860,0.403,0.959,""
2.380,202.806,871.229,112.697,-87.671,23.166,19.954,7.169,9.396,0.414,0.000,0.095,4,12.706,0.386,0.958,""
2.400,203.269,871.628,112.841,-87.486,23.161,19.998,7.231,9.239,0.417,0.000,0.095,4,12.607,0.368,0.957,""
2.420,203.731,872.028,112.987,-87.304,23.156,20.041,7.293,9.083,0.420,0.000,0.095,4,12.664,0.342,0.956,""
