t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,472.102,1048.626,153.416,42.203,15.728,-5.480,0.365,14.738,0.000,0.000,-0.082,2,11.176,3.244,1.000,"Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);"
0.040,472.407,1048.519,153.421,42.492,15.740,-5.489,0.297,14.752,0.136,0.000,-0.085,2,6.271,1.446,0.999,"Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);"
0.060,472.665,1048.412,153.429,42.781,15.745,-5.495,0.413,14.757,0.130,0.000,-0.088,4,15.441,2.588,0.998,"Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);"
0.080,472.972,1048.305,153.441,43.071,15.745,-5.498,0.606,14.751,0.128,0.000,-0.091,4,19.306,2.530,0.997,"Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);"
0.100,473.280,1048.196,153.458,43.362,15.743,-5.500,0.852,14.735,0.128,0.000,-0.093,4,22.029,2.306,0.996,"Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);"
0.120,473.588,1048.088,153.480,43.652,15.740,-5.502,1.132,14.710,0.129,0.000,-0.095,4,23.727,2.046,0.995,"Ground_Mountain_2_3:(0.058, 0.989, -0.135);Ground_Mountain_2_3:(0.058, 0.989, -0.135);Ground_Mountain_2_3:(0.058, 0.989, -0.135);Ground_Mountain_2_3:(0.058, 0.989, -0.135);Ground_Mountain_2_3:(0.058, 0.989, -0.135);Ground_Mountain_2_3:(0.058, 0.989, -0.135);"
0.140,473.898,1047.979,153.508,43.943,15.737,-5.505,1.427,14.677,0.130,0.000,-0.096,4,24.515,1.774,0.994,"Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);"
0.160,474.209,1047.870,153.542,44.233,15.734,-5.511,1.722,14.638,0.131,0.000,-0.097,4,24.545,1.501,0.993,"Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);"
0.180,474.521,1047.760,153.582,44.523,15.731,-5.520,2.005,14.595,0.133,0.000,-0.098,4,23.960,1.268,0.993,"Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);"
0.200,474.789,1047.650,153.627,44.812,15.727,-5.532,2.266,14.550,0.135,0.000,-0.099,4,22.916,1.044,0.992,""
0.220,475.101,1047.540,153.677,45.100,15.723,-5.550,2.500,14.506,0.137,0.000,-0.099,4,21.540,0.864,0.991,""
0.240,475.414,1047.428,153.731,45.388,15.718,-5.572,2.703,14.462,0.139,0.000,-0.099,4,19.952,0.700,0.991,""
0.260,475.727,1047.317,153.788,45.676,15.713,-5.598,2.871,14.420,0.141,0.000,-0.100,4,18.253,0.570,0.991,""
0.280,476.041,1047.204,153.848,45.963,15.708,-5.629,3.005,14.380,0.143,0.000,-0.099,4,16.530,0.448,0.990,""
0.300,476.354,1047.091,153.910,46.249,15.702,-5.665,3.106,14.343,0.146,0.000,-0.099,4,14.838,0.361,0.990,""
0.320,476.623,1046.977,153.974,46.535,15.697,-5.704,3.175,14.310,0.149,0.000,-0.099,4,13.228,0.293,0.990,""
0.340,476.937,1046.862,154.038,46.820,15.691,-5.748,3.214,14.279,0.152,0.000,-0.099,4,11.739,0.234,0.990,""
0.360,477.250,1046.747,154.103,47.105,15.685,-5.794,3.227,14.251,0.155,0.000,-0.098,4,10.390,0.201,0.989,""
0.380,477.563,1046.630,154.167,47.389,15.680,-5.844,3.216,14.226,0.157,0.000,-0.098,4,9.213,0.152,0.989,""
