t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.220,478.771,1038.795,154.188,45.398,30.991,-10.931,6.315,28.344,0.508,0.000,-0.139,4,21.855,0.362,0.987,""
0.240,479.389,1038.575,154.318,45.964,30.998,-11.015,6.482,28.291,0.504,0.000,-0.141,4,18.123,0.270,0.987,""
0.260,480.007,1038.352,154.450,46.529,31.002,-11.118,6.586,28.241,0.501,0.000,-0.142,4,14.822,0.278,0.987,""
0.280,480.733,1038.128,154.582,47.093,31.006,-11.241,6.630,28.192,0.499,0.000,-0.142,4,11.874,0.184,0.987,""
0.300,481.351,1037.900,154.715,47.655,31.008,-11.385,6.625,28.141,0.497,0.000,-0.142,4,9.330,0.075,0.987,""
0.320,481.969,1037.670,154.846,48.217,31.009,-11.549,6.578,28.086,0.496,0.000,-0.141,4,7.260,0.026,0.987,""
0.340,482.685,1037.436,154.976,48.778,31.009,-11.727,6.501,28.029,0.496,0.000,-0.139,4,5.651,0.049,0.987,""
0.360,483.303,1037.198,155.104,49.337,31.007,-11.921,6.397,27.967,0.496,0.000,-0.138,4,4.316,0.017,0.987,""
0.380,483.922,1036.956,155.230,49.896,31.005,-12.130,6.273,27.900,0.496,0.000,-0.136,4,3.292,0.083,0.987,""
0.400,484.632,1036.709,155.352,50.452,31.002,-12.351,6.135,27.828,0.498,0.000,-0.133,4,2.546,0.133,0.987,""
0.420,485.250,1036.458,155.472,51.008,30.998,-12.582,5.987,27.749,0.499,0.000,-0.130,4,2.086,0.172,0.987,""
0.440,485.869,1036.203,155.589,51.561,30.995,-12.821,5.835,27.665,0.501,0.000,-0.128,4,1.889,0.174,0.987,""
0.460,486.572,1035.942,155.703,52.113,30.991,-13.067,5.683,27.575,0.503,0.000,-0.124,4,1.880,0.191,0.987,""
0.480,487.191,1035.676,155.813,52.663,30.987,-13.317,5.534,27.479,0.505,0.000,-0.121,4,2.020,0.221,0.987,""
0.500,487.810,1035.405,155.921,53.211,30.984,-13.570,5.390,27.378,0.506,0.000,-0.118,4,2.304,0.222,0.987,""
0.520,488.508,1035.129,156.026,53.757,30.980,-13.825,5.253,27.273,0.508,0.000,-0.115,4,2.688,0.198,0.987,""
0.540,489.128,1034.848,156.129,54.300,30.978,-14.080,5.127,27.162,0.510,0.000,-0.111,4,3.186,0.200,0.987,""
0.560,489.747,1034.562,156.229,54.842,30.976,-14.334,5.011,27.047,0.511,0.000,-0.108,4,3.767,0.202,0.987,""
0.580,490.367,1034.270,156.327,55.381,30.974,-14.586,4.908,26.929,0.512,0.000,-0.105,4,4.383,0.193,0.987,""
0.600,491.058,1033.974,156.423,55.917,30.973,-14.835,4.816,26.807,0.513,0.000,-0.101,4,5.000,0.165,0.988,""
0.620,491.678,1033.672,156.518,56.451,30.972,-15.080,4.737,26.683,0.514,0.000,-0.098,4,5.589,0.146,0.988,""
0.640,492.298,1033.366,156.612,56.982,30.972,-15.321,4.670,26.556,0.514,0.000,-0.095,4,6.210,0.143,0.988,""
0.660,492.988,1033.056,156.704,57.511,30.973,-15.557,4.613,26.428,0.514,0.000,-0.091,4,6.791,0.141,0.988,""
0.680,493.608,1032.740,156.795,58.038,30.974,-15.788,4.568,26.299,0.513,0.000,-0.087,4,7.347,0.130,0.988,""
0.700,494.228,1032.420,156.886,58.561,30.976,-16.013,4.532,26.170,0.513,0.000,-0.084,4,7.821,0.138,0.988,""
0.720,494.912,1032.095,156.976,59.082,30.979,-16.232,4.505,26.040,0.512,0.000,-0.081,4,8.266,0.125,0.988,""
0.740,495.532,1031.767,157.066,59.601,30.981,-16.445,4.485,25.911,0.511,0.000,-0.077,4,8.662,0.121,0.988,""
0.760,496.153,1031.434,157.155,60.117,30.985,-16.651,4.473,25.783,0.509,0.000,-0.074,4,9.059,0.117,0.988,""
0.780,496.835,1031.097,157.245,60.630,30.988,-16.851,4.468,25.656,0.508,0.000,-0.071,4,9.435,0.115,0.988,""
0.800,497.455,1030.756,157.334,61.141,30.992,-17.045,4.469,25.531,0.506,0.000,-0.068,4,9.722,0.093,0.988,""
0.820,498.076,1030.412,157.424,61.649,30.997,-17.231,4.474,25.407,0.504,0.000,-0.065,4,9.928,0.096,0.988,""
0.840,498.696,1030.064,157.513,62.155,31.001,-17.412,4.482,25.286,0.502,0.000,-0.062,4,10.088,0.082,0.988,""
0.860,499.375,1029.712,157.603,62.659,31.006,-17.586,4.492,25.168,0.499,0.000,-0.059,4,10.188,0.094,0.988,""
0.880,499.995,1029.357,157.693,63.160,31.012,-17.753,4.502,25.052,0.497,0.000,-0.056,4,10.213,0.096,0.988,""
0.900,500.616,1028.999,157.783,63.659,31.017,-17.914,4.512,24.940,0.494,0.000,-0.053,4,10.195,0.101,0.988,""
0.920,501.293,1028.638,157.874,64.156,31.023,-18.069,4.521,24.831,0.491,0.000,-0.050,4,10.147,0.081,0.988,""
0.940,501.914,1028.274,157.964,64.651,31.028,-18.219,4.528,24.726,0.489,0.000,-0.048,4,10.056,0.087,0.989,""
0.960,502.535,1027.906,158.055,65.144,31.034,-18.362,4.534,24.625,0.486,0.000,-0.045,4,9.970,0.082,0.989,""
0.980,503.209,1027.536,158.146,65.634,31.040,-18.499,4.537,24.527,0.483,0.000,-0.043,4,9.887,0.099,0.989,""
1.000,503.830,1027.164,158.237,66.123,31.046,-18.631,4.540,24.433,0.480,0.000,-0.040,4,9.817,0.070,0.989,""
1.020,504.451,1026.789,158.328,66.610,31.052,-18.757,4.540,24.343,0.477,0.000,-0.038,4,9.724,0.074,0.989,""
1.040,505.072,1026.411,158.418,67.096,31.058,-18.877,4.538,24.256,0.474,0.000,-0.036,4,9.626,0.076,0.989,""
1.060,505.745,1026.032,158.509,67.579,31.064,-18.992,4.535,24.173,0.471,0.000,-0.034,4,9.525,0.078,0.989,""
1.080,506.367,1025.650,158.600,68.061,31.070,-19.103,4.529,24.094,0.468,0.000,-0.032,4,9.424,0.054,0.989,""
1.100,506.988,1025.266,158.690,68.542,31.076,-19.208,4.521,24.018,0.465,0.000,-0.030,4,9.312,0.058,0.989,""
1.120,507.660,1024.879,158.780,69.021,31.082,-19.308,4.511,23.946,0.462,0.000,-0.028,4,9.220,0.050,0.989,""
1.140,508.281,1024.491,158.870,69.499,31.088,-19.403,4.500,23.878,0.459,0.000,-0.026,4,9.122,0.061,0.989,""
1.160,508.903,1024.101,158.960,69.975,31.094,-19.494,4.487,23.813,0.456,0.000,-0.025,4,9.042,0.058,0.989,""
1.180,509.524,1023.710,159.050,70.451,31.100,-19.581,4.472,23.751,0.453,0.000,-0.023,4,8.948,0.077,0.989,""
1.200,510.196,1023.317,159.139,70.925,31.105,-19.663,4.456,23.693,0.450,0.000,-0.022,4,8.892,0.073,0.989,""
1.220,510.817,1022.922,159.228,71.398,31.111,-19.741,4.438,23.638,0.447,0.000,-0.020,4,8.825,0.077,0.989,""
1.240,511.439,1022.526,159.316,71.870,31.116,-19.815,4.420,23.586,0.445,0.000,-0.019,4,8.791,0.080,0.990,""
1.260,512.111,1022.128,159.404,72.341,31.122,-19.885,4.403,23.537,0.442,0.000,-0.018,4,8.830,0.095,0.990,""
1.280,512.733,1021.729,159.492,72.811,31.127,-19.951,4.388,23.490,0.439,0.000,-0.017,4,8.930,0.086,0.990,""
1.300,513.355,1021.329,159.579,73.280,31.132,-20.014,4.376,23.445,0.437,0.000,-0.016,4,9.112,0.119,0.990,""
1.320,514.029,1020.927,159.667,73.748,31.137,-20.072,4.369,23.403,0.434,0.000,-0.015,4,9.358,0.100,0.990,""
1.340,514.651,1020.525,159.754,74.215,31.142,-20.127,4.370,23.361,0.432,0.000,-0.014,4,9.709,0.075,0.990,""
1.360,515.273,1020.122,159.842,74.681,31.146,-20.178,4.378,23.322,0.429,0.000,-0.013,4,10.099,0.030,0.990,""
1.380,515.895,1019.717,159.930,75.147,31.150,-20.224,4.397,23.283,0.427,0.000,-0.012,4,10.667,0.069,0.989,""
1.400,516.574,1019.312,160.018,75.612,31.154,-20.267,4.431,23.244,0.425,0.000,-0.012,4,11.340,0.023,0.989,""
1.420,517.197,1018.907,160.108,76.075,31.157,-20.305,4.479,23.205,0.423,0.000,-0.011,4,12.111,0.015,0.989,""
1.440,517.819,1018.500,160.198,76.538,31.160,-20.340,4.545,23.166,0.422,0.000,-0.011,4,12.974,0.093,0.989,""
1.460,518.494,1018.094,160.291,77.000,31.162,-20.370,4.627,23.126,0.420,0.000,-0.010,4,13.807,0.102,0.988,""
1.480,519.116,1017.686,160.385,77.461,31.164,-20.395,4.728,23.085,0.419,0.000,-0.010,4,14.745,0.179,0.988,""
1.500,519.738,1017.279,160.482,77.921,31.165,-20.417,4.846,23.043,0.418,0.000,-0.010,4,15.589,0.210,0.988,""
1.520,520.359,1016.871,160.581,78.380,31.166,-20.434,4.982,22.999,0.417,0.000,-0.009,4,16.551,0.274,0.987,""
1.540,521.033,1016.463,160.684,78.839,31.166,-20.448,5.134,22.955,0.417,0.000,-0.009,4,17.303,0.334,0.986,""
1.560,521.655,1016.055,160.790,79.296,31.166,-20.457,5.298,22.909,0.417,0.000,-0.009,4,17.981,0.365,0.986,""
1.580,522.276,1015.646,160.899,79.752,31.165,-20.463,5.473,22.862,0.417,0.000,-0.009,4,18.499,0.406,0.985,""
1.600,522.949,1015.238,161.012,80.208,31.164,-20.466,5.656,22.814,0.417,0.000,-0.009,4,18.898,0.387,0.985,""
1.620,523.570,1014.830,161.128,80.662,31.163,-20.466,5.844,22.765,0.418,0.000,-0.009,4,19.210,0.410,0.984,""
1.640,524.192,1014.422,161.249,81.116,31.161,-20.463,6.036,22.716,0.418,0.000,-0.009,4,19.379,0.414,0.983,""
1.660,524.813,1014.013,161.373,81.568,31.159,-20.459,6.228,22.666,0.419,0.000,-0.009,4,19.388,0.442,0.982,""
1.680,525.482,1013.605,161.501,82.019,31.157,-20.452,6.418,22.617,0.420,0.000,-0.009,4,19.299,0.452,0.982,""
1.700,526.103,1013.197,161.633,82.470,31.154,-20.445,6.606,22.568,0.422,0.000,-0.009,4,19.212,0.458,0.981,""
1.720,526.725,1012.790,161.769,82.919,31.151,-20.436,6.791,22.518,0.423,0.000,-0.009,4,19.075,0.417,0.980,""
1.740,527.392,1012.382,161.908,83.368,31.147,-20.425,6.972,22.469,0.425,0.000,-0.009,4,18.887,0.467,0.979,""
1.760,528.014,1011.975,162.051,83.815,31.143,-20.415,7.146,22.420,0.426,0.000,-0.009,4,18.515,0.489,0.979,""
1.780,528.635,1011.568,162.197,84.262,31.139,-20.404,7.314,22.372,0.428,0.000,-0.009,4,18.192,0.448,0.978,""
1.800,529.303,1011.161,162.346,84.707,31.135,-20.392,7.474,22.324,0.430,0.000,-0.010,4,17.847,0.462,0.977,""
1.820,529.924,1010.755,162.498,85.152,31.130,-20.381,7.629,22.277,0.433,0.000,-0.010,4,17.569,0.447,0.976,""
1.840,530.546,1010.348,162.653,85.596,31.124,-20.370,7.776,22.230,0.435,0.000,-0.011,4,17.158,0.495,0.975,""
1.860,531.167,1009.942,162.811,86.038,31.118,-20.359,7.914,22.184,0.438,0.000,-0.011,4,16.714,0.449,0.974,""
1.880,531.831,1009.536,162.972,86.480,31.112,-20.349,8.046,22.138,0.441,0.000,-0.012,4,16.434,0.453,0.973,""
1.900,532.453,1009.130,163.135,86.921,31.106,-20.338,8.172,22.092,0.444,0.000,-0.012,4,16.107,0.388,0.973,""
1.920,533.074,1008.725,163.300,87.361,31.099,-20.329,8.294,22.047,0.447,0.000,-0.013,4,15.896,0.425,0.972,""
1.940,533.736,1008.319,163.468,87.800,31.091,-20.319,8.409,22.001,0.451,0.000,-0.014,4,15.552,0.472,0.971,""
1.960,534.356,1007.914,163.638,88.239,31.084,-20.311,8.519,21.956,0.454,0.000,-0.014,4,15.286,0.453,0.970,""
1.980,534.977,1007.509,163.811,88.676,31.076,-20.303,8.624,21.910,0.458,0.000,-0.015,4,15.035,0.482,0.969,""
2.000,535.597,1007.104,163.985,89.112,31.068,-20.296,8.727,21.864,0.462,0.000,-0.016,4,14.935,0.406,0.968,""
2.020,536.258,1006.699,164.161,89.548,31.059,-20.289,8.828,21.818,0.466,0.000,-0.016,4,14.838,0.443,0.967,""
2.040,536.879,1006.294,164.339,89.982,31.050,-20.283,8.925,21.770,0.471,0.000,-0.017,4,14.615,0.463,0.966,""
2.060,537.499,1005.890,164.519,90.416,31.041,-20.278,9.019,21.723,0.475,0.000,-0.018,4,14.457,0.404,0.965,""
2.080,538.158,1005.485,164.701,90.849,31.031,-20.273,9.110,21.674,0.480,0.000,-0.018,4,14.352,0.418,0.964,""
2.100,538.778,1005.081,164.885,91.280,31.021,-20.269,9.201,21.625,0.484,0.000,-0.019,4,14.314,0.409,0.963,""
2.120,539.397,1004.676,165.070,91.711,31.011,-20.266,9.290,21.575,0.489,0.000,-0.020,4,14.193,0.451,0.962,""
2.140,540.016,1004.272,165.257,92.141,31.001,-20.265,9.376,21.524,0.494,0.000,-0.020,4,14.071,0.439,0.961,""
2.160,540.674,1003.867,165.446,92.569,30.991,-20.264,9.462,21.472,0.499,0.000,-0.020,4,14.040,0.401,0.960,""
2.180,541.293,1003.463,165.637,92.997,30.980,-20.263,9.547,21.419,0.505,0.000,-0.021,4,14.030,0.399,0.959,""
2.200,541.911,1003.059,165.829,93.424,30.969,-20.263,9.633,21.365,0.510,0.000,-0.021,4,14.015,0.376,0.958,""
2.220,542.566,1002.654,166.023,93.849,30.958,-20.264,9.717,21.309,0.515,0.000,-0.021,4,13.961,0.388,0.957,""
2.240,543.184,1002.250,166.219,94.273,30.948,-20.265,9.800,21.254,0.521,0.000,-0.021,4,13.889,0.431,0.956,""
2.260,543.802,1001.845,166.416,94.697,30.937,-20.268,9.881,21.197,0.526,0.000,-0.021,4,13.826,0.410,0.955,""
2.280,544.419,1001.441,166.614,95.119,30.925,-20.272,9.928,21.153,0.532,0.000,-0.021,4,12.052,1.324,0.955,""
2.300,545.021,1001.035,166.813,95.542,30.911,-20.296,9.916,21.116,0.538,0.000,-0.021,4,9.273,1.608,0.955,""
2.320,545.636,1000.628,167.010,95.965,30.896,-20.340,9.847,21.085,0.544,0.000,-0.019,3,6.318,1.496,0.956,""
2.340,546.252,1000.219,167.206,96.388,30.881,-20.382,9.754,21.068,0.552,0.000,-0.018,2,4.641,1.023,0.957,""
2.360,546.627,999.810,167.399,96.812,30.866,-20.422,9.615,21.076,0.560,0.000,-0.018,2,2.400,1.229,0.959,""
2.380,547.184,999.399,167.588,97.236,30.854,-20.486,9.440,21.077,0.567,0.000,-0.016,2,1.074,1.177,0.961,""
2.400,547.743,998.988,167.774,97.659,30.780,-20.478,9.240,21.068,0.573,0.000,-0.014,1,0.000,0.330,0.963,""
2.420,548.302,998.578,167.955,98.083,30.708,-20.469,9.041,21.060,0.610,0.000,-0.012,0,0.000,0.312,0.965,""
2.440,548.650,998.167,168.133,98.506,30.636,-20.461,8.841,21.051,0.646,0.000,-0.011,0,0.000,0.294,0.967,""
2.460,548.698,997.757,168.306,98.930,30.565,-20.453,8.641,21.043,0.682,0.000,-0.008,0,0.000,0.276,0.969,""
2.480,549.141,997.346,168.476,99.353,30.495,-20.445,8.442,21.034,0.717,0.000,-0.007,0,0.000,0.259,0.971,""
2.500,549.585,996.936,168.641,99.776,30.426,-20.437,8.242,21.026,0.752,0.000,-0.005,0,0.000,0.242,0.973,""
2.520,550.031,996.526,168.803,100.199,30.359,-20.429,8.043,21.018,0.787,0.000,-0.003,0,0.000,0.225,0.975,""
2.540,550.479,996.116,168.960,100.621,30.292,-20.420,7.843,21.009,0.821,0.000,-0.001,0,0.000,0.209,0.977,""
2.560,550.893,995.706,169.114,101.044,30.226,-20.412,7.644,21.001,0.854,0.000,0.000,0,0.000,0.193,0.978,""
2.580,550.893,995.297,169.263,101.466,30.161,-20.404,7.445,20.992,0.887,0.000,0.003,0,0.000,0.178,0.980,""
2.600,551.240,994.887,169.409,101.888,30.098,-20.396,7.246,20.984,0.919,0.000,0.005,0,0.000,0.164,0.982,""
2.620,551.644,994.478,169.550,102.310,30.035,-20.388,7.047,20.976,0.951,0.000,0.007,0,0.000,0.151,0.983,""
2.640,552.050,994.069,169.688,102.732,29.974,-20.380,6.848,20.967,0.982,0.000,0.008,0,0.000,0.139,0.984,""
2.660,552.458,993.660,169.821,103.153,29.913,-20.371,6.649,20.959,1.000,0.000,0.009,0,0.000,0.129,0.986,""
2.680,552.868,993.251,169.950,103.575,29.854,-20.363,6.450,20.950,1.000,0.000,0.011,0,0.000,0.120,0.987,""
2.700,553.568,992.842,170.076,103.996,29.796,-20.355,6.252,20.942,1.000,0.000,0.011,0,0.000,0.114,0.988,""
2.720,553.997,992.434,170.197,104.417,29.739,-20.347,6.053,20.934,1.000,0.000,0.012,0,0.000,0.109,0.989,""
