t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.139,829.834,100.780,-120.776,31.146,27.017,1.394,15.435,0.000,0.000,-0.158,2,12.815,2.446,0.999,"Mountain trunk:(-0.404, -0.345, -0.847);Mountain trunk:(-0.404, -0.345, -0.847);Mountain trunk:(-0.893, -0.044, 0.447);Mountain trunk:(-0.893, -0.044, 0.447);Mountain trunk:(-0.404, -0.345, -0.847);Mountain trunk:(-0.404, -0.345, -0.847);Mountain trunk:(-0.893, -0.044, 0.447);Mountain trunk:(-0.404, -0.345, -0.847);Mountain trunk:(-0.893, -0.044, 0.447);Mountain trunk:(-0.404, -0.345, -0.847);Mountain trunk:(-0.893, -0.044, 0.447);Mountain trunk:(-0.404, -0.345, -0.847);Mountain trunk:(-0.893, -0.044, 0.447);Mountain trunk:(-0.895, -0.044, 0.444);Mountain trunk:(-0.895, -0.044, 0.444);Mountain trunk:(-0.895, -0.044, 0.444);Mountain trunk:(-0.895, -0.044, 0.443);Mountain trunk:(-0.895, -0.044, 0.443);Mountain trunk:(-0.895, -0.044, 0.443);Mountain trunk:(-0.895, -0.044, 0.443);Mountain trunk:(-0.895, -0.043, 0.443);Mountain trunk:(-0.895, -0.043, 0.443);Mountain trunk:(-0.895, -0.043, 0.443);Mountain trunk:(-0.895, -0.043, 0.443);Mountain trunk:(-0.895, -0.043, 0.443);Mountain trunk:(-0.895, -0.043, 0.443);Mountain trunk:(-0.895, -0.043, 0.443);Mountain trunk:(-0.895, -0.043, 0.443);Mountain trunk:(-0.896, -0.043, 0.443);Mountain trunk:(-0.896, -0.043, 0.443);Mountain trunk:(-0.896, -0.043, 0.443);Mountain trunk:(-0.896, -0.043, 0.443);Mountain trunk:(-0.896, -0.043, 0.443);Mountain trunk:(-0.896, -0.043, 0.443);Mountain trunk:(-0.896, -0.043, 0.443);Mountain trunk:(-0.896, -0.043, 0.443);Mountain trunk:(-0.896, -0.043, 0.443);Mountain trunk:(-0.896, -0.043, 0.443);Mountain trunk:(-0.896, -0.043, 0.443);Mountain trunk:(-0.896, -0.043, 0.443);Mountain trunk:(-0.896, -0.043, 0.443);Mountain trunk:(-0.896, -0.043, 0.443);Ground_Mountain_0_1:(-0.172, 0.979, -0.114);Ground_Mountain_0_1:(-0.172, 0.979, -0.114);"
0.040,148.736,830.358,100.817,-120.478,31.015,26.925,1.874,15.320,0.427,0.000,-0.162,4,15.149,7.903,0.995,"Ground_Mountain_0_1:(-0.172, 0.979, -0.112);Ground_Mountain_0_1:(-0.172, 0.979, -0.112);Ground_Mountain_0_1:(-0.172, 0.979, -0.112);"
0.060,149.333,830.884,100.863,-120.181,30.944,26.861,2.396,15.290,0.493,0.000,-0.168,4,29.090,8.371,0.990,"Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);"
0.080,149.933,831.409,100.922,-119.883,30.877,26.777,2.974,15.273,0.528,0.000,-0.173,4,35.139,7.355,0.985,"Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);"
0.100,150.532,831.934,100.992,-119.584,30.808,26.657,3.629,15.249,0.562,0.000,-0.176,4,39.452,6.540,0.979,"Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);"
0.120,151.135,832.449,101.113,-119.286,30.450,25.908,6.017,14.836,0.596,0.000,-0.179,4,42.098,6.011,0.979,"Ground_Mountain_0_1:(-0.166, 0.980, -0.113);Ground_Mountain_0_1:(-0.166, 0.980, -0.113);Ground_Mountain_0_1:(-0.166, 0.980, -0.113);Ground_Mountain_0_1:(-0.166, 0.980, -0.113);Ground_Mountain_0_1:(-0.166, 0.980, -0.113);Ground_Mountain_0_1:(-0.166, 0.980, -0.113);"
0.140,151.741,832.963,101.245,-118.988,30.482,25.804,6.542,14.857,0.775,0.000,-0.186,4,35.849,1.925,0.978,"Ground_Mountain_0_1:(-0.167, 0.979, -0.120);Ground_Mountain_0_1:(-0.167, 0.979, -0.120);Ground_Mountain_0_1:(-0.167, 0.979, -0.120);Ground_Mountain_0_1:(-0.167, 0.979, -0.120);Ground_Mountain_0_1:(-0.167, 0.979, -0.120);Ground_Mountain_0_1:(-0.167, 0.979, -0.120);"
0.160,152.337,833.476,101.385,-118.689,30.511,25.714,6.980,14.887,0.759,0.000,-0.192,4,31.614,1.514,0.978,"Ground_Mountain_0_1:(-0.165, 0.979, -0.118);Ground_Mountain_0_1:(-0.165, 0.979, -0.118);Ground_Mountain_0_1:(-0.165, 0.979, -0.118);Ground_Mountain_0_1:(-0.165, 0.979, -0.118);Ground_Mountain_0_1:(-0.165, 0.979, -0.118);Ground_Mountain_0_1:(-0.165, 0.979, -0.118);"
0.180,152.943,833.988,101.531,-118.390,30.536,25.629,7.335,14.937,0.745,0.000,-0.195,4,27.407,1.239,0.978,"Ground_Mountain_0_1:(-0.169, 0.978, -0.124);Ground_Mountain_0_1:(-0.169, 0.978, -0.124);Ground_Mountain_0_1:(-0.169, 0.978, -0.124);Ground_Mountain_0_1:(-0.169, 0.978, -0.124);Ground_Mountain_0_1:(-0.169, 0.978, -0.124);Ground_Mountain_0_1:(-0.169, 0.978, -0.124);"
0.200,153.537,834.498,101.684,-118.089,30.558,25.547,7.606,15.011,0.732,0.000,-0.197,4,23.118,1.003,0.978,"Ground_Mountain_0_1:(-0.163, 0.979, -0.121);"
0.220,154.142,835.007,101.840,-117.786,30.575,25.465,7.799,15.113,0.721,0.000,-0.196,4,19.073,0.780,0.978,""
0.240,154.749,835.515,101.998,-117.481,30.589,25.381,7.919,15.244,0.712,0.000,-0.195,4,15.337,0.594,0.978,""
0.260,155.339,836.021,102.157,-117.173,30.600,25.293,7.973,15.403,0.705,0.000,-0.193,4,12.007,0.445,0.978,""
0.280,155.945,836.526,102.317,-116.862,30.608,25.199,7.970,15.588,0.700,0.000,-0.189,4,9.002,0.300,0.978,""
0.300,156.552,837.028,102.475,-116.546,30.614,25.097,7.916,15.798,0.696,0.000,-0.185,4,6.461,0.194,0.978,""
0.320,157.138,837.529,102.632,-116.226,30.617,24.986,7.824,16.030,0.693,0.000,-0.181,4,4.427,0.149,0.978,""
0.340,157.744,838.027,102.786,-115.901,30.620,24.866,7.700,16.280,0.691,0.000,-0.175,4,2.858,0.145,0.979,""
0.360,158.352,838.522,102.937,-115.571,30.621,24.735,7.553,16.546,0.690,0.000,-0.169,4,1.628,0.199,0.979,""
0.380,158.937,839.015,103.085,-115.235,30.621,24.595,7.390,16.825,0.690,0.000,-0.163,4,0.820,0.231,0.979,""
0.400,159.545,839.504,103.229,-114.894,30.622,24.445,7.219,17.113,0.689,0.000,-0.156,4,0.420,0.283,0.979,""
0.420,160.154,839.991,103.370,-114.546,30.622,24.285,7.045,17.407,0.689,0.000,-0.148,4,0.287,0.290,0.979,""
0.440,160.742,840.474,103.508,-114.193,30.623,24.117,6.870,17.705,0.689,0.000,-0.141,4,0.248,0.310,0.979,""
0.460,161.352,840.954,103.642,-113.834,30.625,23.943,6.699,18.003,0.688,0.000,-0.133,4,0.420,0.316,0.979,""
0.480,161.962,841.430,103.772,-113.469,30.627,23.761,6.538,18.300,0.688,0.000,-0.125,4,0.981,0.337,0.979,""
0.500,162.554,841.902,103.900,-113.097,30.630,23.575,6.391,18.592,0.686,0.000,-0.117,4,1.726,0.345,0.979,""
0.520,163.165,842.370,104.025,-112.720,30.635,23.384,6.259,18.879,0.685,0.000,-0.109,4,2.543,0.349,0.979,""
0.540,163.776,842.834,104.148,-112.338,30.640,23.190,6.144,19.157,0.683,0.000,-0.100,4,3.430,0.347,0.979,""
0.560,164.375,843.295,104.269,-111.950,30.646,22.995,6.048,19.426,0.680,0.000,-0.092,4,4.390,0.338,0.980,""
0.580,164.988,843.751,104.389,-111.557,30.653,22.800,5.970,19.685,0.677,0.000,-0.083,4,5.358,0.330,0.980,""
0.600,165.601,844.204,104.507,-111.159,30.661,22.606,5.909,19.933,0.673,0.000,-0.074,4,6.278,0.311,0.980,""
0.620,166.207,844.653,104.624,-110.756,30.670,22.416,5.865,20.168,0.669,0.000,-0.066,4,7.155,0.294,0.980,""
0.640,166.821,845.098,104.741,-110.348,30.680,22.229,5.836,20.391,0.665,0.000,-0.057,4,7.960,0.274,0.980,""
0.660,167.435,845.539,104.857,-109.937,30.691,22.048,5.822,20.601,0.660,0.000,-0.048,4,8.713,0.254,0.980,""
0.680,168.048,845.977,104.974,-109.521,30.702,21.873,5.820,20.798,0.655,0.000,-0.039,4,9.380,0.229,0.979,""
0.700,168.663,846.411,105.090,-109.102,30.714,21.706,5.830,20.981,0.649,0.000,-0.030,4,9.967,0.208,0.979,""
0.720,169.278,846.842,105.207,-108.679,30.727,21.547,5.849,21.151,0.643,0.000,-0.022,4,10.451,0.184,0.979,""
0.740,169.899,847.270,105.325,-108.253,30.740,21.398,5.875,21.307,0.637,0.000,-0.013,4,10.863,0.162,0.979,""
0.760,170.515,847.696,105.443,-107.824,30.752,21.259,5.908,21.450,0.630,0.000,-0.005,4,11.208,0.144,0.979,""
0.780,171.130,848.118,105.562,-107.393,30.766,21.131,5.946,21.579,0.624,0.000,0.004,4,11.450,0.125,0.979,""
0.800,171.758,848.539,105.682,-106.959,30.779,21.014,5.986,21.695,0.617,0.000,0.012,4,11.612,0.108,0.979,""
0.820,172.374,848.957,105.802,-106.523,30.792,20.910,6.028,21.798,0.611,0.000,0.020,4,11.702,0.090,0.979,""
0.840,172.989,849.373,105.924,-106.085,30.804,20.818,6.073,21.888,0.604,0.000,0.028,4,11.797,0.073,0.979,""
0.860,173.624,849.788,106.046,-105.646,30.816,20.739,6.117,21.964,0.598,0.000,0.036,4,11.803,0.062,0.979,""
0.880,174.239,850.201,106.169,-105.206,30.828,20.673,6.160,22.028,0.592,0.000,0.043,4,11.768,0.069,0.979,""
0.900,174.855,850.613,106.293,-104.764,30.839,20.620,6.201,22.080,0.586,0.000,0.051,4,11.626,0.055,0.979,""
