t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,472.103,1044.828,153.428,40.943,23.509,-8.188,0.768,22.023,0.000,0.000,-0.095,2,11.528,3.442,0.999,"Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);"
0.040,472.557,1044.668,153.442,41.375,23.516,-8.201,0.655,22.043,0.246,0.000,-0.100,2,3.734,3.887,0.998,"Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);"
0.060,473.060,1044.508,153.461,41.808,23.486,-8.177,0.982,22.017,0.242,0.000,-0.104,4,21.390,4.714,0.996,"Ground_Mountain_2_3:(0.061, 0.988, -0.142);Ground_Mountain_2_3:(0.061, 0.988, -0.142);Ground_Mountain_2_3:(0.061, 0.988, -0.142);Ground_Mountain_2_3:(0.061, 0.988, -0.142);Ground_Mountain_2_3:(0.061, 0.988, -0.142);"
0.080,473.519,1044.348,153.489,42.241,23.455,-8.150,1.418,21.972,0.257,0.000,-0.108,4,26.653,4.256,0.995,"Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);"
0.100,473.980,1044.187,153.526,42.674,23.438,-8.136,1.879,21.920,0.273,0.000,-0.112,4,29.757,3.799,0.993,"Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);"
0.120,474.442,1044.026,153.573,43.108,23.432,-8.135,2.339,21.863,0.281,0.000,-0.116,4,31.288,3.086,0.991,"Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);"
0.140,474.949,1043.864,153.628,43.541,23.435,-8.147,2.772,21.805,0.284,0.000,-0.118,4,31.448,2.341,0.990,"Ground_Mountain_2_3:(0.064, 0.988, -0.142);Ground_Mountain_2_3:(0.064, 0.988, -0.142);Ground_Mountain_2_3:(0.064, 0.988, -0.142);Ground_Mountain_2_3:(0.064, 0.988, -0.142);"
0.160,475.415,1043.702,153.691,43.974,23.439,-8.165,3.187,21.742,0.282,0.000,-0.120,4,30.594,1.602,0.990,"Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);"
0.180,475.881,1043.538,153.762,44.407,23.442,-8.192,3.567,21.676,0.281,0.000,-0.122,4,28.852,1.080,0.989,"Ground_Mountain_2_3:(0.065, 0.988, -0.142);Ground_Mountain_2_3:(0.065, 0.988, -0.142);Ground_Mountain_2_3:(0.065, 0.988, -0.142);Ground_Mountain_2_3:(0.065, 0.988, -0.142);Ground_Mountain_2_3:(0.065, 0.988, -0.142);Ground_Mountain_2_3:(0.065, 0.988, -0.142);"
0.200,476.348,1043.374,153.840,44.838,23.444,-8.228,3.902,21.611,0.279,0.000,-0.124,4,26.568,0.735,0.989,"Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);"
0.220,476.855,1043.209,153.924,45.269,23.445,-8.276,4.185,21.548,0.278,0.000,-0.124,4,23.978,0.505,0.988,"Ground_Mountain_2_3:(0.068, 0.988, -0.140);"
0.240,477.322,1043.042,154.012,45.698,23.445,-8.335,4.415,21.488,0.278,0.000,-0.125,4,21.282,0.346,0.988,""
0.260,477.790,1042.874,154.104,46.126,23.445,-8.405,4.592,21.431,0.277,0.000,-0.125,4,18.611,0.240,0.988,""
0.280,478.258,1042.704,154.198,46.554,23.443,-8.485,4.718,21.378,0.278,0.000,-0.125,4,16.061,0.163,0.988,""
0.300,478.761,1042.533,154.294,46.980,23.442,-8.575,4.797,21.327,0.278,0.000,-0.124,4,13.693,0.123,0.988,""
0.320,479.229,1042.360,154.391,47.406,23.439,-8.674,4.835,21.280,0.279,0.000,-0.124,4,11.569,0.079,0.988,""
0.340,479.697,1042.184,154.488,47.831,23.437,-8.780,4.835,21.234,0.280,0.000,-0.123,4,9.707,0.052,0.988,""
