t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.440,485.846,1036.252,155.593,51.561,30.992,-12.949,5.644,27.638,0.503,0.000,-0.141,4,2.996,0.044,0.987,""
0.460,486.548,1035.989,155.703,52.112,30.990,-13.184,5.515,27.549,0.504,0.000,-0.137,4,3.027,0.048,0.987,""
0.480,487.167,1035.721,155.811,52.661,30.988,-13.423,5.388,27.456,0.505,0.000,-0.134,4,3.182,0.069,0.987,""
0.500,487.786,1035.448,155.917,53.209,30.986,-13.664,5.266,27.357,0.506,0.000,-0.131,4,3.439,0.083,0.987,""
0.520,488.484,1035.170,156.020,53.754,30.984,-13.906,5.152,27.255,0.507,0.000,-0.127,4,3.796,0.062,0.987,""
0.540,489.104,1034.887,156.121,54.297,30.983,-14.148,5.046,27.148,0.508,0.000,-0.124,4,4.241,0.075,0.987,""
0.560,489.724,1034.599,156.220,54.838,30.982,-14.389,4.950,27.038,0.508,0.000,-0.121,4,4.745,0.084,0.987,""
0.580,490.344,1034.307,156.317,55.377,30.982,-14.628,4.865,26.924,0.509,0.000,-0.117,4,5.287,0.082,0.987,""
0.600,491.035,1034.010,156.413,55.913,30.982,-14.865,4.789,26.807,0.509,0.000,-0.113,4,5.800,0.049,0.987,""
0.620,491.655,1033.708,156.507,56.447,30.982,-15.098,4.724,26.688,0.509,0.000,-0.109,4,6.283,0.047,0.988,""
0.640,492.275,1033.402,156.601,56.979,30.983,-15.328,4.668,26.567,0.509,0.000,-0.106,4,6.801,0.052,0.988,""
0.660,492.964,1033.091,156.693,57.508,30.985,-15.554,4.622,26.444,0.508,0.000,-0.102,4,7.287,0.059,0.988,""
0.680,493.585,1032.776,156.785,58.035,30.987,-15.775,4.585,26.320,0.508,0.000,-0.099,4,7.766,0.109,0.988,""
0.700,494.205,1032.456,156.876,58.559,30.989,-15.992,4.556,26.196,0.507,0.000,-0.095,4,8.172,0.080,0.988,""
0.720,494.889,1032.132,156.967,59.081,30.992,-16.203,4.533,26.071,0.505,0.000,-0.091,4,8.523,0.087,0.988,""
0.740,495.510,1031.804,157.057,59.600,30.995,-16.409,4.518,25.947,0.504,0.000,-0.088,4,8.847,0.081,0.988,""
0.760,496.131,1031.472,157.147,60.117,30.999,-16.610,4.508,25.823,0.502,0.000,-0.084,4,9.158,0.066,0.988,""
0.780,496.812,1031.136,157.237,60.631,31.003,-16.804,4.504,25.700,0.500,0.000,-0.081,4,9.470,0.094,0.988,""
0.800,497.433,1030.796,157.327,61.143,31.007,-16.993,4.504,25.579,0.498,0.000,-0.077,4,9.696,0.063,0.988,""
0.820,498.054,1030.453,157.417,61.652,31.012,-17.177,4.508,25.459,0.496,0.000,-0.074,4,9.860,0.077,0.988,""
0.840,498.675,1030.106,157.508,62.159,31.017,-17.354,4.514,25.341,0.494,0.000,-0.071,4,9.971,0.074,0.988,""
0.860,499.353,1029.756,157.598,62.664,31.022,-17.526,4.521,25.226,0.492,0.000,-0.067,4,10.042,0.082,0.988,""
0.880,499.974,1029.402,157.689,63.166,31.027,-17.692,4.528,25.113,0.489,0.000,-0.064,4,10.073,0.090,0.988,""
0.900,500.595,1029.045,157.780,63.667,31.033,-17.852,4.535,25.002,0.486,0.000,-0.061,4,10.049,0.102,0.988,""
0.920,501.272,1028.685,157.870,64.165,31.038,-18.007,4.541,24.895,0.484,0.000,-0.058,4,9.985,0.061,0.989,""
0.940,501.894,1028.322,157.961,64.661,31.044,-18.156,4.545,24.791,0.481,0.000,-0.055,4,9.896,0.076,0.989,""
0.960,502.515,1027.956,158.052,65.155,31.050,-18.299,4.548,24.691,0.478,0.000,-0.052,4,9.804,0.073,0.989,""
0.980,503.189,1027.588,158.143,65.647,31.056,-18.438,4.548,24.594,0.475,0.000,-0.049,4,9.732,0.120,0.989,""
1.000,503.810,1027.216,158.234,66.137,31.062,-18.570,4.548,24.500,0.472,0.000,-0.046,4,9.691,0.050,0.989,""
1.020,504.432,1026.842,158.325,66.626,31.068,-18.698,4.546,24.409,0.469,0.000,-0.044,4,9.610,0.067,0.989,""
1.040,505.053,1026.466,158.416,67.112,31.074,-18.820,4.543,24.322,0.466,0.000,-0.041,4,9.523,0.073,0.989,""
1.060,505.727,1026.087,158.507,67.597,31.080,-18.937,4.537,24.238,0.463,0.000,-0.039,4,9.443,0.080,0.989,""
1.080,506.348,1025.706,158.597,68.081,31.087,-19.050,4.530,24.158,0.460,0.000,-0.037,4,9.350,0.054,0.989,""
1.100,506.970,1025.323,158.688,68.563,31.093,-19.157,4.521,24.081,0.457,0.000,-0.034,4,9.241,0.047,0.989,""
1.120,507.642,1024.938,158.778,69.043,31.099,-19.260,4.510,24.008,0.454,0.000,-0.032,4,9.158,0.031,0.989,""
1.140,508.264,1024.551,158.868,69.522,31.105,-19.358,4.498,23.938,0.451,0.000,-0.030,4,9.071,0.052,0.989,""
1.160,508.886,1024.162,158.958,70.000,31.110,-19.451,4.484,23.871,0.448,0.000,-0.028,4,9.011,0.079,0.989,""
1.180,509.508,1023.771,159.047,70.476,31.116,-19.541,4.469,23.808,0.445,0.000,-0.027,4,8.942,0.070,0.989,""
1.200,510.179,1023.378,159.136,70.951,31.122,-19.626,4.453,23.748,0.442,0.000,-0.025,4,8.892,0.060,0.989,""
1.220,510.801,1022.984,159.225,71.425,31.128,-19.707,4.435,23.691,0.439,0.000,-0.023,4,8.827,0.068,0.990,""
1.240,511.423,1022.589,159.313,71.898,31.133,-19.783,4.417,23.636,0.436,0.000,-0.022,4,8.804,0.099,0.990,""
1.260,512.094,1022.192,159.401,72.370,31.139,-19.856,4.401,23.585,0.433,0.000,-0.021,4,8.855,0.104,0.990,""
1.280,512.717,1021.793,159.489,72.841,31.144,-19.925,4.386,23.536,0.431,0.000,-0.019,4,8.987,0.163,0.990,""
1.300,513.339,1021.393,159.577,73.311,31.149,-19.990,4.377,23.489,0.428,0.000,-0.018,4,9.198,0.095,0.990,""
1.320,514.013,1020.993,159.664,73.780,31.154,-20.051,4.372,23.443,0.425,0.000,-0.017,4,9.473,0.106,0.990,""
1.340,514.635,1020.591,159.752,74.248,31.159,-20.108,4.375,23.400,0.423,0.000,-0.016,4,9.829,0.094,0.990,""
1.360,515.258,1020.188,159.839,74.715,31.163,-20.161,4.386,23.358,0.421,0.000,-0.015,4,10.236,0.110,0.990,""
1.380,515.880,1019.784,159.927,75.181,31.167,-20.210,4.409,23.316,0.418,0.000,-0.014,4,10.832,0.077,0.989,""
1.400,516.559,1019.379,160.016,75.646,31.171,-20.255,4.445,23.275,0.416,0.000,-0.013,4,11.472,0.035,0.989,""
1.420,517.182,1018.974,160.106,76.110,31.174,-20.295,4.497,23.234,0.415,0.000,-0.013,4,12.297,0.087,0.989,""
1.440,517.804,1018.568,160.197,76.574,31.176,-20.331,4.567,23.192,0.413,0.000,-0.012,4,13.172,0.085,0.989,""
1.460,518.479,1018.161,160.290,77.036,31.179,-20.363,4.653,23.150,0.412,0.000,-0.012,4,14.029,0.097,0.988,""
1.480,519.101,1017.754,160.385,77.498,31.180,-20.390,4.758,23.106,0.411,0.000,-0.011,4,14.933,0.153,0.988,""
1.500,519.723,1017.347,160.483,77.958,31.181,-20.413,4.878,23.062,0.410,0.000,-0.011,4,15.728,0.254,0.987,""
1.520,520.345,1016.939,160.583,78.418,31.182,-20.431,5.016,23.017,0.409,0.000,-0.010,4,16.655,0.226,0.987,""
1.540,521.019,1016.531,160.686,78.876,31.182,-20.445,5.169,22.970,0.409,0.000,-0.010,4,17.396,0.319,0.986,""
1.560,521.641,1016.123,160.792,79.334,31.181,-20.456,5.334,22.922,0.409,0.000,-0.010,4,18.013,0.380,0.986,""
1.580,522.263,1015.714,160.902,79.790,31.180,-20.463,5.508,22.873,0.409,0.000,-0.010,4,18.461,0.370,0.985,""
1.600,522.935,1015.306,161.016,80.246,31.179,-20.467,5.689,22.824,0.410,0.000,-0.010,4,18.800,0.310,0.984,""
1.620,523.557,1014.898,161.133,80.700,31.177,-20.468,5.875,22.774,0.411,0.000,-0.010,4,19.108,0.289,0.984,""
1.640,524.179,1014.489,161.254,81.154,31.175,-20.466,6.065,22.724,0.411,0.000,-0.010,4,19.290,0.349,0.983,""
1.660,524.801,1014.081,161.379,81.607,31.173,-20.463,6.254,22.674,0.412,0.000,-0.010,4,19.236,0.451,0.982,""
1.680,525.469,1013.673,161.508,82.058,31.170,-20.457,6.440,22.624,0.414,0.000,-0.010,4,19.100,0.412,0.981,""
1.700,526.091,1013.265,161.640,82.509,31.167,-20.450,6.623,22.575,0.415,0.000,-0.010,4,18.968,0.349,0.981,""
1.720,526.712,1012.857,161.776,82.958,31.164,-20.442,6.805,22.525,0.416,0.000,-0.010,4,18.893,0.327,0.980,"Ground_Mountain_2_3:(0.160, 0.972, -0.171);"
1.740,527.379,1012.450,161.915,83.407,31.160,-20.433,6.983,22.476,0.418,0.000,-0.010,4,18.720,0.423,0.979,"Ground_Mountain_2_3:(0.159, 0.970, -0.181);Ground_Mountain_2_3:(0.159, 0.970, -0.181);Ground_Mountain_2_3:(0.159, 0.970, -0.181);"
1.760,528.001,1012.042,162.058,83.855,31.156,-20.423,7.152,22.427,0.420,0.000,-0.011,4,18.325,0.498,0.978,"Ground_Mountain_2_3:(0.159, 0.970, -0.186);Ground_Mountain_2_3:(0.159, 0.970, -0.186);"
1.780,528.623,1011.635,162.204,84.301,31.152,-20.413,7.316,22.379,0.422,0.000,-0.011,4,18.024,0.370,0.977,"Ground_Mountain_2_3:(0.163, 0.969, -0.187);Ground_Mountain_2_3:(0.163, 0.969, -0.187);Ground_Mountain_2_3:(0.163, 0.969, -0.187);Ground_Mountain_2_3:(0.163, 0.969, -0.187);Ground_Mountain_2_3:(0.163, 0.969, -0.187);"
1.800,529.291,1011.228,162.353,84.747,31.147,-20.402,7.474,22.331,0.424,0.000,-0.011,4,17.667,0.338,0.977,"Ground_Mountain_2_3:(0.163, 0.969, -0.187);Ground_Mountain_2_3:(0.163, 0.969, -0.187);Ground_Mountain_2_3:(0.163, 0.969, -0.187);Ground_Mountain_2_3:(0.163, 0.969, -0.187);Ground_Mountain_2_3:(0.163, 0.969, -0.187);"
1.820,529.912,1010.821,162.505,85.192,31.142,-20.391,7.626,22.284,0.426,0.000,-0.012,4,17.426,0.382,0.976,"Ground_Mountain_2_3:(0.167, 0.967, -0.192);Ground_Mountain_2_3:(0.167, 0.967, -0.192);Ground_Mountain_2_3:(0.167, 0.967, -0.192);Ground_Mountain_2_3:(0.167, 0.967, -0.192);Ground_Mountain_2_3:(0.167, 0.967, -0.192);"
1.840,530.534,1010.414,162.660,85.636,31.136,-20.380,7.770,22.238,0.429,0.000,-0.012,4,17.040,0.468,0.975,"Ground_Mountain_2_3:(0.168, 0.966, -0.199);Ground_Mountain_2_3:(0.168, 0.966, -0.199);"
1.860,531.155,1010.008,162.818,86.079,31.131,-20.370,7.905,22.192,0.432,0.000,-0.013,4,16.548,0.376,0.974,"Ground_Mountain_2_3:(0.168, 0.966, -0.199);Ground_Mountain_2_3:(0.168, 0.966, -0.199);"
1.880,531.820,1009.602,162.979,86.521,31.124,-20.359,8.035,22.147,0.435,0.000,-0.014,4,16.308,0.394,0.973,"Ground_Mountain_2_3:(0.176, 0.964, -0.198);Ground_Mountain_2_3:(0.176, 0.964, -0.198);"
1.900,532.441,1009.196,163.141,86.962,31.118,-20.349,8.160,22.101,0.438,0.000,-0.014,4,16.057,0.279,0.972,"Ground_Mountain_2_3:(0.185, 0.963, -0.198);"
1.920,533.062,1008.790,163.307,87.402,31.111,-20.339,8.282,22.056,0.441,0.000,-0.015,4,15.876,0.366,0.971,""
1.940,533.724,1008.384,163.474,87.841,31.103,-20.329,8.397,22.011,0.445,0.000,-0.016,4,15.557,0.449,0.970,""
1.960,534.345,1007.979,163.644,88.280,31.096,-20.321,8.506,21.966,0.448,0.000,-0.017,4,15.234,0.367,0.969,""
1.980,534.966,1007.573,163.816,88.717,31.088,-20.313,8.610,21.921,0.452,0.000,-0.017,4,15.020,0.418,0.969,""
2.000,535.586,1007.168,163.990,89.154,31.080,-20.304,8.714,21.876,0.456,0.000,-0.018,4,14.942,0.319,0.968,""
2.020,536.247,1006.763,164.166,89.590,31.071,-20.297,8.816,21.830,0.460,0.000,-0.019,4,14.870,0.399,0.967,""
2.040,536.868,1006.358,164.344,90.024,31.062,-20.290,8.914,21.783,0.465,0.000,-0.020,4,14.676,0.387,0.966,""
2.060,537.488,1005.954,164.524,90.458,31.053,-20.284,9.008,21.736,0.469,0.000,-0.021,4,14.510,0.340,0.965,""
2.080,538.148,1005.549,164.705,90.891,31.043,-20.279,9.101,21.688,0.474,0.000,-0.022,4,14.416,0.353,0.964,""
2.100,538.767,1005.144,164.889,91.323,31.034,-20.274,9.193,21.640,0.478,0.000,-0.022,4,14.358,0.352,0.963,""
2.120,539.387,1004.740,165.074,91.754,31.024,-20.270,9.283,21.591,0.483,0.000,-0.023,4,14.240,0.428,0.962,""
2.140,540.007,1004.335,165.261,92.184,31.014,-20.268,9.370,21.540,0.488,0.000,-0.024,4,14.109,0.400,0.961,""
2.160,540.664,1003.931,165.450,92.613,31.003,-20.265,9.455,21.489,0.493,0.000,-0.024,4,14.012,0.329,0.960,""
2.180,541.283,1003.527,165.641,93.041,30.993,-20.264,9.541,21.437,0.498,0.000,-0.025,4,14.056,0.339,0.959,""
2.200,541.902,1003.122,165.833,93.468,30.982,-20.263,9.627,21.384,0.504,0.000,-0.025,4,14.056,0.307,0.958,""
2.220,542.556,1002.718,166.027,93.894,30.971,-20.263,9.712,21.330,0.509,0.000,-0.025,4,13.998,0.380,0.957,""
2.240,543.174,1002.313,166.222,94.319,30.961,-20.264,9.796,21.275,0.514,0.000,-0.025,4,13.913,0.410,0.956,""
2.260,543.793,1001.909,166.419,94.743,30.949,-20.262,9.867,21.227,0.520,0.000,-0.026,4,13.335,2.109,0.955,""
2.280,544.411,1001.504,166.617,95.167,30.937,-20.274,9.885,21.189,0.525,0.000,-0.025,4,10.598,1.867,0.955,""
2.300,545.012,1001.098,166.814,95.591,30.922,-20.310,9.848,21.152,0.532,0.000,-0.023,3,8.004,2.764,0.956,""
2.320,545.629,1000.690,167.010,96.016,30.907,-20.350,9.747,21.141,0.539,0.000,-0.022,3,4.702,3.267,0.958,""
2.340,546.246,1000.281,167.203,96.441,30.891,-20.401,9.620,21.132,0.547,0.000,-0.020,2,2.836,2.315,0.960,""
2.360,546.622,999.871,167.393,96.866,30.878,-20.446,9.456,21.145,0.554,0.000,-0.019,2,1.098,2.231,0.962,""
2.380,547.182,999.460,167.579,97.292,30.865,-20.497,9.278,21.160,0.561,0.000,-0.016,2,0.353,1.932,0.964,""
2.400,547.742,999.049,167.761,97.718,30.792,-20.488,9.078,21.152,0.567,0.000,-0.013,1,0.000,0.725,0.966,""
2.420,548.304,998.638,167.940,98.144,30.720,-20.480,8.878,21.143,0.604,0.000,-0.010,0,0.000,0.687,0.968,""
2.440,548.650,998.228,168.114,98.569,30.648,-20.472,8.679,21.135,0.640,0.000,-0.007,0,0.000,0.649,0.970,""
2.460,548.709,997.817,168.284,98.995,30.577,-20.464,8.479,21.127,0.676,0.000,-0.003,0,0.000,0.611,0.972,""
2.480,549.155,997.407,168.450,99.420,30.506,-20.456,8.279,21.118,0.712,0.000,0.001,0,0.000,0.574,0.974,""
2.500,549.602,996.996,168.613,99.845,30.437,-20.448,8.080,21.110,0.747,0.000,0.004,0,0.000,0.538,0.976,""
2.520,550.051,996.586,168.771,100.270,30.368,-20.439,7.881,21.101,0.782,0.000,0.007,0,0.000,0.502,0.978,""
2.540,550.502,996.176,168.925,100.695,30.299,-20.431,7.681,21.093,0.816,0.000,0.011,0,0.000,0.468,0.980,""
2.560,550.893,995.766,169.075,101.120,30.232,-20.423,7.482,21.084,0.850,0.000,0.014,0,0.000,0.434,0.981,""
2.580,550.893,995.356,169.222,101.544,30.165,-20.415,7.283,21.076,0.884,0.000,0.019,0,0.000,0.403,0.983,""
2.600,551.275,994.946,169.364,101.968,30.099,-20.407,7.084,21.067,0.918,0.000,0.023,0,0.000,0.373,0.985,""
2.620,551.682,994.536,169.502,102.392,30.033,-20.399,6.885,21.059,0.951,0.000,0.026,0,0.000,0.346,0.986,""
2.640,552.091,994.127,169.636,102.816,29.969,-20.390,6.686,21.051,0.983,0.000,0.029,0,0.000,0.322,0.988,""
2.660,552.503,993.717,169.767,103.240,29.905,-20.382,6.487,21.042,1.000,0.000,0.032,0,0.000,0.301,0.989,""
2.680,552.916,993.308,169.893,103.664,29.842,-20.374,6.289,21.034,1.000,0.000,0.035,0,0.000,0.283,0.990,""
2.700,553.618,992.898,170.015,104.087,29.780,-20.366,6.090,21.025,1.000,0.000,0.035,0,0.000,0.271,0.991,""
2.720,554.051,992.489,170.133,104.510,29.719,-20.358,5.891,21.017,1.000,0.000,0.037,0,0.000,0.263,0.992,""
2.740,554.485,992.080,170.247,104.933,29.658,-20.350,5.693,21.009,1.000,0.000,0.038,0,0.000,0.260,0.993,""
2.760,560.209,991.672,170.358,105.356,29.599,-20.341,5.495,21.000,1.000,0.000,0.008,0,0.000,0.262,0.994,""
2.780,560.801,991.263,170.464,105.778,29.541,-20.333,5.296,20.992,1.000,0.000,0.007,0,0.000,0.268,0.995,""
2.800,561.571,990.854,170.566,106.201,29.484,-20.325,5.098,20.983,1.000,0.000,0.005,0,0.000,0.278,0.996,""
2.820,562.163,990.446,170.664,106.623,29.429,-20.317,4.900,20.975,1.000,0.000,0.005,0,0.000,0.291,0.996,""
2.840,562.754,990.038,170.758,107.045,29.374,-20.309,4.702,20.967,1.000,0.000,0.003,0,0.000,0.306,0.997,""
2.860,563.318,989.630,170.849,107.466,29.321,-20.301,4.504,20.958,1.000,0.000,0.002,0,0.000,0.324,0.997,""
2.880,563.908,989.222,170.935,107.888,29.270,-20.293,4.306,20.950,1.000,0.000,0.001,0,0.000,0.342,0.998,""
2.900,564.498,988.814,171.017,108.309,29.220,-20.285,4.108,20.941,1.000,0.000,-0.001,0,0.000,0.361,0.998,""
2.920,565.103,988.406,171.095,108.730,29.171,-20.276,3.910,20.933,1.000,0.000,-0.003,0,0.000,0.381,0.998,""
2.940,565.692,987.999,171.170,109.151,29.124,-20.268,3.713,20.925,1.000,0.000,-0.005,0,0.000,0.400,0.998,""
2.960,566.280,987.591,171.240,109.571,29.079,-20.260,3.515,20.916,1.000,0.000,-0.007,0,0.000,0.420,0.998,""
2.980,566.911,987.184,171.306,109.991,29.035,-20.252,3.317,20.908,1.000,0.000,-0.009,0,0.000,0.439,0.998,""
3.000,567.498,986.778,171.369,110.411,28.994,-20.244,3.120,20.900,1.000,0.000,-0.012,0,0.000,0.458,0.998,""
3.020,568.085,986.371,171.427,110.831,28.954,-20.236,2.923,20.891,1.000,0.000,-0.014,0,0.000,0.476,0.998,""
3.040,568.749,985.964,171.482,111.251,28.916,-20.228,2.725,20.883,1.000,0.000,-0.017,0,0.000,0.493,0.998,""
3.060,569.335,985.558,171.532,111.670,28.880,-20.220,2.528,20.874,1.000,0.000,-0.020,0,0.000,0.510,0.998,""
3.080,569.920,985.152,171.579,112.089,28.846,-20.212,2.331,20.866,1.000,0.000,-0.023,0,0.000,0.526,0.997,""
3.100,570.505,984.746,171.621,112.508,28.814,-20.204,2.134,20.858,1.000,0.000,-0.026,0,0.000,0.541,0.997,""
3.120,571.191,984.340,171.660,112.926,28.785,-20.196,1.937,20.849,1.000,0.000,-0.029,0,0.000,0.555,0.997,""
3.140,571.774,983.934,171.694,113.344,28.757,-20.187,1.740,20.841,1.000,0.000,-0.033,0,0.000,0.568,0.996,""
3.160,572.357,983.529,171.725,113.762,28.731,-20.179,1.543,20.833,1.000,0.000,-0.036,0,0.000,0.580,0.996,""
3.180,573.024,983.124,171.752,114.180,28.708,-20.171,1.347,20.824,1.000,0.000,-0.040,0,0.000,0.591,0.996,""
3.200,573.605,982.719,171.775,114.598,28.686,-20.163,1.150,20.816,1.000,0.000,-0.043,0,0.000,0.601,0.995,""
3.220,574.186,982.314,171.794,115.015,28.667,-20.155,0.953,20.808,1.000,0.000,-0.047,0,0.000,0.610,0.995,""
3.240,574.766,981.910,171.809,115.432,28.650,-20.147,0.757,20.799,1.000,0.000,-0.051,0,0.000,0.618,0.994,""
3.260,575.413,981.505,171.820,115.849,28.635,-20.139,0.560,20.791,1.000,0.000,-0.055,0,0.000,0.625,0.994,""
3.280,575.992,981.101,171.827,116.265,28.621,-20.131,0.364,20.783,1.000,0.000,-0.060,0,0.000,0.631,0.993,""
3.300,576.569,980.697,171.830,116.681,28.610,-20.123,0.168,20.775,1.000,0.000,-0.064,0,0.000,0.636,0.993,""
3.320,577.205,980.294,171.829,117.097,28.601,-20.115,-0.028,20.766,1.000,0.000,-0.068,0,0.000,0.640,0.993,""
3.340,577.781,979.890,171.825,117.513,28.594,-20.107,-0.225,20.758,1.000,0.000,-0.073,0,0.000,0.643,0.992,""
3.360,578.356,979.487,171.816,117.929,28.588,-20.099,-0.421,20.750,1.000,0.000,-0.078,0,0.000,0.645,0.992,""
