t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
1.280,491.774,1038.286,156.413,59.015,15.631,-8.139,2.359,13.137,0.185,0.000,-0.042,4,9.569,0.029,0.989,""
1.300,492.087,1038.123,156.460,59.277,15.631,-8.174,2.355,13.116,0.184,0.000,-0.041,4,9.532,0.034,0.989,""
1.320,492.400,1037.959,156.507,59.539,15.632,-8.208,2.352,13.096,0.184,0.000,-0.040,4,9.505,0.040,0.989,""
1.340,492.708,1037.794,156.554,59.801,15.632,-8.242,2.347,13.075,0.184,0.000,-0.040,4,9.485,0.031,0.989,""
1.360,493.021,1037.629,156.601,60.062,15.632,-8.275,2.343,13.056,0.184,0.000,-0.039,4,9.471,0.032,0.989,""
1.380,493.333,1037.463,156.648,60.323,15.633,-8.308,2.338,13.036,0.184,0.000,-0.038,4,9.466,0.038,0.989,""
1.400,493.646,1037.296,156.694,60.583,15.633,-8.340,2.333,13.017,0.184,0.000,-0.038,4,9.467,0.039,0.989,""
1.420,493.959,1037.129,156.741,60.843,15.633,-8.371,2.329,12.998,0.183,0.000,-0.037,4,9.476,0.031,0.989,""
1.440,494.271,1036.961,156.788,61.103,15.634,-8.402,2.325,12.979,0.183,0.000,-0.036,4,9.479,0.035,0.989,""
1.460,494.580,1036.792,156.834,61.362,15.634,-8.432,2.320,12.961,0.183,0.000,-0.036,4,9.491,0.039,0.989,""
1.480,494.892,1036.623,156.880,61.621,15.634,-8.461,2.317,12.943,0.183,0.000,-0.035,4,9.507,0.036,0.989,""
1.500,495.205,1036.453,156.927,61.880,15.635,-8.490,2.313,12.925,0.183,0.000,-0.034,4,9.509,0.032,0.989,""
1.520,495.518,1036.283,156.973,62.138,15.635,-8.519,2.309,12.907,0.183,0.000,-0.034,4,9.525,0.037,0.989,""
1.540,495.831,1036.112,157.019,62.396,15.635,-8.547,2.306,12.889,0.182,0.000,-0.033,4,9.543,0.042,0.989,""
1.560,496.143,1035.941,157.065,62.653,15.636,-8.574,2.303,12.872,0.182,0.000,-0.033,4,9.561,0.043,0.989,""
1.580,496.456,1035.769,157.111,62.910,15.636,-8.601,2.301,12.855,0.182,0.000,-0.032,4,9.572,0.028,0.989,""
1.600,496.765,1035.596,157.157,63.167,15.636,-8.628,2.298,12.838,0.182,0.000,-0.032,4,9.586,0.032,0.989,""
1.620,497.078,1035.423,157.203,63.424,15.637,-8.654,2.296,12.821,0.182,0.000,-0.031,4,9.599,0.036,0.989,""
1.640,497.390,1035.250,157.249,63.680,15.637,-8.679,2.295,12.805,0.182,0.000,-0.031,4,9.611,0.036,0.989,""
1.660,497.703,1035.076,157.295,63.936,15.637,-8.704,2.293,12.788,0.181,0.000,-0.030,4,9.607,0.033,0.989,""
1.680,498.016,1034.901,157.340,64.191,15.638,-8.729,2.291,12.772,0.181,0.000,-0.030,4,9.605,0.037,0.989,""
1.700,498.329,1034.726,157.386,64.447,15.638,-8.753,2.289,12.756,0.181,0.000,-0.030,4,9.604,0.041,0.989,""
1.720,498.642,1034.551,157.432,64.702,15.638,-8.776,2.287,12.741,0.181,0.000,-0.029,4,9.606,0.043,0.989,""
1.740,498.951,1034.375,157.478,64.956,15.639,-8.800,2.285,12.726,0.181,0.000,-0.029,4,9.593,0.030,0.989,""
1.760,499.264,1034.198,157.523,65.211,15.639,-8.823,2.282,12.710,0.181,0.000,-0.028,4,9.590,0.032,0.989,""
1.780,499.577,1034.021,157.569,65.465,15.639,-8.845,2.280,12.696,0.180,0.000,-0.028,4,9.590,0.036,0.989,""
1.800,499.889,1033.844,157.614,65.718,15.640,-8.867,2.278,12.681,0.180,0.000,-0.027,4,9.591,0.028,0.989,""
1.820,500.202,1033.667,157.660,65.972,15.640,-8.889,2.275,12.666,0.180,0.000,-0.027,4,9.583,0.030,0.989,""
1.840,500.515,1033.488,157.705,66.225,15.640,-8.911,2.273,12.652,0.180,0.000,-0.027,4,9.582,0.033,0.989,""
1.860,500.828,1033.310,157.751,66.478,15.641,-8.932,2.270,12.638,0.180,0.000,-0.027,4,9.583,0.035,0.989,""
1.880,501.137,1033.131,157.796,66.730,15.641,-8.953,2.268,12.624,0.180,0.000,-0.026,4,9.584,0.026,0.989,""
1.900,501.450,1032.951,157.842,66.983,15.642,-8.973,2.265,12.610,0.179,0.000,-0.026,4,9.575,0.029,0.989,""
1.920,501.763,1032.771,157.887,67.235,15.642,-8.994,2.263,12.597,0.179,0.000,-0.025,4,9.571,0.033,0.989,""
1.940,502.076,1032.591,157.932,67.486,15.642,-9.014,2.260,12.584,0.179,0.000,-0.025,4,9.569,0.036,0.989,""
1.960,502.389,1032.411,157.977,67.738,15.643,-9.033,2.257,12.570,0.179,0.000,-0.025,4,9.567,0.026,0.989,""
1.980,502.702,1032.229,158.022,67.989,15.643,-9.053,2.254,12.557,0.179,0.000,-0.025,4,9.555,0.031,0.989,""
2.000,503.015,1032.048,158.067,68.240,15.643,-9.072,2.251,12.545,0.179,0.000,-0.025,4,9.547,0.035,0.989,""
2.020,503.325,1031.866,158.112,68.491,15.644,-9.091,2.248,12.532,0.178,0.000,-0.024,4,9.546,0.038,0.989,""
2.040,503.637,1031.684,158.157,68.741,15.644,-9.109,2.245,12.519,0.178,0.000,-0.024,4,9.544,0.025,0.989,""
2.060,503.950,1031.502,158.202,68.992,15.644,-9.128,2.241,12.507,0.178,0.000,-0.024,4,9.533,0.028,0.990,""
2.080,504.263,1031.319,158.247,69.242,15.645,-9.146,2.238,12.495,0.178,0.000,-0.023,4,9.529,0.031,0.990,""
2.100,504.576,1031.136,158.291,69.491,15.645,-9.164,2.234,12.483,0.178,0.000,-0.023,4,9.530,0.035,0.990,""
2.120,504.889,1030.952,158.336,69.741,15.646,-9.182,2.230,12.471,0.177,0.000,-0.023,4,9.530,0.026,0.990,""
2.140,505.202,1030.768,158.381,69.990,15.646,-9.199,2.227,12.459,0.177,0.000,-0.023,4,9.521,0.031,0.990,""
2.160,505.512,1030.584,158.425,70.239,15.646,-9.217,2.223,12.447,0.177,0.000,-0.023,4,9.518,0.035,0.990,""
2.180,505.825,1030.399,158.469,70.488,15.647,-9.234,2.219,12.436,0.177,0.000,-0.023,4,9.520,0.038,0.990,""
2.200,506.138,1030.214,158.514,70.737,15.647,-9.251,2.215,12.424,0.177,0.000,-0.022,4,9.523,0.028,0.990,""
2.220,506.451,1030.029,158.558,70.985,15.648,-9.267,2.212,12.413,0.176,0.000,-0.022,4,9.518,0.031,0.990,""
2.240,506.764,1029.843,158.602,71.233,15.648,-9.284,2.208,12.402,0.176,0.000,-0.022,4,9.518,0.034,0.990,""
2.260,507.077,1029.657,158.646,71.481,15.649,-9.301,2.204,12.391,0.176,0.000,-0.022,4,9.522,0.037,0.990,""
2.280,507.388,1029.471,158.690,71.729,15.649,-9.317,2.201,12.380,0.176,0.000,-0.022,4,9.531,0.026,0.990,""
2.300,507.701,1029.284,158.734,71.976,15.649,-9.333,2.197,12.369,0.176,0.000,-0.022,4,9.526,0.031,0.990,""
2.320,508.014,1029.097,158.778,72.224,15.650,-9.349,2.193,12.358,0.175,0.000,-0.022,4,9.526,0.035,0.990,""
2.340,508.327,1028.910,158.822,72.471,15.650,-9.365,2.190,12.347,0.175,0.000,-0.021,4,9.532,0.037,0.990,""
2.360,508.640,1028.723,158.866,72.717,15.651,-9.380,2.186,12.336,0.175,0.000,-0.021,4,9.537,0.025,0.990,""
2.380,508.953,1028.535,158.909,72.964,15.651,-9.396,2.183,12.326,0.175,0.000,-0.021,4,9.531,0.027,0.990,""
2.400,509.266,1028.346,158.953,73.210,15.651,-9.411,2.179,12.315,0.174,0.000,-0.021,4,9.530,0.031,0.990,""
2.420,509.577,1028.158,158.996,73.457,15.652,-9.427,2.175,12.305,0.174,0.000,-0.021,4,9.534,0.035,0.990,""
2.440,509.890,1027.969,159.040,73.703,15.652,-9.442,2.172,12.294,0.174,0.000,-0.021,4,9.540,0.033,0.990,""
2.460,510.203,1027.780,159.083,73.948,15.653,-9.457,2.168,12.284,0.174,0.000,-0.021,4,9.532,0.031,0.990,""
2.480,510.517,1027.591,159.127,74.194,15.653,-9.472,2.165,12.273,0.174,0.000,-0.021,4,9.530,0.036,0.990,""
2.500,510.830,1027.401,159.170,74.439,15.654,-9.486,2.161,12.263,0.173,0.000,-0.020,4,9.535,0.040,0.990,""
2.520,511.143,1027.211,159.213,74.684,15.654,-9.501,2.158,12.253,0.173,0.000,-0.020,4,9.548,0.039,0.990,""
2.540,511.456,1027.021,159.256,74.929,15.655,-9.516,2.155,12.243,0.173,0.000,-0.020,4,9.561,0.042,0.990,""
2.560,511.769,1026.830,159.299,75.174,15.655,-9.530,2.152,12.232,0.173,0.000,-0.020,4,9.577,0.041,0.990,""
2.580,512.082,1026.639,159.342,75.419,15.655,-9.544,2.150,12.222,0.173,0.000,-0.020,4,9.599,0.039,0.990,""
2.600,512.395,1026.448,159.385,75.663,15.656,-9.559,2.148,12.212,0.172,0.000,-0.020,4,9.624,0.037,0.990,""
2.620,512.708,1026.257,159.428,75.907,15.656,-9.573,2.147,12.202,0.172,0.000,-0.020,4,9.663,0.041,0.990,""
2.640,513.021,1026.065,159.471,76.151,15.657,-9.587,2.147,12.191,0.172,0.000,-0.020,4,9.703,0.037,0.990,""
2.660,513.334,1025.873,159.514,76.395,15.657,-9.600,2.148,12.181,0.172,0.000,-0.020,4,9.756,0.030,0.990,""
2.680,513.648,1025.681,159.557,76.638,15.657,-9.614,2.150,12.170,0.172,0.000,-0.020,4,9.816,0.062,0.990,""
2.700,513.963,1025.488,159.600,76.881,15.657,-9.627,2.155,12.159,0.171,0.000,-0.020,4,9.938,0.057,0.990,""
2.720,514.276,1025.296,159.643,77.124,15.658,-9.640,2.162,12.148,0.171,0.000,-0.020,4,10.055,0.038,0.990,""
2.740,514.589,1025.103,159.687,77.367,15.658,-9.652,2.171,12.137,0.171,0.000,-0.020,4,10.189,0.014,0.990,""
2.760,514.902,1024.910,159.730,77.609,15.658,-9.664,2.183,12.125,0.171,0.000,-0.020,4,10.305,0.022,0.990,""
2.780,515.215,1024.717,159.774,77.851,15.658,-9.676,2.198,12.113,0.171,0.000,-0.020,4,10.449,0.041,0.990,""
2.800,515.528,1024.523,159.819,78.093,15.657,-9.687,2.216,12.100,0.171,0.000,-0.020,4,10.601,0.059,0.990,""
2.820,515.841,1024.329,159.863,78.334,15.657,-9.699,2.236,12.087,0.171,0.000,-0.020,4,10.727,0.082,0.990,""
2.840,516.163,1024.135,159.908,78.576,15.657,-9.709,2.258,12.073,0.171,0.000,-0.020,4,10.832,0.121,0.990,""
2.860,516.476,1023.941,159.954,78.817,15.656,-9.719,2.284,12.059,0.172,0.000,-0.019,4,11.002,0.082,0.989,""
2.880,516.788,1023.747,160.000,79.057,15.655,-9.729,2.314,12.045,0.172,0.000,-0.019,4,11.176,0.123,0.989,""
2.900,517.101,1023.553,160.047,79.297,15.654,-9.738,2.346,12.030,0.172,0.000,-0.019,4,11.328,0.134,0.989,""
2.920,517.414,1023.358,160.094,79.537,15.653,-9.747,2.380,12.015,0.173,0.000,-0.019,4,11.435,0.172,0.989,""
2.940,517.726,1023.163,160.143,79.777,15.651,-9.755,2.417,11.999,0.174,0.000,-0.019,4,11.552,0.119,0.988,""
2.960,518.038,1022.969,160.192,80.016,15.650,-9.763,2.457,11.982,0.174,0.000,-0.019,4,11.699,0.155,0.988,""
2.980,518.358,1022.773,160.242,80.255,15.648,-9.771,2.498,11.966,0.175,0.000,-0.019,4,11.775,0.191,0.988,""
3.000,518.671,1022.578,160.292,80.493,15.647,-9.778,2.540,11.949,0.176,0.000,-0.019,4,11.784,0.230,0.988,""
3.020,518.983,1022.383,160.344,80.732,15.645,-9.785,2.581,11.932,0.177,0.000,-0.019,4,11.793,0.169,0.987,""
3.040,519.295,1022.188,160.396,80.969,15.642,-9.792,2.624,11.914,0.178,0.000,-0.019,4,11.846,0.206,0.987,""
3.060,519.607,1021.992,160.449,81.207,15.640,-9.798,2.667,11.897,0.179,0.000,-0.019,4,11.846,0.203,0.987,""
3.080,519.919,1021.797,160.504,81.444,15.638,-9.804,2.709,11.879,0.180,0.000,-0.019,4,11.827,0.229,0.986,""
3.100,520.232,1021.601,160.558,81.681,15.635,-9.810,2.751,11.862,0.181,0.000,-0.019,4,11.773,0.234,0.986,""
3.120,520.552,1021.405,160.614,81.917,15.633,-9.816,2.792,11.844,0.182,0.000,-0.019,4,11.795,0.200,0.986,""
3.140,520.864,1021.209,160.671,82.153,15.630,-9.822,2.834,11.826,0.184,0.000,-0.019,4,11.791,0.201,0.985,""
3.160,521.176,1021.013,160.728,82.389,15.628,-9.827,2.875,11.808,0.185,0.000,-0.019,4,11.741,0.230,0.985,""
3.180,521.488,1020.817,160.786,82.624,15.625,-9.832,2.914,11.790,0.186,0.000,-0.019,4,11.653,0.223,0.985,""
3.200,521.800,1020.621,160.845,82.859,15.622,-9.838,2.952,11.772,0.188,0.000,-0.018,4,11.615,0.233,0.984,""
3.220,522.111,1020.425,160.905,83.094,15.619,-9.843,2.989,11.755,0.189,0.000,-0.018,4,11.535,0.261,0.984,""
3.240,522.423,1020.228,160.965,83.328,15.616,-9.849,3.024,11.737,0.191,0.000,-0.018,4,11.458,0.253,0.984,""
3.260,522.743,1020.032,161.026,83.562,15.613,-9.854,3.058,11.720,0.192,0.000,-0.018,4,11.354,0.243,0.983,""
3.280,523.055,1019.835,161.088,83.796,15.609,-9.860,3.090,11.702,0.194,0.000,-0.018,4,11.306,0.205,0.983,""
3.300,523.366,1019.638,161.150,84.029,15.606,-9.865,3.123,11.685,0.195,0.000,-0.018,4,11.298,0.201,0.983,""
3.320,523.678,1019.441,161.213,84.262,15.603,-9.870,3.154,11.668,0.197,0.000,-0.018,4,11.270,0.223,0.982,""
3.340,523.989,1019.244,161.277,84.494,15.599,-9.875,3.185,11.650,0.199,0.000,-0.018,4,11.224,0.215,0.982,""
3.360,524.300,1019.047,161.341,84.727,15.596,-9.881,3.216,11.633,0.200,0.000,-0.018,4,11.215,0.185,0.982,""
3.380,524.612,1018.850,161.406,84.958,15.593,-9.886,3.247,11.615,0.202,0.000,-0.018,4,11.204,0.212,0.981,""
3.400,524.930,1018.653,161.471,85.190,15.589,-9.891,3.277,11.598,0.204,0.000,-0.018,4,11.155,0.239,0.981,""
3.420,525.241,1018.455,161.537,85.421,15.586,-9.896,3.305,11.581,0.205,0.000,-0.018,4,11.077,0.267,0.980,""
3.440,525.552,1018.258,161.604,85.652,15.582,-9.902,3.332,11.564,0.207,0.000,-0.018,4,11.011,0.263,0.980,""
3.460,525.863,1018.060,161.671,85.882,15.578,-9.907,3.359,11.547,0.209,0.000,-0.018,4,11.012,0.215,0.980,""
3.480,526.174,1017.862,161.738,86.112,15.575,-9.912,3.386,11.529,0.211,0.000,-0.018,4,11.024,0.239,0.979,""
3.500,526.485,1017.664,161.806,86.342,15.571,-9.917,3.413,11.512,0.213,0.000,-0.018,4,11.001,0.234,0.979,""
3.520,526.795,1017.466,161.875,86.571,15.567,-9.922,3.440,11.495,0.214,0.000,-0.018,4,10.991,0.228,0.978,""
3.540,527.112,1017.268,161.944,86.801,15.564,-9.926,3.468,11.477,0.216,0.000,-0.018,4,11.046,0.186,0.978,""
3.560,527.423,1017.070,162.014,87.029,15.560,-9.931,3.497,11.460,0.218,0.000,-0.017,4,11.087,0.205,0.977,""
3.580,527.733,1016.872,162.084,87.258,15.556,-9.935,3.526,11.442,0.220,0.000,-0.017,4,11.079,0.225,0.977,""
3.600,528.044,1016.674,162.155,87.486,15.553,-9.939,3.554,11.425,0.222,0.000,-0.017,4,11.031,0.244,0.977,""
3.620,528.354,1016.475,162.227,87.713,15.549,-9.944,3.580,11.407,0.224,0.000,-0.017,4,10.962,0.245,0.976,""
3.640,528.665,1016.277,162.299,87.941,15.545,-9.948,3.607,11.390,0.226,0.000,-0.017,4,10.959,0.216,0.976,""
3.660,528.975,1016.078,162.371,88.168,15.542,-9.953,3.633,11.373,0.227,0.000,-0.017,4,10.938,0.210,0.975,""
3.680,529.295,1015.880,162.444,88.394,15.538,-9.957,3.659,11.356,0.229,0.000,-0.017,4,10.924,0.233,0.975,""
3.700,529.605,1015.681,162.518,88.621,15.534,-9.961,3.685,11.338,0.231,0.000,-0.017,4,10.906,0.178,0.975,""
3.720,529.915,1015.482,162.592,88.847,15.531,-9.965,3.712,11.321,0.233,0.000,-0.017,4,10.965,0.207,0.974,""
3.740,530.225,1015.283,162.667,89.072,15.527,-9.969,3.740,11.304,0.235,0.000,-0.017,4,10.991,0.204,0.974,""
3.760,530.535,1015.084,162.742,89.298,15.523,-9.972,3.767,11.286,0.237,0.000,-0.017,4,10.993,0.223,0.973,""
3.780,530.845,1014.885,162.818,89.522,15.519,-9.976,3.794,11.269,0.238,0.000,-0.017,4,10.952,0.242,0.973,""
3.800,531.155,1014.686,162.894,89.747,15.516,-9.980,3.820,11.251,0.240,0.000,-0.017,4,10.906,0.213,0.972,""
3.820,531.472,1014.487,162.971,89.971,15.512,-9.984,3.846,11.234,0.242,0.000,-0.016,4,10.898,0.232,0.972,""
3.840,531.781,1014.287,163.048,90.195,15.508,-9.987,3.872,11.217,0.244,0.000,-0.016,4,10.883,0.220,0.972,""
3.860,532.091,1014.088,163.126,90.419,15.505,-9.991,3.897,11.200,0.246,0.000,-0.016,4,10.852,0.209,0.971,""
3.880,532.400,1013.889,163.204,90.642,15.501,-9.994,3.922,11.183,0.248,0.000,-0.016,4,10.862,0.191,0.971,""
3.900,532.710,1013.689,163.283,90.865,15.498,-9.998,3.948,11.166,0.249,0.000,-0.016,4,10.880,0.212,0.970,""
3.920,533.019,1013.490,163.362,91.087,15.494,-10.001,3.975,11.149,0.251,0.000,-0.016,4,10.893,0.204,0.970,""
3.940,533.328,1013.290,163.442,91.310,15.490,-10.004,4.001,11.132,0.253,0.000,-0.016,4,10.886,0.192,0.969,""
3.960,533.637,1013.090,163.522,91.532,15.487,-10.007,4.027,11.115,0.255,0.000,-0.016,4,10.869,0.214,0.969,""
3.980,533.953,1012.891,163.603,91.753,15.483,-10.010,4.052,11.098,0.257,0.000,-0.016,4,10.853,0.197,0.968,""
4.000,534.262,1012.691,163.685,91.974,15.480,-10.013,4.078,11.081,0.258,0.000,-0.016,4,10.850,0.221,0.968,""
4.020,534.571,1012.491,163.767,92.195,15.476,-10.016,4.103,11.064,0.260,0.000,-0.016,4,10.815,0.245,0.968,""
