t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,472.101,1052.317,153.412,43.748,23.543,-8.200,0.670,22.059,0.000,0.000,-0.087,2,10.740,3.269,1.000,"Ground_Mountain_2_3:(0.052, 0.989, -0.137);Ground_Mountain_2_3:(0.052, 0.989, -0.137);Ground_Mountain_2_3:(0.052, 0.989, -0.137);Ground_Mountain_2_3:(0.000, 1.000, 0.000);Ground_Mountain_2_3:(0.000, 1.000, 0.000);"
0.040,472.560,1052.156,153.425,44.181,23.541,-8.198,0.670,22.063,0.228,0.000,-0.090,3,6.972,3.942,0.999,"Ground_Mountain_2_3:(0.052, 0.990, -0.132);Ground_Mountain_2_3:(0.052, 0.990, -0.132);Ground_Mountain_2_3:(0.052, 0.990, -0.132);Ground_Mountain_2_3:(0.052, 0.990, -0.132);Ground_Mountain_2_3:(0.052, 0.990, -0.132);Ground_Mountain_2_3:(0.007, 1.000, -0.023);Ground_Mountain_2_3:(0.007, 1.000, -0.023);Ground_Mountain_2_3:(0.138, 0.988, -0.064);"
0.060,472.880,1051.996,153.443,44.615,23.522,-8.188,0.918,22.044,0.229,0.000,-0.094,4,18.038,4.243,0.998,"Ground_Mountain_2_3:(0.052, 0.990, -0.131);Ground_Mountain_2_3:(0.052, 0.990, -0.131);Ground_Mountain_2_3:(0.052, 0.990, -0.131);Ground_Mountain_2_3:(0.052, 0.990, -0.131);Ground_Mountain_2_3:(0.015, 0.999, -0.046);"
0.080,473.340,1051.835,153.469,45.049,23.491,-8.165,1.305,22.002,0.239,0.000,-0.098,4,23.237,3.527,0.996,"Ground_Mountain_2_3:(0.073, 0.989, -0.128);Ground_Mountain_2_3:(0.073, 0.989, -0.128);Ground_Mountain_2_3:(0.073, 0.989, -0.128);Ground_Mountain_2_3:(0.073, 0.989, -0.128);"
0.100,473.801,1051.674,153.502,45.484,23.490,-8.178,1.653,21.972,0.254,0.000,-0.101,4,26.433,3.344,0.995,"Ground_Mountain_2_3:(0.069, 0.989, -0.128);Ground_Mountain_2_3:(0.069, 0.989, -0.128);Ground_Mountain_2_3:(0.069, 0.989, -0.128);Ground_Mountain_2_3:(0.069, 0.989, -0.128);Ground_Mountain_2_3:(0.069, 0.989, -0.128);"
0.120,474.264,1051.511,153.542,45.920,23.493,-8.191,2.034,21.934,0.255,0.000,-0.104,4,28.776,2.708,0.994,"Ground_Mountain_2_3:(0.053, 0.990, -0.130);Ground_Mountain_2_3:(0.053, 0.990, -0.130);Ground_Mountain_2_3:(0.053, 0.990, -0.130);Ground_Mountain_2_3:(0.053, 0.990, -0.130);Ground_Mountain_2_3:(0.053, 0.990, -0.130);"
0.140,474.598,1051.349,153.590,46.355,23.496,-8.206,2.428,21.887,0.253,0.000,-0.107,4,29.472,1.999,0.993,"Ground_Mountain_2_3:(0.055, 0.990, -0.129);Ground_Mountain_2_3:(0.055, 0.990, -0.129);Ground_Mountain_2_3:(0.055, 0.990, -0.129);Ground_Mountain_2_3:(0.055, 0.990, -0.129);Ground_Mountain_2_3:(0.055, 0.990, -0.129);Ground_Mountain_2_3:(0.055, 0.990, -0.129);"
0.160,475.064,1051.185,153.646,46.790,23.499,-8.227,2.812,21.834,0.252,0.000,-0.109,4,28.980,1.666,0.992,"Ground_Mountain_2_3:(0.068, 0.990, -0.123);Ground_Mountain_2_3:(0.068, 0.990, -0.123);Ground_Mountain_2_3:(0.068, 0.990, -0.123);Ground_Mountain_2_3:(0.068, 0.990, -0.123);Ground_Mountain_2_3:(0.068, 0.990, -0.123);Ground_Mountain_2_3:(0.068, 0.990, -0.123);"
0.180,475.531,1051.021,153.709,47.224,23.501,-8.254,3.165,21.778,0.251,0.000,-0.110,4,27.403,1.517,0.991,"Ground_Mountain_2_3:(0.060, 0.990, -0.131);Ground_Mountain_2_3:(0.060, 0.990, -0.131);Ground_Mountain_2_3:(0.060, 0.990, -0.131);Ground_Mountain_2_3:(0.060, 0.990, -0.131);Ground_Mountain_2_3:(0.060, 0.990, -0.131);Ground_Mountain_2_3:(0.060, 0.990, -0.131);"
0.200,476.000,1050.856,153.779,47.658,23.503,-8.287,3.479,21.723,0.249,0.000,-0.112,4,25.403,0.855,0.991,"Ground_Mountain_2_3:(0.060, 0.990, -0.129);Ground_Mountain_2_3:(0.060, 0.990, -0.129);Ground_Mountain_2_3:(0.060, 0.990, -0.129);Ground_Mountain_2_3:(0.060, 0.990, -0.129);"
0.220,476.452,1050.691,153.854,48.091,23.503,-8.327,3.751,21.668,0.249,0.000,-0.112,4,23.326,0.662,0.991,"Ground_Mountain_2_3:(0.066, 0.989, -0.129);"
0.240,476.808,1050.524,153.933,48.523,23.503,-8.376,3.976,21.616,0.248,0.000,-0.113,4,20.968,0.490,0.991,""
0.260,477.278,1050.356,154.016,48.954,23.501,-8.436,4.153,21.565,0.249,0.000,-0.114,4,18.594,0.308,0.990,""
0.280,477.747,1050.186,154.102,49.385,23.499,-8.505,4.284,21.517,0.249,0.000,-0.113,4,16.291,0.259,0.990,""
0.300,478.217,1050.015,154.189,49.814,23.497,-8.582,4.374,21.471,0.250,0.000,-0.113,4,14.187,0.204,0.990,""
0.320,478.564,1049.842,154.278,50.243,23.495,-8.665,4.424,21.428,0.251,0.000,-0.113,4,12.100,0.205,0.990,""
0.340,479.033,1049.667,154.366,50.670,23.493,-8.752,4.439,21.388,0.253,0.000,-0.113,4,10.214,0.735,0.990,""
