t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.139,829.812,100.811,-120.787,31.232,27.098,1.126,15.552,0.000,0.000,-0.184,2,14.174,4.484,0.997,"Mountain trunk:(-0.002, -0.185, -0.983);Mountain trunk:(-0.002, -0.185, -0.983);Mountain trunk:(-0.002, -0.185, -0.983);Mountain trunk:(-0.002, -0.185, -0.983);Mountain trunk:(-0.002, -0.185, -0.983);Mountain trunk:(-0.002, -0.185, -0.983);Mountain trunk:(-0.002, -0.185, -0.983);Mountain trunk:(-0.002, -0.185, -0.983);Mountain trunk:(-0.002, -0.185, -0.983);Mountain trunk:(-0.002, -0.185, -0.983);Mountain trunk:(-0.002, -0.185, -0.983);Mountain trunk:(-0.002, -0.185, -0.983);Mountain trunk:(-0.002, -0.185, -0.983);Mountain trunk:(-0.002, -0.185, -0.983);Ground_Mountain_0_1:(-0.171, 0.979, -0.113);Ground_Mountain_0_1:(-0.171, 0.979, -0.113);Ground_Mountain_0_1:(-0.171, 0.979, -0.113);Ground_Mountain_0_1:(-0.171, 0.979, -0.113);"
0.040,148.718,830.335,100.849,-120.490,31.022,26.960,1.731,15.420,0.384,0.000,-0.189,3,18.087,9.490,0.992,"Ground_Mountain_0_1:(-0.169, 0.979, -0.114);Ground_Mountain_0_1:(-0.169, 0.979, -0.114);Ground_Mountain_0_1:(-0.169, 0.979, -0.114);Ground_Mountain_0_1:(-0.169, 0.979, -0.114);Ground_Mountain_0_1:(-0.169, 0.979, -0.114);Ground_Mountain_0_1:(-0.169, 0.979, -0.114);"
0.060,149.315,830.862,100.896,-120.191,30.907,26.876,2.346,15.340,0.489,0.000,-0.197,4,32.020,8.864,0.986,"Ground_Mountain_0_1:(-0.166, 0.979, -0.118);Ground_Mountain_0_1:(-0.166, 0.979, -0.118);Ground_Mountain_0_1:(-0.166, 0.979, -0.118);Ground_Mountain_0_1:(-0.166, 0.979, -0.118);"
0.080,149.916,831.390,100.954,-119.892,30.823,26.781,2.979,15.279,0.547,0.000,-0.204,4,37.008,7.875,0.981,"Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);Ground_Mountain_0_1:(-0.164, 0.979, -0.120);"
0.100,150.519,831.900,101.062,-119.593,30.407,25.998,5.469,14.832,0.588,0.000,-0.210,4,40.556,6.968,0.977,"Ground_Mountain_0_1:(-0.165, 0.979, -0.118);Ground_Mountain_0_1:(-0.165, 0.979, -0.118);Ground_Mountain_0_1:(-0.165, 0.979, -0.118);Ground_Mountain_0_1:(-0.165, 0.979, -0.118);Ground_Mountain_0_1:(-0.165, 0.979, -0.118);Ground_Mountain_0_1:(-0.165, 0.979, -0.118);"
0.120,151.118,832.415,101.194,-119.300,30.355,25.762,6.385,14.731,0.797,0.000,-0.218,4,34.234,7.166,0.977,"Ground_Mountain_0_1:(-0.172, 0.978, -0.116);Ground_Mountain_0_1:(-0.172, 0.978, -0.116);Ground_Mountain_0_1:(-0.172, 0.978, -0.116);Ground_Mountain_0_1:(-0.172, 0.978, -0.116);Ground_Mountain_0_1:(-0.172, 0.978, -0.116);Ground_Mountain_0_1:(-0.172, 0.978, -0.116);"
0.140,151.723,832.930,101.329,-119.006,30.393,25.712,6.761,14.734,0.823,0.000,-0.227,4,28.452,0.763,0.977,"Ground_Mountain_0_1:(-0.169, 0.979, -0.117);Ground_Mountain_0_1:(-0.169, 0.979, -0.117);Ground_Mountain_0_1:(-0.169, 0.979, -0.117);Ground_Mountain_0_1:(-0.169, 0.979, -0.117);Ground_Mountain_0_1:(-0.169, 0.979, -0.117);Ground_Mountain_0_1:(-0.169, 0.979, -0.117);"
0.160,152.318,833.443,101.471,-118.711,30.428,25.670,7.066,14.749,0.803,0.000,-0.234,4,24.820,0.384,0.977,"Ground_Mountain_0_1:(-0.171, 0.978, -0.117);Ground_Mountain_0_1:(-0.171, 0.978, -0.117);Ground_Mountain_0_1:(-0.171, 0.978, -0.117);Ground_Mountain_0_1:(-0.171, 0.978, -0.117);Ground_Mountain_0_1:(-0.171, 0.978, -0.117);Ground_Mountain_0_1:(-0.171, 0.978, -0.117);"
0.180,152.922,833.957,101.617,-118.416,30.460,25.631,7.299,14.785,0.786,0.000,-0.237,4,21.109,0.185,0.977,"Ground_Mountain_0_1:(-0.173, 0.977, -0.121);"
0.200,153.514,834.469,101.766,-118.119,30.487,25.593,7.461,14.846,0.770,0.000,-0.240,4,17.514,0.084,0.978,""
0.220,154.118,834.981,101.917,-117.821,30.511,25.551,7.561,14.935,0.756,0.000,-0.240,4,14.282,0.182,0.978,""
0.240,154.723,835.491,102.070,-117.520,30.531,25.502,7.605,15.053,0.745,0.000,-0.239,4,11.450,0.197,0.978,""
0.260,155.312,836.001,102.222,-117.217,30.548,25.444,7.602,15.200,0.735,0.000,-0.237,4,8.994,0.225,0.978,""
0.280,155.916,836.509,102.373,-116.909,30.561,25.376,7.559,15.374,0.726,0.000,-0.233,4,6.905,0.172,0.978,""
0.300,156.521,837.015,102.523,-116.598,30.572,25.296,7.481,15.573,0.719,0.000,-0.228,4,5.174,0.166,0.978,""
0.320,157.104,837.520,102.670,-116.283,30.580,25.202,7.379,15.795,0.714,0.000,-0.223,4,3.880,0.208,0.979,""
0.340,157.709,838.022,102.815,-115.963,30.586,25.096,7.259,16.036,0.710,0.000,-0.217,4,2.990,0.208,0.979,""
0.360,158.315,838.522,102.958,-115.637,30.591,24.975,7.128,16.294,0.707,0.000,-0.210,4,2.374,0.211,0.979,""
0.380,158.898,839.020,103.098,-115.306,30.594,24.842,6.989,16.566,0.705,0.000,-0.203,4,1.995,0.197,0.979,""
0.400,159.504,839.514,103.235,-114.970,30.596,24.697,6.846,16.848,0.703,0.000,-0.195,4,1.825,0.187,0.979,""
0.420,160.112,840.006,103.369,-114.627,30.597,24.539,6.705,17.138,0.702,0.000,-0.186,4,1.896,0.207,0.979,""
0.440,160.698,840.494,103.500,-114.279,30.599,24.372,6.568,17.433,0.701,0.000,-0.178,4,2.129,0.202,0.979,""
