time,scope,body,paint,revision,x,z,recycles,recoveries
240.19,extension,Pickup,1,10,648.00,564.39,0,0
240.19,extension,Sedan,2,7,478.00,564.39,0,0
240.19,extension,Wagon / SUV,3,6,500.68,-803.28,0,0
240.19,extension,Van,3,7,506.68,-822.61,0,0
240.19,local,Wagon / SUV,8,1,-144.31,-584.71,0,0
240.69,extension,Van,6,6,-701.43,-547.02,0,0
240.69,local,Wagon / SUV,0,1,-6.42,-461.59,0,0
240.69,local,Van,7,1,285.72,564.97,0,0
240.69,highway,Sedan,4,4,-522.42,541.38,5,0
240.69,extension,Wagon / SUV,8,8,-705.75,-553.02,0,0
240.69,extension,Wagon / SUV,5,6,-871.43,-547.02,0,0
240.69,highway,Sedan,6,3,-603.37,535.30,5,0
240.69,highway,Sedan,2,3,-616.22,485.75,5,0
240.69,highway,Sedan,3,5,19.23,527.55,6,0
240.69,extension,Pickup,0,9,-756.28,541.93,0,0
240.69,extension,Pickup,4,7,-875.75,-553.02,0,0
240.69,extension,Van,4,6,506.68,-645.11,0,0
240.69,extension,Sedan,0,7,-926.28,541.93,0,0
240.69,highway,Van,7,5,110.74,539.40,5,0
240.69,highway,Sedan,5,5,-57.26,526.96,5,0
240.69,highway,Pickup,0,5,-575.94,543.27,5,0
240.69,highway,Wagon / SUV,3,4,142.00,540.74,5,0
240.69,highway,Wagon / SUV,4,4,-123.51,522.94,5,0
240.69,highway,Pickup,3,5,-406.75,540.66,6,0
240.69,highway,Pickup,1,5,-588.69,545.36,5,0
240.69,highway,Pickup,7,4,244.76,557.84,5,0
240.69,highway,Van,3,4,-611.32,513.84,5,0
240.69,extension,Sedan,8,8,500.68,-640.78,0,0
240.69,extension,Sedan,2,7,-930.61,535.93,0,0
240.69,extension,Sedan,7,10,636.18,558.39,0,0
240.69,highway,Sedan,4,3,-625.23,457.86,5,0
240.69,extension,Pickup,1,7,-760.61,535.93,0,0
240.69,highway,Wagon / SUV,6,4,84.36,541.20,6,0
240.69,extension,Sedan,7,10,466.18,558.39,0,0
240.69,local,Van,6,1,-485.80,531.10,0,0
240.69,highway,Sedan,4,5,81.35,536.52,6,0
240.69,extension,Pickup,1,10,640.50,564.39,0,0
240.69,extension,Sedan,2,7,470.50,564.39,0,0
240.69,extension,Wagon / SUV,3,6,500.68,-810.78,0,0
240.69,extension,Van,3,7,506.68,-815.11,0,0
240.69,local,Wagon / SUV,8,1,-136.36,-584.44,0,0
241.19,extension,Van,6,6,-708.93,-547.02,0,0
241.19,local,Wagon / SUV,0,1,-6.60,-469.73,0,0
241.19,local,Van,7,1,277.34,564.75,0,0
241.19,highway,Sedan,4,4,-536.72,542.35,5,0
241.19,extension,Wagon / SUV,8,8,-698.25,-553.02,0,0
241.19,extension,Wagon / SUV,5,6,-878.93,-547.02,0,0
241.19,highway,Sedan,6,3,-606.50,531.52,5,0
241.19,highway,Sedan,2,3,-619.00,477.82,5,0
241.19,highway,Sedan,3,5,32.16,528.54,6,0
241.19,extension,Pickup,0,9,-763.79,541.93,0,0
241.19,extension,Pickup,4,7,-868.25,-553.02,0,0
241.19,extension,Van,4,6,506.68,-637.61,0,0
241.19,extension,Sedan,0,7,-933.79,541.93,0,0
241.19,highway,Van,7,5,123.99,539.87,5,0
241.19,highway,Sedan,5,5,-43.28,526.87,5,0
241.19,highway,Pickup,0,5,-581.03,542.82,5,0
241.19,highway,Wagon / SUV,3,4,155.23,541.71,5,0
241.19,highway,Wagon / SUV,4,4,-110.24,522.94,5,0
241.19,highway,Pickup,3,5,-420.37,541.17,6,0
241.19,highway,Pickup,1,5,-594.00,543.60,5,0
241.19,highway,Pickup,7,4,255.31,558.85,5,0
241.19,highway,Van,3,4,-611.75,505.90,5,0
241.19,extension,Sedan,8,8,500.68,-648.29,0,0
241.19,extension,Sedan,2,7,-923.11,535.93,0,0
241.19,extension,Sedan,7,10,643.68,558.39,0,0
241.19,highway,Sedan,4,3,-627.15,450.13,5,0
241.19,extension,Pickup,1,7,-753.11,535.93,0,0
241.19,highway,Wagon / SUV,6,4,98.08,542.83,6,0
241.19,extension,Sedan,7,10,473.68,558.39,0,0
241.19,local,Van,6,1,-472.55,530.59,0,0
241.19,highway,Sedan,4,5,94.36,538.41,6,0
241.19,extension,Pickup,1,10,633.00,564.39,0,0
241.19,extension,Sedan,2,7,463.00,564.39,0,0
241.19,extension,Wagon / SUV,3,6,500.68,-818.29,0,0
241.19,extension,Van,3,7,506.68,-807.61,0,0
241.19,local,Wagon / SUV,8,1,-128.41,-584.14,0,0
241.69,extension,Van,6,6,-716.44,-547.02,0,0
241.69,local,Wagon / SUV,0,1,-6.59,-477.86,0,0
241.69,local,Van,7,1,268.81,564.43,0,0
241.69,highway,Sedan,4,4,-550.64,543.15,5,0
241.69,extension,Wagon / SUV,8,8,-690.74,-553.02,0,0
241.69,extension,Wagon / SUV,5,6,-886.44,-547.02,0,0
241.69,highway,Sedan,6,3,-609.03,526.00,5,0
241.69,highway,Sedan,2,3,-621.69,469.87,5,0
241.69,highway,Sedan,3,5,44.46,530.45,6,0
241.69,extension,Pickup,0,9,-771.29,541.93,0,0
241.69,extension,Pickup,4,7,-860.74,-553.02,0,0
241.69,extension,Van,4,6,506.68,-630.10,0,0
241.69,extension,Sedan,0,7,-941.29,541.93,0,0
241.69,highway,Van,7,5,137.25,540.47,5,0
241.69,highway,Sedan,5,5,-29.28,526.80,5,0
241.69,highway,Pickup,0,5,-584.38,542.37,5,0
241.69,highway,Wagon / SUV,3,4,168.44,542.99,5,0
241.69,highway,Wagon / SUV,4,4,-96.96,522.95,5,0
241.69,highway,Pickup,3,5,-434.00,541.67,6,0
241.69,highway,Pickup,1,5,-598.33,541.52,5,0
241.69,highway,Pickup,7,4,264.74,559.40,5,0
241.69,highway,Van,3,4,-612.86,498.00,5,0
241.69,extension,Sedan,8,8,500.68,-655.79,0,0
241.69,extension,Sedan,2,7,-915.60,535.93,0,0
241.69,extension,Sedan,7,10,651.19,558.39,0,0
241.69,highway,Sedan,4,3,-628.81,442.34,5,0
241.69,extension,Pickup,1,7,-745.60,535.93,0,0
241.69,highway,Wagon / SUV,6,4,112.01,543.58,6,0
241.69,extension,Sedan,7,10,481.19,558.39,0,0
241.69,local,Van,6,1,-459.28,530.17,0,0
241.69,highway,Sedan,4,5,107.58,539.27,6,0
241.69,extension,Pickup,1,10,625.49,564.39,0,0
241.69,extension,Sedan,2,7,455.49,564.39,0,0
241.69,extension,Wagon / SUV,3,6,500.68,-825.79,0,0
241.69,extension,Van,3,7,506.68,-800.10,0,0
241.69,local,Wagon / SUV,8,1,-120.46,-583.80,0,0
242.19,extension,Van,6,6,-723.94,-547.02,0,0
242.19,local,Wagon / SUV,0,1,-6.48,-485.96,0,0
242.19,local,Van,7,1,259.83,563.95,0,0
242.19,highway,Sedan,4,4,-561.84,543.51,5,0
242.19,extension,Wagon / SUV,8,8,-683.24,-553.02,0,0
242.19,extension,Wagon / SUV,5,6,-893.94,-547.02,0,0
242.19,highway,Sedan,6,3,-610.33,519.77,5,0
242.19,highway,Sedan,2,3,-624.15,461.84,5,0
242.19,highway,Sedan,3,5,56.70,533.69,6,0
242.19,extension,Pickup,0,9,-778.80,541.93,0,0
242.19,extension,Pickup,4,7,-853.24,-553.02,0,0
242.19,extension,Van,4,6,506.68,-622.60,0,0
242.19,extension,Sedan,0,7,-948.80,541.93,0,0
242.19,highway,Van,7,5,150.48,541.33,5,0
242.19,highway,Sedan,5,5,-15.31,526.78,5,0
242.19,highway,Pickup,0,5,-587.65,541.82,5,0
242.19,highway,Wagon / SUV,3,4,181.62,544.60,5,0
242.19,highway,Wagon / SUV,4,4,-83.69,522.94,5,0
242.19,highway,Pickup,3,5,-447.62,542.16,6,0
242.19,highway,Pickup,1,5,-602.35,538.70,5,0
242.19,highway,Pickup,7,4,273.36,559.58,5,0
242.19,highway,Van,3,4,-614.80,490.28,5,0
242.19,extension,Sedan,8,8,500.68,-663.29,0,0
242.19,extension,Sedan,2,7,-908.10,535.93,0,0
242.19,extension,Sedan,7,10,658.69,558.39,0,0
242.19,highway,Sedan,4,3,-630.24,434.51,5,0
242.19,extension,Pickup,1,7,-738.10,535.93,0,0
242.19,highway,Wagon / SUV,6,4,125.97,544.08,6,0
242.19,extension,Sedan,7,10,488.69,558.39,0,0
242.19,local,Van,6,1,-446.03,529.77,0,0
242.19,highway,Sedan,4,5,120.82,539.75,6,0
242.19,extension,Pickup,1,10,617.99,564.39,0,0
242.19,extension,Sedan,2,7,447.99,564.39,0,0
242.19,extension,Wagon / SUV,3,6,500.68,-833.29,0,0
242.19,extension,Van,3,7,506.68,-792.60,0,0
242.19,local,Wagon / SUV,8,1,-112.51,-583.44,0,0
242.69,extension,Van,6,6,-731.44,-547.02,0,0
242.69,local,Wagon / SUV,0,1,-6.38,-494.04,0,0
242.69,local,Van,7,1,250.07,563.14,0,0
242.69,highway,Sedan,4,4,-570.91,543.47,5,0
242.69,extension,Wagon / SUV,8,8,-675.74,-553.02,0,0
242.69,extension,Wagon / SUV,5,6,-901.44,-547.02,0,0
242.69,highway,Sedan,6,3,-610.86,512.67,5,0
242.69,highway,Sedan,2,3,-626.30,453.73,5,0
242.69,highway,Sedan,3,5,68.60,537.44,6,0
242.69,extension,Pickup,0,9,-786.30,541.93,0,0
242.69,extension,Pickup,4,7,-845.74,-553.02,0,0
242.69,extension,Van,4,6,506.68,-615.10,0,0
242.69,extension,Sedan,0,7,-956.30,541.93,0,0
242.69,highway,Van,7,5,163.70,542.49,5,0
242.69,highway,Sedan,5,5,-1.33,526.90,5,0
242.69,highway,Pickup,0,5,-590.71,541.17,5,0
242.69,highway,Wagon / SUV,3,4,194.76,546.45,5,0
242.69,highway,Wagon / SUV,4,4,-70.42,522.92,5,0
242.69,highway,Pickup,3,5,-461.24,542.61,6,0
242.69,highway,Pickup,1,5,-605.54,535.26,5,0
242.69,highway,Pickup,7,4,281.58,559.45,5,0
242.69,highway,Van,3,4,-617.27,482.71,5,0
242.69,extension,Sedan,8,8,500.68,-670.80,0,0
242.69,extension,Sedan,2,7,-900.60,535.93,0,0
242.69,extension,Sedan,7,10,666.19,558.39,0,0
242.69,highway,Sedan,4,3,-631.48,426.64,5,0
242.69,extension,Pickup,1,7,-730.60,535.93,0,0
242.69,highway,Wagon / SUV,6,4,139.93,544.74,6,0
242.69,extension,Sedan,7,10,496.19,558.39,0,0
242.69,local,Van,6,1,-432.79,529.33,0,0
242.69,highway,Sedan,4,5,134.07,540.31,6,0
242.69,extension,Pickup,1,10,610.49,564.39,0,0
242.69,extension,Sedan,2,7,440.49,564.39,0,0
242.69,extension,Wagon / SUV,3,6,500.68,-840.80,0,0
242.69,extension,Van,3,7,506.68,-785.10,0,0
242.69,local,Wagon / SUV,8,1,-104.56,-583.11,0,0
243.19,extension,Van,6,6,-738.94,-547.02,0,0
243.19,local,Wagon / SUV,0,1,-6.39,-502.11,0,0
243.19,local,Van,7,1,239.23,561.88,0,0
243.19,highway,Sedan,4,4,-577.45,543.15,5,0
243.19,extension,Wagon / SUV,8,8,-668.24,-553.02,0,0
243.19,extension,Wagon / SUV,5,6,-908.94,-547.02,0,0
243.19,highway,Sedan,6,3,-611.56,504.42,5,0
243.19,highway,Sedan,2,3,-628.16,445.54,5,0
243.19,highway,Sedan,3,5,81.18,540.61,6,0
243.19,extension,Pickup,0,9,-793.80,541.93,0,0
243.19,extension,Pickup,4,7,-838.24,-553.02,0,0
243.19,extension,Van,4,6,506.68,-607.59,0,0
243.19,extension,Sedan,0,7,-963.80,541.93,0,0
243.19,highway,Van,7,5,176.89,543.99,5,0
243.19,highway,Sedan,5,5,12.64,527.25,5,0
243.19,highway,Pickup,0,5,-593.98,540.28,5,0
243.19,highway,Wagon / SUV,3,4,207.89,548.44,5,0
243.19,highway,Wagon / SUV,4,4,-57.15,522.85,5,0
243.19,highway,Pickup,3,5,-474.87,543.04,6,0
243.19,highway,Pickup,1,5,-608.12,530.80,5,0
243.19,highway,Pickup,7,4,289.54,559.00,5,0
243.19,highway,Van,3,4,-619.89,475.19,5,0
243.19,extension,Sedan,8,8,500.68,-678.30,0,0
243.19,extension,Sedan,2,7,-893.09,535.93,0,0
243.19,extension,Sedan,7,10,673.69,558.39,0,0
243.19,highway,Sedan,4,3,-632.52,418.74,5,0
243.19,extension,Pickup,1,7,-723.09,535.93,0,0
243.19,highway,Wagon / SUV,6,4,153.88,545.70,6,0
243.19,extension,Sedan,7,10,503.69,558.39,0,0
243.19,local,Van,6,1,-419.54,528.85,0,0
243.19,highway,Sedan,4,5,147.32,541.10,6,0
243.19,extension,Pickup,1,10,602.98,564.39,0,0
243.19,extension,Sedan,2,7,432.98,564.39,0,0
243.19,extension,Wagon / SUV,3,6,500.68,-848.30,0,0
243.19,extension,Van,3,7,506.68,-777.59,0,0
243.19,local,Wagon / SUV,8,1,-96.60,-582.83,0,0
243.69,extension,Van,6,6,-746.44,-547.02,0,0
243.69,local,Wagon / SUV,0,1,-6.66,-510.18,0,0
243.69,local,Van,7,1,227.17,560.12,0,0
243.69,highway,Sedan,4,4,-580.58,542.86,5,0
243.69,extension,Van,8,9,-1000.73,-553.02,0,0
243.69,extension,Wagon / SUV,5,6,-916.44,-547.02,0,0
243.69,highway,Sedan,6,3,-613.11,496.17,5,0
243.69,highway,Sedan,2,3,-629.76,437.31,5,0
243.69,highway,Sedan,3,5,94.79,542.55,6,0
243.69,extension,Pickup,0,9,-801.30,541.93,0,0
243.69,extension,Pickup,4,7,-830.73,-553.02,0,0
243.69,extension,Wagon / SUV,1,7,506.68,-940.09,0,0
243.69,extension,Sedan,0,7,-971.30,541.93,0,0
243.69,highway,Van,7,5,190.04,545.76,5,0
243.69,highway,Sedan,5,5,26.12,527.99,5,0
243.69,highway,Pickup,0,5,-598.20,538.69,5,0
243.69,highway,Wagon / SUV,3,4,220.94,550.44,5,0
243.69,highway,Wagon / SUV,4,4,-43.88,522.77,5,0
243.69,highway,Pickup,3,5,-488.48,543.54,6,0
243.69,highway,Pickup,1,5,-610.22,524.09,5,0
243.69,highway,Pickup,7,4,296.15,558.35,5,0
243.69,highway,Van,3,4,-622.40,467.62,5,0
243.69,extension,Sedan,8,8,500.68,-685.80,0,0
243.69,extension,Sedan,2,7,-885.59,535.93,0,0
243.69,extension,Sedan,7,10,681.19,558.39,0,0
243.69,highway,Sedan,4,3,-633.38,410.83,5,0
243.69,extension,Pickup,1,7,-1055.59,535.93,0,0
243.69,highway,Wagon / SUV,6,4,167.80,547.03,6,0
243.69,extension,Sedan,7,10,511.19,558.39,0,0
243.69,local,Van,6,1,-406.29,528.35,0,0
243.69,highway,Sedan,4,5,160.54,542.18,6,0
243.69,extension,Pickup,1,10,595.48,564.39,0,0
243.69,extension,Sedan,2,7,765.48,564.39,0,0
243.69,extension,Wagon / SUV,3,6,500.68,-855.80,0,0
243.69,extension,Van,3,7,506.68,-770.09,0,0
243.69,local,Wagon / SUV,8,1,-88.64,-582.59,0,0
244.19,extension,Van,6,6,-753.95,-547.02,0,0
244.19,local,Wagon / SUV,0,1,-7.36,-518.27,0,0
244.19,local,Van,7,1,213.97,557.97,0,0
244.19,highway,Sedan,4,4,-583.86,542.46,5,0
244.19,extension,Van,8,9,-993.23,-553.02,0,0
244.19,extension,Wagon / SUV,5,6,-923.95,-547.02,0,0
244.19,highway,Sedan,6,3,-615.45,488.10,5,0
244.19,highway,Sedan,2,3,-631.13,429.03,5,0
244.19,highway,Sedan,3,5,108.69,543.44,6,0
244.19,extension,Pickup,0,9,-808.81,541.93,0,0
244.19,extension,Pickup,4,7,-823.23,-553.02,0,0
244.19,extension,Wagon / SUV,1,7,506.68,-932.59,0,0
244.19,extension,Sedan,0,7,-978.81,541.93,0,0
244.19,highway,Van,7,5,203.18,547.72,5,0
244.19,highway,Sedan,5,5,38.64,529.40,5,0
244.19,highway,Pickup,0,5,-602.36,536.17,5,0
244.19,highway,Wagon / SUV,3,4,233.36,552.31,5,0
244.19,highway,Wagon / SUV,4,4,-30.61,522.70,5,0
244.19,highway,Pickup,3,5,-502.09,544.21,6,0
244.19,highway,Pickup,1,5,-611.20,516.05,5,0
244.19,highway,Pickup,7,4,301.37,557.72,5,0
244.19,highway,Van,3,4,-624.66,459.99,5,0
244.19,extension,Sedan,8,8,500.68,-693.31,0,0
244.19,extension,Sedan,2,7,-878.09,535.93,0,0
244.19,extension,Sedan,7,10,688.70,558.39,0,0
244.19,highway,Sedan,4,3,247.46,564.29,6,0
244.19,extension,Pickup,1,7,-1048.09,535.93,0,0
244.19,highway,Wagon / SUV,6,4,181.69,548.73,6,0
244.19,extension,Sedan,7,10,518.70,558.39,0,0
244.19,local,Van,6,1,-393.04,527.83,0,0
244.19,highway,Sedan,4,5,173.74,543.60,6,0
244.19,extension,Pickup,1,10,587.98,564.39,0,0
244.19,extension,Sedan,2,7,757.98,564.39,0,0
244.19,extension,Wagon / SUV,3,6,500.68,-863.31,0,0
244.19,extension,Van,3,7,506.68,-762.59,0,0
244.19,local,Wagon / SUV,8,1,-80.68,-582.34,0,0
244.69,extension,Van,6,6,-761.46,-547.02,0,0
244.69,local,Wagon / SUV,0,1,-8.68,-526.32,0,0
244.69,local,Van,7,1,200.06,555.70,0,0
244.69,highway,Sedan,4,4,-586.99,541.97,5,0
244.69,extension,Van,8,9,-985.72,-553.02,0,0
244.69,extension,Wagon / SUV,5,6,-931.46,-547.02,0,0
244.69,highway,Sedan,6,3,-618.18,480.16,5,0
244.69,highway,Sedan,2,3,-632.28,420.72,5,0
244.69,highway,Sedan,3,5,122.66,543.96,6,0
244.69,extension,Pickup,0,9,-816.32,541.93,0,0
244.69,extension,Pickup,4,7,-815.72,-553.02,0,0
244.69,extension,Wagon / SUV,1,7,506.68,-925.08,0,0
244.69,extension,Sedan,0,7,-986.32,541.93,0,0
244.69,highway,Van,7,5,216.30,549.73,5,0
244.69,highway,Sedan,5,5,50.81,531.98,5,0
244.69,highway,Pickup,0,5,-605.67,532.74,5,0
244.69,highway,Wagon / SUV,3,4,244.63,554.06,5,0
244.69,highway,Wagon / SUV,4,4,-17.34,522.67,5,0
244.69,highway,Pickup,3,5,-515.69,545.04,6,0
244.69,highway,Pickup,1,5,-611.59,508.09,5,0
244.69,highway,Pickup,7,4,305.28,557.27,5,0
244.69,highway,Van,3,4,-626.64,452.27,5,0
244.69,extension,Sedan,8,8,500.68,-700.82,0,0
244.69,extension,Sedan,2,7,-870.58,535.93,0,0
244.69,extension,Sedan,7,10,696.21,558.39,0,0
244.69,highway,Sedan,4,3,236.46,563.14,6,0
244.69,extension,Pickup,1,7,-1040.58,535.93,0,0
244.69,highway,Wagon / SUV,6,4,195.55,550.70,6,0
244.69,extension,Sedan,7,10,526.21,558.39,0,0
244.69,local,Van,6,1,-379.79,527.33,0,0
244.69,highway,Sedan,4,5,186.91,545.32,6,0
244.69,extension,Pickup,1,10,580.47,564.39,0,0
244.69,extension,Sedan,2,7,750.47,564.39,0,0
244.69,extension,Wagon / SUV,3,6,500.68,-870.82,0,0
244.69,extension,Van,3,7,506.68,-755.08,0,0
244.69,local,Wagon / SUV,8,1,-72.73,-582.00,0,0
245.19,extension,Van,6,6,-768.96,-547.02,0,0
245.19,local,Wagon / SUV,0,1,-10.67,-534.26,0,0
245.19,local,Van,7,1,185.95,553.56,0,0
245.19,highway,Sedan,4,4,-590.76,541.19,5,0
245.19,extension,Van,8,9,-978.22,-553.02,0,0
245.19,extension,Wagon / SUV,5,6,-938.96,-547.02,0,0
245.19,highway,Sedan,6,3,-620.91,472.23,5,0
245.19,highway,Sedan,2,3,-633.23,412.39,5,0
245.19,highway,Sedan,3,5,136.62,544.56,6,0
245.19,extension,Pickup,0,9,-823.82,541.93,0,0
245.19,extension,Pickup,4,7,-808.22,-553.02,0,0
245.19,extension,Wagon / SUV,1,7,506.68,-917.58,0,0
245.19,extension,Sedan,0,7,-993.82,541.93,0,0
245.19,highway,Van,7,5,229.02,551.65,5,0
245.19,highway,Sedan,5,5,62.96,535.68,5,0
245.19,highway,Pickup,0,5,-608.43,527.69,5,0
245.19,highway,Wagon / SUV,3,4,254.63,555.71,5,0
245.19,highway,Wagon / SUV,4,4,-4.08,522.76,5,0
245.19,highway,Pickup,3,5,-529.28,545.97,6,0
245.19,highway,Pickup,1,5,-612.46,500.18,5,0
245.19,highway,Pickup,7,4,309.24,556.77,5,0
245.19,highway,Van,3,4,-628.37,444.50,5,0
245.19,extension,Sedan,8,8,500.68,-708.32,0,0
245.19,extension,Sedan,2,7,-863.08,535.93,0,0
245.19,extension,Sedan,7,10,703.71,558.39,0,0
245.19,highway,Sedan,4,3,224.62,561.94,6,0
245.19,extension,Pickup,1,7,-1033.08,535.93,0,0
245.19,highway,Wagon / SUV,6,4,209.39,552.81,6,0
245.19,extension,Sedan,7,10,533.71,558.39,0,0
245.19,local,Van,6,1,-366.55,526.84,0,0
245.19,highway,Sedan,4,5,200.05,547.24,6,0
245.19,extension,Pickup,1,10,572.97,564.39,0,0
245.19,extension,Sedan,2,7,742.97,564.39,0,0
245.19,extension,Wagon / SUV,3,6,500.68,-878.32,0,0
245.19,extension,Van,3,7,506.68,-747.58,0,0
245.19,local,Wagon / SUV,8,1,-64.79,-581.48,0,0
245.69,extension,Van,6,6,-776.46,-547.02,0,0
245.69,local,Wagon / SUV,0,1,-13.24,-542.01,0,0
245.69,local,Van,7,1,171.76,551.67,0,0
245.69,highway,Sedan,4,4,-595.27,539.91,5,0
245.69,extension,Van,8,9,-970.72,-553.02,0,0
245.69,extension,Wagon / SUV,5,6,-946.46,-547.02,0,0
245.69,highway,Sedan,6,3,-623.45,464.23,5,0
245.69,highway,Sedan,2,3,-633.98,404.04,5,0
245.69,highway,Sedan,3,5,150.57,545.45,6,0
245.69,extension,Pickup,0,9,-831.32,541.93,0,0
245.69,extension,Pickup,4,7,-800.72,-553.02,0,0
245.69,extension,Wagon / SUV,1,7,506.68,-910.07,0,0
245.69,extension,Sedan,0,7,-1001.32,541.93,0,0
245.69,highway,Van,7,5,240.73,553.44,5,0
245.69,highway,Sedan,5,5,74.99,539.22,5,0
245.69,highway,Pickup,0,5,-610.08,521.54,5,0
245.69,highway,Wagon / SUV,3,4,263.57,557.12,5,0
245.69,highway,Wagon / SUV,4,4,9.18,523.04,5,0
245.69,highway,Pickup,3,5,-542.87,546.85,6,0
245.69,highway,Pickup,1,5,-614.19,492.40,5,0
245.69,highway,Pickup,7,4,312.95,555.80,5,0
245.69,highway,Van,3,4,-629.87,436.68,5,0
245.69,extension,Sedan,8,8,500.68,-715.82,0,0
245.69,extension,Sedan,2,7,-855.58,535.93,0,0
245.69,extension,Sedan,7,10,711.21,558.39,0,0
245.69,highway,Sedan,4,3,211.76,560.74,6,0
245.69,extension,Pickup,1,7,-1025.58,535.93,0,0
245.69,highway,Wagon / SUV,6,4,223.08,554.90,6,0
245.69,extension,Sedan,7,10,541.21,558.39,0,0
245.69,local,Van,6,1,-353.30,526.35,0,0
245.69,highway,Sedan,4,5,213.18,549.25,6,0
245.69,extension,Pickup,1,10,565.47,564.39,0,0
245.69,extension,Sedan,2,7,735.47,564.39,0,0
245.69,extension,Wagon / SUV,3,6,500.68,-885.82,0,0
245.69,extension,Van,3,7,506.68,-740.07,0,0
245.69,local,Wagon / SUV,8,1,-56.87,-580.65,0,0
246.19,extension,Van,6,6,-783.96,-547.02,0,0
246.19,local,Wagon / SUV,0,1,-16.44,-549.47,0,0
246.19,local,Van,7,1,157.53,550.12,0,0
246.19,highway,Sedan,4,4,-599.67,537.94,5,0
246.19,extension,Van,8,9,-963.22,-553.02,0,0
246.19,extension,Wagon / SUV,5,6,-953.96,-547.02,0,0
246.19,highway,Sedan,6,3,-625.69,456.13,5,0
246.19,highway,Sedan,2,3,-634.56,395.67,5,0
246.19,highway,Sedan,3,5,164.50,546.68,6,0
246.19,extension,Pickup,0,9,-838.82,541.93,0,0
246.19,extension,Pickup,4,7,-793.22,-553.02,0,0
246.19,extension,Wagon / SUV,1,7,506.68,-902.57,0,0
246.19,extension,Sedan,0,7,-1008.82,541.93,0,0
246.19,highway,Van,7,5,251.17,555.14,5,0
246.19,highway,Sedan,5,5,88.23,541.79,5,0
246.19,highway,Pickup,0,5,-610.74,514.83,5,0
246.19,highway,Wagon / SUV,3,4,271.78,558.20,5,0
246.19,highway,Wagon / SUV,4,4,22.43,523.63,5,0
246.19,highway,Pickup,3,5,-555.99,547.51,6,0
246.19,highway,Pickup,1,5,-616.56,484.80,5,0
246.19,highway,Pickup,7,4,316.63,553.34,5,0
246.19,highway,Van,3,4,-631.15,428.82,5,0
246.19,extension,Sedan,8,8,500.68,-723.32,0,0
246.19,extension,Sedan,2,7,-848.07,535.93,0,0
246.19,extension,Sedan,7,10,718.71,558.39,0,0
246.19,highway,Sedan,4,3,198.37,559.39,6,0
246.19,extension,Pickup,1,7,-1018.08,535.93,0,0
246.19,highway,Wagon / SUV,6,4,235.09,556.62,6,0
246.19,extension,Sedan,7,10,548.71,558.39,0,0
246.19,local,Van,6,1,-340.05,525.89,0,0
246.19,highway,Sedan,4,5,226.05,551.21,6,0
246.19,extension,Pickup,1,10,557.97,564.39,0,0
246.19,extension,Sedan,2,7,727.97,564.39,0,0
246.19,extension,Wagon / SUV,3,6,500.68,-893.32,0,0
246.19,extension,Van,3,7,506.68,-732.57,0,0
246.19,local,Wagon / SUV,8,1,-49.03,-579.35,0,0
246.69,extension,Van,6,6,-791.46,-547.02,0,0
246.69,local,Wagon / SUV,0,1,-20.46,-556.46,0,0
246.69,local,Van,7,1,143.25,548.95,0,0
246.69,highway,Sedan,4,4,-603.53,535.11,5,0
246.69,extension,Van,8,9,-955.71,-553.02,0,0
246.69,extension,Wagon / SUV,5,6,-961.46,-547.02,0,0
246.69,highway,Sedan,6,3,-627.64,447.97,5,0
246.69,highway,Sedan,2,3,241.65,562.06,6,0
246.69,highway,Sedan,3,5,178.39,548.29,6,0
246.69,extension,Pickup,0,9,-846.32,541.93,0,0
246.69,extension,Pickup,4,7,-785.71,-553.02,0,0
246.69,extension,Wagon / SUV,1,7,506.68,-895.07,0,0
246.69,extension,Sedan,0,7,-1016.32,541.93,0,0
246.69,highway,Van,7,5,260.46,556.65,5,0
246.69,highway,Sedan,5,5,102.04,543.11,5,0
246.69,highway,Pickup,0,5,-611.31,506.68,5,0
246.69,highway,Wagon / SUV,3,4,279.59,558.87,5,0
246.69,highway,Wagon / SUV,4,4,35.16,524.78,5,0
246.69,highway,Pickup,3,5,-567.65,547.71,6,0
246.69,highway,Pickup,1,5,-619.17,477.27,5,0
246.69,highway,Pickup,7,4,319.59,548.20,5,0
246.69,highway,Van,3,4,-632.25,420.94,5,0
246.69,extension,Sedan,8,8,500.68,-730.82,0,0
246.69,extension,Sedan,2,7,-840.57,535.93,0,0
246.69,extension,Sedan,7,10,726.21,558.39,0,0
246.69,highway,Sedan,4,3,184.90,557.74,6,0
246.69,extension,Pickup,1,7,-1010.57,535.93,0,0
246.69,highway,Wagon / SUV,6,4,243.55,557.68,6,0
246.69,extension,Sedan,7,10,556.21,558.39,0,0
246.69,local,Van,6,1,-326.80,525.45,0,0
246.69,highway,Sedan,4,5,238.04,553.02,6,0
246.69,extension,Pickup,1,10,550.46,564.39,0,0
246.69,extension,Sedan,2,7,720.46,564.39,0,0
246.69,extension,Wagon / SUV,3,6,500.68,-900.82,0,0
246.69,extension,Van,3,7,506.68,-725.07,0,0
246.69,local,Wagon / SUV,8,1,-41.31,-577.35,0,0
247.19,extension,Van,6,6,-798.97,-547.02,0,0
247.19,local,Wagon / SUV,0,1,-25.43,-562.59,0,0
247.19,local,Van,7,1,128.95,548.06,0,0
247.19,highway,Sedan,4,4,-606.63,531.22,5,0
247.19,extension,Van,8,9,-948.21,-553.02,0,0
