time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.257,42.500,11.063,-631.044,8.903,3.884,4,9.633,0.025,"",0.246,0.000,0.009,42.501,0.000,1.000,113.937,0.701,-0.324,-42.494,0.206,0.007
0.277,42.494,11.913,-631.030,8.897,3.034,4,9.809,0.021,"",0.250,0.000,-0.010,42.494,0.000,1.000,113.087,0.700,-0.324,-42.487,-0.214,0.006
0.297,42.487,12.763,-631.016,8.890,2.185,4,9.965,0.017,"",0.253,0.000,0.010,42.488,0.000,1.000,112.237,0.700,-0.321,-42.481,0.219,0.005
0.317,42.481,13.612,-631.002,8.884,1.335,4,10.099,0.014,"",0.256,0.000,-0.010,42.481,0.000,1.000,111.388,0.700,-0.315,-42.474,-0.225,0.005
0.337,42.475,14.462,-630.988,8.878,0.486,4,10.211,0.011,"",0.260,0.000,0.010,42.475,0.000,1.000,110.538,0.700,-0.307,-42.468,0.227,0.004
0.357,42.469,15.311,-630.974,8.872,-0.364,4,10.300,0.009,"",0.263,0.000,-0.010,42.469,0.000,1.000,109.689,0.700,-0.297,-42.462,-0.232,0.004
0.377,42.463,16.160,-630.960,8.866,-1.213,4,10.366,0.007,"",0.266,0.000,0.010,42.463,0.000,1.000,108.840,0.700,-0.286,-42.456,0.233,0.004
0.397,42.457,17.010,-630.946,8.861,-2.062,4,10.411,0.005,"",0.269,0.000,-0.011,42.457,0.000,1.000,107.990,0.699,-0.274,-42.450,-0.234,0.004
0.417,42.451,17.859,-630.932,8.856,-2.911,4,10.436,0.004,"",0.272,0.000,0.011,42.451,0.000,1.000,107.141,0.700,-0.261,-42.445,0.236,0.004
0.437,42.446,18.707,-630.918,8.851,-3.759,4,10.442,0.003,"",0.274,0.000,-0.011,42.446,0.000,1.000,106.293,0.699,-0.248,-42.439,-0.235,0.004
0.457,42.440,19.556,-630.904,8.846,-4.608,4,10.434,0.002,"",0.277,0.000,0.011,42.440,0.000,1.000,105.444,0.700,-0.236,-42.434,0.237,0.004
0.477,42.435,20.405,-630.890,8.841,-5.457,4,10.412,0.001,"",0.280,0.000,-0.011,42.435,0.000,1.000,104.595,0.699,-0.224,-42.429,-0.237,0.004
0.497,42.430,21.254,-630.876,8.837,-6.305,4,10.379,0.001,"",0.283,0.000,0.011,42.430,0.000,1.000,103.747,0.699,-0.212,-42.424,0.237,0.004
0.517,42.425,22.102,-630.862,8.833,-7.154,4,10.337,0.000,"",0.285,0.000,-0.011,42.425,0.000,1.000,102.898,0.699,-0.202,-42.418,-0.237,0.004
0.537,42.420,22.950,-630.848,8.829,-8.002,4,10.289,0.000,"",0.288,0.000,0.011,42.420,0.000,1.000,102.050,0.699,-0.192,-42.414,0.236,0.004
0.557,42.415,23.799,-630.834,8.826,-8.850,4,10.237,0.000,"",0.290,0.000,-0.011,42.415,0.000,1.000,101.201,0.699,-0.184,-42.409,-0.237,0.004
0.577,42.410,24.647,-630.820,8.822,-9.698,4,10.768,0.000,"",0.293,0.000,0.011,42.410,0.000,1.000,100.353,0.699,-0.164,-42.404,0.237,0.016
0.597,42.405,25.495,-630.806,8.819,-10.546,4,10.707,0.065,"",0.295,0.000,-0.010,42.405,0.000,1.000,99.505,0.699,-0.146,-42.399,-0.219,0.025
0.617,42.401,26.343,-630.792,8.817,-11.393,4,10.694,0.107,"",0.297,0.000,0.008,42.401,0.000,1.000,98.657,0.699,-0.129,-42.395,0.190,0.029
0.637,42.396,27.190,-630.778,8.815,-12.241,4,11.278,0.132,"",0.300,0.000,-0.007,42.396,0.000,1.000,97.810,0.699,-0.099,-42.390,-0.157,0.016
0.657,42.391,28.038,-630.764,8.813,-13.089,4,11.054,0.082,"",0.302,0.000,0.006,42.391,0.000,1.000,96.962,0.699,-0.074,-42.385,0.138,0.007
0.677,42.387,28.886,-630.750,8.812,-13.936,4,10.769,0.046,"",0.304,0.000,-0.006,42.387,0.000,1.000,96.114,0.699,-0.055,-42.381,-0.133,0.002
0.697,42.382,29.734,-630.736,8.811,-14.784,4,10.462,0.020,"",0.307,0.000,0.006,42.382,0.000,1.000,95.266,0.699,-0.042,-42.376,0.131,0.005
0.717,42.378,30.581,-630.722,8.811,-15.632,4,10.160,0.002,"",0.309,0.000,-0.006,42.378,0.000,1.000,94.419,0.699,-0.035,-42.372,-0.138,0.007
0.737,42.374,31.429,-630.708,8.810,-16.479,4,9.880,0.009,"",0.311,0.000,0.006,42.374,0.000,1.000,93.571,0.699,-0.034,-42.368,0.144,0.008
0.757,42.369,32.276,-630.694,8.809,-17.326,4,9.636,0.016,"",0.313,0.000,-0.007,42.369,0.000,1.000,92.724,0.699,-0.038,-42.364,-0.155,0.009
0.777,42.365,33.123,-630.680,8.808,-18.173,4,9.432,0.020,"",0.315,0.000,0.007,42.365,0.000,1.000,91.877,0.699,-0.045,-42.360,0.164,0.009
0.797,42.361,33.971,-630.666,8.807,-19.021,4,9.273,0.021,"",0.317,0.000,-0.008,42.362,0.000,1.000,91.029,0.699,-0.056,-42.356,-0.174,0.008
0.817,42.358,34.818,-630.652,8.806,-19.868,4,9.165,0.027,"",0.319,0.000,0.008,42.358,0.000,1.000,90.182,0.700,-0.069,-42.352,0.182,0.007
0.837,42.354,35.665,-630.638,8.804,-20.715,4,9.158,0.046,"",0.321,0.000,0.009,42.354,0.000,1.000,89.335,0.699,-0.082,-42.348,0.191,0.009
0.857,42.350,36.512,-630.625,8.802,-21.562,4,9.276,0.045,"",0.323,0.000,-0.009,42.350,0.000,1.000,88.488,0.698,-0.092,-42.345,-0.194,0.003
0.877,42.347,37.359,-630.611,8.800,-22.408,4,9.527,0.046,"",0.325,0.000,-0.009,42.347,0.000,1.000,87.641,0.697,-0.098,-42.341,-0.192,0.015
0.897,42.343,38.206,-630.597,8.799,-23.255,4,9.954,0.043,"",0.327,0.000,-0.008,42.343,0.000,1.000,86.794,0.697,-0.095,-42.338,-0.176,0.029
0.917,42.340,39.052,-630.583,8.797,-24.101,4,10.572,0.014,"",0.328,0.000,0.006,42.340,0.000,1.000,85.948,0.698,-0.080,-42.334,0.144,0.043
0.937,42.336,39.898,-630.569,8.796,-24.947,4,11.349,0.023,"",0.330,0.000,0.004,42.336,0.000,1.000,85.102,0.699,-0.049,-42.331,0.097,0.057
0.957,42.333,40.745,-630.555,8.796,-25.794,4,12.227,0.054,"",0.332,0.000,0.001,42.333,0.000,1.000,84.255,0.701,0.000,-42.327,0.028,0.072
0.977,42.329,41.591,-630.541,8.797,-26.639,4,13.167,0.096,"",0.334,0.000,0.002,42.329,0.000,1.000,83.409,0.701,0.067,-42.323,0.048,0.085
0.997,42.324,42.436,-630.527,8.800,-27.485,4,14.135,0.137,"",0.336,0.000,0.007,42.324,0.000,1.000,82.564,0.702,0.154,-42.318,0.149,0.097
1.017,42.320,43.282,-630.513,8.806,-28.331,4,15.082,0.164,"",0.338,0.000,0.012,42.320,0.000,1.000,81.718,0.701,0.259,-42.313,0.260,0.108
1.037,42.315,44.127,-630.499,8.813,-29.176,4,15.976,0.200,"",0.340,0.000,-0.017,42.315,0.000,1.000,80.873,0.699,0.383,-42.308,-0.385,0.117
1.057,42.310,44.973,-630.485,8.824,-30.021,4,16.804,0.231,"",0.342,0.000,-0.023,42.310,0.000,1.000,80.027,0.697,0.523,-42.301,-0.518,0.125
1.077,42.305,45.818,-630.471,8.837,-30.866,4,17.536,0.247,"",0.345,0.000,0.030,42.305,0.000,1.000,79.182,0.698,0.678,-42.294,0.661,0.131
1.097,42.300,46.663,-630.457,8.854,-31.711,4,18.156,0.261,"",0.347,0.000,-0.036,42.300,0.000,1.000,78.337,0.698,0.845,-42.286,-0.810,0.138
1.117,42.294,47.507,-630.443,8.875,-32.555,4,18.670,0.294,"",0.350,0.000,0.043,42.295,0.000,1.000,77.493,0.700,1.022,-42.276,0.967,0.141
1.137,42.288,48.352,-630.429,8.899,-33.400,4,19.070,0.300,"",0.353,0.000,0.051,42.289,0.000,1.000,76.648,0.700,1.207,-42.266,1.127,0.150
1.157,42.282,49.196,-630.415,8.927,-34.244,4,19.350,0.304,"",0.356,0.000,-0.058,42.283,0.000,1.000,75.804,0.694,1.398,-42.255,-1.292,0.146
1.177,42.276,50.040,-630.401,8.958,-35.088,4,19.525,0.318,"",0.359,0.000,-0.066,42.278,0.000,1.000,74.960,0.689,1.592,-42.242,-1.460,0.155
1.197,42.269,50.883,-630.387,8.994,-35.931,4,19.608,0.329,"",0.362,0.000,0.073,42.272,0.000,1.000,74.117,0.691,1.788,-42.228,1.629,0.150
1.217,42.263,51.727,-630.374,9.034,-36.774,4,19.596,0.328,"",0.365,0.000,-0.081,42.266,0.000,0.999,73.273,0.692,1.984,-42.214,-1.801,0.158
1.237,42.256,52.570,-630.360,9.077,-37.617,4,19.505,0.337,"",0.369,0.000,0.089,42.260,0.000,0.999,72.430,0.698,2.177,-42.198,1.975,0.153
1.257,42.248,53.412,-630.346,9.125,-38.460,4,19.357,0.344,"",0.372,0.000,0.097,42.254,0.000,0.999,71.588,0.701,2.368,-42.181,2.149,0.171
1.277,42.241,54.255,-630.332,9.176,-39.302,4,19.151,0.339,"",0.376,0.000,-0.105,42.247,0.000,0.999,70.745,0.693,2.554,-42.164,-2.324,0.154
1.297,42.233,55.097,-630.318,9.230,-40.144,4,18.902,0.345,"",0.380,0.000,-0.113,42.240,0.000,0.999,69.903,0.682,2.736,-42.146,-2.500,0.164
1.317,42.225,55.938,-630.304,9.288,-40.985,4,18.632,0.350,"",0.383,0.000,-0.120,42.233,0.000,0.999,69.062,0.682,2.911,-42.127,-2.674,0.200
1.337,42.217,56.780,-630.291,9.350,-41.826,4,18.341,0.343,"",0.387,0.000,0.128,42.226,0.000,0.999,68.220,0.700,3.082,-42.107,2.853,0.172
1.357,42.208,57.620,-630.276,9.415,-42.667,4,18.036,0.337,"",0.392,0.000,0.136,42.218,0.000,0.998,67.380,0.726,3.245,-42.086,3.034,0.156
1.377,42.199,58.461,-630.261,9.483,-43.507,4,17.740,0.353,"",0.396,0.000,0.144,42.209,0.000,0.998,66.539,0.744,3.403,-42.065,3.207,0.194
1.397,42.190,59.301,-630.246,9.554,-44.347,4,17.450,0.346,"",0.400,0.000,0.152,42.200,0.000,0.998,65.699,0.741,3.555,-42.044,3.378,0.251
1.417,42.179,60.140,-630.232,9.628,-45.186,4,17.167,0.339,"",0.405,0.000,-0.160,42.191,0.000,0.998,64.860,0.711,3.702,-42.022,-3.557,0.220
1.437,42.169,60.979,-630.219,9.705,-46.025,4,16.907,0.354,"",0.410,0.000,-0.168,42.181,0.000,0.998,64.021,0.662,3.843,-42.001,-3.746,0.154
1.457,42.159,61.818,-630.207,9.784,-46.864,4,16.670,0.346,"",0.415,0.000,-0.176,42.171,0.000,0.997,63.182,0.620,3.979,-41.978,-3.922,0.185
1.477,42.149,62.656,-630.195,9.866,-47.702,4,16.450,0.339,"",0.420,0.000,-0.184,42.160,0.000,0.997,62.344,0.600,4.111,-41.955,-4.087,0.259
1.497,42.137,63.494,-630.182,9.951,-48.539,4,16.259,0.354,"",0.426,0.000,-0.192,42.149,0.000,0.997,61.506,0.613,4.239,-41.931,-4.254,0.336
1.517,42.123,64.331,-630.169,10.038,-49.377,4,16.098,0.345,"",0.432,0.000,0.199,42.138,0.000,0.997,60.669,0.667,4.364,-41.906,4.440,0.306
1.537,42.111,65.167,-630.154,10.128,-50.213,4,15.956,0.338,"",0.438,0.000,0.209,42.125,0.000,0.997,59.833,0.750,4.486,-41.879,4.646,0.201
1.557,42.099,66.003,-630.137,10.220,-51.049,4,15.839,0.348,"",0.445,0.000,0.218,42.112,0.000,0.996,58.997,0.837,4.605,-41.851,4.840,0.157
1.577,42.088,66.839,-630.119,10.314,-51.884,4,15.753,0.345,"",0.451,0.000,0.225,42.099,0.000,0.996,58.161,0.904,4.723,-41.823,5.005,0.238
1.597,42.075,67.674,-630.101,10.411,-52.719,4,15.681,0.338,"",0.456,0.000,0.232,42.086,0.000,0.996,57.326,0.933,4.839,-41.797,5.152,0.341
1.617,42.060,68.509,-630.082,10.510,-53.554,4,15.629,0.342,"",0.462,0.000,0.240,42.073,0.000,0.995,56.491,0.913,4.954,-41.770,5.302,0.437
1.637,42.042,69.343,-630.066,10.611,-54.387,4,15.603,0.345,"",0.470,0.000,-0.245,42.059,0.000,0.995,55.657,0.838,5.069,-41.744,-5.480,0.417
1.657,42.025,70.176,-630.051,10.715,-55.221,4,15.584,0.337,"",0.479,0.000,-0.255,42.043,0.000,0.995,54.824,0.719,5.183,-41.716,-5.694,0.304
1.677,42.011,71.009,-630.040,10.821,-56.053,4,15.576,0.346,"",0.487,0.000,-0.264,42.027,0.000,0.995,53.991,0.583,5.297,-41.688,-5.911,0.160
1.697,41.999,71.841,-630.030,10.929,-56.886,4,15.585,0.344,"",0.494,0.000,-0.273,42.011,0.000,0.994,53.159,0.463,5.411,-41.658,-6.092,0.205
1.717,41.986,72.673,-630.023,11.039,-57.717,4,15.596,0.336,"",0.501,0.000,-0.280,41.996,0.000,0.994,52.327,0.383,5.525,-41.629,-6.235,0.337
1.737,41.971,73.503,-630.015,11.152,-58.548,4,15.611,0.339,"",0.507,0.000,-0.286,41.981,0.000,0.994,51.497,0.359,5.639,-41.599,-6.365,0.464
1.757,41.951,74.334,-630.007,11.267,-59.378,4,15.640,0.342,"",0.515,0.000,-0.293,41.966,0.000,0.993,50.666,0.403,5.755,-41.567,-6.510,0.576
1.777,41.927,75.163,-629.997,11.384,-60.208,4,15.664,0.334,"",0.525,0.000,0.301,41.949,0.000,0.993,49.837,0.519,5.870,-41.533,6.703,0.564
1.797,41.904,75.992,-629.983,11.504,-61.037,4,15.687,0.343,"",0.536,0.000,0.312,41.930,0.000,0.992,49.008,0.692,5.986,-41.495,6.950,0.451
1.817,41.883,76.821,-629.965,11.625,-61.865,4,13.948,1.307,"",0.548,0.000,0.324,41.909,0.000,0.992,48.179,0.896,6.065,-41.458,7.214,0.238
1.837,41.865,77.651,-629.943,11.746,-62.695,4,8.979,1.231,"",0.559,0.000,0.331,41.886,0.000,0.992,47.349,1.097,6.045,-41.433,7.369,0.099
1.857,41.848,78.481,-629.917,11.865,-63.525,4,6.086,0.694,"",0.567,0.000,0.327,41.865,0.000,0.993,46.519,1.258,5.968,-41.419,7.261,0.364
1.877,41.829,79.312,-629.890,11.982,-64.355,2,3.210,0.526,"",0.576,0.000,0.312,41.847,0.000,0.994,45.688,1.355,5.833,-41.416,6.904,0.548
1.897,41.807,80.144,-629.862,12.095,-65.187,2,0.000,0.439,"",0.586,0.000,0.292,41.830,0.000,0.995,44.856,1.376,5.634,-41.426,6.416,0.649
1.917,41.755,80.975,-629.834,12.204,-66.017,0,0.000,0.041,"",0.596,0.000,0.271,41.787,0.000,0.995,44.025,1.375,5.435,-41.410,5.932,0.646
1.937,41.699,81.805,-629.806,12.309,-66.848,0,0.000,0.054,"",0.622,0.000,-0.242,41.746,0.000,0.996,43.195,1.375,5.237,-41.393,-5.508,0.643
1.957,41.639,82.636,-629.778,12.410,-67.678,0,0.000,0.068,"",0.650,0.000,-0.225,41.705,0.000,0.997,42.364,1.374,5.039,-41.376,-5.159,0.640
1.977,41.575,83.466,-629.750,12.507,-68.507,0,0.000,0.081,"",0.680,0.000,-0.212,41.665,0.000,0.997,41.534,1.374,4.841,-41.360,-4.897,0.636
1.997,41.508,84.295,-629.722,12.600,-69.336,0,0.000,0.094,"",0.712,0.000,-0.203,41.626,0.000,0.998,40.705,1.373,4.643,-41.343,-4.738,0.633
2.017,41.437,85.125,-629.694,12.689,-70.165,0,0.000,0.106,"",0.746,0.000,-0.200,41.588,0.000,0.998,39.875,1.373,4.445,-41.327,-4.688,0.629
2.037,41.362,85.954,-629.666,12.774,-70.994,0,0.000,0.119,"",0.782,0.000,-0.201,41.551,0.000,0.998,39.047,1.372,4.247,-41.310,-4.751,0.626
2.057,41.284,86.782,-629.638,12.855,-71.822,0,0.000,0.131,"",0.819,0.000,-0.207,41.514,0.000,0.999,38.218,1.372,4.049,-41.294,-4.921,0.622
2.077,41.203,87.610,-629.611,12.933,-72.650,0,0.000,0.142,"",0.858,0.000,-0.218,41.479,0.000,0.999,37.390,1.371,3.851,-41.277,-5.184,0.618
2.097,41.118,88.438,-629.583,13.006,-73.478,0,0.000,0.154,"",0.899,0.000,-0.232,41.445,0.000,0.999,36.562,1.371,3.654,-41.261,-5.527,0.614
2.117,41.031,89.266,-629.556,13.075,-74.305,0,0.000,0.165,"",0.941,0.000,-0.249,41.411,0.000,1.000,35.734,1.370,3.456,-41.244,-5.934,0.610
2.137,40.940,90.093,-629.528,13.140,-75.132,0,0.000,0.176,"",0.985,0.000,-0.268,41.379,0.000,1.000,34.907,1.369,3.258,-41.228,-6.392,0.605
2.157,40.846,90.920,-629.500,13.201,-75.958,0,0.000,0.186,"",1.000,0.000,-0.289,41.347,0.000,1.000,34.080,1.369,3.061,-41.211,-6.888,0.601
2.177,40.749,91.746,-629.473,13.259,-76.784,0,0.000,0.196,"",1.000,0.000,-0.311,41.317,0.000,1.000,33.254,1.368,2.864,-41.195,-7.414,0.597
2.197,40.650,92.572,-629.445,13.312,-77.610,0,0.000,0.206,"",1.000,0.000,-0.334,41.287,0.000,1.000,32.428,1.368,2.666,-41.178,-7.963,0.592
2.217,40.548,93.398,-629.418,13.361,-78.435,0,0.000,0.215,"",1.000,0.000,-0.358,41.258,0.000,1.000,31.602,1.367,2.469,-41.162,-8.529,0.588
2.237,40.443,94.223,-629.391,13.407,-79.260,0,0.000,0.224,"",1.000,0.000,-0.383,41.231,0.000,1.000,30.777,1.367,2.272,-41.145,-9.108,0.583
2.257,40.335,95.048,-629.363,13.448,-80.085,0,0.000,0.233,"",1.000,0.000,-0.408,41.204,0.000,1.000,29.952,1.366,2.075,-41.129,-9.697,0.579
2.277,40.225,95.873,-629.336,13.486,-80.909,0,0.000,0.241,"",1.000,0.000,-0.434,41.178,0.000,1.000,29.127,1.366,1.878,-41.112,-10.292,0.574
2.297,40.113,96.697,-629.309,13.519,-81.733,0,0.000,0.249,"",1.000,0.000,-0.459,41.153,0.000,1.000,28.303,1.365,1.681,-41.096,-10.892,0.569
2.317,39.999,97.521,-629.282,13.549,-82.556,0,0.000,0.256,"",1.000,0.000,-0.485,41.129,0.000,0.999,27.479,1.365,1.485,-41.080,-11.495,0.565
2.337,39.882,98.344,-629.254,13.575,-83.380,0,0.000,0.263,"",1.000,0.000,-0.500,41.106,0.000,0.999,26.656,1.364,1.288,-41.063,-12.101,0.560
2.357,39.763,99.167,-629.227,13.596,-84.202,0,0.000,0.270,"",1.000,0.000,-0.500,41.084,0.000,0.999,25.833,1.363,1.091,-41.047,-12.706,0.555
2.377,39.641,99.990,-629.200,13.614,-85.025,0,0.000,0.277,"",1.000,0.000,-0.500,41.063,0.000,0.999,25.010,1.363,0.895,-41.030,-13.312,0.551
2.397,39.518,100.812,-629.173,13.628,-85.847,0,0.000,0.283,"",1.000,0.000,-0.500,41.042,0.000,0.998,24.188,1.362,0.698,-41.014,-13.917,0.546
2.417,39.393,101.634,-629.146,13.638,-86.668,0,0.000,0.288,"",1.000,0.000,-0.500,41.023,0.000,0.998,23.366,1.362,0.502,-40.997,-14.520,0.541
2.437,39.266,102.456,-629.119,13.644,-87.490,0,0.000,0.294,"",1.000,0.000,-0.500,41.005,0.000,0.998,22.544,1.361,0.305,-40.981,-15.121,0.537
2.457,39.137,103.277,-629.092,13.646,-88.310,0,0.000,0.299,"",1.000,0.000,-0.500,40.987,0.000,0.998,21.723,1.361,0.109,-40.965,-15.720,0.532
2.477,39.006,104.098,-629.065,13.644,-89.131,0,0.000,0.303,"",1.000,0.000,-0.500,40.971,0.000,0.997,20.902,1.360,-0.087,-40.948,-16.316,0.527
2.497,38.873,104.918,-629.038,13.639,-89.951,0,0.000,0.308,"",1.000,0.000,-0.500,40.955,0.000,0.997,20.082,1.360,-0.283,-40.932,-16.909,0.523
2.517,38.738,105.738,-629.011,13.629,-90.771,0,0.000,0.311,"",1.000,0.000,-0.500,40.941,0.000,0.997,19.262,1.359,-0.479,-40.915,-17.499,0.518
2.537,38.602,106.558,-628.984,13.615,-91.590,0,0.000,0.315,"",1.000,0.000,-0.500,40.927,0.000,0.996,18.442,1.359,-0.675,-40.899,-18.086,0.514
2.557,38.464,107.377,-628.957,13.598,-92.409,0,0.000,0.318,"",1.000,0.000,-0.500,40.915,0.000,0.996,17.623,1.358,-0.871,-40.883,-18.669,0.510
2.577,38.325,108.196,-628.930,13.576,-93.228,0,0.000,0.321,"",1.000,0.000,-0.500,40.903,0.000,0.996,16.804,1.357,-1.067,-40.866,-19.248,0.505
2.597,38.184,109.015,-628.904,13.551,-94.046,0,0.000,0.324,"",1.000,0.000,-0.500,40.892,0.000,0.996,15.985,1.357,-1.262,-40.850,-19.824,0.501
2.617,38.041,109.833,-628.877,13.522,-94.864,0,0.000,0.326,"",1.000,0.000,-0.500,40.882,0.000,0.995,15.167,1.356,-1.458,-40.834,-20.395,0.497
2.637,37.897,110.651,-628.850,13.489,-95.681,0,0.000,0.328,"",1.000,0.000,-0.500,40.873,0.000,0.995,14.349,1.356,-1.654,-40.817,-20.962,0.493
2.657,37.751,111.468,-628.823,13.451,-96.498,0,0.000,0.329,"",1.000,0.000,-0.500,40.865,0.000,0.995,13.532,1.355,-1.849,-40.801,-21.526,0.489
2.677,37.604,112.285,-628.797,13.410,-97.315,0,0.000,0.331,"",1.000,0.000,-0.500,40.858,0.000,0.994,12.715,1.355,-2.044,-40.785,-22.085,0.485
2.697,37.455,113.102,-628.770,13.366,-98.131,0,0.000,0.332,"",1.000,0.000,-0.500,40.852,0.000,0.994,11.898,1.354,-2.240,-40.768,-22.640,0.481
2.717,37.305,113.918,-628.743,13.317,-98.947,0,0.000,0.332,"",1.000,0.000,-0.500,40.847,0.000,0.994,11.082,1.354,-2.435,-40.752,-23.191,0.477
2.737,37.153,114.734,-628.717,13.264,-99.763,0,0.000,0.333,"",1.000,0.000,-0.500,40.843,0.000,0.993,10.266,1.353,-2.630,-40.736,-23.738,0.474
2.757,37.000,115.550,-628.690,13.207,-100.578,0,0.000,0.333,"",1.000,0.000,-0.500,40.840,0.000,0.993,9.450,1.353,-2.825,-40.720,-24.281,0.470
2.777,36.846,116.365,-628.663,13.147,-101.393,0,0.000,0.332,"",1.000,0.000,-0.500,40.838,0.000,0.993,8.635,1.352,-3.020,-40.703,-24.819,0.467
2.797,36.690,117.179,-628.637,13.083,-102.207,0,0.000,0.332,"",1.000,0.000,-0.500,40.836,0.000,0.993,7.821,1.351,-3.215,-40.687,-25.354,0.463
2.817,36.532,117.994,-628.610,13.014,-103.021,0,0.000,0.331,"",1.000,0.000,-0.500,40.836,0.000,0.993,7.006,1.351,-3.410,-40.671,-25.885,0.460
2.837,36.374,118.808,-628.583,12.942,-103.835,0,0.000,0.330,"",1.000,0.000,-0.500,40.836,0.000,0.992,6.192,1.350,-3.605,-40.654,-26.411,0.457
2.857,36.213,119.621,-628.557,12.866,-104.648,0,0.000,0.329,"",1.000,0.000,-0.500,40.838,0.000,0.992,5.379,1.350,-3.799,-40.638,-26.934,0.454
2.877,36.051,120.435,-628.530,12.786,-105.461,0,0.000,0.327,"",1.000,0.000,-0.500,40.840,0.000,0.992,4.565,1.349,-3.994,-40.622,-27.452,0.451
2.897,35.888,121.248,-628.504,12.702,-106.274,0,0.000,0.325,"",1.000,0.000,-0.500,40.843,0.000,0.992,3.753,1.349,-4.188,-40.606,-27.967,0.448
2.917,35.724,122.060,-628.477,12.615,-107.086,0,0.000,0.323,"",1.000,0.000,-0.500,40.848,0.000,0.992,2.940,1.348,-4.383,-40.589,-28.478,0.446
2.937,35.557,122.872,-628.451,12.523,-107.898,0,0.000,0.321,"",1.000,0.000,-0.500,40.853,0.000,0.991,2.128,1.348,-4.577,-40.573,-28.985,0.443
2.957,35.390,123.684,-628.424,12.428,-108.709,0,0.000,0.318,"",1.000,0.000,-0.500,40.859,0.000,0.991,1.316,1.347,-4.772,-40.557,-29.488,0.441
2.977,35.221,124.495,-628.398,12.328,-109.520,0,0.000,0.315,"",1.000,0.000,-0.500,40.866,0.000,0.991,0.505,1.347,-4.966,-40.541,-29.988,0.438
2.997,35.050,125.306,-628.371,12.225,-110.331,0,0.000,0.312,"",1.000,0.000,-0.500,40.874,0.000,0.991,-0.306,1.346,-5.160,-40.524,-30.484,0.436
3.017,34.878,126.117,-628.344,12.118,-111.141,0,0.000,0.309,"",1.000,0.000,-0.500,40.883,0.000,0.991,-1.117,1.346,-5.354,-40.508,-30.977,0.434
3.037,34.704,126.927,-628.318,12.007,-111.951,0,0.000,0.305,"",1.000,0.000,-0.500,40.892,0.000,0.991,-1.927,1.345,-5.548,-40.492,-31.467,0.432
3.057,34.529,127.737,-628.291,11.892,-112.760,0,0.000,0.302,"",1.000,0.000,-0.500,40.903,0.000,0.991,-2.737,1.344,-5.742,-40.476,-31.953,0.430
