HOUSE|0|Entrance step 3|(0.000000, -0.006096, 6.550000)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 1.341040, 0.650000)
HOUSE|1|Original house 2|(417.409200, 85.646560, -55.316750)|(0.000000, 0.522801, 0.000000, 0.852455)|(1.000000, 1.000000, 1.000000)
HOUSE|1|Foundation|(0.000000, 0.347908, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(14.000000, 1.945084, 11.000000)
HOUSE|1|Phase 6 architecture|(0.000000, 1.320450, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|1|Wall collision|(0.000000, 2.400000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(13.000000, 4.800000, 10.000000)
HOUSE|1|Pitched roof|(0.000000, 4.800000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(14.000000, 2.800000, 11.000000)
HOUSE|1|Pitched roof|(-2.000000, 3.200000, 5.350000)|(0.000000, 0.000000, 0.000000, 1.000000)|(3.200000, 0.800000, 1.900000)
HOUSE|1|Warm plaster|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|1|Ivory trim|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|1|Charcoal roof|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|1|Door timber|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|1|Blue glass|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|1|Entrance step 1|(-2.000000, 0.788647, 5.350000)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 1.213606, 0.650000)
HOUSE|1|Entrance step 2|(-2.000000, 0.681194, 5.950000)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.948515, 0.650000)
HOUSE|1|Entrance step 3|(-2.000000, 0.573650, 6.550000)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.683592, 0.650000)
HOUSE|2|Original house 3|(418.000000, 32.754780, -160.000000)|(0.000000, 0.555278, 0.000000, 0.831665)|(1.000000, 1.000000, 1.000000)
HOUSE|2|Foundation|(0.000000, 0.175001, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(14.000000, 0.649998, 11.000000)
HOUSE|2|Phase 6 architecture|(0.000000, 0.500000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|2|Wall collision|(0.000000, 2.150000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(13.000000, 4.300000, 10.000000)
HOUSE|2|Pitched roof|(0.000000, 4.300000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(14.000000, 2.200000, 11.000000)
HOUSE|2|Sage siding|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|2|Ivory trim|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|2|Charcoal roof|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|2|Door timber|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|2|Blue glass|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|2|Entrance step 1|(0.000000, 0.250002, 5.350000)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.649996, 0.650000)
HOUSE|2|Entrance step 2|(0.000000, 0.130001, 5.950000)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.409995, 0.650000)
HOUSE|3|Friend across street - blue circle|(511.500000, 84.865520, -35.200000)|(0.000000, -0.777521, 0.000000, 0.628858)|(1.000000, 1.000000, 1.000000)
HOUSE|3|Foundation|(0.000000, 0.250000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(14.000000, 0.700000, 11.000000)
HOUSE|3|Phase 6 architecture|(0.000000, 0.500000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|3|Wall collision|(0.000000, 2.400000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(13.000000, 4.800000, 10.000000)
HOUSE|3|Pitched roof|(0.000000, 4.800000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(14.000000, 2.200000, 11.000000)
HOUSE|3|Pitched roof|(0.000000, 3.200000, 5.350000)|(0.000000, 0.000000, 0.000000, 1.000000)|(3.200000, 0.800000, 1.900000)
HOUSE|3|Chimney|(-3.400000, 6.700000, -1.400000)|(0.000000, 0.000000, 0.000000, 1.000000)|(0.950000, 3.800000, 0.950000)
HOUSE|3|Muted brick|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|3|Ivory trim|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|3|Charcoal roof|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|3|Door timber|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|3|Blue glass|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|3|Entrance step 1|(0.000000, 0.250000, 5.350000)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.600000, 0.650000)
HOUSE|3|Entrance step 2|(0.000000, 0.130001, 5.950000)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.360002, 0.650000)
HOUSE|4|Remembered house behind southern hairpin|(484.000000, 23.899020, -596.200000)|(0.000000, 0.029683, 0.000000, 0.999559)|(1.000000, 1.000000, 1.000000)
HOUSE|4|Foundation|(0.000000, 0.328436, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(14.000000, 2.030868, 11.000000)
HOUSE|4|Phase 6 architecture|(0.000000, 1.243870, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|4|Wall collision|(0.000000, 2.400000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(13.000000, 4.800000, 10.000000)
HOUSE|4|Pitched roof|(0.000000, 4.800000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(14.000000, 2.200000, 11.000000)
HOUSE|4|Pitched roof|(0.000000, 3.200000, 5.350000)|(0.000000, 0.000000, 0.000000, 1.000000)|(3.200000, 0.800000, 1.900000)
HOUSE|4|Slate blue siding|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|4|Ivory trim|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|4|Charcoal roof|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|4|Door timber|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|4|Blue glass|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|4|Entrance step 1|(0.000000, 0.364993, 5.350000)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 1.857753, 0.650000)
HOUSE|4|Entrance step 2|(0.000000, 0.221026, 5.950000)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 1.665687, 0.650000)
HOUSE|4|Entrance step 3|(0.000000, 0.078192, 6.550000)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 1.471357, 0.650000)
HOUSE|5|Approximate older residence|(-665.500000, 8.500742, 319.000000)|(0.000000, 0.703621, 0.000000, 0.710575)|(1.000000, 1.000000, 1.000000)
HOUSE|5|Foundation|(0.000000, 0.211698, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(12.417570, 0.997889, 10.598050)
HOUSE|5|Phase 6 architecture|(0.000000, 0.610642, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(0.878275, 1.000000, 0.959805)
HOUSE|5|Wall collision|(0.000000, 2.400000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(13.000000, 4.800000, 10.000000)
HOUSE|5|Pitched roof|(0.000000, 4.800000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(14.000000, 2.800000, 11.000000)
HOUSE|5|Pitched roof|(-2.000000, 3.200000, 5.350000)|(0.000000, 0.000000, 0.000000, 1.000000)|(3.200000, 0.800000, 1.900000)
HOUSE|5|Warm plaster|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|5|Ivory trim|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|5|Charcoal roof|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|5|Door timber|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|5|Blue glass|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|5|Entrance step 1|(-1.756550, 0.347555, 5.149026)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.626176, 0.650000)
HOUSE|5|Entrance step 2|(-1.756550, 0.232716, 5.749026)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.375854, 0.650000)
HOUSE|6|Approximate older residence|(-590.700000, 7.966263, 143.000000)|(0.000000, -0.712730, 0.000000, 0.701439)|(1.000000, 1.000000, 1.000000)
HOUSE|6|Foundation|(0.000000, 0.253107, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(13.831340, 1.050694, 12.244830)
HOUSE|6|Phase 6 architecture|(0.000000, 0.678453, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(0.987026, 1.000000, 1.124483)
HOUSE|6|Wall collision|(0.000000, 2.150000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(13.000000, 4.300000, 10.000000)
HOUSE|6|Pitched roof|(0.000000, 4.300000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(14.000000, 2.200000, 11.000000)
HOUSE|6|Sage siding|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|6|Ivory trim|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|6|Charcoal roof|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|6|Door timber|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|6|Blue glass|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|6|Entrance step 1|(0.000000, 0.412190, 5.972417)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.632527, 0.650000)
HOUSE|6|Entrance step 2|(0.000000, 0.299219, 6.572417)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.378469, 0.650000)
HOUSE|7|Approximate older residence|(-667.700000, 7.615209, -71.500000)|(0.000000, 0.701594, 0.000000, 0.712577)|(1.000000, 1.000000, 1.000000)
HOUSE|7|Foundation|(0.000000, 0.242574, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(13.224130, 0.811772, 10.386240)
HOUSE|7|Phase 6 architecture|(0.000000, 0.548460, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(0.940318, 1.000000, 0.938624)
HOUSE|7|Wall collision|(0.000000, 2.400000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(13.000000, 4.800000, 10.000000)
HOUSE|7|Pitched roof|(0.000000, 4.800000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(14.000000, 2.200000, 11.000000)
HOUSE|7|Pitched roof|(0.000000, 3.200000, 5.350000)|(0.000000, 0.000000, 0.000000, 1.000000)|(3.200000, 0.800000, 1.900000)
HOUSE|7|Chimney|(-3.400000, 6.700000, -1.400000)|(0.000000, 0.000000, 0.000000, 1.000000)|(0.950000, 3.800000, 0.950000)
HOUSE|7|Muted brick|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|7|Ivory trim|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|7|Charcoal roof|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|7|Door timber|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|7|Blue glass|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|7|Entrance step 1|(0.000000, 0.247216, 5.043119)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.702488, 0.650000)
HOUSE|7|Entrance step 2|(0.000000, 0.124634, 5.643119)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.467653, 0.650000)
HOUSE|7|Entrance step 3|(0.000000, 0.002204, 6.243120)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.232512, 0.650000)
HOUSE|8|Approximate older residence|(-585.200000, 7.329132, -198.000000)|(0.000000, -0.712178, 0.000000, 0.701999)|(1.000000, 1.000000, 1.000000)
HOUSE|8|Foundation|(0.000000, 0.252233, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(12.810870, 0.953865, 12.321780)
HOUSE|8|Phase 6 architecture|(0.000000, 0.629165, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(0.908529, 1.000000, 1.132178)
HOUSE|8|Wall collision|(0.000000, 2.400000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(13.000000, 4.800000, 10.000000)
HOUSE|8|Pitched roof|(0.000000, 4.800000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(14.000000, 2.200000, 11.000000)
HOUSE|8|Pitched roof|(0.000000, 3.200000, 5.350000)|(0.000000, 0.000000, 0.000000, 1.000000)|(3.200000, 0.800000, 1.900000)
HOUSE|8|Slate blue siding|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|8|Ivory trim|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|8|Charcoal roof|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|8|Door timber|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|8|Blue glass|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|8|Entrance step 1|(0.000000, 0.249916, 6.010890)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.858499, 0.650000)
HOUSE|8|Entrance step 2|(0.000000, 0.124482, 6.610890)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.629368, 0.650000)
HOUSE|8|Entrance step 3|(0.000000, -0.000468, 7.210890)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.399266, 0.650000)
HOUSE|9|Approximate older residence|(-667.700000, 6.100289, -374.000000)|(0.000000, 0.700201, 0.000000, 0.713946)|(1.000000, 1.000000, 1.000000)
HOUSE|9|Foundation|(0.000000, 0.269016, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(15.445920, 0.791698, 11.990130)
HOUSE|9|Phase 6 architecture|(0.000000, 0.564865, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.111224, 1.000000, 1.099013)
HOUSE|9|Wall collision|(0.000000, 2.400000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(13.000000, 4.800000, 10.000000)
HOUSE|9|Pitched roof|(0.000000, 4.800000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(14.000000, 2.800000, 11.000000)
HOUSE|9|Pitched roof|(-2.000000, 3.200000, 5.350000)|(0.000000, 0.000000, 0.000000, 1.000000)|(3.200000, 0.800000, 1.900000)
HOUSE|9|Warm plaster|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|9|Ivory trim|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|9|Charcoal roof|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|9|Door timber|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|9|Blue glass|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|9|Entrance step 1|(-2.222449, 0.299118, 5.845063)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.631495, 0.650000)
HOUSE|9|Entrance step 2|(-2.222449, 0.181541, 6.445063)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.386648, 0.650000)
HOUSE|10|Approximate older residence|(88.000000, 39.244660, -341.000000)|(0.000000, 0.096751, 0.000000, 0.995309)|(1.000000, 1.000000, 1.000000)
HOUSE|10|Foundation|(0.000000, 0.417492, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(14.724450, 3.032535, 12.161460)
HOUSE|10|Phase 6 architecture|(0.000000, 1.833759, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.055727, 1.000000, 1.116146)
HOUSE|10|Wall collision|(0.000000, 2.150000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(13.000000, 4.300000, 10.000000)
HOUSE|10|Pitched roof|(0.000000, 4.300000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(14.000000, 2.200000, 11.000000)
HOUSE|10|Sage siding|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|10|Ivory trim|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|10|Charcoal roof|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|10|Door timber|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|10|Blue glass|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|10|Entrance step 1|(0.000000, 0.995619, 5.930731)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 1.776281, 0.650000)
HOUSE|10|Entrance step 2|(0.000000, 0.884939, 6.530731)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 1.517637, 0.650000)
HOUSE|10|Entrance step 3|(0.000000, 0.774265, 7.130731)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 1.258989, 0.650000)
HOUSE|11|Approximate older residence|(44.000000, 30.381200, -451.000000)|(0.000000, -0.679484, 0.000000, 0.733690)|(1.000000, 1.000000, 1.000000)
HOUSE|11|Foundation|(0.000000, 0.375010, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(14.054270, 1.417224, 11.603300)
HOUSE|11|Phase 6 architecture|(0.000000, 0.983622, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.004174, 1.000000, 1.060330)
HOUSE|11|Wall collision|(0.000000, 2.400000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(13.000000, 4.800000, 10.000000)
HOUSE|11|Pitched roof|(0.000000, 4.800000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(14.000000, 2.200000, 11.000000)
HOUSE|11|Pitched roof|(0.000000, 3.200000, 5.350000)|(0.000000, 0.000000, 0.000000, 1.000000)|(3.200000, 0.800000, 1.900000)
HOUSE|11|Chimney|(-3.400000, 6.700000, -1.400000)|(0.000000, 0.000000, 0.000000, 1.000000)|(0.950000, 3.800000, 0.950000)
HOUSE|11|Muted brick|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|11|Ivory trim|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|11|Charcoal roof|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|11|Door timber|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|11|Blue glass|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|11|Entrance step 1|(0.000000, 0.514631, 5.651652)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 1.037981, 0.650000)
HOUSE|11|Entrance step 2|(0.000000, 0.399337, 6.251652)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.788570, 0.650000)
HOUSE|11|Entrance step 3|(0.000000, 0.283767, 6.851652)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.539711, 0.650000)
HOUSE|12|Approximate older residence|(-132.000000, 29.828000, -540.100000)|(0.000000, 0.999806, 0.000000, 0.019702)|(1.000000, 1.000000, 1.000000)
HOUSE|12|Foundation|(0.000000, 0.258424, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(14.632510, 0.909986, 10.998100)
HOUSE|12|Phase 6 architecture|(0.000000, 0.613417, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.048654, 1.000000, 0.999810)
HOUSE|12|Wall collision|(0.000000, 2.400000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(13.000000, 4.800000, 10.000000)
HOUSE|12|Pitched roof|(0.000000, 4.800000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(14.000000, 2.200000, 11.000000)
HOUSE|12|Pitched roof|(0.000000, 3.200000, 5.350000)|(0.000000, 0.000000, 0.000000, 1.000000)|(3.200000, 0.800000, 1.900000)
HOUSE|12|Slate blue siding|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|12|Ivory trim|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|12|Charcoal roof|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|12|Door timber|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|12|Blue glass|(0.000000, 0.000000, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(1.000000, 1.000000, 1.000000)
HOUSE|12|Entrance step 1|(0.000000, 0.295143, 5.349050)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.736547, 0.650000)
HOUSE|12|Entrance step 2|(0.000000, 0.173796, 5.949049)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.499242, 0.650000)
HOUSE|12|Entrance step 3|(0.000000, 0.052141, 6.549050)|(0.000000, 0.000000, 0.000000, 1.000000)|(2.100000, 0.262552, 0.650000)
HOUSE|13|Approximate older residence|(-311.300000, 13.594110, -522.500000)|(0.000000, 0.996932, 0.000000, -0.078278)|(1.000000, 1.000000, 1.000000)
HOUSE|13|Foundation|(0.000000, 0.285740, 0.000000)|(0.000000, 0.000000, 0.000000, 1.000000)|(13.663050, 3.428157, 11.062050)
